kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,6.20335578918457,0.5283692463257397,0.2508429236382545,0.04530637961027331,0.05119116022358327,127
