D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.07267152490536054,0.09380850195884705,1.2908563853548158,0.5650853775853776,0.5590551181102362,0.5347947374263163
