condition,front_end,ff_width,rsnn_width,seed,parameter_count,recurrent_parameter_count,source,best_epoch,native_train_loss,native_train_objective_loss,native_train_phase_accuracy,native_train_phase_balanced_accuracy,native_train_phase_ce,native_train_phase_macro_f1,native_train_progress_loss,native_train_progress_mae,native_train_progress_r2,native_train_progress_sample_balanced_mae,probe_u_train_phase_ba,probe_u_train_progress_mae,probe_train_sample_balanced_mae_mean,probe_train_sample_balanced_mae_sd,probe_train_spearman_mean,probe_train_spearman_sd,probe_train_monotonic_violation_rate_mean,probe_train_monotonic_violation_rate_sd,native_val_loss,native_val_objective_loss,native_val_phase_accuracy,native_val_phase_balanced_accuracy,native_val_phase_ce,native_val_phase_macro_f1,native_val_progress_loss,native_val_progress_mae,native_val_progress_r2,native_val_progress_sample_balanced_mae,probe_u_val_phase_ba,probe_u_val_progress_mae,probe_val_sample_balanced_mae_mean,probe_val_sample_balanced_mae_sd,probe_val_spearman_mean,probe_val_spearman_sd,probe_val_monotonic_violation_rate_mean,probe_val_monotonic_violation_rate_sd,native_test_loss,native_test_objective_loss,native_test_phase_accuracy,native_test_phase_balanced_accuracy,native_test_phase_ce,native_test_phase_macro_f1,native_test_progress_loss,native_test_progress_mae,native_test_progress_r2,native_test_progress_sample_balanced_mae,probe_u_test_phase_ba,probe_u_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd,probe_phase_train_val_gap,probe_progress_val_train_gap
direct_rsnn64,direct,0,64,11,13003,4096,reused_exp5_3_2_2_h64,84,1.5378281819840922,1.53782818135573,0.4420252231731623,0.4381731686776951,1.5209134199533119,0.4146860915683638,0.0169147614024182,0.14446857571601868,0.5962783694267273,0.14325103825423066,0.47004837400148397,0.11387649178504944,0.11343755091503648,0.054197590664207776,0.9115882320836215,0.1300914773101116,0.3243455418611145,0.07529558107213404,1.832024335861206,1.8320243805646896,0.3537880783074357,0.34876608884350563,1.811326265335083,0.3195777189010175,0.02069811522960663,0.15987393260002136,0.5313926935195923,0.16338937244718038,0.3383597513289721,0.1287083774805069,0.13433199284213876,0.06356118228269701,0.9128351238792397,0.09224686914632325,0.3025443115282821,0.0735276530875834,1.9662808947367212,1.9662809237225416,0.35379390324718357,0.34856860585578514,1.9438679218292236,0.322003117229284,0.022413001893317862,0.16582131385803223,0.5138986110687256,0.1744926155429997,0.33742313676269503,0.12600789964199066,0.13505602793844595,0.05549390287612462,0.9286458725642343,0.05696253854793364,0.3070297817314265,0.057569314170510026,0.13168862267251186,0.020894441927102284
direct_rsnn64,direct,0,64,23,13003,4096,reused_exp5_3_2_2_h64,94,1.4954513867422554,1.4954513776919158,0.4516555847723048,0.44763585928558014,1.4796194605490838,0.4299642846673167,0.015831917142832136,0.14618317782878876,0.6060819625854492,0.14105919265090497,0.47805257647696664,0.10584855079650879,0.10510668915771781,0.0520431816806992,0.9251863701515681,0.107348054963685,0.3266951901400501,0.07191956912342923,1.794029712677002,1.794029664248228,0.3608989553156,0.35535099291671524,1.7758866548538208,0.3287561029208854,0.018143009394407272,0.15474319458007812,0.5714281797409058,0.15431441957988437,0.3477738776628015,0.1218867301940918,0.12796062420284937,0.06637624083720248,0.912310428140789,0.12277347385323248,0.2937314702080816,0.07347618372541262,1.8434998123613122,1.8434997703624914,0.38228959575878063,0.37696314550056853,1.826480938963694,0.35567680851918915,0.01701883139879736,0.1465063840150833,0.6122539043426514,0.14883097557172384,0.3541922843222187,0.11474255472421646,0.1227193406642708,0.05576748183535861,0.9260924425322121,0.06867728946672627,0.2976791107004038,0.06491539500144164,0.13027869881416515,0.022853935045131557
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,71,1.5437290596674724,1.5437290971095252,0.4399484147587385,0.4358210226239484,1.5249096532696906,0.41814582177626003,0.018819443839834603,0.15205970406532288,0.5449124574661255,0.14897743395807,0.46558752434473594,0.10642282664775848,0.10597750515053482,0.051421805041226766,0.9281642686569018,0.11118079063728949,0.3160840470786809,0.07000708604282053,1.7789568901062012,1.7789569105952978,0.3580897199543499,0.3527322423225551,1.7570140361785889,0.32510736484579617,0.021942874416708946,0.1675424426794052,0.4836430549621582,0.16750659639873203,0.35421792169944444,0.11990121006965637,0.12381268286752323,0.059158705077827424,0.9294536178683175,0.10629675535532147,0.2932086999991222,0.07730426015495254,1.8788588275648144,1.8788588549176306,0.36903578528827036,0.3638004663880743,1.8562802517250792,0.34063953502699595,0.022578603192551495,0.1639825999736786,0.4963630437850952,0.16936057234463625,0.3602899586154812,0.11385959386825562,0.1225855046347396,0.054635225283146155,0.9445399780545775,0.050447917662825796,0.29602030697471116,0.06045620248553222,0.1113696026452915,0.017835177716988407
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,68,1.497262917369245,1.4972628973674498,0.459510610146214,0.45624319638693417,1.480548129024276,0.44659409514390547,0.016714768343173904,0.14593400061130524,0.5983222126960754,0.1438800348882626,0.4731307250922462,0.10592890530824661,0.10575802325432969,0.05337590309712741,0.932953773573754,0.09575022483915424,0.31206319715058317,0.07470537454319318,1.8548442125320435,1.854844268411398,0.35475375296286543,0.35090062759410934,1.8345469236373901,0.33482710954965583,0.020297344774007797,0.1623012125492096,0.5329904556274414,0.16448499285985554,0.3470006467648304,0.12479943037033081,0.13073913090758854,0.0641517219979183,0.9109534198553493,0.12220511351697544,0.29031685177706357,0.0710369317946421,1.9001592593650296,1.9001592455100116,0.37682239893969516,0.37240268515632446,1.8800451951484158,0.3581473884225978,0.02011405036159574,0.15705716609954834,0.5534034967422485,0.16209180551032498,0.3631138477252782,0.11594321578741074,0.12453360896404475,0.060416579300370456,0.9461542709958423,0.040983980183803004,0.28578205924497246,0.06677598277316184,0.1261300783274158,0.024981107653258852
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,70,1.536790022136012,1.5367900023073366,0.39963488368198036,0.39982927283230374,1.5189924839236444,0.36762151523705777,0.01779751838369234,0.1499454528093338,0.5683056712150574,0.14664884196296207,0.469455921143849,0.10958930850028992,0.10963795716247542,0.056591448049024495,0.9173973071833258,0.12844844043232523,0.31435978010336557,0.0741786007914111,1.812860369682312,1.812860382720828,0.3204284083925906,0.32130818748490547,1.7920031547546387,0.2823013259225471,0.020857227966189384,0.1619771122932434,0.5167592763900757,0.16332699003673734,0.3378956061686083,0.1275615096092224,0.13459853836823077,0.07004150435551139,0.8893130977512932,0.1737185092842252,0.29049954252149107,0.07470408371879042,1.8968255372896587,1.8968255366007352,0.34236249171636846,0.3431621753695474,1.8761722110722163,0.3074162346056406,0.020653325528518795,0.15991829335689545,0.5345510840415955,0.16400647000090718,0.36116299454922396,0.11862636357545853,0.12678890001692183,0.05702251161472822,0.9129149720426749,0.0802130479087036,0.29542355874772724,0.05904630222964907,0.13156031497524068,0.024960581205755353
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,86,1.5941264670399913,1.5941264678030027,0.4135695982045656,0.4097356332506011,1.5753141331795777,0.3786493535685718,0.01881233462342502,0.16321226954460144,0.5243579745292664,0.15580519054104253,0.4630093018885323,0.10811349749565125,0.10777235099093639,0.057254090538630016,0.9301232992687429,0.12474921254419397,0.3165446779887749,0.07351233300738973,1.782899260520935,1.7828992679715157,0.3558950048283733,0.35185638776471595,1.7640537023544312,0.31974422780032363,0.018845565617084503,0.1565488576889038,0.5484864711761475,0.1542921823168558,0.34855006916387893,0.12450286746025085,0.13076191158994796,0.06875431186601531,0.9303804287980304,0.10370130040879112,0.2898731325570602,0.07008842939255051,1.8416695643777716,1.8416695288599354,0.3719350563286945,0.3672626952008207,1.8235983195370191,0.3402001699205527,0.01807120932291632,0.15485888719558716,0.5750792026519775,0.15467158735614933,0.3550032513566022,0.12033715844154358,0.13009200160940215,0.05997923655103598,0.9531429007819778,0.0463649212023099,0.29020396460168035,0.061999528662175694,0.11445923272465336,0.02298956059901157
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,94,1.457115799137319,1.4571157820769642,0.4120119918937478,0.41114818883091814,1.4418113186519446,0.38816621875951507,0.015304463425019624,0.13596533238887787,0.633048415184021,0.13410318246601782,0.48245993642793017,0.09885530918836594,0.09866508887679976,0.05482645947156166,0.9419312801739083,0.11801998399453663,0.30318687360723184,0.07108815836772428,1.8030332326889038,1.8030331917107105,0.3257835132999737,0.3256737332735452,1.7832896709442139,0.2921403515748888,0.01974352076649666,0.15322212874889374,0.5599196553230286,0.15851497650146484,0.36366941411892595,0.116988904774189,0.12576567032744015,0.07316259495200834,0.9274964366383366,0.13087006084382805,0.28230593113290087,0.06751780389520033,1.909088187021752,1.909088186128703,0.3450960901259112,0.3458716104562587,1.888574387929211,0.3171754588545263,0.020513798199491957,0.15368503332138062,0.5553828477859497,0.161237994285479,0.3651149357931487,0.11800423264503479,0.12762691371449053,0.06472710527496722,0.9417048293025361,0.04734654628346415,0.2862941358796542,0.05844060838171499,0.11879052230900422,0.0271005814506404
linear64_rsnn64,linear,64,64,37,17099,4096,trained_exp5_3_2_3,75,1.5257743935576815,1.5257744044834898,0.3883799219521999,0.38708146024762535,1.5101047198251274,0.3569348557888064,0.01566968465836241,0.14308691024780273,0.6159589290618896,0.13900574964828621,0.4747918894341404,0.10188322514295578,0.10172338323369494,0.050883980974828595,0.9317773093128131,0.11254813250756515,0.33027369771780407,0.0705363413095232,1.747440218925476,1.7474402748048306,0.3213062944429813,0.3209858215147078,1.7291980981826782,0.280067436093436,0.01824217662215233,0.15504968166351318,0.5670768618583679,0.15380187261672246,0.36355154849511506,0.11438930034637451,0.11864947625214145,0.06209151107518218,0.9169918177178259,0.13537546972500888,0.3127133070029051,0.06809345071670152,1.8664620657489723,1.8664620211730674,0.3334990059642147,0.3334279111277448,1.8479932252674887,0.2963017988129729,0.018468795905578626,0.15180596709251404,0.5852363705635071,0.15584237934791878,0.3608247922432465,0.11469873040914536,0.12443475175189646,0.05804244497770492,0.9413528039150076,0.061747172575528045,0.3086704691277143,0.06064874961669969,0.11124034093902535,0.01692609301844651
linear64_rsnn64,linear,64,64,53,17099,4096,trained_exp5_3_2_3,87,1.5176055244652622,1.5176054949482676,0.4593766225065738,0.45563471511334824,1.4992485224892884,0.4371710414604954,0.018356972458979142,0.14999385178089142,0.5598490238189697,0.14787556259234064,0.4752207220903727,0.10430054366588593,0.1047991954187723,0.05373964555057989,0.92903300396659,0.11048872785287615,0.32355410414120855,0.0727429102760321,1.846869707107544,1.8468696884810925,0.36037222368536564,0.35584267225934385,1.8247079849243164,0.3329431096742338,0.022161703556776047,0.16814173758029938,0.4887513518333435,0.17052193293495785,0.35214727991811157,0.12126808613538742,0.12899975588042584,0.06583191824914508,0.912961866203901,0.14086802208191654,0.30069908885792956,0.06929072841292733,1.8585907188180375,1.8585906976910487,0.3802186878727634,0.37527727106933007,1.8365384127995739,0.3549700399389376,0.022052284891474736,0.16541142761707306,0.5014407634735107,0.16969912019494462,0.35611483005186295,0.11887947469949722,0.12743901665488336,0.05814532190540073,0.9264728751524488,0.07858221636955248,0.2996555915879584,0.05765299544004413,0.12307344217226113,0.02420056046165353
linear64_rsnn64,linear,64,64,71,17099,4096,trained_exp5_3_2_3,92,1.5326190673956157,1.5326190824506616,0.3911099201098699,0.3906279275285392,1.5147474768239741,0.3648909807034951,0.01787160562668733,0.1517094522714615,0.5643251538276672,0.1478630975273513,0.45559366800141915,0.11303430795669556,0.11241323729133852,0.055710462295031765,0.9123686053755604,0.14542347042894943,0.3258071130266445,0.07783285731271192,1.7497838735580444,1.7497838158160448,0.32868053726626284,0.3293571724295469,1.7293336391448975,0.2939109592763913,0.020450176671147346,0.16035020351409912,0.5238738059997559,0.16149859958224827,0.34836911821796396,0.12420293688774109,0.12977993789882886,0.06769471059371013,0.8878169599573966,0.22153200085126734,0.30014792065176277,0.07408864522159159,1.864123858817636,1.864123823529441,0.33722664015904574,0.3376710175654671,1.843677475027842,0.30558303745528964,0.020446348501598998,0.15869925916194916,0.5386373996734619,0.16226277939260822,0.356691287590547,0.11998672783374786,0.1273602868800294,0.0546930324578853,0.9303832489363145,0.05876890980718948,0.30771242166956236,0.06385173049031313,0.10722454978345519,0.017366700607490335
