condition,front_end,ff_width,rsnn_width,seed,parameter_count,recurrent_parameter_count,source,feature_dim,feature_type,phase_probe_C,phase_probe_test_accuracy,phase_probe_test_ba,phase_probe_test_macro_f1,phase_probe_train_accuracy,phase_probe_train_ba,phase_probe_train_macro_f1,phase_probe_val_accuracy,phase_probe_val_ba,phase_probe_val_macro_f1,progress_probe_alpha,progress_probe_test_mae,progress_probe_test_monotonic_violation_rate_mean,progress_probe_test_monotonic_violation_rate_sd,progress_probe_test_n_gestures,progress_probe_test_r2,progress_probe_test_sample_balanced_mae_mean,progress_probe_test_sample_balanced_mae_sd,progress_probe_test_spearman_mean,progress_probe_test_spearman_sd,progress_probe_train_mae,progress_probe_train_monotonic_violation_rate_mean,progress_probe_train_monotonic_violation_rate_sd,progress_probe_train_n_gestures,progress_probe_train_r2,progress_probe_train_sample_balanced_mae_mean,progress_probe_train_sample_balanced_mae_sd,progress_probe_train_spearman_mean,progress_probe_train_spearman_sd,progress_probe_val_mae,progress_probe_val_monotonic_violation_rate_mean,progress_probe_val_monotonic_violation_rate_sd,progress_probe_val_n_gestures,progress_probe_val_r2,progress_probe_val_sample_balanced_mae_mean,progress_probe_val_sample_balanced_mae_sd,progress_probe_val_spearman_mean,progress_probe_val_spearman_sd
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,64,membrane,0.1,0.3643141153081511,0.3602899586154812,0.34490638000279467,0.4685715242768855,0.46558752434473594,0.4554524505833048,0.358177508559389,0.35421792169944444,0.3397171103511315,0.01,0.11385959386825562,0.29602030697471116,0.06045620248553222,146,0.7383973598480225,0.1225855046347396,0.054635225283146155,0.9445399780545775,0.050447917662825796,0.10642282664775848,0.3160840470786809,0.07000708604282053,581,0.7668744325637817,0.10597750515053482,0.051421805041226766,0.9281642686569018,0.11118079063728949,0.11990121006965637,0.2932086999991222,0.07730426015495254,126,0.7086639404296875,0.12381268286752323,0.059158705077827424,0.9294536178683175,0.10629675535532147
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,64,synaptic,0.01,0.3619946984758118,0.35787526201194836,0.34159469943213905,0.45676386353358905,0.45363882299949576,0.4421287258767427,0.35343692388727943,0.34939131604938084,0.33269698570419715,0.01,0.11589010804891586,0.34604350242124243,0.05755891142809162,146,0.7323786020278931,0.12411499934347525,0.052897334866795716,0.9311376049332585,0.05664584858485248,0.10944116115570068,0.37074381798922046,0.06684529065181363,581,0.7580792903900146,0.10880513598889163,0.04991993735834539,0.918761857583517,0.11287210556457095,0.12209656834602356,0.3427816330345386,0.07004214492414132,126,0.7036818861961365,0.12540782340580509,0.057013503350050974,0.9159644092630407,0.10615651837434466
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,64,spike,0.01,0.33565275016567264,0.3314291008932007,0.31111389676128337,0.4188956068802653,0.41569559251592264,0.4018763440402289,0.33552804845931,0.33149643999302464,0.31042830229340174,0.1,0.11881261318922043,0.34729000964649814,0.05397215624051993,146,0.7149231433868408,0.12710194680074308,0.05592418023002828,0.9239653923231199,0.05605407637639802,0.11016906052827835,0.3681180491143755,0.07401368274169558,581,0.7523711919784546,0.10893824363765331,0.04968499243441977,0.9124921160767206,0.10882248480259277,0.12143632769584656,0.3397599319216484,0.07953806214836107,126,0.7022066712379456,0.12411690491532522,0.05747341038884351,0.9151400706489669,0.11038822417212558
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,64,spike250,10.0,0.3302683896620278,0.32614521122862145,0.3051319865918028,0.44001540857855864,0.4368470991512846,0.4236205323841086,0.3363181459046616,0.3320255594050677,0.31100430613364133,0.01,0.1134035661816597,0.1349149655883115,0.07137476828183979,146,0.7385613918304443,0.1242391520677364,0.063652977609177,0.9613803748547277,0.044899592633105896,0.102085642516613,0.1582869642253493,0.08742922947176847,581,0.7816817164421082,0.10276135743921061,0.05535065691054502,0.9479689440242284,0.10938900640578403,0.11694638431072235,0.12590738273147017,0.09035252068682667,126,0.7169927954673767,0.12216940788286072,0.06453427773339436,0.9474212642754972,0.12996966898571494
direct_rsnn64,direct,0,64,37,13003,4096,reused_exp5_3_2_2_h64,64,spike500,10.0,0.3244698475811796,0.3200313348934506,0.2972137505038999,0.434706148357814,0.4315362227689401,0.41683847467385615,0.3296462119216926,0.3256913991436767,0.3048545520867926,0.01,0.11119461059570312,0.07816878117510928,0.057816793333152705,146,0.7474117875099182,0.12369068615036467,0.06833002893382495,0.9802823241834892,0.026147782357442508,0.09850013256072998,0.1006852108669453,0.07736020092590304,581,0.7930596470832825,0.10077551251242062,0.059565855356047984,0.9646633721895721,0.10983846516229175,0.1159132570028305,0.0748803964030399,0.07246666825939363,126,0.7165861129760742,0.12328233963085546,0.07058977423365138,0.958579278861201,0.14877414164500824
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,64,membrane,10.0,0.36754473161033796,0.3631138477252782,0.346826388067442,0.47627581355619947,0.4731307250922462,0.4629770258323907,0.35106663155122464,0.3470006467648304,0.3290769352209565,10.0,0.11594321578741074,0.28578205924497246,0.06677598277316184,146,0.7344741225242615,0.12453360896404475,0.060416579300370456,0.9461542709958423,0.040983980183803004,0.10592890530824661,0.31206319715058317,0.07470537454319318,581,0.767573356628418,0.10575802325432969,0.05337590309712741,0.932953773573754,0.09575022483915424,0.12479943037033081,0.29031685177706357,0.0710369317946421,126,0.6850340366363525,0.13073913090758854,0.0641517219979183,0.9109534198553493,0.12220511351697544
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,64,synaptic,10.0,0.3642312789927104,0.3597736695700662,0.34285786041651156,0.4639656991642521,0.4607781607874795,0.4501367416765321,0.35150557457641995,0.3474864267880755,0.3287044558851248,10.0,0.1164904311299324,0.34091442840349123,0.05725426741795684,146,0.7345364093780518,0.12454848103735545,0.05851451382394378,0.9371301957622065,0.04336384579515322,0.10765298455953598,0.3626002145634483,0.07231914714852264,581,0.7622697949409485,0.10737998833600912,0.05229545318424505,0.9246722485742076,0.10164102224819183,0.12612384557724,0.34418327944952415,0.06663845087843726,126,0.6831309795379639,0.13158574366262035,0.06256531001801197,0.9004105895429352,0.12626419280672754
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,64,spike,0.01,0.340622929092114,0.33614806658955654,0.3161651372404524,0.4227477515199223,0.41923560208984023,0.404925221400177,0.33666930032481784,0.3323705379520373,0.3092746892576597,10.0,0.11647659540176392,0.33554940851495446,0.06035476465342733,146,0.732387900352478,0.12425607215766221,0.056013818559099766,0.9326088366442117,0.047010541038399245,0.11025539040565491,0.35199071749530764,0.0760661667864422,581,0.7515408992767334,0.10982688297092812,0.051631168181163666,0.9162951100964528,0.12589849989194438,0.12559114396572113,0.32987231769388375,0.07585338188140262,126,0.6829936504364014,0.13058334163257054,0.06198013976528046,0.8951916735603566,0.1433869495968665
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,64,spike250,1.0,0.33772365805168986,0.33278217838094815,0.31010194856853757,0.441305039610096,0.43805064392568616,0.4249612105739371,0.33737160916513037,0.33306788469757426,0.3087813522733123,10.0,0.11234519630670547,0.12153475035775001,0.07144574398189504,146,0.7399749755859375,0.12323319733346978,0.0664772174286179,0.9682138317272941,0.045356407854909284,0.10187464952468872,0.1513659625225173,0.08202446368126409,581,0.7782568335533142,0.10326502060841468,0.05820552199946582,0.9486368883271735,0.11822359920913594,0.1199018731713295,0.1372297474154121,0.0836052115470383,126,0.6965470314025879,0.12783235453424,0.07078954830450819,0.9352030296475957,0.1344522517192086
direct_rsnn64,direct,0,64,53,13003,4096,reused_exp5_3_2_2_h64,64,spike500,1.0,0.3351557322730285,0.3301139962639133,0.3070984978733463,0.43567755874520575,0.43231461856170983,0.4177866653459315,0.33535247124923184,0.33063136834659346,0.3037577294143264,0.01,0.11219840496778488,0.06026959340428132,0.05319981317735627,146,0.7386437058448792,0.12479921519654254,0.07132093777130467,0.9797353597140268,0.038103502729598525,0.0992031916975975,0.0862884298058422,0.06993679438602471,581,0.7869653105735779,0.10206078256122934,0.06207305210929435,0.9632531791502358,0.10994092366196637,0.11929849535226822,0.06879747133079113,0.0685024450996952,126,0.696259081363678,0.1293217864124075,0.07568403566610148,0.9559710537783884,0.12153450955053449
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,64,membrane,10.0,0.3658051689860835,0.36116299454922396,0.3439744858725283,0.47247391428140756,0.469455921143849,0.4584821065975052,0.3419366166271618,0.3378956061686083,0.3195543428559366,0.01,0.11862636357545853,0.29542355874772724,0.05904630222964907,146,0.7271345257759094,0.12678890001692183,0.05702251161472822,0.9129149720426749,0.0802130479087036,0.10958930850028992,0.31435978010336557,0.0741786007914111,581,0.7468044757843018,0.10963795716247542,0.056591448049024495,0.9173973071833258,0.12844844043232523,0.1275615096092224,0.29049954252149107,0.07470408371879042,126,0.6597545146942139,0.13459853836823077,0.07004150435551139,0.8893130977512932,0.1737185092842252
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,64,synaptic,0.1,0.36646785950960903,0.36171172233748433,0.3432933399619452,0.45644564288944345,0.4533365320255691,0.4413004108775015,0.3416732508120446,0.3374780221608964,0.3183082536645832,0.01,0.11840373277664185,0.3428513048740034,0.05204966608405217,146,0.7284420728683472,0.12618875970477111,0.05597371189794927,0.9194338564348135,0.06737142087702516,0.11041886359453201,0.35587343936794597,0.07293551837767141,581,0.7441608905792236,0.11019470563828432,0.05600525854273668,0.9163659207019672,0.13223235025054544,0.1272529810667038,0.3334867777641575,0.06924754924119554,126,0.6619910001754761,0.13350398193985696,0.06881366275590503,0.8949390481588834,0.15561688350583644
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,64,spike,10.0,0.34551027170311466,0.3404865540461377,0.31716260977639554,0.4191635821595458,0.4157443299951663,0.3997299302546081,0.326222456325169,0.3218278386619515,0.2996867404410096,10.0,0.11843471974134445,0.3289832449106754,0.06519524545761961,146,0.724784255027771,0.12622971725586343,0.05627715700107141,0.9218815024349789,0.07285061920943375,0.11210866272449493,0.3542735370589342,0.08177395860144117,581,0.7361470460891724,0.1116624321987317,0.055832618280634655,0.9083916507746942,0.1523127076459412,0.1263255625963211,0.319084932346265,0.08597870239915462,126,0.6653475165367126,0.1315626208448694,0.0673446834115268,0.8861984481576127,0.17531957716841748
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,64,spike250,10.0,0.33316766070245196,0.328126334298047,0.3038946572558293,0.43175842028572864,0.42848668908389154,0.41358980688827396,0.32139408304802036,0.31685975752516854,0.2945763924866993,0.01,0.11567077040672302,0.12237119663098907,0.07958487082585435,146,0.7316300868988037,0.12635388781558976,0.06414960543157879,0.9585146276959919,0.06299157140954217,0.10433236509561539,0.14567081015524147,0.08498484198285909,581,0.761551022529602,0.105369718190725,0.061641297834347256,0.9423371551869845,0.14483282740978456,0.12365629523992538,0.12542715466465265,0.08715249727947666,126,0.6690825819969177,0.13145248855035457,0.07411781794614593,0.9260016806804665,0.16639536663702517
direct_rsnn64,direct,0,64,71,13003,4096,reused_exp5_3_2_2_h64,64,spike500,10.0,0.3195825049701789,0.31476961512247625,0.2905911213992289,0.43038504697941615,0.42700307937267834,0.41111630590382997,0.32718813098059873,0.32286676824239946,0.3007665919278192,0.01,0.11342550814151764,0.0658796559667592,0.061503187949751036,146,0.7373809814453125,0.12635626534178648,0.06930206852592234,0.977457738731443,0.04073527486786771,0.10225201398134232,0.0829329457735802,0.06977900539619397,581,0.7680132389068604,0.10481975376990699,0.06533509714831535,0.9609297974356674,0.12532848057525495,0.12172608077526093,0.06880009019704032,0.06901738930309388,126,0.6706606149673462,0.13124484725533023,0.0791839355962389,0.9523899483120096,0.12102629911719942
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,64,membrane,0.01,0.35926110006626905,0.3550032513566022,0.33745820990671793,0.4661764952183161,0.4630093018885323,0.45098429466928736,0.3522956720217716,0.34855006916387893,0.33145873944471443,0.01,0.12033715844154358,0.29020396460168035,0.061999528662175694,146,0.7147400975227356,0.13009200160940215,0.05997923655103598,0.9531429007819778,0.0463649212023099,0.10811349749565125,0.3165446779887749,0.07351233300738973,581,0.7507465481758118,0.10777235099093639,0.057254090538630016,0.9301232992687429,0.12474921254419397,0.12450286746025085,0.2898731325570602,0.07008842939255051,126,0.6766018867492676,0.13076191158994796,0.06875431186601531,0.9303804287980304,0.10370130040879112
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,64,synaptic,1.0,0.35685884691848907,0.3525878930569752,0.33341187607571776,0.45932637714170865,0.4561040089240735,0.44353585195960876,0.3565973136686858,0.3529268269952907,0.3356231702047826,0.01,0.12159228324890137,0.32747742676936115,0.060218261197653146,146,0.7126811742782593,0.13096407943800703,0.05835566607482392,0.9433343042093559,0.04849782702843631,0.11038137972354889,0.3505157988922095,0.0750398295718537,581,0.7439446449279785,0.1098775719060032,0.05622823531908374,0.9210994873106308,0.13370004090532225,0.12560489773750305,0.3267292482357266,0.0695524124100317,126,0.6748735904693604,0.13155635679879832,0.06747127322909749,0.9276055715573233,0.08898942792128736
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,64,spike,0.01,0.3488237243207422,0.3444481108261464,0.3222790441652811,0.4293633912271593,0.4259665017034354,0.40944922089290847,0.34316565709770874,0.3392105429218282,0.3186243499559171,10.0,0.12309084087610245,0.3537165326019675,0.06208164244006392,146,0.7096365690231323,0.13189773858614165,0.05657511005821798,0.936161756975856,0.0422405863559653,0.11324538290500641,0.3652759998967248,0.08437790989020462,581,0.7344013452529907,0.1124992151961064,0.05435275607617765,0.914114873466206,0.1408439702774909,0.12460033595561981,0.3300698067000881,0.08330219989046521,126,0.6780389547348022,0.13022652067362317,0.06667257640268427,0.9109462142689436,0.15082122168602766
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,64,spike250,0.01,0.33880053015241884,0.33440860214722273,0.31201135088112375,0.43430418543889326,0.4309891020235358,0.41596803453302356,0.34184882802212274,0.3377557539036714,0.3166013745320851,10.0,0.11715102940797806,0.12372297371520914,0.06729937159787538,146,0.7253462672233582,0.12792777928383384,0.06409584583157907,0.9714183303711436,0.03485094493043577,0.10557205229997635,0.1518351166486243,0.08293973266973508,581,0.7583954930305481,0.10638860559248063,0.060826337203719355,0.9493762111146551,0.1274394549859921,0.12116125971078873,0.12643379938993987,0.06854640575815893,126,0.6866647005081177,0.12848085085196154,0.07282276753419033,0.9455529724925672,0.11873352592329883
linear64_rsnn64,linear,64,64,11,17099,4096,trained_exp5_3_2_3,64,spike500,0.01,0.32554671968190857,0.3211468052683605,0.29733194764825527,0.41985026881270204,0.41650743434796567,0.3998250806821999,0.3282415942410675,0.3242049412307465,0.30286354546449734,0.1,0.1151149719953537,0.06564012751885884,0.05480080448521935,146,0.7334349155426025,0.1269940089128197,0.06724017076422302,0.984601870197066,0.028803325700714085,0.10342224687337875,0.09796112869190143,0.07001313639603705,581,0.7632799744606018,0.10530249327870018,0.0645517929623992,0.9658452550917644,0.1088709616875629,0.12183795869350433,0.07427107032314595,0.0637393683131488,126,0.6852844953536987,0.1304713027285678,0.07497774024665707,0.959878599996593,0.10329284159840008
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,64,membrane,0.01,0.368870112657389,0.3651149357931487,0.35134085802536835,0.4854874637814662,0.48245993642793017,0.4730993758050589,0.36757088929856907,0.36366941411892595,0.3438914861993646,10.0,0.11800423264503479,0.2862941358796542,0.05844060838171499,146,0.7166330814361572,0.12762691371449053,0.06472710527496722,0.9417048293025361,0.04734654628346415,0.09885530918836594,0.30318687360723184,0.07108815836772428,581,0.7846838235855103,0.09866508887679976,0.05482645947156166,0.9419312801739083,0.11801998399453663,0.116988904774189,0.28230593113290087,0.06751780389520033,126,0.6993663907051086,0.12576567032744015,0.07316259495200834,0.9274964366383366,0.13087006084382805
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,64,synaptic,1.0,0.3682074221338635,0.3644187496743506,0.3509771255706819,0.4779171621417924,0.47494852111107083,0.4656977554923077,0.3638837678869283,0.36013805172521274,0.34190732884335107,10.0,0.11783835291862488,0.31909934524782246,0.06206594252504278,146,0.7197363376617432,0.1270493866288907,0.06303448323079763,0.9380954971741339,0.04794348429825228,0.09983928501605988,0.34215321982223607,0.06677484111228602,581,0.7819369435310364,0.09939713115690087,0.05418806052526058,0.9385910028738713,0.11959739622429803,0.1170731633901596,0.3125006852760081,0.0694014007631572,126,0.7020350098609924,0.1255267139169432,0.0714188713792952,0.9265713811849673,0.13685888299828444
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,64,spike,0.01,0.3570245195493704,0.3529657354506218,0.33548272381392613,0.44711675347949154,0.4439681264766467,0.43122037961775106,0.36397155649196733,0.36027974388916323,0.33962532781638577,0.1,0.1168767660856247,0.33743178233193044,0.06277482739626988,146,0.7224678993225098,0.12584430344198663,0.06207810005936187,0.9388062271885699,0.04645523489955778,0.10158141702413559,0.3543607685556487,0.07734179495306193,581,0.7752730846405029,0.10078630907374488,0.05362828032739179,0.9329832796087311,0.11947872032454872,0.11678025871515274,0.3188276788118937,0.07617624296326721,126,0.7045549750328064,0.12469763291024026,0.06921867634924643,0.9257244456246353,0.13251701346823902
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,64,spike250,0.1,0.34551027170311466,0.3414418668408562,0.3245837799579083,0.4603312844390105,0.4571822791465264,0.4449348879261027,0.36265472741638133,0.3584519421901683,0.3361927012361291,0.01,0.11511459201574326,0.10695526860206019,0.06421406708947366,146,0.7285721302032471,0.12631970251055613,0.0694509757922821,0.9688099631265309,0.038814550375700425,0.09633512049913406,0.12562635830943122,0.07720287001221582,581,0.7910457849502563,0.09722278123519507,0.059530241660938274,0.959756377563478,0.11497328850923715,0.1119699478149414,0.09988101640997125,0.06651645460591611,126,0.715302586555481,0.12178005352024994,0.0767983554570688,0.9556969942186425,0.11110301001356872
linear64_rsnn64,linear,64,64,23,17099,4096,trained_exp5_3_2_3,64,spike500,0.01,0.32223326706428096,0.318530756106837,0.2982323551404039,0.43887651364161656,0.43569674258943875,0.42206934506160343,0.3692388727943113,0.365257202589777,0.3429463810996061,0.01,0.11582864075899124,0.06406861912048957,0.0527832846018137,146,0.7236944437026978,0.128516214147006,0.07334320804392018,0.9793811097502155,0.030543508007096234,0.09593348205089569,0.08329322245498498,0.06214989663170811,581,0.7921075820922852,0.09818811135337706,0.06251727289252783,0.9676263658224106,0.1225618822470004,0.11185219883918762,0.057569851695784865,0.05114821987671817,126,0.7129381895065308,0.12230517916263096,0.07995096515803488,0.9584294107219663,0.1331095224010806
