condition,front_end,ff_width,rsnn_width,seed,parameter_count,recurrent_parameter_count,source,ablation,replicate,native_test_phase_ba,native_test_progress_mae,probe_test_phase_ba,probe_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd
ffsnn64_rsnn64,ff_snn,64,64,53,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.10902198474105895,0.25989317240780346,0.22317861195787875,0.2028648853302002,0.20080434413601275,0.04036484644398792,0.5530980879227508,0.26351937541725545,0.45223944635810526,0.04029604232923223
ffsnn64_rsnn64,ff_snn,64,64,71,17099,4096,trained_exp5_3_2_3,ordered,0,0.33383344575292656,0.1652363946993057,0.3620225369209257,0.1149856224656105,0.12414000364505265,0.06128378144731519,0.935331330194295,0.06351919104599253,0.2732049517857629,0.06748613661461521
ffsnn64_rsnn64,ff_snn,64,64,71,17099,4096,trained_exp5_3_2_3,state_reset,0,0.10979387694633366,0.26381331600555,0.2776088622430598,0.17009450495243073,0.1705740925485957,0.030377022288342825,0.7764181167461256,0.12976835450108207,0.3858917878359657,0.06652878033524481
ffsnn64_rsnn64,ff_snn,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.10162142702733912,0.25845890829007917,0.2354164217096494,0.19621829688549042,0.19532240228089567,0.04701913813158761,0.5761840458286436,0.2572969260271107,0.45947789371138315,0.04505502464499254
ffsnn64_rsnn64,ff_snn,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.11477347849887484,0.26008383868491813,0.23411054519937985,0.19522705674171448,0.19486542765612472,0.04926671797626747,0.579891249633202,0.2908480409207725,0.4596348988589312,0.04591648830429827
ffsnn64_rsnn64,ff_snn,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.1185281549478638,0.2531620672304336,0.2385653132216087,0.1866011917591095,0.18853880301730275,0.05035724302023262,0.6358752044147329,0.24788447354482712,0.456593326914051,0.041032963497202264
ffsnn64_rsnn64,ff_snn,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.1077080523513497,0.2536807125561858,0.2411539129666294,0.1901981234550476,0.19024594536382858,0.047765317052221354,0.6100834786149879,0.2588255059436239,0.45326452246879306,0.039720957738652356
ffsnn64_rsnn64,ff_snn,64,64,71,17099,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.11040327048207729,0.2566048217146364,0.2309441762727585,0.19605667889118195,0.19645871074028212,0.047799620101962544,0.5996811356452179,0.24666593539597598,0.45955477041286974,0.03850937627985962
ffsnn128_rsnn64,ff_snn,128,64,11,29387,4096,trained_exp5_3_2_3,ordered,0,0.2657583619108572,0.18712775347984,0.33832394139430044,0.12265170365571976,0.13088377478392157,0.052796326971414835,0.9345992850700867,0.053111837567775246,0.28726658341361366,0.06709705002920946
ffsnn128_rsnn64,ff_snn,128,64,11,29387,4096,trained_exp5_3_2_3,state_reset,0,0.13042585225160983,0.2514981668289394,0.28115144333391073,0.1645044982433319,0.16750105419387556,0.03843690078613828,0.7972777915412275,0.13811072395070498,0.37480608533482945,0.07241697002315033
ffsnn128_rsnn64,ff_snn,128,64,11,29387,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.11208712526997748,0.2693449765035551,0.202269797080166,0.21882882714271545,0.21649712262904808,0.018898991628537545,0.4135491082299063,0.1979602588898069,0.44990842821493676,0.04032839612348835
ffsnn128_rsnn64,ff_snn,128,64,11,29387,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.10639458874864496,0.2670293964751779,0.1963924170433733,0.21764704585075378,0.21443954671490684,0.020949759686426806,0.4231567432359419,0.2142975980068157,0.45056536905106737,0.04035142012195483
ffsnn128_rsnn64,ff_snn,128,64,11,29387,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.10041972589386386,0.26482718938017547,0.18955972269141158,0.22018872201442719,0.21730249905831192,0.02256348077103117,0.38878259653692443,0.22897903019937418,0.4582393166616325,0.03789237315996151
ffsnn128_rsnn64,ff_snn,128,64,11,29387,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.10702491442486724,0.2676042824575346,0.18860413886316044,0.21740157902240753,0.21445627826942157,0.02114130844700949,0.4280224419600307,0.23335213640935554,0.4553557409609312,0.03564921609462142
ffsnn128_rsnn64,ff_snn,128,64,11,29387,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.10513071789490067,0.26513455665274843,0.19860175512076642,0.21962366998195648,0.2173338506932128,0.019371491095346555,0.3939932340538694,0.21691539831996043,0.4594832590869434,0.03625871679454547
ffsnn128_rsnn64,ff_snn,128,64,23,29387,4096,trained_exp5_3_2_3,ordered,0,0.3770570774756353,0.1856017586303084,0.35192224526368315,0.11345943808555603,0.12124474481870867,0.05477116815286607,0.9448423910486843,0.05278714201089358,0.2659438437034972,0.07065024377073684
ffsnn128_rsnn64,ff_snn,128,64,23,29387,4096,trained_exp5_3_2_3,state_reset,0,0.19480655020936938,0.2542574895571356,0.3088953366716234,0.15853869915008545,0.1610851142402381,0.033768405483708235,0.8265256537299428,0.10073247086947615,0.3884326146358032,0.06697917035278028
ffsnn128_rsnn64,ff_snn,128,64,23,29387,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.11507713807573561,0.25833075013879225,0.2175228406168947,0.2012627124786377,0.19918604970794834,0.03784542070422021,0.577431122145604,0.23533707165891213,0.45194601041545995,0.04573494526926946
ffsnn128_rsnn64,ff_snn,128,64,23,29387,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.11590015652926726,0.2561004455775431,0.2209232190865583,0.20326575636863708,0.20286583129877914,0.04430203274801512,0.5541005015359637,0.22818906074215703,0.4521537388116145,0.04216496094470918
ffsnn128_rsnn64,ff_snn,128,64,23,29387,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.12354756712367802,0.2582756983090753,0.2163621525663652,0.1998719722032547,0.19811189363468185,0.04032874335765579,0.5921339663709809,0.23048821224129454,0.44641587618870204,0.0430796458137892
ffsnn128_rsnn64,ff_snn,128,64,23,29387,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.10973319309190481,0.25730836881350166,0.21369359054431677,0.2020830512046814,0.2018487963774433,0.04041668813898045,0.5851510245672366,0.22635987723115794,0.4554649523932341,0.0406046619563217
ffsnn128_rsnn64,ff_snn,128,64,23,29387,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.10980523705461073,0.25905442237854004,0.21886829547634573,0.20055383443832397,0.20044257496930148,0.04812605154130391,0.5761132494279775,0.2418154144339262,0.4560317101166277,0.04062564946569313
ffsnn128_rsnn64,ff_snn,128,64,37,29387,4096,trained_exp5_3_2_3,ordered,0,0.38370852249472664,0.16798950058140166,0.3602126950224663,0.11131200939416885,0.11998393304952204,0.0548997957605528,0.9422346918340915,0.044320009899659334,0.28340836464405494,0.06670630064240163
ffsnn128_rsnn64,ff_snn,128,64,37,29387,4096,trained_exp5_3_2_3,state_reset,0,0.16746358078674067,0.2624084328951901,0.30319181354134783,0.15729327499866486,0.1600915054752402,0.02890402326434328,0.8293515522704655,0.09015396205611909,0.39106562810620527,0.05693585948923757
ffsnn128_rsnn64,ff_snn,128,64,37,29387,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.11165218203830463,0.25782857855705366,0.21190819475824613,0.20754924416542053,0.20488111832982872,0.029162243071423496,0.48373965773309974,0.21566994019249291,0.4511128471224499,0.04409258746237271
ffsnn128_rsnn64,ff_snn,128,64,37,29387,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.09548756793106826,0.26438773821478023,0.20754027194925456,0.20856702327728271,0.20466866696329966,0.029815057443910324,0.46831329821913953,0.2311342383130002,0.44795808363588774,0.03987649412661222
ffsnn128_rsnn64,ff_snn,128,64,37,29387,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.10348228699228165,0.26111182774582953,0.21106244903447094,0.20930257439613342,0.20665008947253227,0.026655106884390115,0.4726690164804839,0.22562651757033902,0.45260714522457884,0.03984002075141081
ffsnn128_rsnn64,ff_snn,128,64,37,29387,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.10930414523320753,0.25570560154849536,0.21058383564549815,0.21050956845283508,0.20733202019170538,0.02825787968382649,0.44964881639476423,0.22884946913686863,0.44930445054469836,0.036521084358975525
ffsnn128_rsnn64,ff_snn,128,64,37,29387,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.10823193777952023,0.25844114447293215,0.22311865999236974,0.21096593141555786,0.20844253907873206,0.02681970195109439,0.44255549878665645,0.21604002669349043,0.4544270765287131,0.04076359612123661
ffsnn128_rsnn64,ff_snn,128,64,53,29387,4096,trained_exp5_3_2_3,ordered,0,0.343603690115359,0.1670294363204747,0.35873248190162277,0.11651474982500076,0.12477129335476927,0.054649041804100996,0.9224006202397561,0.06054886937096111,0.28348722086170886,0.0670216513494729
ffsnn128_rsnn64,ff_snn,128,64,53,29387,4096,trained_exp5_3_2_3,state_reset,0,0.11999925712714962,0.2708742585900712,0.2917653205785165,0.16117718815803528,0.16284567867852237,0.029391396391710657,0.8154436598599145,0.094514109339892,0.3890203940195738,0.059040912897867344
ffsnn128_rsnn64,ff_snn,128,64,53,29387,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.10631058513056799,0.23973402585068795,0.21435019041916634,0.20033419132232666,0.19739738188377798,0.03842528343430938,0.563723136993295,0.24182058255795988,0.44257548996127166,0.04334971735963359
ffsnn128_rsnn64,ff_snn,128,64,53,29387,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.11605374464074589,0.23883106937147167,0.21768446112935527,0.20047961175441742,0.19757775064200572,0.037082614309970105,0.5569050679603899,0.24902834067114088,0.4511004410694341,0.03896587795109008
ffsnn128_rsnn64,ff_snn,128,64,53,29387,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.11104068196284556,0.24410220368267738,0.21713167520936474,0.2064715325832367,0.20368653903268788,0.040199117737031685,0.5083670916027936,0.2597233936664912,0.45009444194542875,0.040866470326099684
ffsnn128_rsnn64,ff_snn,128,64,53,29387,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.10994003590669692,0.2469468410700968,0.21410154136055692,0.20474134385585785,0.20199841276219446,0.03911455465781769,0.5295987194728452,0.24294125192984753,0.44755797087092175,0.0442089681293962
ffsnn128_rsnn64,ff_snn,128,64,53,29387,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.10209359246245706,0.24162445656240802,0.21620330837591778,0.2030271589756012,0.20067200202443827,0.0334998323871251,0.5337325665660935,0.21179772491940776,0.44950536126434626,0.037106584944136184
ffsnn128_rsnn64,ff_snn,128,64,71,29387,4096,trained_exp5_3_2_3,ordered,0,0.3364172155706798,0.17805619599068,0.3629592560926101,0.11369159817695618,0.12076323851943016,0.05299810655983496,0.9265230719236143,0.07802036067438951,0.27236282043031046,0.07302847959507631
ffsnn128_rsnn64,ff_snn,128,64,71,29387,4096,trained_exp5_3_2_3,state_reset,0,0.14036420200392763,0.2524583372351241,0.28039683678822663,0.1663026213645935,0.16765958514727958,0.033720918047040596,0.8138283266841648,0.12401097058026649,0.3812132958079968,0.059759745157185816
ffsnn128_rsnn64,ff_snn,128,64,71,29387,4096,trained_exp5_3_2_3,temporal_shuffle,0,0.0986423710187284,0.26255521708971835,0.21028458316504386,0.2083393633365631,0.20635882458866459,0.03971334056936104,0.5028336852781246,0.25407740132218026,0.46405476512490584,0.04293652743883651
ffsnn128_rsnn64,ff_snn,128,64,71,29387,4096,trained_exp5_3_2_3,temporal_shuffle,1,0.1128673845341716,0.259995555224484,0.20555196648022203,0.21130067110061646,0.20942480959100265,0.03347538255481632,0.5065364596029884,0.24930463283368284,0.4644871288967377,0.04333398415399656
ffsnn128_rsnn64,ff_snn,128,64,71,29387,4096,trained_exp5_3_2_3,temporal_shuffle,2,0.11878653494069254,0.2574108430784043,0.2029350486338511,0.20819436013698578,0.20700772300566714,0.03790766800306614,0.5025426277272436,0.2392374001358428,0.4630143153431533,0.037241993502540024
ffsnn128_rsnn64,ff_snn,128,64,71,29387,4096,trained_exp5_3_2_3,temporal_shuffle,3,0.10993868741558124,0.2593267617160327,0.21624426554578666,0.20779196918010712,0.20604767915728975,0.03468178794479706,0.5046924741622304,0.2381340944007178,0.4610227418649521,0.043072654305932885
ffsnn128_rsnn64,ff_snn,128,64,71,29387,4096,trained_exp5_3_2_3,temporal_shuffle,4,0.10352585680128545,0.25890643302708455,0.20951615585568545,0.2082081437110901,0.2059703491730233,0.037236016373891574,0.5065528581652173,0.2649259387841408,0.4659919045711477,0.03805713036904552
