protocol_version,shift,tau_syn_ms,objective,seed,best_epoch,probe_C,probe_val_balanced_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_test_accuracy,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,train_test_ba_gap,test_l1_firing_rate,zero_l1_firing_rate,test_l2_firing_rate,zero_l2_firing_rate,test_l3_firing_rate,zero_l3_firing_rate
paired_split_v2,2,54.31342963722199,fixed250_sequence_ce,11,97,0.1,0.3898809523809524,0.38354145854145855,0.37506043758165997,0.3904109589041096,0.37795687650238996,0.891566265060241,0.8920756903212478,0.9022129557535989,3.524470090866089,0.40476190476190477,0.38849206349206344,0.39596262369095186,3.861928799380995,0.3493150684931507,0.3399919524919525,0.33113977696570035,0.5520837378292953,0.006844997722001325,0.0,0.050805194872432076,0.0,0.1380480139993373,0.0
paired_split_v2,2,54.31342963722199,fixed250_sequence_ce,23,96,0.01,0.3851611351611351,0.32489732489732487,0.29874575044296103,0.3287671232876712,0.39544959235519633,0.882960413080895,0.8808260558052381,0.8897786265210366,3.3139827251434326,0.36507936507936506,0.35334896584896586,0.356099311900891,5.048157476399043,0.3219178082191781,0.322793179043179,0.2858750675155785,0.558032876762059,0.006557659252816435,0.0,0.048890899395294896,0.0,0.11843263336646787,0.0
paired_split_v2,2,54.31342963722199,fixed250_sequence_ce,101,100,0.1,0.46819985569985567,0.3840333277833278,0.3643175574491409,0.3972602739726027,0.2811546465654484,0.9087779690189329,0.9084821041026587,0.914024638214208,2.75844407081604,0.49206349206349204,0.4833874458874458,0.4881327414415651,4.155636924586884,0.4246575342465753,0.41044927294927297,0.3914775066103339,0.49803283115338576,0.007043028288601723,0.0,0.04871034211398277,0.0,0.12723140324718357,0.0
paired_split_v2,3,117.0136826471659,fixed250_sequence_ce,11,75,0.01,0.4583032708032709,0.5315497002997003,0.5250091215670732,0.547945205479452,0.12275528244148433,0.9759036144578314,0.9768862799379817,0.9775330216209518,3.3327016830444336,0.47619047619047616,0.45217652717652723,0.4500562597669462,3.438038597368214,0.4657534246575342,0.450269869019869,0.44613345600426074,0.5266164109181127,0.013058368538767396,0.0,0.08072204792080848,0.0,0.2027755342942346,0.0
paired_split_v2,3,117.0136826471659,fixed250_sequence_ce,23,43,0.1,0.443915343915344,0.4857899045399045,0.47501529873220383,0.4863013698630137,0.48606828437307,0.8743545611015491,0.8732288387638403,0.8820655891396957,2.0622000694274902,0.5,0.4964646464646465,0.4936029163438425,2.73665959214511,0.4520547945205479,0.4475524475524475,0.442348067885616,0.4256763912113928,0.01037201271537442,0.0,0.05847920290755467,0.0,0.14972016857190193,0.0
paired_split_v2,3,117.0136826471659,fixed250_sequence_ce,101,87,0.01,0.5258958633958634,0.5577713952713953,0.5422527234738171,0.5684931506849316,0.1204423161765333,0.9672977624784854,0.9683915044273904,0.9697605497115144,2.781083106994629,0.5555555555555556,0.5443302068302068,0.5597165324477428,3.5743630912205946,0.4794520547945205,0.46166264291264286,0.4529425687034383,0.5067288615147476,0.013640164222995362,0.0,0.0794380850314778,0.0,0.24607304092113982,0.0
paired_split_v2,4,242.10347130039656,fixed250_sequence_ce,11,89,0.1,0.4441257816257817,0.40854908979908977,0.41767463703360086,0.4178082191780822,0.08192821180611438,0.9793459552495697,0.9805128231478584,0.981443948493597,2.935950756072998,0.48412698412698413,0.47888407888407886,0.5008874887563842,3.015211333967235,0.4315068493150685,0.4249181374181374,0.4273465905271712,0.5555946857297209,0.020351200091119948,0.0,0.11099872121438038,0.0,0.22113024975149106,0.0
paired_split_v2,4,242.10347130039656,fixed250_sequence_ce,23,80,10.0,0.4142255892255892,0.4344190531690531,0.43846790061399465,0.4520547945205479,0.14878155128219248,0.9604130808950087,0.9606510670687496,0.9632655312762619,3.0118823051452637,0.4444444444444444,0.44431818181818183,0.4324383105150988,2.813872810912459,0.4657534246575342,0.4476766289266289,0.4437709792172034,0.5129744381421206,0.014971369698475812,0.0,0.08276189218853545,0.0,0.21897391691517562,0.0
paired_split_v2,4,242.10347130039656,fixed250_sequence_ce,101,95,1.0,0.4629689754689755,0.38606324231324224,0.3783488312513081,0.3904109589041096,0.0966904449008931,0.9776247848537005,0.9788763935397305,0.979010345201027,2.92171049118042,0.4523809523809524,0.4420995670995671,0.46646829624636194,3.5017597740643644,0.410958904109589,0.4100579975579975,0.37968861008246013,0.568818395981733,0.019372696114976804,0.0,0.10305096504307489,0.0,0.2216402108184228,0.0
paired_split_v2,5,492.1461612435418,fixed250_sequence_ce,11,62,0.01,0.3251082251082251,0.29844599844599845,0.30164560097622983,0.3082191780821918,0.07959553669407168,0.9793459552495697,0.9794272152074116,0.9808143858633199,3.0303335189819336,0.3333333333333333,0.3214045214045214,0.3294109829672957,3.06998356074503,0.2808219178082192,0.27377275502275494,0.28273270902228254,0.7056544601846566,0.03208548190026508,0.0,0.19280734861663354,0.0,0.2736122328528827,0.0
paired_split_v2,5,492.1461612435418,fixed250_sequence_ce,23,19,1.0,0.34808201058201055,0.34171314796314795,0.3522082444475407,0.3493150684931507,0.27472657414085894,0.955249569707401,0.9572566002001336,0.9582036101397398,2.595752239227295,0.3253968253968254,0.32265512265512264,0.3068359444687718,2.4088547850308353,0.3150684931506849,0.3086545399045399,0.3135784071736084,0.6486020602955938,0.024730523111332007,0.0,0.16845476619449967,0.0,0.25534035371106695,0.0
paired_split_v2,5,492.1461612435418,fixed250_sequence_ce,101,45,0.1,0.3286435786435787,0.3113289488289488,0.3109358095868011,0.3082191780821918,0.11475930654679437,0.9776247848537005,0.9788811418778122,0.978518775628015,3.1677353382110596,0.3412698412698413,0.34475108225108225,0.33354448074275656,2.999243680744955,0.2945205479452055,0.3001838439338439,0.30680109363807856,0.6786972979439683,0.02916614893969516,0.0,0.20083664678595095,0.0,0.2599015283300199,0.0
paired_split_v2,6,992.1669944116244,fixed250_sequence_ce,11,55,1.0,0.3913780663780663,0.2519966144966145,0.2600714466779886,0.2534246575342466,0.031957480354353196,0.9982788296041308,0.9983660130718954,0.9983812666980985,2.6689858436584473,0.3968253968253968,0.4023569023569023,0.3913638722602468,3.2039204688921368,0.22602739726027396,0.222272866022866,0.2218306403442357,0.7760931470490294,0.05958584430914513,0.0,0.23795572916666666,0.0,0.31905701209410203,0.0
paired_split_v2,6,992.1669944116244,fixed250_sequence_ce,23,89,10.0,0.2976551226551227,0.3186341436341436,0.3182674489253437,0.3287671232876712,0.028166619283363555,0.9982788296041308,0.9984276729559749,0.9983972877176761,3.388068914413452,0.3412698412698413,0.3371753246753247,0.3184207051879466,3.383549984187296,0.273972602739726,0.27000222000222,0.2624948359345273,0.7284254529537548,0.05157013647282969,0.0,0.2330489717942346,0.0,0.29465653992710406,0.0
