shift,objective,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
2,fixed250_sequence_ce,11,1,2.4842828296753297,0.08333333333333333,2.4832489490509033,0.08333333333333333
2,fixed250_sequence_ce,11,2,2.481347299894244,0.08959464423300902,2.4830148220062256,0.08333333333333333
2,fixed250_sequence_ce,11,3,2.477252851459943,0.09330965883638838,2.4828174114227295,0.08333333333333333
2,fixed250_sequence_ce,11,4,2.474498978169978,0.0935025600709563,2.482635974884033,0.08333333333333333
2,fixed250_sequence_ce,11,5,2.467420948557107,0.09224721819061442,2.4824469089508057,0.08333333333333333
2,fixed250_sequence_ce,11,6,2.4618541874286435,0.09558589340428963,2.4822728633880615,0.08333333333333333
2,fixed250_sequence_ce,11,7,2.455078312123704,0.09184064174237129,2.4821276664733887,0.08333333333333333
2,fixed250_sequence_ce,11,8,2.4442533732691647,0.10257614139296528,2.481997013092041,0.08333333333333333
2,fixed250_sequence_ce,11,9,2.43009375253766,0.10908548576394488,2.4822323322296143,0.08333333333333333
2,fixed250_sequence_ce,11,10,2.418189752532775,0.11267704357720082,2.4785149097442627,0.09027777777777778
2,fixed250_sequence_ce,11,11,2.4066786749637887,0.12423934759626586,2.4757468700408936,0.08333333333333333
2,fixed250_sequence_ce,11,12,2.3927640976470843,0.12747589862693454,2.4766998291015625,0.08333333333333333
2,fixed250_sequence_ce,11,13,2.379281503608428,0.12759051947661829,2.4753918647766113,0.09027777777777778
2,fixed250_sequence_ce,11,14,2.367243191050991,0.1307113297665462,2.4703986644744873,0.09027777777777778
2,fixed250_sequence_ce,11,15,2.348381453660187,0.13240467092067168,2.463547945022583,0.09027777777777778
2,fixed250_sequence_ce,11,16,2.3387648735112045,0.14060749083270357,2.46161150932312,0.09722222222222221
2,fixed250_sequence_ce,11,17,2.316207385104207,0.15044199201478153,2.4717302322387695,0.09722222222222222
2,fixed250_sequence_ce,11,18,2.293606953038201,0.15807028348297456,2.4655299186706543,0.09722222222222222
2,fixed250_sequence_ce,11,19,2.269920860428408,0.17394772739126532,2.4778127670288086,0.09722222222222222
2,fixed250_sequence_ce,11,20,2.239835503589676,0.17747930383950847,2.497760772705078,0.09722222222222222
2,fixed250_sequence_ce,11,21,2.213445008519184,0.18593899052824622,2.5312976837158203,0.09722222222222222
2,fixed250_sequence_ce,11,22,2.1866486195647985,0.19696359800281818,2.5290558338165283,0.09861111111111111
2,fixed250_sequence_ce,11,23,2.1498948440289127,0.21946420937408398,2.5320141315460205,0.09027777777777778
2,fixed250_sequence_ce,11,24,2.115896663649357,0.2362502116317844,2.5405733585357666,0.09861111111111111
2,fixed250_sequence_ce,11,25,2.07443040086152,0.24846524283590177,2.521292209625244,0.10555555555555556
2,fixed250_sequence_ce,11,26,2.034038842032165,0.2714157736906132,2.4660964012145996,0.10416666666666667
2,fixed250_sequence_ce,11,27,2.004809375474047,0.27931767031175697,2.4272704124450684,0.09722222222222222
