kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,4.027561187744141,0.49593641759181223,0.227114573106826,-0.011000286489916505,-0.018131198083392225,127
