CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
0.22348484848484848,0.23622047244094488,0.16686510857563489,15,0.3432239057239057,0.36220472440944884,0.2915066411405401,0.3218795093795094,0.33858267716535434,0.3080170588448957,0.36447811447811457,0.3858267716535433,0.32798404932507874,0.25732759215100676,0.2651785771587065,0.2847222222222222,0.2992125984251969,0.05371736347687558,0.05259174481034279,0.9790455339827616,0.514941178214616,0.23901368209204502,-0.02900877840300024,-0.023004428094979632
