split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train_raw,0.7473363774733638,0.749217605555453,0.7340703595139259,0.7305384315915319,1.0498260747715038
val_raw,0.5118110236220472,0.5142225829725829,0.5049729120781752,0.5014235173124523,1.4957367181777954
test_raw,0.4409448818897638,0.42676767676767674,0.3811699468133549,0.3954379149469761,1.641975998878479
test_reconstruction,0.2125984251968504,0.20664983164983164,0.14483836576859835,0.15422519249657135,2.2078864574432373
