k,same_label_micro,same_label_macro
1,0.2755905511811024,0.264520202020202
3,0.30971128608923887,0.29398148148148145
5,0.2897637795275591,0.27561327561327564
10,0.28897637795275594,0.27655122655122655
20,0.27874015748031494,0.2700156325156325
50,0.2543307086614173,0.247711038961039
