D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.05125985904759529,0.047602176666259766,0.9286443144748414,0.3507996632996633,0.3700787401574803,0.3174442646000273
