label_idx,label,test_samples,intra_cosine_distance
0,A,11,0.05735340896452579
1,B,9,0.028045244412515435
2,C,12,0.05232941715501549
3,D,11,0.03275789647799998
4,E,12,0.039423130708417076
5,G,12,0.049748712783136195
6,H,12,0.05756020164046671
7,I,11,0.05770723735432415
8,J,12,0.06924485582505924
9,K,12,0.046109733998555
10,L,6,0.06025268463660516
11,X,7,0.06458578461452325
