epoch,train_classification_loss,train_balanced_accuracy,val_classification_loss,val_balanced_accuracy,train_progress_loss,train_sticky_loss,train_confidence_loss,train_weighted_progress_loss,train_weighted_sticky_loss,train_weighted_confidence_loss,train_total_loss
0,4.255481959620359,0.1264440883190883,3.541522979736328,0.07242063492063493,,,,,,,
1,3.380791476179113,0.21421676927503788,2.3594913482666016,0.2244047619047619,0.19744817017483013,0.04377383966377188,0.9928002644734211,0.05923445428530854,0.0,0.0,3.440025931586497
2,1.6271282617073255,0.4528185069405024,1.9108026027679443,0.32187950937950943,0.19369911185743066,0.04407332111759153,0.9891459082161909,0.058109736297657894,0.0,0.0,1.6852379702865155
3,1.021239415503615,0.6285388480900038,1.7213904857635498,0.3821127946127946,0.1905248457511403,0.044177182121346616,0.9870606299726975,0.057157455291118146,0.0,0.0,1.0783968743276677
4,0.7413148168032018,0.7515025956992173,1.5441646575927734,0.42316618566618563,0.1870976910636265,0.04454241177506373,0.9881356580121997,0.056129308645060466,0.0,0.0,0.7974441219730345
5,0.6495175088744566,0.7664742638367449,1.635133981704712,0.4351911976911977,0.1829902300941349,0.0450404065175434,0.9882244828851211,0.054897071604525574,0.0,0.0,0.7044145792158458
6,0.5878486325531531,0.7983798619167102,1.5223236083984375,0.5041786916786917,0.17871489138590899,0.04550030485770173,0.9882357256958284,0.05361446996641036,0.0,0.0,0.6414631021412638
7,0.5129325010792934,0.8306665956651487,1.6525912284851074,0.4769240019240019,0.17442788032369236,0.04600736523838954,0.9876484609306782,0.05232836722865983,0.0,0.0,0.5652608675513539
8,0.4733495637389756,0.8197185228629308,1.564186453819275,0.48569023569023567,0.16998175066124757,0.04636932642755328,0.9864096969827727,0.05099452734506479,0.0,0.0,0.5243440860314952
9,0.4347245184874576,0.8537475156906299,1.6643692255020142,0.5175324675324675,0.16559110315141498,0.04654994994248047,0.9870323774736638,0.04967733235988067,0.0,0.0,0.48440185614994596
10,0.3765662152467619,0.8878641363172365,1.6885945796966553,0.44276695526695514,0.16126119521111507,0.04682845759514893,0.9861053643866784,0.04837836094982858,0.0,0.0,0.42494457247130024
11,0.3901938583682613,0.8711134685986627,1.5975315570831299,0.5056277056277055,0.15665862967040575,0.04697938163391284,0.9860525346664061,0.046997589974466986,0.0,0.0,0.43719145193978143
12,0.3316222560590393,0.8965058060464971,1.7272486686706543,0.47414622414622415,0.15231779238237983,0.04715690675244479,0.9853990841240152,0.04569533954594098,0.0,0.0,0.37731759970857026
13,0.31828703040100004,0.913099601402085,1.6446088552474976,0.4859848484848484,0.14763945802764106,0.04725706135523914,0.9847565288182585,0.044291838734264836,0.0,0.0,0.3625788690711463
14,0.30483407887554825,0.9053068467283182,1.7447997331619263,0.48634559884559886,0.1433999986482364,0.04735164618097156,0.9854599446725106,0.0430200016655015,0.0,0.0,0.34785408597189466
15,0.2760064105363803,0.9219488250672537,1.6476367712020874,0.5056277056277056,0.13893972506519028,0.04748511011752327,0.9847065585820892,0.04168191899684949,0.0,0.0,0.3176883345216564
16,0.25634348284767333,0.9128058342150508,1.8443822860717773,0.4709054834054834,0.1347618710358664,0.04765742790858019,0.9836141410670058,0.04042856254824878,0.0,0.0,0.296772040978151
17,0.27287441871662765,0.9108210223093178,1.6348130702972412,0.5195165945165945,0.13087183673082242,0.047906122967062224,0.9839760386184653,0.03926155143601759,0.0,0.0,0.31213596478591893
18,0.2354576752333551,0.9292585550029114,1.8198550939559937,0.49233405483405485,0.1273119791239346,0.04813118394393724,0.9841990762241121,0.03819359597235456,0.0,0.0,0.2736512708274099
19,0.2038850752242461,0.94349964361539,1.7431087493896484,0.48400072150072154,0.12378510513475963,0.04830054056521332,0.9830588496285338,0.03713553286640041,0.0,0.0,0.2410206134573728
20,0.18936526198292764,0.9480495521957293,1.7909897565841675,0.49712602212602214,0.12005491057176804,0.04840164266129164,0.9826280506465603,0.03601647399224841,0.0,0.0,0.22538173275642265
21,0.17914731438927314,0.9511694533976227,1.825966477394104,0.4931637806637806,0.1160700776696,0.04858020976467921,0.9814028144908649,0.03482102487947978,0.0,0.0,0.21396834217332522
22,0.17534231444541845,0.9538871786643677,1.8815522193908691,0.5161435786435787,0.11198332458221563,0.04891147420913135,0.9788522312029709,0.03359499835952629,0.0,0.0,0.20893731154180845
23,0.15989040097353174,0.9617849191721711,1.8165181875228882,0.5147186147186147,0.1075026467698987,0.04905853072973208,0.9781294703073222,0.032250796013516526,0.0,0.0,0.19214119578803057
24,0.15547235253653305,0.9639744498406619,1.9509973526000977,0.49312770562770564,0.10432875562914472,0.04936378890337509,0.9777592242071838,0.031298628141029565,0.0,0.0,0.18677098295056677
25,0.151343283395759,0.9691329216715809,1.9031332731246948,0.4827741702741703,0.1004005681191172,0.04959685891456325,0.9748222646327519,0.030120171635394048,0.0,0.0,0.1814634560410209
26,0.14390250553157366,0.9679576072061721,2.0480704307556152,0.4808321308321309,0.09698236118136502,0.049719784998698814,0.9712825162070138,0.02909470971180014,0.0,0.0,0.17299721881157354
27,0.1325844018728105,0.9641946151523921,1.8306593894958496,0.5141233766233766,0.09502936829131564,0.050141201859497164,0.9687630707548736,0.028508811573563674,0.0,0.0,0.1610932142670922
28,0.12029192063207265,0.9778211596797876,2.174206018447876,0.5197150072150072,0.09357148508914777,0.050364962992179824,0.969131524919848,0.02807144717459219,0.0,0.0,0.14836336777460554
29,0.1102461210690862,0.9775730576975011,1.9272276163101196,0.5276515151515151,0.09169986890228193,0.050918817430375574,0.9659262197973806,0.027509961661958036,0.0,0.0,0.13775607985853122
30,0.12751821372113006,0.9616862383672856,2.2785849571228027,0.45919913419913416,0.09018930991576174,0.05142052029219429,0.962910529668483,0.027056793959590122,0.0,0.0,0.15457500894385648
31,0.10715822022722428,0.975866063753872,2.0854451656341553,0.5425324675324675,0.08944143002240465,0.05199390917811254,0.9619151469762477,0.026832430086478513,0.0,0.0,0.1339906469987715
32,0.10841681481228432,0.9794587750549167,2.262786388397217,0.44527417027417027,0.08909114920846771,0.05195797525230866,0.9584077336086464,0.026727346119930946,0.0,0.0,0.13514416235244212
33,0.096998670989593,0.9858690314651731,2.0769095420837402,0.4852272727272727,0.08769670963646417,0.05182383897459446,0.9543643156755812,0.026309013837970883,0.0,0.0,0.12330768463841404
34,0.09731735392968954,0.9822733524528274,2.280963659286499,0.5274170274170275,0.08587498146008296,0.05212906219078013,0.9548322497875062,0.025762495644095638,0.0,0.0,0.12307984973087574
35,0.08751593699771751,0.9826591549219632,2.0600202083587646,0.4983585858585859,0.08527404864971075,0.052517919244946795,0.9530628068106515,0.025582215750330286,0.0,0.0,0.11309815420033394
36,0.08353012743792312,0.988465169543601,2.3806207180023193,0.46412337662337655,0.08480679532336696,0.05285855991807534,0.9477338841162533,0.025442039638937236,0.0,0.0,0.10897216603493322
37,0.07732063997376601,0.9884337467180604,2.10431170463562,0.51998556998557,0.08307181119200695,0.05345034735876804,0.9476629344813795,0.024921544386705515,0.0,0.0,0.10224218495998037
38,0.07402925109955612,0.990067733646165,2.307202100753784,0.4932900432900433,0.08157045809670693,0.054223660168056846,0.9429226181182927,0.024471138262553798,0.0,0.0,0.09850038980452822
39,0.06705526148390648,0.9884337467180604,2.2546019554138184,0.48879870129870123,0.0820463494800044,0.05491978646914848,0.9353528354131005,0.02461390558905938,0.0,0.0,0.09166916625224784
40,0.06586965528699905,0.988497849282163,2.573871612548828,0.44296536796536795,0.08052926831165402,0.05541466073278921,0.9313885227948581,0.024158781112240638,0.0,0.0,0.09002843450453524
41,0.06435066087110523,0.9901318362102676,2.3205583095550537,0.49713203463203465,0.08017140828239733,0.05617304797734738,0.9217470965369022,0.024051423147705458,0.0,0.0,0.08840208442916969
42,0.0583852232592549,0.988497849282163,2.605654716491699,0.5064574314574314,0.07915113010987151,0.05716398753956756,0.9185589247234102,0.023745340024234916,0.0,0.0,0.08213056205241281
43,0.05405382597225874,0.9917344003128318,2.6168394088745117,0.4715007215007215,0.08029928611088127,0.05698835821549782,0.9066141097968293,0.024089786780296014,0.0,0.0,0.0781436137944819
44,0.05056763840791178,0.9901318362102676,2.3662166595458984,0.480429292929293,0.07634670402784151,0.057733138840446785,0.8961462516998054,0.02290401187133871,0.0,0.0,0.07347165005804134
45,0.04968337940369539,0.9901318362102676,2.7230563163757324,0.4810906685906686,0.07695670731096382,0.05912389908877174,0.8957366359623697,0.023087013108902668,0.0,0.0,0.07277039210223905
46,0.04982485932501581,0.9883957250991564,2.487945795059204,0.48800505050505055,0.07482623167836112,0.05973981926778713,0.8904018855546305,0.022447870412709996,0.0,0.0,0.07227272891700781
47,0.044379365229706653,0.9916750460868108,2.732652425765991,0.5131673881673882,0.07420684608811971,0.060978608446359224,0.891245980886502,0.022262054824121233,0.0,0.0,0.06664142139550946
48,0.040088171238743295,0.9932776101893749,2.764295816421509,0.503481240981241,0.07342302994145379,0.06154737330447376,0.8841145645936057,0.022026909980121454,0.0,0.0,0.06211508039814675
49,0.039757477969136375,0.9932776101893749,2.5956361293792725,0.5501082251082251,0.07239433026611292,0.06238260130412402,0.879713955516454,0.021718299660748334,0.0,0.0,0.061475776809166716
50,0.03739223830889199,0.9932776101893749,2.6278560161590576,0.5104256854256853,0.07162585537784481,0.06256180164274373,0.8654207382062626,0.021487757762358645,0.0,0.0,0.05887999629245978
51,0.03673733960638358,0.991425758337523,2.749185085296631,0.4776875901875901,0.07070743843990021,0.06297655011849436,0.863773609295154,0.02121223240334175,0.0,0.0,0.057949571172977686
52,0.03471456418092813,0.9932776101893749,2.6499812602996826,0.49233405483405474,0.07023991804037776,0.06331176330013243,0.8550528241722186,0.021071975999439645,0.0,0.0,0.05578654019639742
53,0.034431177468749206,0.9932776101893749,2.7513763904571533,0.5173701298701298,0.06978334240269128,0.06444504241524793,0.8463646615638996,0.020935003131166384,0.0,0.0,0.055366180157497294
54,0.031269957898136566,0.9932776101893749,2.6053824424743652,0.5417388167388167,0.06837033954883401,0.0651076213423028,0.8369923949036459,0.020511102736021893,0.0,0.0,0.051781060318374386
55,0.030157391395477542,0.9932776101893749,2.819725513458252,0.5167388167388167,0.06703237854521368,0.06620388838387192,0.8268150496400777,0.020109714302210306,0.0,0.0,0.0502671060920172
56,0.028518072286181525,0.9932776101893749,2.774214029312134,0.5187590187590188,0.06537658825080694,0.0663407241569739,0.8218368234404598,0.019612977428685573,0.0,0.0,0.04813105157751225
57,0.02722959706668779,0.9932776101893749,2.69085693359375,0.5306277056277057,0.06385487506547606,0.067056131893817,0.8108923848647874,0.019156463264700878,0.0,0.0,0.04638605997633195
58,0.026098122510885925,0.9932776101893749,2.8519489765167236,0.4965007215007215,0.06289827918534435,0.06708053523825286,0.804934609674956,0.018869484702634935,0.0,0.0,0.044967607324125435
59,0.024838127798549894,0.9932776101893749,2.9772424697875977,0.5028499278499279,0.06262135377439082,0.06775330555931426,0.7927378451967814,0.018786406795303506,0.0,0.0,0.043624533638486354
60,0.02380293670548014,0.9932776101893749,2.931811571121216,0.5173701298701299,0.0617449227175491,0.06791661355304636,0.7918930683612003,0.01852347780974412,0.0,0.0,0.0423264143260744
61,0.023091086787580418,0.9932776101893749,2.874399185180664,0.488961038961039,0.06050649607191808,0.06829543923398099,0.784542886710208,0.018151949857090715,0.0,0.0,0.04124303625034178
62,0.02203050899846726,0.9932776101893749,2.9403629302978516,0.5097943722943723,0.058921983994530726,0.06833290041980562,0.7734720010355295,0.01767659585493362,0.0,0.0,0.03970710466425103
63,0.021619279011314583,0.9932776101893749,2.9637744426727295,0.5104256854256854,0.05811642689979835,0.06840693115828986,0.7613038286284612,0.017434928739337625,0.0,0.0,0.039054208555340565
64,0.020768088517027702,0.9949115971174795,3.005441188812256,0.5034812409812409,0.05706124827137502,0.06867933263056454,0.7530432779489409,0.017118374860353395,0.0,0.0,0.03788646363786289
65,0.020461847543998553,0.9949115971174795,3.0316333770751953,0.5104256854256853,0.05641885871218322,0.06884766602167369,0.7483424810041864,0.016925658434372964,0.0,0.0,0.037387505362833015
66,0.0199261007060276,0.9949115971174795,3.0500094890594482,0.49590548340548346,0.05530402859393988,0.0689923308289605,0.7454807298729219,0.01659120888755418,0.0,0.0,0.036517309518643175
67,0.019371418620214482,0.9949115971174795,3.035637855529785,0.48820346320346314,0.0543121618127351,0.06938114004424435,0.745350313781666,0.016293649061578173,0.0,0.0,0.03566506770142897
