architecture,regularization,seed,condition,probe,split,accuracy,balanced_accuracy,macro_f1
234x234,task_plus_reg,11,c0_analog,l2_fixed250_linear,test,0.4863013698630137,0.46866813741813734,0.4708709148938785
234x234,task_plus_reg,11,c0_analog,l2_wholecount_linear,test,0.4178082191780822,0.40419719169719165,0.3986294784640349
234x234,task_plus_reg,11,c0_analog,l2_wholecount_matched_biasfree,test,0.4520547945205479,0.4382631257631257,0.4258701878187172
234x234,task_plus_reg,11,c1_if_beta10,l2_fixed250_linear,test,0.3767123287671233,0.35993589743589743,0.34933383071871876
234x234,task_plus_reg,11,c1_if_beta10,l2_wholecount_linear,test,0.2808219178082192,0.2656378343878344,0.23377333274263098
234x234,task_plus_reg,11,c1_if_beta10,l2_wholecount_matched_biasfree,test,0.19863013698630136,0.18728424353424353,0.17748980504320197
234x234,task_plus_reg,11,c2_lif_beta05_reuse,l2_fixed250_linear,test,0.636986301369863,0.6227362914862914,0.6208943261426493
234x234,task_plus_reg,11,c2_lif_beta05_reuse,l2_wholecount_linear,test,0.589041095890411,0.5731261793761793,0.5693966928075088
234x234,task_plus_reg,11,c2_lif_beta05_reuse,l2_wholecount_matched_biasfree,test,0.4178082191780822,0.4034805472305472,0.3885856594099628
234x234,task_plus_reg,23,c0_analog,l2_fixed250_linear,test,0.5136986301369864,0.5038190975690976,0.49623649535123676
234x234,task_plus_reg,23,c0_analog,l2_wholecount_linear,test,0.5068493150684932,0.5043012543012543,0.4889637647246344
234x234,task_plus_reg,23,c0_analog,l2_wholecount_matched_biasfree,test,0.3904109589041096,0.3711392773892774,0.349716918127726
234x234,task_plus_reg,23,c1_if_beta10,l2_fixed250_linear,test,0.3424657534246575,0.3361277611277611,0.31134232013090113
234x234,task_plus_reg,23,c1_if_beta10,l2_wholecount_linear,test,0.2945205479452055,0.29953241203241204,0.28379191762343936
234x234,task_plus_reg,23,c1_if_beta10,l2_wholecount_matched_biasfree,test,0.2465753424657534,0.24082237207237203,0.23542050187942984
234x234,task_plus_reg,23,c2_lif_beta05_reuse,l2_fixed250_linear,test,0.5273972602739726,0.518307387057387,0.5292354516492448
234x234,task_plus_reg,23,c2_lif_beta05_reuse,l2_wholecount_linear,test,0.4589041095890411,0.4526078088578089,0.43800992320364696
234x234,task_plus_reg,23,c2_lif_beta05_reuse,l2_wholecount_matched_biasfree,test,0.3835616438356164,0.3907321844821845,0.38607179119860274
234x234,task_plus_reg,37,c0_analog,l2_fixed250_linear,test,0.4246575342465753,0.4273192085692086,0.4141678717919852
234x234,task_plus_reg,37,c0_analog,l2_wholecount_linear,test,0.4246575342465753,0.4187132312132312,0.405444415492295
234x234,task_plus_reg,37,c0_analog,l2_wholecount_matched_biasfree,test,0.3356164383561644,0.32974733599733597,0.3213449276929669
234x234,task_plus_reg,37,c1_if_beta10,l2_fixed250_linear,test,0.2671232876712329,0.2588009213009213,0.21927373633757283
234x234,task_plus_reg,37,c1_if_beta10,l2_wholecount_linear,test,0.2808219178082192,0.27048229548229547,0.23941088795964957
234x234,task_plus_reg,37,c1_if_beta10,l2_wholecount_matched_biasfree,test,0.2054794520547945,0.19758782883782885,0.17651136094070655
234x234,task_plus_reg,37,c2_lif_beta05_reuse,l2_fixed250_linear,test,0.541095890410959,0.5290175102675101,0.5422283734783735
234x234,task_plus_reg,37,c2_lif_beta05_reuse,l2_wholecount_linear,test,0.5684931506849316,0.5562611000111001,0.5590124608506961
234x234,task_plus_reg,37,c2_lif_beta05_reuse,l2_wholecount_matched_biasfree,test,0.4726027397260274,0.4600142912642913,0.4568576376419513
