architecture,regularization,seed,gain,standardized_wc_test_ba,A2_vs_A3_max_score_error,A2_vs_A3_prediction_equal,B0_vs_B1_max_score_relation_error,B0_vs_B1_prediction_equal,margin_failure_samples
234x234,task_only,11,1.0,0.5397949272949273,0.0,True,0.0,True,17
234x234,task_only,23,1.4142135623730951,0.47951562326562325,0.0,True,1.0658141036401503e-14,True,12
234x234,task_only,37,0.8408964152537145,0.554702935952936,0.0,True,1.0658141036401503e-14,True,12
234x234,task_plus_reg,11,1.681792830507429,0.5731261793761793,0.0,True,2.1316282072803006e-14,True,10
234x234,task_plus_reg,23,1.4142135623730951,0.4526078088578089,0.0,True,1.4210854715202004e-14,True,8
234x234,task_plus_reg,37,0.8408964152537145,0.5562611000111001,0.0,True,1.0658141036401503e-14,True,21
