architecture,regularization,condition,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
234x234,task_only,X1_wlin_analog,3,0.3858447488584475,0.3797993672993673,0.3617292019182605,0.044034934981702994,0.0467478256212029,0.05331871436333297
234x234,task_only,X2_wlin_lif_beta05,3,0.3401826484018265,0.3267487142487142,0.3106430704691789,0.055362354579827126,0.05186541552956368,0.06377481410843967
234x234,task_only,X3_wlif_analog,3,0.35616438356164387,0.3432188182188182,0.3104132322836567,0.07150894869116817,0.0691370364383064,0.08323320705766833
234x234,task_only,X4_wlif_lif_beta05,3,0.35616438356164387,0.33477587227587224,0.30970454984903006,0.06605240247255448,0.06513529917587646,0.0738081763396224
234x234,task_plus_reg,X1_wlin_analog,3,0.4406392694063927,0.4299105986605986,0.42322660572957677,0.015817815594236322,0.011842989489804914,0.011704067767646828
234x234,task_plus_reg,X2_wlin_lif_beta05,3,0.4018264840182648,0.3906045343545343,0.37697665896800725,0.04859314304518894,0.05190623910567883,0.05414361513861663
234x234,task_plus_reg,X3_wlif_analog,3,0.4452054794520548,0.4285547785547785,0.4201372300538236,0.011863361695677277,0.009401613339886188,0.0024560145560663495
234x234,task_plus_reg,X4_wlif_lif_beta05,3,0.4200913242009132,0.40730126355126356,0.3902401507036053,0.035147955064704695,0.025909481035716317,0.013867498731070262
