seed,model_kind,split,layer,state,lag_steps,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
11,a2,test,L1,spike50,1,0.9352411219600506,0.0612236598420204,0.941011692227976,0.0600154978594921,17772266616.94338,166257465364.96207,9105
11,a2,test,L1,spike50,2,0.9041956281938855,0.0832679278510005,0.9129554450309562,0.0809458882097663,45375746624.09596,321332950786.2063,8971
11,a2,test,L1,spike50,4,0.7928076461042352,0.1425492193640485,0.8126712326935825,0.1363367728847122,138666999062.87582,738791524175.5526,8705
11,a2,test,L1,spike50,8,0.7130629992243488,0.1630916698402546,0.7410897798039178,0.1540160482803919,407393204118.4689,1525336133400.645,8197
11,a2,test,L1,spike50,16,0.6458829666307542,0.1938194801940682,0.6788259708748768,0.183915514685664,1028551955103.998,2710091081919.8213,7191
11,a2,test,L1,spike50,32,0.5918842022546149,0.2137891685309043,0.6277142576133898,0.2039013086894411,1902012373116.7976,4142461944376.8936,5149
11,a2,test,L1,spike50,48,0.5266302253242995,0.2306130102421693,0.566610530238405,0.2189789801568795,2619190270518.647,4642843029345.645,3268
11,a2,test,L1,spike50,64,0.4765052358776878,0.2477987125333348,0.5164410226316134,0.2338517740491964,3289427090619.221,4934689534741.52,1781
11,a2,test,L1,syn_current,1,0.939758391216674,0.1039059391035749,0.946196167491276,0.0960680133921574,2156635433.3931203,55024834358.62576,10429
11,a2,test,L1,syn_current,2,0.8877719488410981,0.1291694753509565,0.8998931148697757,0.119995835732401,2822023387.575472,52931226450.54768,10301
11,a2,test,L1,syn_current,4,0.8024260424325337,0.1529944043777509,0.8240869315888163,0.1433429682792422,4482362231.546192,73373030662.54196,10045
11,a2,test,L1,syn_current,8,0.6929549060204442,0.1685758910006151,0.727328570839989,0.1590993481024499,8491235048.076342,103312633342.71307,9533
11,a2,test,L1,syn_current,16,0.6517291346309569,0.1800628456182395,0.6908948001337178,0.1683683864423905,19556746041.1755,201582962663.46005,8509
11,a2,test,L1,syn_current,32,0.6191007140541275,0.1951850522582128,0.6617554523757582,0.1825465861915065,30322926993.064228,272694075094.368,6461
11,a2,test,L1,syn_current,48,0.5496448817101128,0.1972819912290847,0.598289096621135,0.1872659913913541,44490647492.70391,333940047610.5801,4425
11,a2,test,L1,syn_current,64,0.5001233181389149,0.2193577194631639,0.550860536746185,0.2106929697011305,59053776611.88588,388175302280.24725,2662
11,a2,test,L1,pre_reset,1,0.9596499221342184,0.0641101642283188,0.963833384895592,0.0599793752302835,2156635433.334942,55024834358.62804,10429
11,a2,test,L1,pre_reset,2,0.9197465187056132,0.0982091299525316,0.9277883875420472,0.0917026471009872,3819223113.851029,76667233124.5596,10301
11,a2,test,L1,pre_reset,4,0.8320368374543444,0.1347807902019369,0.8488100058128469,0.1264197093202912,7025885672.799502,110981724881.21558,10045
11,a2,test,L1,pre_reset,8,0.7075459386487952,0.1578765290005515,0.7370339589673609,0.1490652385831159,14236288514.554502,172701424281.08432,9533
11,a2,test,L1,pre_reset,16,0.654637971515835,0.1750317189535739,0.6894552037382925,0.1644209984659911,32602910040.627087,331692754813.7117,8509
11,a2,test,L1,pre_reset,32,0.624092811754822,0.1928296125877625,0.6620046290019103,0.180929837637175,49479951943.61459,438048049796.4697,6461
11,a2,test,L1,pre_reset,48,0.5530904676684245,0.1937837939276823,0.5968439133883168,0.1846903111080486,71729620793.12418,535764142129.7018,4425
11,a2,test,L1,pre_reset,64,0.5055609720610172,0.219112547723681,0.5514496695219536,0.2121247818707387,96536637676.32352,626004713154.8903,2662
