model_kind,layer,state,lag_steps,corr_mean_mean,corr_mean_std,corr_mean_count,cosine_mean_mean,cosine_mean_std,cosine_mean_count,normalized_l2_mean_mean,normalized_l2_mean_std,normalized_l2_mean_count
a2,L1,spike50,1,0.9338857705132426,0.0036508516423315674,6,0.9388292510663186,0.004235232557562441,6,17983038750.497723,1016146138.2782962,6
a2,L1,spike50,2,0.9067064381031121,0.0033922020790099284,6,0.9138509019785775,0.0032385484240722517,6,44138313078.86104,3009289278.424723,6
a2,L1,spike50,4,0.8028668534898441,0.00906894709527667,6,0.8186867624726576,0.006217932298165033,6,134252089312.96802,7502842053.825217,6
a2,L1,spike50,8,0.7383298302065683,0.023617332870811684,6,0.7597563743321967,0.017673258843206644,6,399569000984.52,12648935636.799572,6
a2,L1,spike50,16,0.6904197912193292,0.03808408498212131,6,0.7146269464462968,0.030391476060833325,6,1006347088071.2188,40099504245.87797,6
a2,L1,spike50,32,0.624942749378731,0.02860046743282525,6,0.6532317118414092,0.022121213673740397,6,1829403528945.45,149864372745.60538,6
a2,L1,spike50,48,0.5693364564609799,0.04444064818947791,6,0.6002970926289257,0.03572385943848498,6,2787325932464.918,164218362266.8127,6
a2,L1,spike50,64,0.4806877467968615,0.01756174684545495,6,0.5136117142603239,0.01623164731772295,6,4047382587681.82,746648775892.8955,6
a2,L1,syn_current,1,0.9440780206641657,0.0050502773753690975,6,0.9497561898565988,0.0041573951753755695,6,1686577056.577142,480365642.0514804,6
a2,L1,syn_current,2,0.8964241818216436,0.009963670305861082,6,0.9071070067980623,0.0082622370984609,6,2641387616.30522,165930831.36251375,6
a2,L1,syn_current,4,0.8195080097342354,0.01875025897328426,6,0.8384415439326048,0.015587538322142817,6,4576719152.451229,151658654.23933372,6
a2,L1,syn_current,8,0.7277681135613051,0.03231250860041475,6,0.7569306719164969,0.027362875578490653,6,8049264226.42941,433358850.6463371,6
a2,L1,syn_current,16,0.7057166830783679,0.043753003907464075,6,0.7367442942955389,0.038659814449951084,6,17787110170.84047,1926128893.0399373,6
a2,L1,syn_current,32,0.656047055502572,0.03643296652892368,6,0.6916081677135161,0.029424934593470443,6,26940131382.30421,4269515770.251165,6
a2,L1,syn_current,48,0.6027481251945666,0.045825993246535454,6,0.6417898228927725,0.039549819204363096,6,45971898571.6914,2316398724.0443482,6
a2,L1,syn_current,64,0.5297503656197384,0.037574795085567846,6,0.5722913082957174,0.02904935296043973,6,63133451036.389275,4558326232.911062,6
a2,L1,pre_reset,1,0.9637171209528169,0.0043997637892681535,6,0.9673086267781658,0.0036313689479259208,6,1686577056.517259,480365642.05235493,6
a2,L1,pre_reset,2,0.9278435898790173,0.008688480315639678,6,0.9348827983034829,0.007367617744365983,6,3404157306.482712,401244840.7669302,6
a2,L1,pre_reset,4,0.8496290504032258,0.018973646062758073,6,0.864438252351834,0.016133572920416832,6,6786973748.745892,207018968.3959884,6
a2,L1,pre_reset,8,0.7447589347086004,0.03580472542411294,6,0.7702501284424265,0.030846398606641953,6,13354397741.925844,889276531.3092024,6
a2,L1,pre_reset,16,0.7125119926531603,0.04735188354635672,6,0.7403819705168487,0.04261021587846058,6,30570398230.69154,2389773345.963639,6
a2,L1,pre_reset,32,0.6647097620209137,0.039746858519045684,6,0.6961822830880093,0.03262198407778135,6,45918064462.020485,5848345878.683101,6
a2,L1,pre_reset,48,0.6104663190693801,0.04838048433642014,6,0.6450549997747163,0.042251867726716005,6,76028155520.9789,5457072316.66889,6
a2,L1,pre_reset,64,0.536895699155691,0.03956947918495959,6,0.5752344234935611,0.03010481397324724,6,108171477141.28255,11485994079.311537,6
a2,L2,spike50,1,0.9608435186002553,0.0036150067254681647,6,0.9758205893105337,0.0030423796035155583,6,28756608749.991177,2796190668.4679384,6
a2,L2,spike50,2,0.9210001574254871,0.003086157071850148,6,0.9541947886058334,0.002893605077091531,6,90687016892.17874,9226897720.107012,6
a2,L2,spike50,4,0.7993073752241745,0.00913705770089606,6,0.8883467112519466,0.005607687392571718,6,350766127274.6224,35409467067.75519,6
a2,L2,spike50,8,0.6340475470775538,0.022948106870600383,6,0.8022584451429621,0.009577018000409688,6,1287322454473.9202,63573923323.849304,6
a2,L2,spike50,16,0.4445323396141235,0.03711727842971767,6,0.7031696655512246,0.01347984702495399,6,3726570067319.996,135249548957.37877,6
a2,L2,spike50,32,0.23800907056524864,0.032097615261056124,6,0.5877678290292908,0.013575496054207267,6,7149578641699.593,587221950949.3522,6
a2,L2,spike50,48,0.08128349587373356,0.04187021529349379,6,0.48311321003966606,0.022535499546290153,6,10899967715072.604,1895791689969.303,6
a2,L2,spike50,64,-0.045310609265506514,0.04725282283762421,6,0.35462905835123976,0.06754265817265574,6,15962908127318.717,4663084889374.269,6
a2,L2,syn_current,1,0.9487666257656556,0.006205426775000522,6,0.9587999895545408,0.003579385243130578,6,18757460100.74414,2586734945.4647894,6
a2,L2,syn_current,2,0.9270145495674234,0.006365459357340987,6,0.9412939029517585,0.0038980451358074353,6,44606435911.011154,5873301161.429944,6
a2,L2,syn_current,4,0.8627304541525808,0.010992522110992485,6,0.8899802873516435,0.009556783762677516,6,124452473154.98164,14749436372.167458,6
a2,L2,syn_current,8,0.7400781909852568,0.023346549134259736,6,0.7925187577178477,0.022910173845749192,6,377077200438.4736,42269987022.80847,6
a2,L2,syn_current,16,0.5698519326143229,0.0421722001251545,6,0.6563952864759249,0.04287781004615223,6,988776652143.7101,129363538270.88437,6
a2,L2,syn_current,32,0.32201826988684806,0.05261273845711895,6,0.4540122245823623,0.0508589825540613,6,1772328686691.1807,188575801426.86258,6
a2,L2,syn_current,48,0.12442033432717155,0.06653253345276885,6,0.28594792343216774,0.06693897583197693,6,2787154565990.068,255732148898.1089,6
a2,L2,syn_current,64,-0.036841921795154,0.06611423397738896,6,0.13071372259690148,0.06032230792395034,6,4198281413356.559,975480041629.2388,6
a2,L2,pre_reset,1,0.9706230577946763,0.004850241676978961,6,0.9764318258349483,0.002654040359000756,6,18757460100.689358,2586734945.4640245,6
a2,L2,pre_reset,2,0.9478339712061161,0.005292131229680109,6,0.9565089595981856,0.0032689428451506044,6,51807221183.007965,6515416127.1205635,6
a2,L2,pre_reset,4,0.8854204925707522,0.010325449329245248,6,0.9032197558469689,0.008833533504841676,6,160617420171.6246,17836360038.990284,6
a2,L2,pre_reset,8,0.7617473072579338,0.022991172289883805,6,0.7976694903348611,0.02293504893975656,6,533688532624.76276,60152063575.18798,6
a2,L2,pre_reset,16,0.5837339827987028,0.04190105324855676,6,0.6451635613238398,0.04410364197191011,6,1539340512473.255,229680771271.12854,6
a2,L2,pre_reset,32,0.3273486512023341,0.05600097610795804,6,0.4221358439704957,0.05599369646771473,6,2788982402414.2056,407461098232.49036,6
a2,L2,pre_reset,48,0.12395632635562637,0.06913076533634155,6,0.24002052564388168,0.07273511654939213,6,4513829167354.825,424736219951.7986,6
a2,L2,pre_reset,64,-0.03642727167422879,0.06641937543482525,6,0.08365455420475805,0.06789176408536833,6,6861869738017.679,1554500114530.0632,6
random_a2,L1,spike50,1,0.9218263657536939,0.01233273555664866,6,0.9232909028811478,0.011879128148923184,6,31319897088.41141,4689907745.097782,6
random_a2,L1,spike50,2,0.8631303995294219,0.027122676917999175,6,0.8655220967505337,0.0263703428235709,6,62466587866.08143,9196653133.771452,6
random_a2,L1,spike50,4,0.6784756241626169,0.07571312347356202,6,0.6840086865422235,0.07425818490442317,6,138900133455.57565,23035215204.36358,6
random_a2,L1,spike50,8,0.5801326257350161,0.12120969423044683,6,0.5873578470599262,0.11915032224118563,6,222403970823.4431,43425327728.12784,6
random_a2,L1,spike50,16,0.5035719499472094,0.16748483370717765,6,0.5115207139657592,0.1653168544787751,6,374528201851.47833,91563257634.15312,6
random_a2,L1,spike50,32,0.41886940309721826,0.15953489236815327,6,0.42765142497653247,0.15812062733111878,6,692980182599.8518,236875912054.1722,6
random_a2,L1,spike50,48,0.32637493923938016,0.19500710951689057,6,0.33580575365693144,0.19315166292543046,6,927768231386.1362,354587493813.58496,6
random_a2,L1,spike50,64,0.18489106952357046,0.2065489749626846,5,0.19552867219972073,0.20605241499224433,5,1023214517911.4215,408679329552.7138,6
random_a2,L1,syn_current,1,0.9120778512151575,0.006021287625646211,6,0.9118388984760428,0.006072558525836382,6,1060016404.1832428,354942651.1563296,6
random_a2,L1,syn_current,2,0.8360624887188418,0.010455137038779812,6,0.8356121079930167,0.010537014888294291,6,1645471916.8592308,172390501.7090134,6
random_a2,L1,syn_current,4,0.7198456972889203,0.017025294938223755,6,0.7192131932963058,0.017189677539209584,6,2809139618.333318,96566183.65701379,6
random_a2,L1,syn_current,8,0.5976545573775394,0.025978073099401637,6,0.5968120722498825,0.026369012389354334,6,4688918580.84434,349505073.6859215,6
random_a2,L1,syn_current,16,0.5725163030703444,0.04219441893772071,6,0.5715885341683876,0.042508308977183995,6,9342940296.078615,1352167645.3610945,6
random_a2,L1,syn_current,32,0.5157372381343537,0.028142777315071903,6,0.5146830699196944,0.028073142141354607,6,13423485293.229677,2591596556.4646635,6
random_a2,L1,syn_current,48,0.45870317863584575,0.04384679950474835,6,0.4574302919174789,0.04349453828639148,6,22521554922.491505,1445345635.1860425,6
random_a2,L1,syn_current,64,0.38752608558650364,0.027533558366123284,6,0.38635058699919106,0.027444952618932563,6,30943973620.520252,2604723097.02378,6
random_a2,L1,pre_reset,1,0.961076556975192,0.0023646152305310305,6,0.9609795448457713,0.0024018074249906995,6,1060016404.0397472,354942651.1612396,6
random_a2,L1,pre_reset,2,0.9050423296930986,0.005353275760692383,6,0.9048248061843394,0.00544789943729508,6,2125009124.5092793,353235813.70692277,6
random_a2,L1,pre_reset,4,0.792269759254681,0.011730770555796239,6,0.7918847068544572,0.01197714457563679,6,4157290523.694939,242060093.04073825,6
random_a2,L1,pre_reset,8,0.6510768893726372,0.023109720132707734,6,0.6504325348504808,0.023597524706438416,6,7792980434.0276575,751823376.9482224,6
random_a2,L1,pre_reset,16,0.6088624738700511,0.0435485118099118,6,0.6080226863792785,0.04390631771313724,6,16896766518.046621,2010333474.2895925,6
random_a2,L1,pre_reset,32,0.5478990466711345,0.02661902646318538,6,0.5467977395815142,0.026449169658279453,6,25065144241.018726,4404578393.870517,6
random_a2,L1,pre_reset,48,0.4853560685832006,0.04461843247256289,6,0.4838874336677075,0.044087270890482665,6,41253800636.83948,2768791592.514327,6
random_a2,L1,pre_reset,64,0.40832563957752716,0.024721386763348646,6,0.40682250307335527,0.02456040669763735,6,58495228748.836235,5024923115.18222,6
random_a2,L2,spike50,1,0.9433255034600023,0.008247323156235527,6,0.9461168457483532,0.008366518933201762,6,12785369559.977728,4755281410.209383,6
random_a2,L2,spike50,2,0.9256572325856106,0.012618723096726585,6,0.9291663517241334,0.01259251089866705,6,29177453167.580963,11342049143.206423,6
random_a2,L2,spike50,4,0.8455415915563599,0.028948207154911195,6,0.8533601849398113,0.028520599727705195,6,87170057687.27486,36095534223.3732,6
random_a2,L2,spike50,8,0.7998469462823062,0.03460231055624805,6,0.8115672464977853,0.032333084554363165,6,255854975162.3828,121858399858.71461,6
random_a2,L2,spike50,16,0.6975377108594504,0.04212766152573889,6,0.715422604538769,0.039589723517328285,6,748405152656.9277,380532274220.64435,6
random_a2,L2,spike50,32,0.5866761293307702,0.059376586042302504,6,0.6084583322381408,0.05226310801844448,6,2113493442378.7393,1048657248193.1603,6
random_a2,L2,spike50,48,0.48598157843292716,0.07790631337911517,4,0.511988352812854,0.07003387854905156,4,3399233325993.68,1580967030648.7195,6
random_a2,L2,spike50,64,0.3839699024333773,0.12178778830426469,3,0.4121376026145452,0.11773147242974202,3,4120805183550.8433,1861463610720.7173,6
random_a2,L2,syn_current,1,0.974104789548036,0.0037597473603125037,6,0.9740884111175364,0.0038149230639218123,6,7336857507.392228,450215476.3916906,6
random_a2,L2,syn_current,2,0.9561093996749316,0.00771666575307547,6,0.9560803819855256,0.007821006602819694,6,14571861125.098536,840502852.7581546,6
random_a2,L2,syn_current,4,0.9178787881449288,0.0160191567497906,6,0.9178467293288661,0.016182721324206537,6,30955761904.97024,3559914897.716453,6
random_a2,L2,syn_current,8,0.8413521619085774,0.03565635780529797,6,0.8413169772090393,0.0359274334202554,6,72188647034.77647,15292433298.128656,6
random_a2,L2,syn_current,16,0.7308099754700949,0.07695134086723483,6,0.7308162110392443,0.07745594780583069,6,180464576938.93558,58460959143.22052,6
random_a2,L2,syn_current,32,0.5861567828932785,0.10968900011740601,6,0.5861580119670456,0.11049701158607887,6,514547464213.9012,198894245093.2728,6
random_a2,L2,syn_current,48,0.4657722074588659,0.12125117323555087,6,0.4651870120828559,0.12306076942056696,6,939987278767.3473,358111584310.10254,6
random_a2,L2,syn_current,64,0.3320887297487357,0.18098856013226783,5,0.3289101493792399,0.18747110869518224,5,1271201316502.7524,458020083566.69336,6
random_a2,L2,pre_reset,1,0.9849394405062514,0.002480044317043701,6,0.984929340525976,0.002524860096091396,6,7336857507.348205,450215476.39102995,6
random_a2,L2,pre_reset,2,0.9692231517638015,0.006144468217938577,6,0.9692134335040442,0.006237348966874087,6,18065028736.00298,1040651699.3499321,6
random_a2,L2,pre_reset,4,0.930772524780425,0.014561963139799178,6,0.9307601687624046,0.014737095617401368,6,46013503884.69488,4332974118.99479,6
random_a2,L2,pre_reset,8,0.8504645232788902,0.03389232352988086,6,0.8504596444292426,0.03420463992445619,6,120940164740.97508,22566534769.93604,6
random_a2,L2,pre_reset,16,0.7324577023877574,0.07409323858321319,6,0.7324593078158063,0.07465164964456379,6,320451555501.6915,96432154616.08658,6
random_a2,L2,pre_reset,32,0.5833131758759523,0.10572610038825166,6,0.58317430721322,0.10668092275686898,6,912650031556.5804,345510113887.3623,6
random_a2,L2,pre_reset,48,0.46225451812257506,0.12051891017598389,6,0.4614329093641109,0.122334098279976,6,1691113696202.8105,640264003298.1567,6
random_a2,L2,pre_reset,64,0.3276101486830313,0.18380868570326026,5,0.32545796066899574,0.18913377340340365,5,2312469878238.731,834740487013.3553,6
c2,L1,spike50,1,0.9351019422585204,0.003444597198352132,6,0.9399937504645152,0.0039030168259873424,6,17953935378.01218,740071149.7309312,6
c2,L1,spike50,2,0.908114431573941,0.0034807485935876127,6,0.9152118289463312,0.0028878199736478284,6,44426051014.48004,3136639416.669924,6
c2,L1,spike50,4,0.8050652288146748,0.010571610286291385,6,0.820798167189011,0.007466326473900819,6,135898042008.56862,8431670387.508081,6
c2,L1,spike50,8,0.7410892953926881,0.026911144442699153,6,0.7623717287732449,0.020958934267174524,6,407043879478.0403,15696646411.34294,6
c2,L1,spike50,16,0.6925752815401959,0.039992065842370694,6,0.7166584782000371,0.03233048650742649,6,1015956483306.0289,43448537327.10105,6
c2,L1,spike50,32,0.6285005391885156,0.03184046203802774,6,0.6566622044996354,0.02528862371167519,6,1834471669556.5195,145849275777.3675,6
c2,L1,spike50,48,0.5712628696971221,0.04571364465723343,6,0.6021712706835128,0.03697538485785298,6,2793537746006.2427,181796112631.42896,6
c2,L1,spike50,64,0.4808916969338957,0.023612581474718213,6,0.5140185714571647,0.022248846977437536,6,4067530869006.388,782069359149.7234,6
c2,L1,syn_current,1,0.9441074799262412,0.005671137521940912,6,0.9494020805286536,0.004692687944562981,6,1715221053.1512725,487906219.8258272,6
c2,L1,syn_current,2,0.8964835820094076,0.011104934937285045,6,0.9064526683428783,0.00923970944642163,6,2685565897.65073,170757543.1095959,6
c2,L1,syn_current,4,0.8197291784778695,0.020556175115299002,6,0.8373934057938502,0.017080062175543965,6,4639507943.81004,163088273.6706619,6
c2,L1,syn_current,8,0.7281199710838995,0.034690825295183685,6,0.7553225162220918,0.029186370780532062,6,8155023879.490974,445495147.39246243,6
c2,L1,syn_current,16,0.7060232685545701,0.04582654953519124,6,0.734937637495397,0.040180300375104956,6,18042786663.19201,1919714853.8032534,6
c2,L1,syn_current,32,0.6565446997155665,0.039462260653540616,6,0.6896103495047107,0.031752875635413826,6,27327835680.327824,4336944413.090164,6
c2,L1,syn_current,48,0.6035487273350926,0.0484155774374297,6,0.6397273291876783,0.04139461915593173,6,46666932440.12009,2669047686.4296875,6
c2,L1,syn_current,64,0.5305347020835116,0.04097948180353703,6,0.5697550536154646,0.031828648225650215,6,64118037267.618935,5134029323.947227,6
c2,L1,pre_reset,1,0.964108049293061,0.004861288369687263,6,0.9674124272624852,0.004001232319951111,6,1715221053.08965,487906219.82657766,6
c2,L1,pre_reset,2,0.9281271174881175,0.00961232849295481,6,0.934636450177857,0.008150920688340333,6,3460130145.269487,407561420.9704351,6
c2,L1,pre_reset,4,0.8500109327330659,0.020835940665031662,6,0.8637110413866216,0.017725877612425327,6,6880907342.890236,223230497.54536667,6
c2,L1,pre_reset,8,0.7451844376068838,0.03883838605365794,6,0.7687613800931917,0.03336358332755198,6,13521190927.92962,908399916.83346,6
c2,L1,pre_reset,16,0.7129561287248228,0.050265329298645155,6,0.7386471374024929,0.0449061961893254,6,30986702353.967754,2363515581.4085026,6
c2,L1,pre_reset,32,0.6653726751840389,0.04363324915855504,6,0.6942539309227082,0.035794615635691154,6,46646459789.32566,6184900431.817946,6
c2,L1,pre_reset,48,0.6114246060767942,0.05183302540177101,6,0.6430158246572769,0.04482288402821626,6,77485569761.05258,6478735289.0616865,6
c2,L1,pre_reset,64,0.5377702236256011,0.04358429919033302,6,0.5725922950873272,0.033570898626494615,6,110125431910.52228,12575376182.581306,6
c2,L2,spike50,1,0.9625710188931474,0.003602476467660817,6,0.9765035097059496,0.002792692272171221,6,28116195192.85252,3203838004.4960446,6
c2,L2,spike50,2,0.9244082602082252,0.00485552604240349,6,0.9552082749303675,0.002992573793135877,6,89824800951.1372,10202801542.211155,6
c2,L2,spike50,4,0.808118207933032,0.013680306135897208,6,0.890677447396366,0.006436804985562203,6,351838167275.35944,36563522446.51595,6
c2,L2,spike50,8,0.6499597599129129,0.029741611817828962,6,0.8061005378842511,0.011905117133916295,6,1295831036297.289,65905866324.86389,6
c2,L2,spike50,16,0.4662332171133831,0.044700215401687365,6,0.7075432594469385,0.016194081428122453,6,3711037435058.8516,143267020249.78845,6
c2,L2,spike50,32,0.26880148673965903,0.051205244402889954,6,0.594143765272014,0.016407028194454245,6,6998161803647.827,569896992188.9146,6
c2,L2,spike50,48,0.11523225034427072,0.05818367686201783,6,0.490834504897745,0.023919909677943597,6,10625933507175.102,1851734103090.4263,6
c2,L2,spike50,64,-0.015663686665761633,0.05865519933829032,6,0.3635744081702919,0.06538489006495261,6,15620686695338.148,4595478910935.386,6
c2,L2,syn_current,1,0.9519452003782708,0.006689897928738522,6,0.9598498535678001,0.003967658473220231,6,18742542599.8492,2189986147.272392,6
c2,L2,syn_current,2,0.9316957512634704,0.007762570087589854,6,0.9430032653887688,0.004640951171203115,6,45136995149.42709,5410213442.967865,6
c2,L2,syn_current,4,0.8724225887648697,0.015095840284097455,6,0.8939401144123579,0.01109021271568727,6,127201381979.75203,14803955336.937658,6
c2,L2,syn_current,8,0.7592415474431524,0.032492480536497816,6,0.8006984421061238,0.026072758948960256,6,388648191549.88226,44272758507.061356,6
c2,L2,syn_current,16,0.5990708537596243,0.057123544244520326,6,0.6682855455759359,0.04634589598083511,6,1016277486381.5131,138825398324.81842,6
c2,L2,syn_current,32,0.3665034497797615,0.08649140164894217,6,0.47215268794632914,0.06526093290313166,6,1834842223163.8015,217170807507.5578,6
c2,L2,syn_current,48,0.17668204130497123,0.10552553469578178,6,0.30561700675215503,0.08345808230020907,6,2897353543702.0063,318153740706.4731,6
c2,L2,syn_current,64,0.005067167346445284,0.09332288573328515,6,0.14204436719642086,0.071789314607135,6,4377017106987.5327,1056502199993.4055,6
c2,L2,pre_reset,1,0.9730345684647953,0.004806887601506175,6,0.9773985131044869,0.0028262348770758698,6,18742542599.793873,2189986147.2706113,6
c2,L2,pre_reset,2,0.951625573478398,0.006100190468690915,6,0.9581929060762026,0.0038485518242183923,6,52158042670.81244,5865921079.154005,6
c2,L2,pre_reset,4,0.8939813147453551,0.013555573389389914,6,0.9074025782948477,0.010414833582751176,6,163618876427.67722,17432198225.28773,6
c2,L2,pre_reset,8,0.779515840517388,0.031346225519993325,6,0.8065504190381646,0.026428934609254044,6,549763618202.8976,63258704464.59455,6
c2,L2,pre_reset,16,0.6124260725939616,0.057733154085272916,6,0.6593062530466495,0.04931509822222932,6,1592269760462.7776,248624139417.2203,6
c2,L2,pre_reset,32,0.3718013689859869,0.09097385063105122,6,0.44418914962760453,0.07368374223038515,6,2931179383265.9624,479593500158.80865,6
c2,L2,pre_reset,48,0.17674543678120494,0.1104861024774744,6,0.26438459434131273,0.09358594729421578,6,4774159433521.739,624537914394.1796,6
c2,L2,pre_reset,64,0.0061422633300437166,0.09626454336070159,6,0.09889012404095682,0.08189870416277206,6,7287323229372.203,1776077786786.407,6
c2,L3,spike50,1,0.9806529472031449,0.0019104420296895384,6,0.9869400407860707,0.0010850659060690007,6,31420156476.701736,3182114050.192024,6
c2,L3,spike50,2,0.9521666242657828,0.005081910594443661,6,0.9708016535134788,0.0017535500021328375,6,113790247830.70479,9876480529.602314,6
c2,L3,spike50,4,0.8706621114622178,0.015072495926876622,6,0.9258582729661776,0.0043417520024810145,6,482502506278.8537,37973533320.377235,6
c2,L3,spike50,8,0.7383963166164668,0.032831215008217514,6,0.8558772949444099,0.008961397060786929,6,1792988351781.8984,138852167149.39868,6
c2,L3,spike50,16,0.5571324650122301,0.05805523268021631,6,0.7607041080112711,0.014769518948322858,6,4965512675444.298,521578388494.86334,6
c2,L3,spike50,32,0.3404203760021931,0.07970030497938957,6,0.6417853236473033,0.02020798777285951,6,8756326278078.844,1284649942055.259,6
c2,L3,spike50,48,0.17694944557387293,0.08735533749759046,6,0.541255292808736,0.033297653065339834,6,12409549647470.307,2583936496228.3984,6
c2,L3,spike50,64,0.05722978043923682,0.0872726321158732,6,0.43633843582846293,0.06654636942558481,6,18093002501229.55,5710575343836.58,6
c2,L3,syn_current,1,0.9865880233434904,0.0022771750355047877,6,0.986806217649345,0.0021812219743619064,6,17422554755.129963,1992331051.538467,6
c2,L3,syn_current,2,0.9773087370998885,0.003923105564230557,6,0.9777681678022773,0.0036727395588302403,6,55009179163.61671,6417880324.262632,6
c2,L3,syn_current,4,0.9514669776025014,0.010753123151280871,6,0.9526391898497204,0.01002886269085033,6,205365226252.573,22011271116.702747,6
c2,L3,syn_current,8,0.8898361925058106,0.029358212115149777,6,0.892785893611924,0.0275637059063525,6,828029146037.3678,65154339592.56906,6
c2,L3,syn_current,16,0.767428132683957,0.06950001859707909,6,0.7741208350565324,0.06539095131358927,6,3139951032141.0024,393940768361.42444,6
c2,L3,syn_current,32,0.5661057044970969,0.13322699344809044,6,0.5789983462907872,0.12512120891791598,6,8330121745155.419,1944460445825.395,6
