seed,model_kind,split,layer,state,mean_state_norm,mean_per_neuron_variance,nonzero_fraction,firing_rate_per_step
11,a2,test,L1,spike50,7.304702281951904,0.3126921057701111,0.1190408035043216,0.0585166811943054
11,a2,test,L1,syn_current,2.016144037246704,0.0159852970391511,0.991826381059752,
11,a2,test,L1,pre_reset,3.3026041984558105,0.0395983792841434,0.991826381059752,
11,a2,test,L2,spike50,23.12516975402832,2.908839225769043,0.4673106621101089,0.3753530383110046
11,a2,test,L2,syn_current,8.021278381347656,0.5621844530105591,0.8723224351747464,
11,a2,test,L2,pre_reset,13.332709312438965,1.7075198888778689,0.8723224351747464,
11,a2,test,L1,spike50,5.55192756652832,0.1723397672176361,0.0826549369747899,0.0374813973903656
11,a2,test,L1,syn_current,1.6739833354949951,0.0085572954267263,0.9908963585434174,
11,a2,test,L1,pre_reset,2.828754186630249,0.0223111901432275,0.9908963585434174,
11,a2,test,L2,spike50,20.54079246520996,2.4704596996307373,0.4366793592436975,0.3315443396568298
11,a2,test,L2,syn_current,5.780381679534912,0.2604531645774841,0.8494397759103641,
11,a2,test,L2,pre_reset,9.124241828918455,0.7231694459915161,0.8494397759103641,
11,random_a2,test,L1,spike50,0.9560434222221376,0.0188524350523948,0.0101788566328447,0.0034144823439419
11,random_a2,test,L1,syn_current,0.9798028469085692,0.005409070290625,0.991826381059752,
11,random_a2,test,L1,pre_reset,1.7968460321426392,0.0166124179959297,0.991826381059752,
11,random_a2,test,L2,spike50,2.622528314590454,0.2049204409122467,0.0348215543968432,0.0206836014986038
11,random_a2,test,L2,syn_current,1.0654841661453247,0.0195222273468971,0.7065952649379932,
11,random_a2,test,L2,pre_reset,1.8902850151062007,0.0586805418133735,0.7065952649379932,
11,random_a2,test,L1,spike50,0.3328615725040436,0.0044415621086955,0.0032169117647058,0.0009300595265813
11,random_a2,test,L1,syn_current,0.7828165888786316,0.0028182798996567,0.9908963585434174,
11,random_a2,test,L1,pre_reset,1.4586820602416992,0.0087833013385534,0.9908963585434174,
11,random_a2,test,L2,spike50,0.4733998775482178,0.0367168709635734,0.0062696953781512,0.0034959295298904
11,random_a2,test,L2,syn_current,0.3738451898097992,0.0041225580498576,0.5119047619047619,
11,random_a2,test,L2,pre_reset,0.6936182975769043,0.012890551239252,0.5119047619047619,
11,c2,test,L1,spike50,7.304702281951904,0.3126921057701111,0.1190408035043216,0.0585166811943054
11,c2,test,L1,syn_current,2.016144037246704,0.0159852970391511,0.991826381059752,
11,c2,test,L1,pre_reset,3.3026041984558105,0.0395983792841434,0.991826381059752,
11,c2,test,L2,spike50,23.12516975402832,2.908839225769043,0.4673106621101089,0.3753530383110046
11,c2,test,L2,syn_current,8.021278381347656,0.5621844530105591,0.8723224351747464,
11,c2,test,L2,pre_reset,13.332709312438965,1.7075198888778689,0.8723224351747464,
11,c2,test,L3,spike50,22.686250686645508,2.544020652770996,0.3576802365182262,0.3318139910697937
11,c2,test,L3,syn_current,39.27638626098633,7.959219455718994,0.853250657647501,
11,c2,test,L3,pre_reset,75.74856567382812,30.341407775878903,0.853250657647501,
11,c2,test,L1,spike50,5.55192756652832,0.1723397672176361,0.0826549369747899,0.0374813973903656
11,c2,test,L1,syn_current,1.6739833354949951,0.0085572954267263,0.9908963585434174,
11,c2,test,L1,pre_reset,2.828754186630249,0.0223111901432275,0.9908963585434174,
11,c2,test,L2,spike50,20.54079246520996,2.4704596996307373,0.4366793592436975,0.3315443396568298
11,c2,test,L2,syn_current,5.780381679534912,0.2604531645774841,0.8494397759103641,
11,c2,test,L2,pre_reset,9.124241828918455,0.7231694459915161,0.8494397759103641,
11,c2,test,L3,spike50,21.341449737548828,2.4198708534240723,0.3420211834733893,0.3134738206863403
11,c2,test,L3,syn_current,34.11051177978516,6.778088569641113,0.819327731092437,
11,c2,test,L3,pre_reset,65.45465850830078,25.77750396728516,0.819327731092437,
23,a2,test,L1,spike50,7.282529354095459,0.2978406548500061,0.1156578823750469,0.0572968050837516
23,a2,test,L1,syn_current,2.197500467300415,0.0169542413204908,0.991826381059752,
23,a2,test,L1,pre_reset,3.739799976348877,0.0449288710951805,0.991826381059752,
23,a2,test,L2,spike50,22.58279228210449,2.898321866989136,0.463280369222097,0.3656615614891052
23,a2,test,L2,syn_current,7.292780876159668,0.4765602052211761,0.8689402480270575,
23,a2,test,L2,pre_reset,11.895554542541504,1.4045958518981934,0.8689402480270575,
23,a2,test,L1,spike50,5.498169422149658,0.1584885418415069,0.0764125962885154,0.0356595776975154
23,a2,test,L1,syn_current,1.7898941040039062,0.0087944902479648,0.9908963585434174,
23,a2,test,L1,pre_reset,3.106377601623535,0.0243228338658809,0.9908963585434174,
23,a2,test,L2,spike50,19.91191864013672,2.397404193878174,0.4174763655462185,0.3136762380599975
23,a2,test,L2,syn_current,5.2210211753845215,0.208899974822998,0.8473389355742297,
23,a2,test,L2,pre_reset,8.076988220214844,0.5534969568252563,0.8473389355742297,
23,random_a2,test,L1,spike50,1.22940993309021,0.025681797415018,0.0136080186020293,0.0047319792211055
23,random_a2,test,L1,syn_current,1.0766843557357788,0.0058796415105462,0.991826381059752,
23,random_a2,test,L1,pre_reset,1.97730016708374,0.0179893746972084,0.991826381059752,
