seed,split,accuracy,balanced_accuracy,checkpoint_index,elapsed_ms,macro_f1,n_active
11,val,0.10317460317460317,0.0909090909090909,0,250.0,0.022504708097928438,126
11,val,0.1746031746031746,0.16485088985088983,1,500.0,0.1173317439962389,126
11,val,0.2777777777777778,0.27002164502164505,2,750.0,0.2657289537572531,126
11,val,0.40476190476190477,0.39491943241943245,3,1000.0,0.38327412590381593,126
11,val,0.5238095238095238,0.5206168831168831,4,1250.0,0.5263268250174021,111
11,val,0.5634920634920635,0.5567279942279942,5,1500.0,0.5642155482735193,80
11,val,0.5793650793650794,0.572005772005772,6,1750.0,0.5778762035560281,47
11,val,0.5873015873015873,0.5789502164502165,7,2000.0,0.5836746187747331,20
11,val,0.5873015873015873,0.5789502164502165,8,2250.0,0.5836746187747331,6
11,val,0.5873015873015873,0.5789502164502165,9,2500.0,0.5826578577579722,3
11,val,0.5873015873015873,0.5789502164502165,10,2750.0,0.5826578577579722,2
11,val,0.5873015873015873,0.5789502164502165,11,3000.0,0.5826578577579722,0
11,val,0.5873015873015873,0.5789502164502165,12,3250.0,0.5826578577579722,0
11,val,0.5873015873015873,0.5789502164502165,13,3500.0,0.5826578577579722,0
11,val,0.5873015873015873,0.5789502164502165,14,3750.0,0.5826578577579722,0
11,val,0.5873015873015873,0.5789502164502165,15,4000.0,0.5826578577579722,0
11,test,0.0547945205479452,0.05944055944055945,0,250.0,0.018137254901960786,146
11,test,0.17123287671232876,0.17892454767454766,1,500.0,0.16425588028793306,146
11,test,0.2945205479452055,0.292258436008436,2,750.0,0.2893093562211209,146
11,test,0.5,0.48555957930957927,3,1000.0,0.47386938544547247,141
11,test,0.541095890410959,0.5279456654456655,4,1250.0,0.5031200652557835,111
11,test,0.589041095890411,0.5719932844932845,5,1500.0,0.5434860092118158,82
11,test,0.5958904109589042,0.5795690420690421,6,1750.0,0.5527913237802883,36
11,test,0.6027397260273972,0.5855214230214231,7,2000.0,0.5596831973388284,15
11,test,0.6027397260273972,0.5855214230214231,8,2250.0,0.5596831973388284,1
11,test,0.6027397260273972,0.5855214230214231,9,2500.0,0.5596831973388284,0
11,test,0.6027397260273972,0.5855214230214231,10,2750.0,0.5596831973388284,0
11,test,0.6027397260273972,0.5855214230214231,11,3000.0,0.5596831973388284,0
11,test,0.6027397260273972,0.5855214230214231,12,3250.0,0.5596831973388284,0
11,test,0.6027397260273972,0.5855214230214231,13,3500.0,0.5596831973388284,0
11,test,0.6027397260273972,0.5855214230214231,14,3750.0,0.5596831973388284,0
11,test,0.6027397260273972,0.5855214230214231,15,4000.0,0.5596831973388284,0
23,val,0.10317460317460317,0.09027777777777779,0,250.0,0.03239289446185998,126
23,val,0.15873015873015872,0.15747354497354496,1,500.0,0.1317870758098462,126
23,val,0.25396825396825395,0.2383357383357383,2,750.0,0.22718292311034247,126
23,val,0.38095238095238093,0.373418710918711,3,1000.0,0.38314655045153767,126
23,val,0.48412698412698413,0.4805615680615681,4,1250.0,0.4828502531877818,111
23,val,0.5317460317460317,0.5271885521885522,5,1500.0,0.5235368908995911,80
23,val,0.5476190476190477,0.5410774410774412,6,1750.0,0.5326110585321112,47
23,val,0.5476190476190477,0.5410774410774412,7,2000.0,0.532771392025778,20
23,val,0.5555555555555556,0.5480218855218856,8,2250.0,0.5378032375748648,6
23,val,0.5476190476190477,0.5410774410774412,9,2500.0,0.5308813068023593,3
23,val,0.5476190476190477,0.5410774410774412,10,2750.0,0.5308813068023593,2
23,val,0.5476190476190477,0.5410774410774412,11,3000.0,0.5308813068023593,0
23,val,0.5476190476190477,0.5410774410774412,12,3250.0,0.5308813068023593,0
23,val,0.5476190476190477,0.5410774410774412,13,3500.0,0.5308813068023593,0
23,val,0.5476190476190477,0.5410774410774412,14,3750.0,0.5308813068023593,0
23,val,0.5476190476190477,0.5410774410774412,15,4000.0,0.5308813068023593,0
23,test,0.08904109589041095,0.09533799533799532,0,250.0,0.05359739224239013,146
23,test,0.21232876712328766,0.21963522588522588,1,500.0,0.19168809829734665,146
23,test,0.3561643835616438,0.345230463980464,2,750.0,0.31355369605720235,146
23,test,0.4863013698630137,0.4736895049395049,3,1000.0,0.45050751678384254,141
23,test,0.5547945205479452,0.5415084915084915,4,1250.0,0.5219420617860979,111
23,test,0.6506849315068494,0.6288461538461537,5,1500.0,0.6145135626697097,82
23,test,0.6575342465753424,0.6347985347985348,6,1750.0,0.6215673193732966,36
23,test,0.6643835616438356,0.6407509157509158,7,2000.0,0.6280720727898147,15
23,test,0.6643835616438356,0.6407509157509158,8,2250.0,0.6280720727898147,1
23,test,0.6643835616438356,0.6407509157509158,9,2500.0,0.6280720727898147,0
23,test,0.6643835616438356,0.6407509157509158,10,2750.0,0.6280720727898147,0
