seed,accuracy,balanced_accuracy,conditional_early_exit_accuracy,early_exit_coverage,forced_decision_rate,macro_f1,mean_decision_latency_ms,mean_spike_activity_cost,mean_spikes_per_correct_gesture,mean_synops_per_correct_gesture,mean_synops_proxy,median_decision_latency_ms,median_spike_activity_cost,median_synops_proxy,n_samples,p_latency_le_1000ms,p_latency_le_1500ms,p_latency_le_500ms,p_latency_le_750ms,persistence_ms,premature_wrong_decision_rate,split,stability_m,threshold
101,0.5317460317460317,0.5250060125060125,1.0,0.047619047619047616,0.9523809523809523,0.5162923570682191,1404.7619047619048,3045.7301587301586,3546.597014925373,104868.4776119403,89055.33333333333,1398.4375,2988.0,81982.0,126,0.11904761904761904,0.6587301587301587,0.0,0.0,0.0,0.0,val,1,0.9
101,0.5317460317460317,0.5250060125060125,1.0,0.007936507936507936,0.9920634920634921,0.5162923570682191,1410.4662698412699,3063.3888888888887,3579.805970149254,105569.97014925373,89428.3492063492,1406.25,2988.0,82102.0,126,0.11904761904761904,0.6349206349206349,0.0,0.0,250.0,0.0,val,2,0.9
101,0.5317460317460317,0.5250060125060125,1.0,0.007936507936507936,0.9920634920634921,0.5162923570682191,1412.4503968253969,3068.095238095238,3588.6567164179105,105783.5223880597,89541.90476190476,1406.25,2988.0,82102.0,126,0.11904761904761904,0.626984126984127,0.0,0.0,500.0,0.0,val,3,0.9
101,0.5317460317460317,0.5250060125060125,1.0,0.015873015873015872,0.9841269841269841,0.5162923570682191,1409.8462301587301,3060.722222222222,3574.791044776119,105450.92537313433,89365.04761904762,1406.25,2988.0,82102.0,126,0.11904761904761904,0.6349206349206349,0.0,0.0,0.0,0.0,val,1,0.95
101,0.5317460317460317,0.5250060125060125,1.0,0.007936507936507936,0.9920634920634921,0.5162923570682191,1412.4503968253969,3068.095238095238,3588.6567164179105,105783.5223880597,89541.90476190476,1406.25,2988.0,82102.0,126,0.11904761904761904,0.626984126984127,0.0,0.0,250.0,0.0,val,2,0.95
101,0.5317460317460317,0.5250060125060125,,0.0,1.0,0.5162923570682191,1412.5744047619048,3068.373015873016,3589.179104477612,105794.98507462686,89548.0,1406.25,2988.0,82102.0,126,0.11904761904761904,0.626984126984127,0.0,0.0,500.0,0.0,val,3,0.95
101,0.6095890410958904,0.5941974691974692,0.8095238095238095,0.4315068493150685,0.5684931506849316,0.5916375565820869,1130.7791095890411,2811.390410958904,3018.224719101124,96224.58426966293,89124.30136986301,1125.0,2867.5,87576.0,146,0.4246575342465753,0.9315068493150684,0.0136986301369863,0.15753424657534246,0.0,0.0821917808219178,test,1,0.5
101,0.6232876712328768,0.6084831834831834,0.9,0.2054794520547945,0.7945205479452054,0.605493956841996,1226.1344178082193,3191.6917808219177,3520.4945054945056,110464.13186813187,99943.97260273973,1250.0,3297.0,99594.0,146,0.3150684931506849,0.8493150684931506,0.0,0.04794520547945205,250.0,0.02054794520547945,test,2,0.5
101,0.6301369863013698,0.6168165168165168,0.9333333333333333,0.10273972602739725,0.8972602739726028,0.6127856235086627,1268.5145547945206,3369.1027397260273,3751.4347826086955,116963.69565217392,104990.38356164383,1265.625,3460.5,102080.0,146,0.23972602739726026,0.821917808219178,0.0,0.03424657534246575,500.0,0.00684931506849315,test,3,0.5
101,0.6301369863013698,0.6168165168165168,0.925,0.273972602739726,0.726027397260274,0.6127856235086627,1203.5530821917807,3104.5753424657532,3363.2934782608695,106194.56521739131,97558.21917808219,1242.1875,3166.5,96146.0,146,0.3287671232876712,0.8835616438356164,0.0,0.0821917808219178,0.0,0.02054794520547945,test,1,0.6
101,0.6301369863013698,0.6168165168165168,0.95,0.136986301369863,0.863013698630137,0.6127856235086627,1254.0667808219177,3308.486301369863,3665.054347826087,114412.82608695653,103174.49315068492,1257.8125,3411.5,100780.0,146,0.273972602739726,0.8356164383561644,0.0,0.03424657534246575,250.0,0.00684931506849315,test,2,0.6
101,0.6301369863013698,0.6168165168165168,0.875,0.0547945205479452,0.9452054794520548,0.6127856235086627,1279.6446917808219,3411.554794520548,3818.804347826087,118657.26086956522,106057.56164383562,1273.4375,3460.5,102080.0,146,0.23972602739726026,0.7808219178082192,0.0,0.03424657534246575,500.0,0.00684931506849315,test,3,0.6
101,0.6301369863013698,0.6168165168165168,0.967741935483871,0.21232876712328766,0.7876712328767124,0.6127856235086627,1229.8801369863013,3209.0342465753424,3507.228260869565,110227.91304347826,100537.42465753424,1250.0,3221.5,99176.0,146,0.2876712328767123,0.8561643835616438,0.0,0.0410958904109589,0.0,0.00684931506849315,test,1,0.7
101,0.6301369863013698,0.6168165168165168,0.9375,0.1095890410958904,0.8904109589041096,0.6127856235086627,1268.6215753424658,3368.431506849315,3750.3695652173915,116915.60869565218,104960.08219178082,1265.625,3460.5,102080.0,146,0.2465753424657534,0.8287671232876712,0.0,0.03424657534246575,250.0,0.00684931506849315,test,2,0.7
101,0.636986301369863,0.6227688977688978,1.0,0.03424657534246575,0.9657534246575342,0.6176836961150686,1288.9554794520548,3449.349315068493,3865.956989247312,119891.82795698925,107094.27397260274,1296.875,3468.0,103940.0,146,0.23972602739726026,0.7671232876712328,0.0,0.03424657534246575,500.0,0.0,test,3,0.7
101,0.636986301369863,0.6227688977688978,1.0,0.10273972602739725,0.8972602739726028,0.6176836961150686,1263.9126712328766,3351.1164383561645,3711.7419354838707,116018.10752688172,104626.76712328767,1257.8125,3460.5,102080.0,146,0.23972602739726026,0.821917808219178,0.0,0.03424657534246575,0.0,0.0,test,1,0.8
101,0.636986301369863,0.6227688977688978,1.0,0.0547945205479452,0.9452054794520548,0.6176836961150686,1283.6044520547946,3431.828767123288,3838.451612903226,119336.0,106740.21917808219,1296.875,3468.0,103940.0,146,0.23972602739726026,0.7945205479452054,0.0,0.03424657534246575,250.0,0.0,test,2,0.8
101,0.636986301369863,0.6227688977688978,1.0,0.00684931506849315,0.9931506849315068,0.6176836961150686,1291.8450342465753,3460.9931506849316,3884.2365591397847,120339.44086021505,107379.39726027397,1296.875,3468.0,105022.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,500.0,0.0,test,3,0.8
101,0.636986301369863,0.6227688977688978,1.0,0.0547945205479452,0.9452054794520548,0.6176836961150686,1278.3604452054794,3408.3630136986303,3801.6129032258063,118276.51612903226,106065.34246575342,1289.0625,3467.0,103940.0,146,0.23972602739726026,0.7945205479452054,0.0,0.03424657534246575,0.0,0.0,test,1,0.9
101,0.636986301369863,0.6227688977688978,1.0,0.0273972602739726,0.9726027397260274,0.6176836961150686,1288.7414383561643,3448.3082191780823,3864.3225806451615,119843.52688172043,107063.50684931508,1296.875,3468.0,103940.0,146,0.23972602739726026,0.773972602739726,0.0,0.03424657534246575,250.0,0.0,test,2,0.9
101,0.636986301369863,0.6227688977688978,,0.0,1.0,0.6176836961150686,1291.9520547945206,3461.2123287671234,3884.5806451612902,120346.06451612903,107383.61643835617,1296.875,3468.0,105022.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,500.0,0.0,test,3,0.9
101,0.636986301369863,0.6227688977688978,1.0,0.03424657534246575,0.9657534246575342,0.6176836961150686,1286.922089041096,3441.986301369863,3854.3978494623657,119639.6129032258,106933.61643835617,1296.875,3468.0,103940.0,146,0.23972602739726026,0.7808219178082192,0.0,0.03424657534246575,0.0,0.0,test,1,0.95
101,0.636986301369863,0.6227688977688978,,0.0,1.0,0.6176836961150686,1291.9520547945206,3461.2123287671234,3884.5806451612902,120346.06451612903,107383.61643835617,1296.875,3468.0,105022.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,250.0,0.0,test,2,0.95
101,0.636986301369863,0.6227688977688978,,0.0,1.0,0.6176836961150686,1291.9520547945206,3461.2123287671234,3884.5806451612902,120346.06451612903,107383.61643835617,1296.875,3468.0,105022.0,146,0.23972602739726026,0.7534246575342466,0.0,0.03424657534246575,500.0,0.0,test,3,0.95
