threshold,stability_m,persistence_ms,mean_balanced_accuracy,sd_balanced_accuracy,mean_macro_f1,mean_latency_ms,median_latency_ms,mean_early_exit_coverage,mean_forced_decision_rate,mean_premature_wrong_rate,mean_spike_activity_cost,mean_synops_proxy
0.5,1,0.0,0.5777107152107152,0.025270744514586687,0.5644912792929873,1114.083904109589,1091.1458333333333,0.4474885844748859,0.5525114155251142,0.1095890410958904,2707.5,86875.4611872146
0.5,2,250.0,0.5984899359899359,0.026114309925201248,0.5848899228484331,1212.685502283105,1239.5833333333333,0.23059360730593606,0.769406392694064,0.0410958904109589,3089.4337899543375,97711.01369863014
0.5,3,500.0,0.6115851740851741,0.032102701200254914,0.59781058627026,1265.5536529680367,1263.0208333333333,0.10730593607305934,0.8926940639269407,0.01598173515981735,3300.317351598174,103642.16438356164
0.6,1,0.0,0.6012677137677137,0.035615578558383466,0.5880553910820558,1181.8992579908675,1210.9375,0.30136986301369867,0.6986301369863014,0.04337899543378995,2969.6118721461185,94415.56164383562
0.6,2,250.0,0.6115851740851741,0.032102701200254914,0.59781058627026,1246.6823630136985,1252.6041666666667,0.16894977168949774,0.8310502283105023,0.0182648401826484,3223.593607305936,101352.78538812786
0.6,3,500.0,0.6115851740851741,0.032102701200254914,0.59781058627026,1278.431792237443,1278.6458333333333,0.0593607305936073,0.9406392694063928,0.0091324200913242,3348.3561643835615,104834.64840182649
0.7,1,0.0,0.6115851740851741,0.032102701200254914,0.59781058627026,1224.5647831050228,1250.0,0.2100456621004566,0.7899543378995434,0.01598173515981735,3134.940639269406,99121.53424657533
0.7,2,250.0,0.6143629518629519,0.027696375259685053,0.6001802978791019,1268.3361872146118,1270.8333333333333,0.1187214611872146,0.8812785388127854,0.0091324200913242,3310.963470319635,103942.32876712328
0.7,3,500.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1287.564212328767,1296.875,0.02968036529680365,0.9703196347031963,0.00228310502283105,3383.8470319634703,105804.52054794521
0.8,1,0.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1254.31649543379,1252.6041666666667,0.13470319634703196,0.865296803652968,0.00228310502283105,3254.061643835617,102479.55251141552
0.8,2,250.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1280.9289383561645,1296.875,0.07077625570776255,0.9292237442922374,0.00228310502283105,3360.8972602739727,105288.1187214612
0.8,3,500.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1291.2742579908675,1296.875,0.01141552511415525,0.9885844748858448,0.0,3398.5182648401824,106174.70319634704
0.9,1,0.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1274.0082762557079,1281.25,0.0684931506849315,0.9315068493150686,0.0,3332.707762557078,104546.2283105023
0.9,2,250.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1287.8139269406392,1296.875,0.03881278538812785,0.9611872146118721,0.0,3385.719178082192,105873.33333333333
0.9,3,500.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1291.9520547945206,1296.875,0.0,1.0,0.0,3400.997716894977,106235.70776255708
0.95,1,0.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1284.9600456621004,1296.875,0.03881278538812785,0.9611872146118721,0.0,3374.468036529681,105606.69406392695
0.95,2,250.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1291.345605022831,1296.875,0.00684931506849315,0.9931506849315067,0.0,3398.69406392694,106178.13698630138
0.95,3,500.0,0.6163470788470788,0.028169203671523025,0.6018129887479039,1291.9520547945206,1296.875,0.0,1.0,0.0,3400.997716894977,106235.70776255708
