seed,decoder,source_objective,temperature,validation_calibration_nll
11,prefix250_weighted,timestep_ce,1.0901844923851278,1.8419296915574497
23,prefix250_weighted,timestep_ce,1.1220184543019636,1.8489053982413783
101,prefix250_weighted,timestep_ce,1.1220184543019636,1.8439411425500607
