seed,true_phase,substitute_phase,n_timesteps,mean_evidence_l2
71,0,0,1276,0.0
71,0,1,1276,0.03108099801454517
71,0,2,1276,0.03103053772395634
71,0,3,1276,0.033080514596997714
71,0,4,1276,0.03117846765092957
71,0,5,1276,0.031502357211713725
71,0,6,1276,0.03351956293682546
71,0,7,1276,0.02971840009091163
71,0,8,1276,0.03210679832901624
71,0,9,1276,0.039551131647677505
71,1,0,1198,0.27657049507704046
71,1,1,1198,0.0
71,1,2,1198,0.13555843996909023
71,1,3,1198,0.1589223255027503
71,1,4,1198,0.14396820452771067
71,1,5,1198,0.16145266395838034
71,1,6,1198,0.1501491401180149
71,1,7,1198,0.14215157947280754
71,1,8,1198,0.2165957696852817
71,1,9,1198,0.2607043952933449
71,2,0,1211,0.731602832441832
71,2,1,1211,0.3651570648959328
71,2,2,1211,0.0
71,2,3,1211,0.3412468453314731
71,2,4,1211,0.31526160723986935
71,2,5,1211,0.43623439441299944
71,2,6,1211,0.4162089480074009
71,2,7,1211,0.4160103524172689
71,2,8,1211,0.5462206883133043
71,2,9,1211,0.650039089659832
71,3,0,1207,1.057803663750437
71,3,1,1207,0.5553636055431981
71,3,2,1207,0.48252790092428227
71,3,3,1207,0.0
71,3,4,1207,0.3955517179201013
71,3,5,1207,0.5680773458319103
71,3,6,1207,0.620488456852491
71,3,7,1207,0.6093978028566688
71,3,8,1207,0.6722342462866692
71,3,9,1207,0.8246398928547413
71,4,0,1179,1.2859136986898088
71,4,1,1179,0.6104616972220362
71,4,2,1179,0.4940690244817801
71,4,3,1179,0.4670741667675849
71,4,4,1179,0.0
71,4,5,1179,0.6557013802247315
71,4,6,1179,0.6975006420810334
71,4,7,1179,0.6692359687250299
71,4,8,1179,0.8175261057446807
71,4,9,1179,0.9781703854951701
71,5,0,1232,1.4518523611209144
71,5,1,1232,0.7945699926406732
71,5,2,1232,0.8305998996477109
71,5,3,1232,0.7783837604528722
71,5,4,1232,0.7001402113519166
71,5,5,1232,0.0
71,5,6,1232,0.6637017732471417
71,5,7,1232,0.8468646462890134
71,5,8,1232,1.0482700742579694
71,5,9,1232,1.2873162108003475
71,6,0,1219,1.6061784557720271
71,6,1,1219,0.7693765617830797
71,6,2,1219,0.7593909867399228
71,6,3,1219,0.8854343270316981
71,6,4,1219,0.7703010539869471
71,6,5,1219,0.659209166811212
71,6,6,1219,0.0
71,6,7,1219,0.6299554562941361
71,6,8,1219,0.8766802886018127
71,6,9,1219,1.1989319036510848
71,7,0,1199,1.4741705444773654
71,7,1,1199,0.6056303253833576
71,7,2,1199,0.5778595292027184
71,7,3,1199,0.8087057062797255
71,7,4,1199,0.7017777368472331
71,7,5,1199,0.8726970948145775
71,7,6,1199,0.6445721765193356
71,7,7,1199,0.0
71,7,8,1199,0.6286613866917792
71,7,9,1199,1.1830891035763156
71,8,0,1210,1.357342618917363
71,8,1,1210,0.6726406425106655
71,8,2,1210,0.8169187224191243
71,8,3,1210,0.7967854169711581
71,8,4,1210,0.8379740845703624
71,8,5,1210,1.0127243617699477
71,8,6,1210,0.8613362155389735
71,8,7,1210,0.6343964799593481
71,8,8,1210,0.0
71,8,9,1210,0.9552277335629922
71,9,0,1141,1.7978020563502821
71,9,1,1141,1.236853258469952
71,9,2,1141,1.2610960485808183
71,9,3,1141,1.152610572904756
71,9,4,1141,1.1491324027325578
71,9,5,1141,1.387629692079254
71,9,6,1141,1.2923782201384952
71,9,7,1141,1.2555870444474522
71,9,8,1141,0.9761300569443762
71,9,9,1141,0.0
