architecture,objective,profile,seed,shift,alpha,tau_syn_ms,tau_group,neuron_start,neuron_stop,neuron_count,n_test_samples,fs_hz,tail_stage1_steps,tail_stage2_steps,tail_stage3_steps,valid_firing_rate_hz,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz,tail_firing_rate_hz,valid_spikes_per_neuron_sample,tail_stage1_spikes_per_neuron_sample,tail_stage2_spikes_per_neuron_sample,tail_stage3_spikes_per_neuron_sample,tail_spikes_per_neuron_sample,tail_to_valid_rate_ratio
short_mid_long,whole_count_ce,a1_p2,11,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.0416232762157216,2.575543178282904,2.4037332530483217,2.167427701674277,2.38788752703677,1.345727332028702,0.5231572080887149,0.4882583170254403,0.4063926940639269,1.417808219178082,2.29246751830672
short_mid_long,whole_count_ce,a1_p2,11,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.2148063996970555,3.116664157760048,3.0411962466756988,2.854533594259621,3.008068115494215,1.5694716242661448,0.6330724070450098,0.6177429876060013,0.5352250489236791,1.7860404435746902,2.47617078428658
short_mid_long,whole_count_ce,a1_p2,23,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.6590758479426472,0.7709550723249353,0.197720088131047,0.033208800332088,0.3418758602608638,0.8514943960149439,0.1566002490660024,0.0401618929016189,0.0062266500622665,0.2029887920298879,0.5187200552532065
short_mid_long,whole_count_ce,a1_p2,23,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,1.0424724380986807,1.8622473416993963,1.069834275313727,0.3636363636363636,1.1179130890738678,1.346824408468244,0.3782689912826899,0.2173100871731008,0.0681818181818181,0.663760896637609,1.0723670460897554
short_mid_long,whole_count_ce,a1_p2,23,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,1.5530941336110322,3.049224747854885,2.249586030407948,1.4542291802565774,2.271981323170941,2.006523157208089,0.6193737769080235,0.4569471624266145,0.2726679712981082,1.3489889106327462,1.4628741903032336
short_mid_long,whole_count_ce,a1_p2,23,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.3554230174508504,3.116664157760048,2.854935019318581,2.4231354642313545,2.8081161808631165,1.7511415525114156,0.6330724070450098,0.5799086757990868,0.454337899543379,1.6673189823874754,2.071763681676553
short_mid_long,whole_count_ce,a1_p2,23,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.4866988544920952,3.789452556575844,3.585528626624517,3.3624701021961294,3.58485254231469,1.920743639921722,0.7697325505544683,0.728310502283105,0.6304631441617743,2.128506196999348,2.411283584084951
short_mid_long,whole_count_ce,a1_p2,23,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.0348070308308877,2.5819659792262533,2.6510110893672536,2.5692541856925417,2.601572424211213,1.336921069797782,0.5244618395303327,0.5384866275277235,0.4817351598173516,1.5446836268754076,2.514065276617136
short_mid_long,whole_count_ce,a1_p2,37,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.2000120489186095,0.2574959287288054,0.0367851326755436,0.0,0.1006750999541194,0.2584059775840597,0.0523038605230386,0.0074719800747198,0.0,0.0597758405977584,0.5033451759453098
short_mid_long,whole_count_ce,a1_p2,37,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.3588167961925417,0.5824312673627742,0.2222435099147428,0.04151100041511,0.2883922134102379,0.463574097135741,0.1183063511830635,0.0451432129514321,0.0077833125778331,0.1712328767123287,0.803731086366108
short_mid_long,whole_count_ce,a1_p2,37,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.4072075483606299,0.918460534898891,0.621405991269005,0.309632528810611,0.6245751364713152,0.5260926288323549,0.1865622961513372,0.1262230919765166,0.0580560991519895,0.3708414872798434,1.5338004881927705
short_mid_long,whole_count_ce,a1_p2,37,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,0.966139669917006,2.1420041146068542,1.8015956646093632,1.339421613394216,1.7721014865931952,1.2482061317677755,0.4350945857795172,0.3659491193737769,0.2511415525114155,1.0521852576647095,1.8342083880536897
short_mid_long,whole_count_ce,a1_p2,37,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.570765880905046,3.510060715540168,3.259571478749561,3.030223961730811,3.2728396333299,2.0293542074363997,0.7129810828440966,0.6621004566210046,0.5681669928245271,1.943248532289628,2.0835948075496464
short_mid_long,whole_count_ce,a1_p2,37,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.561930007258039,3.5742887249736564,3.4217472025691205,3.2911502500543595,3.432691317334432,2.017938682322244,0.726027397260274,0.6950424005218526,0.6170906718851924,2.038160469667319,2.1977241626598274
short_mid_long,whole_count_ce,tail,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.6446171456111814,0.5732349841938883,0.0751029792125682,0.0232461602324616,0.2291407222914072,0.8328144458281445,0.1164383561643835,0.0152552926525529,0.0043586550435865,0.136052303860523,0.3554679298425297
short_mid_long,whole_count_ce,tail,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.8843906259413218,1.1970495258166491,0.6314781109301657,0.1975923619759236,0.6879465163531494,1.1425902864259028,0.2431506849315068,0.1282689912826899,0.0370485678704856,0.4084682440846824,0.7778763096012211
short_mid_long,whole_count_ce,tail,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,1.271860898103443,1.755030357770084,1.308645692207336,0.8349641226353555,1.311772582140282,1.6431833007175474,0.3564905414220483,0.2658186562296151,0.1565557729941291,0.7788649706457925,1.0313805417686432
short_mid_long,whole_count_ce,tail,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.8913818675250087,2.652616789603091,2.1869637212102964,1.7168949771689497,2.19782332543688,2.4435746901500326,0.5388127853881278,0.4442270058708414,0.3219178082191781,1.3049575994781475,1.1620198771984998
short_mid_long,whole_count_ce,tail,11,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.6980024614219444,3.086155853279141,2.827638115309348,2.5657751685148944,2.8333848319428707,2.1937377690802347,0.6268754076973255,0.5743639921722113,0.4810828440965427,1.6823222439660797,1.66865767059615
short_mid_long,whole_count_ce,tail,11,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.5238095238095235,2.6847307943198357,2.575543178282904,2.445749075886062,2.5719092251175883,1.9686888454011744,0.5453359425962165,0.5231572080887149,0.4585779517286366,1.527071102413568,1.6878154289834175
short_mid_long,whole_count_ce,tail,23,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,1.4786432917645642,1.3947696139476962,0.3724494683398793,0.058115400581154,0.6229271809661139,1.9103362391033625,0.2833125778331258,0.0756537982565379,0.0108966376089663,0.3698630136986301,0.4212829317493694
short_mid_long,whole_count_ce,tail,23,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,2.253388758358937,2.722099817990229,1.308937637704761,0.5346616853466168,1.547879661794586,2.9112702366127023,0.5529265255292652,0.2658779576587796,0.1002490660024906,0.9190535491905356,0.6869119480838503
short_mid_long,whole_count_ce,tail,23,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,1.6124207138123638,2.08098750564504,1.2765316874905916,0.6905849097629919,1.3667044323136608,2.083170254403131,0.4227005870841487,0.2592954990215264,0.1294846705805609,0.8114807566862361,0.8476103169639032
short_mid_long,whole_count_ce,tail,23,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,2.573006406008394,4.142706608460033,3.489186612474284,2.917155903457273,3.532117966148247,3.324200913242009,0.8414872798434442,0.7087410306588389,0.5469667318982387,2.097195042400522,1.3727591030866342
short_mid_long,whole_count_ce,tail,23,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.7724762535895735,3.1776807667218625,2.943248532289628,2.699717329854316,2.9465444433000307,2.2899543378995437,0.6454664057403784,0.5978473581213307,0.5061969993476843,1.7495107632093934,1.6623886708398852
short_mid_long,whole_count_ce,tail,23,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,2.197860456309761,4.187666215063476,3.956445381102915,3.764296586214394,3.974868678545679,2.8395303326810177,0.8506196999347684,0.8036529680365296,0.7058056099151989,2.360078277886497,1.808517309246985
short_mid_long,whole_count_ce,tail,37,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.633773118862582,0.7571606475716065,0.1839256633777181,0.0116230801162308,0.325621026414105,0.8188044831880449,0.1537982565379825,0.037359900373599,0.0021793275217932,0.1933374844333748,0.5137816936737385
short_mid_long,whole_count_ce,tail,37,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,1.247304054461112,1.715106810997222,0.6605996742983045,0.1178912411789124,0.8499705053418103,1.6114570361145704,0.3483810709838107,0.1341843088418431,0.022104607721046,0.5046699875466999,0.6814461175699724
short_mid_long,whole_count_ce,tail,37,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,1.1812300798384296,1.973405589843946,1.30061719102815,0.6418786692759295,1.322758952174958,1.5260926288323549,0.4008480104370515,0.2641878669275929,0.1203522504892367,0.7853881278538812,1.1198148224907096
short_mid_long,whole_count_ce,tail,37,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,2.5187288964624948,4.862060314115109,4.301670931807919,3.3937812567949552,4.206681086277337,3.254076973255056,0.9876060013046314,0.8737769080234834,0.6363339856490542,2.497716894977169,1.6701603305482928
short_mid_long,whole_count_ce,tail,37,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,2.762094102054341,5.305233579206182,4.966430829444528,4.515764296586214,4.940021286091942,3.568493150684932,1.0776255707762556,1.0088062622309195,0.8467058056099152,2.93313763861709,1.7885057871191794
short_mid_long,whole_count_ce,tail,37,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,2.5687146959512765,5.50273470821416,5.353404586281298,5.147205914329202,5.339375836852405,3.318656229615134,1.1177429876060012,1.0874103065883889,0.9651011089367254,3.1702544031311155,2.078617701400686
short_mid_long,whole_count_ce,a1_tail,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.1932646544972588,0.3693840406169173,0.0735702653510872,0.0,0.1515369994101068,0.2496886674968866,0.0750311332503113,0.0149439601494396,0.0,0.0899750933997509,0.7840906026210609
short_mid_long,whole_count_ce,a1_tail,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.2043496596180492,0.6881885238049622,0.3617204713095124,0.0697384806973848,0.3812020711804417,0.2640099626400996,0.1397882938978829,0.0734744707347447,0.0130759651307596,0.2263387297633873,1.8654402062276396
short_mid_long,whole_count_ce,a1_tail,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.392312789927104,1.106327462491846,0.8221185207486578,0.4992389649923896,0.8173859305798743,0.5068493150684932,0.2247227658186562,0.1669928245270711,0.093607305936073,0.4853228962818003,2.083505691292281
short_mid_long,whole_count_ce,a1_tail,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.0153681088074726,2.71684479903658,2.411761754227508,2.061317677756034,2.405465719092251,1.311806914546641,0.5518590998043053,0.4898891063274624,0.3864970645792563,1.428245270711024,2.369057781337467
short_mid_long,whole_count_ce,a1_tail,11,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,0.676575467827953,1.979828390787295,1.8176526669677355,1.6403565992607088,1.8171456037353657,0.8741030658838878,0.4021526418786693,0.3692106979778212,0.3075668623613829,1.0789302022178735,2.6857988356702425
short_mid_long,whole_count_ce,a1_tail,11,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,0.5697876234655559,1.6362085403181297,1.6249686386672688,1.577734290063057,1.6138977580938647,0.7361382909328115,0.33235485975212,0.3300717547292889,0.2958251793868232,0.9582517938682322,2.8324549211473458
short_mid_long,whole_count_ce,a1_tail,23,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.7537803482137478,0.8736469010441613,0.2712903534821343,0.0282274802822748,0.4006030019007668,0.9738480697384808,0.1774595267745952,0.0551058530510585,0.0052926525529265,0.2378580323785803,0.5314585380875023
short_mid_long,whole_count_ce,a1_tail,23,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,1.118380625338876,1.6798543921831592,0.8736469010441613,0.2955583229555832,0.9669004391426886,1.4448941469489414,0.3412204234122042,0.1774595267745952,0.0554171855541718,0.5740971357409713,0.8645539964086127
short_mid_long,whole_count_ce,a1_tail,23,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,1.0815109343936382,1.902754779467108,1.3214912940940338,0.7653837790824092,1.344731692244309,1.3972602739726028,0.3864970645792563,0.2684279191128506,0.1435094585779517,0.7984344422700587,1.2433824286744255
short_mid_long,whole_count_ce,a1_tail,23,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,2.0877907160213325,3.983742285112148,3.490792312710121,2.9206349206349205,3.479383389981804,2.697325505544684,0.8091976516634051,0.7090671885192433,0.5476190476190477,2.065883887801696,1.666538395482669
short_mid_long,whole_count_ce,a1_tail,23,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.6571049891129417,3.481158111295098,3.3125595865321893,3.0510980647966948,3.287671232876712,2.140900195694716,0.7071102413568167,0.672863666014351,0.5720808871493803,1.952054794520548,1.9839848739074903
short_mid_long,whole_count_ce,a1_tail,23,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.3150304522073906,3.108635656580862,3.0138993426664658,2.938030006523157,3.0223503965392933,1.698956294846706,0.6314416177429876,0.6121983039791259,0.550880626223092,1.7945205479452055,2.298312097233962
short_mid_long,whole_count_ce,a1_tail,37,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.5855774444243629,0.6697959574671903,0.2237762237762237,0.033208800332088,0.3161827357934063,0.7565379825653799,0.136052303860523,0.0454545454545454,0.0062266500622665,0.187733499377335,0.5399503324521349
short_mid_long,whole_count_ce,a1_tail,37,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,1.289475269594554,1.770284510010537,0.7801513554938212,0.1095890410958904,0.9071245985449302,1.6659402241594023,0.3595890410958904,0.1584682440846824,0.0205479452054794,0.5386052303860523,0.7034835176250839
short_mid_long,whole_count_ce,a1_tail,37,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.8356211934740762,1.5495007275829191,0.9361232374931006,0.4714068275712111,0.9992103546537576,1.0795825179386824,0.3147423352902805,0.190150032615786,0.088388780169602,0.5932811480756687,1.1957695214736754
short_mid_long,whole_count_ce,a1_tail,37,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,2.4303701599924263,4.381955943599779,3.8183551608209134,3.1641661230702325,3.804579943008205,3.139921722113503,0.8900848010437051,0.7756033920417482,0.5932811480756687,2.258969341161122,1.5654322973666124
