architecture,objective,profile,seed,shift,alpha,tau_syn_ms,tau_group,neuron_start,neuron_stop,neuron_count,n_test_samples,fs_hz,tail_stage1_steps,tail_stage2_steps,tail_stage3_steps,valid_firing_rate_hz,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz,tail_firing_rate_hz,valid_spikes_per_neuron_sample,tail_stage1_spikes_per_neuron_sample,tail_stage2_spikes_per_neuron_sample,tail_stage3_spikes_per_neuron_sample,tail_spikes_per_neuron_sample,tail_to_valid_rate_ratio
short_mid_long,whole_count_ce,none,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,2.27820953069462,2.860044065523517,1.5710317080180094,0.8152760481527604,1.7733499377334994,2.943337484433375,0.5809464508094645,0.3191158156911581,0.1528642590286426,1.0529265255292652,0.7783963300306314
short_mid_long,whole_count_ce,none,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,3.851798301102476,4.392757927004502,2.7588849506657724,1.9975093399750932,3.0774070918267027,4.976338729763388,0.8922789539227896,0.5603985056039851,0.37453300124533,1.8272104607721047,0.7989533332900313
short_mid_long,whole_count_ce,none,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,4.6991700590110135,5.626373626373627,4.211751718601033,2.97282017829963,4.304459779585951,6.071102413568167,1.1428571428571428,0.855512067840835,0.5574037834311807,2.5557729941291587,0.9160042572478994
short_mid_long,whole_count_ce,none,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,8.517277288649058,13.96477495107632,12.379948818304984,10.517068928027832,12.333848319428707,11.003913894324851,2.836594911937378,2.5146771037182,1.9719504240052184,7.323222439660796,1.4480975435502117
short_mid_long,whole_count_ce,none,11,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,7.441067878443624,13.587435395654571,12.856841788348635,12.013046314416178,12.84031997802726,9.613502935420744,2.7599478147423357,2.611545988258317,2.252446183953033,7.623939986953686,1.7256017802532055
short_mid_long,whole_count_ce,none,11,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,6.033386979709047,11.517687791660396,11.379597571378394,11.084148727984344,11.333539327771485,7.79484670580561,2.3395303326810177,2.3114807566862363,2.078277886497065,6.729288975864319,1.878470478669351
short_mid_long,whole_count_ce,none,23,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,3.1758539671064523,3.430213621994444,1.9817990228949132,0.8999584889995849,2.135675427672544,4.103051058530511,0.6967621419676214,0.4025529265255292,0.1687422166874221,1.268057285180573,0.6724728056744925
short_mid_long,whole_count_ce,none,23,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,3.54696066028074,4.093878724015711,2.69297825462209,1.7019510170195102,2.859277708592777,4.582503113325031,0.8315691158156912,0.547011207970112,0.3191158156911581,1.6976961394769614,0.8061205021559125
short_mid_long,whole_count_ce,none,23,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,3.393985294581716,4.36429324100557,2.986602438657233,2.0160904544466187,3.151440244446733,4.3848662752772345,0.8864970645792564,0.6066536203522505,0.378016960208741,1.871167645140248,0.9285367999318704
short_mid_long,whole_count_ce,none,23,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,6.970746946890088,11.797079632696072,10.372823523508456,8.948032180908893,10.410134926356989,9.00587084148728,2.3962818003913893,2.106979778212655,1.6777560339204174,6.181017612524462,1.4934030751182756
short_mid_long,whole_count_ce,none,23,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,6.271450661112689,10.677906568317526,10.08700888152943,9.382909328114808,10.066810862773371,8.102413568166993,2.1689497716894977,2.0489236790606653,1.7592954990215264,5.9771689497716896,1.605180588471265
short_mid_long,whole_count_ce,none,23,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,5.751901290668687,10.697174971147572,10.50288524261127,10.172646227440747,10.465066776530367,7.431180691454664,2.1728636660143508,2.133398564905414,1.90737116764514,6.213633398564905,1.8194100085667069
short_mid_long,whole_count_ce,none,37,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,1.7386589553587566,1.6890506753520451,0.9656097327330204,0.4217517642175176,1.0413580651504228,2.24626400996264,0.3430884184308841,0.1961394769613947,0.0790784557907845,0.6183063511830635,0.5989432613801756
short_mid_long,whole_count_ce,none,37,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,3.615639496355202,4.54449659929112,2.7650158061116965,1.730178497301785,3.0469948220488954,4.671232876712328,0.9231008717310089,0.5616438356164384,0.3244084682440847,1.809153175591532,0.842726390482365
short_mid_long,whole_count_ce,none,37,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,4.847107829215185,6.822620302072357,5.536454413166742,3.858230050010872,5.446492944690493,6.262230919765166,1.3858447488584476,1.1245923026744944,0.7234181343770385,3.2338551859099804,1.1236583002883922
short_mid_long,whole_count_ce,none,37,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,7.184575089147653,11.707160419489188,10.43384013247027,9.073276799304196,10.439798125450611,9.282126549249837,2.378016960208741,2.119373776908024,1.7012393998695368,6.198630136986301,1.453084976621651
short_mid_long,whole_count_ce,none,37,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,6.7675218530089305,11.87897034472377,11.365146269255858,10.640574037834313,11.312115906203866,8.743313763861709,2.4129158512720155,2.308545335942596,1.9951076320939332,6.716568819308545,1.6715300152557837
short_mid_long,whole_count_ce,none,37,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,7.230521632112089,13.012594711224848,12.400822921370867,11.906936290497937,12.454149071308407,9.341487279843443,2.643183300717548,2.5189171559034573,2.2325505544683626,7.394651011089367,1.7224412988403517
short_mid_long,whole_count_ce,a1,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.1188023374902102,0.400038317846537,0.1103553980266309,0.0099626400996264,0.1777544733564921,0.1534869240348692,0.0812577833125778,0.0224159402241594,0.0018679950186799,0.1055417185554171,1.496220336330838
short_mid_long,whole_count_ce,a1,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.4385806373877944,1.2798160743366225,0.9502825941182106,0.3470319634703196,0.8725175329357017,0.5666251556662516,0.2599626400996264,0.1930261519302615,0.0650684931506849,0.5180572851805728,1.9894118858790808
short_mid_long,whole_count_ce,a1,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.4768847234055982,1.3247026945657083,1.018013949520799,0.6557947379865188,1.008548769183232,0.6161121983039791,0.2690802348336595,0.2067840834964122,0.1229615133724722,0.598825831702544,2.114869107110074
short_mid_long,whole_count_ce,a1,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.1115529047934614,2.77465000752672,2.4246073561142056,2.075233746466623,2.434030281182408,1.4360730593607305,0.5636007827788649,0.4924983692106979,0.3891063274624918,1.4452054794520548,2.189756574505716
short_mid_long,whole_count_ce,a1,11,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.0832781091230397,2.7200561995082544,2.551457674745346,2.290932811480757,2.526865107975418,1.3995433789954337,0.5525114155251142,0.5182648401826484,0.4295499021526419,1.5003261578604044,2.332609776469152
short_mid_long,whole_count_ce,a1,11,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.2930669948562592,3.301319684881329,3.200160570023584,3.0319634703196345,3.181652762042092,1.67058056099152,0.6705805609915199,0.6500326157860404,0.5684931506849316,1.889106327462492,2.460547500399059
short_mid_long,whole_count_ce,a1,23,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.6301584432797156,0.7525625059871636,0.2360379346680716,0.033208800332088,0.348692403486924,0.814134495641345,0.1528642590286426,0.047945205479452,0.0062266500622665,0.2070361145703611,0.5533408418240394
short_mid_long,whole_count_ce,a1,23,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.623652027230556,1.1219465466040808,0.4965992911198391,0.1195516811955168,0.5914662122304516,0.8057285180572852,0.2278953922789539,0.1008717310087173,0.0224159402241594,0.3511830635118306,0.9483913887957174
short_mid_long,whole_count_ce,a1,23,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.8141626431884881,1.8240754679110844,1.4049877063575693,0.8662752772341813,1.3782401208500703,1.0518590998043054,0.370515329419439,0.2853881278538813,0.162426614481409,0.8183300717547293,1.6928314414580574
short_mid_long,whole_count_ce,a1,23,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.482659597967749,3.115058457524211,2.7810728084700687,2.43531202435312,2.786143440793765,1.9155251141552512,0.6327462491846053,0.5649054142204827,0.45662100456621,1.654272667971298,1.8791524666974635
short_mid_long,whole_count_ce,a1,23,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.2842311212092523,2.904711726629535,2.763410105875859,2.6214394433572514,2.7669172932330826,1.6591650358773646,0.5900195694716243,0.5613176777560339,0.4915198956294846,1.6428571428571428,2.1545321924823857
short_mid_long,whole_count_ce,a1,23,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,0.8565748366941209,2.085804606352552,2.039239299513272,1.9569471624266144,2.0291825454046077,1.1066536203522506,0.423679060665362,0.4142204827136334,0.3669275929549902,1.2048271363339855,2.3689495167008032
short_mid_long,whole_count_ce,a1,37,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.0703656846797999,0.1272152505029217,0.0168598524762908,0.0,0.0492888510192043,0.0909090909090909,0.0258405977584059,0.0034246575342465,0.0,0.0292652552926525,0.7004671558799419
short_mid_long,whole_count_ce,a1,37,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.4436411832038074,0.7234409426190248,0.3371970495258166,0.0697384806973848,0.3848725175329357,0.5731631382316313,0.1469489414694894,0.0684931506849315,0.0130759651307596,0.2285180572851805,0.867531086166377
short_mid_long,whole_count_ce,a1,37,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.5203067310423175,1.1801896733403583,0.8349641226353555,0.5044574907588606,0.8486970851787001,0.6722113502935421,0.2397260273972602,0.1696020874103065,0.0945857795172863,0.5039138943248532,1.6311476184029494
short_mid_long,whole_count_ce,a1,37,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,0.9828016030799333,2.3170254403131114,1.944502985598876,1.45075016307893,1.9160229340474475,1.2697325505544683,0.4706457925636008,0.3949771689497717,0.2720156555772994,1.1376386170906718,1.9495521049649869
short_mid_long,whole_count_ce,a1,37,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.3425478872794976,3.0829444528074665,2.8886547242711624,2.7205914329202,2.902049644659594,1.7345075016307894,0.6262230919765166,0.58675799086758,0.5101108936725375,1.723091976516634,2.161598608255403
short_mid_long,whole_count_ce,a1,37,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.3392659913534666,3.27723418134377,3.1535952631843043,3.033702978908458,3.1580320664675385,1.7302674494455317,0.6656881930854534,0.6405740378343118,0.5688193085453359,1.875081539465101,2.358032001750467
short_mid_long,whole_count_ce,a1_p2,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.1226579914452677,0.3785803237858032,0.1180189673340358,0.0099626400996264,0.1730353280461427,0.1584682440846824,0.0768991282689912,0.023972602739726,0.0018679950186799,0.1027397260273972,1.4107138557160723
short_mid_long,whole_count_ce,a1_p2,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.4115910597023917,1.2859469297825463,0.9226937446115528,0.3287671232876712,0.859408795962509,0.5317559153175592,0.2612079701120797,0.1874221668742216,0.0616438356164383,0.5102739726027398,2.088016189136664
short_mid_long,whole_count_ce,a1_p2,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.4465902994730032,1.286165888905615,0.9939284459832404,0.6627527723418134,0.9893226216225496,0.5769732550554468,0.261252446183953,0.2018917155903457,0.12426614481409,0.5874103065883888,2.215280141082318
short_mid_long,whole_count_ce,a1_p2,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.06005238410805,2.652616789603091,2.363590747152391,2.0387040661013263,2.3598722834483468,1.3695368558382257,0.5388127853881278,0.4801043705153294,0.3822570123939987,1.401174168297456,2.2261845912775264
