architecture,objective,profile,seed,shift,alpha,tau_syn_ms,tau_group,neuron_start,neuron_stop,neuron_count,n_test_samples,fs_hz,tail_stage1_steps,tail_stage2_steps,tail_stage3_steps,valid_firing_rate_hz,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz,tail_firing_rate_hz,valid_spikes_per_neuron_sample,tail_stage1_spikes_per_neuron_sample,tail_stage2_spikes_per_neuron_sample,tail_stage3_spikes_per_neuron_sample,tail_spikes_per_neuron_sample,tail_to_valid_rate_ratio,none_valid_firing_rate_hz,none_tail_stage1_firing_rate_hz,none_tail_stage2_firing_rate_hz,none_tail_stage3_firing_rate_hz,none_tail_firing_rate_hz,none_tail_to_valid_rate_ratio,delta_valid_firing_rate_hz_vs_none,pct_change_valid_firing_rate_hz_vs_none,delta_tail_stage1_firing_rate_hz_vs_none,pct_change_tail_stage1_firing_rate_hz_vs_none,delta_tail_stage2_firing_rate_hz_vs_none,pct_change_tail_stage2_firing_rate_hz_vs_none,delta_tail_stage3_firing_rate_hz_vs_none,pct_change_tail_stage3_firing_rate_hz_vs_none,delta_tail_firing_rate_hz_vs_none,pct_change_tail_firing_rate_hz_vs_none,delta_tail_to_valid_rate_ratio_vs_none,pct_change_tail_to_valid_rate_ratio_vs_none,tail_specific_suppression_pp,tail_stage1_specific_suppression_pp,tail_stage2_specific_suppression_pp,tail_stage3_specific_suppression_pp
short_mid_long,whole_count_ce,a1_tail,37,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,2.689387484616113,5.23137136835767,4.873300215765969,4.440965427266797,4.859271466337075,3.474559686888454,1.0626223091976517,0.9898891063274624,0.8326810176125244,2.885192433137638,1.8068320367121415,6.7675218530089305,11.87897034472377,11.365146269255858,10.640574037834313,11.312115906203866,1.6715300152557837,-4.078134368392817,-60.26037975155742,-6.6475989763661,-55.96107055961071,-6.491846053489889,-57.12065555241593,-6.199608610567515,-58.26385483079941,-6.452844439866791,-57.04365561113,0.13530202145635783,8.094501458034149,-3.2167241404274236,-4.299309191946712,-3.13972419914149,-1.996524920758013
short_mid_long,whole_count_ce,a1_tail,37,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,2.3874530594212504,4.7528726980781775,4.582668473079432,4.413133289845619,4.587358807978851,3.084474885844749,0.9654272667971298,0.9308545335942596,0.8274624918460535,2.723744292237443,1.9214446080422147,7.230521632112089,13.012594711224848,12.400822921370867,11.906936290497937,12.454149071308407,1.7224412988403517,-4.843068572690839,-66.98090150483573,-8.259722013146671,-63.47482724580455,-7.818154448291436,-63.04544865984721,-7.493803000652318,-62.936449963477,-7.866790263329556,-63.166019760056464,0.19900330920186304,11.553561177141058,-3.814881744779264,-3.5060742590311804,-3.935452844988518,-4.044451541358725
short_mid_long,timestep_ce,none,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.4867763118260136,0.6805249544975572,0.2789539227895392,0.1046077210460772,0.361276790981189,0.6288916562889165,0.1382316313823163,0.0566625155666251,0.0196139476961394,0.2145080946450809,0.7421823581060342,0.4867763118260136,0.6805249544975572,0.2789539227895392,0.1046077210460772,0.361276790981189,0.7421823581060342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.8846316043135128,1.3242647763195707,0.810805632723441,0.3453715234537152,0.8394835157632562,1.1429016189290162,0.2689912826899128,0.1646948941469489,0.0647571606475716,0.4984433374844333,0.9489639660960426,0.8846316043135128,1.3242647763195707,0.810805632723441,0.3453715234537152,0.8394835157632562,0.9489639660960426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,1.525071791473382,2.411761754227508,1.7726930603642932,1.1132854968471406,1.783087856627871,1.9703196347031964,0.4898891063274624,0.360078277886497,0.2087410306588388,1.0587084148727983,1.169182897878675,1.525071791473382,2.411761754227508,1.7726930603642932,1.1132854968471406,1.783087856627871,1.169182897878675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,2.098141310864969,4.213357418836871,3.7252245471423553,3.1746031746031744,3.7183369382360008,2.710697977821265,0.8558382257012394,0.7566862361382909,0.5952380952380952,2.2077625570776256,1.7722051984683045,2.098141310864969,4.213357418836871,3.7252245471423553,3.1746031746031744,3.7183369382360008,1.7722051984683045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,11,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,2.4990375209063083,5.032264539113855,4.788198103266597,4.392259186779735,4.746661173481649,3.228636660143509,1.0221787345075015,0.9726027397260274,0.8235485975212002,2.8183300717547293,1.8993957208614505,2.4990375209063083,5.032264539113855,4.788198103266597,4.392259186779735,4.746661173481649,1.8993957208614505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,11,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.972671905077472,4.054393095488986,4.025490491243916,4.002609262883236,4.028152573213856,2.5485975212002607,0.8235485975212002,0.8176777560339205,0.7504892367906066,2.3917155903457274,2.0419779705108443,1.972671905077472,4.054393095488986,4.025490491243916,4.002609262883236,4.028152573213856,2.0419779705108443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,23,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,1.942044701488041,2.8861002011686945,1.498994156528403,0.4516396845163968,1.6427869174805008,2.5090286425902866,0.586239103362391,0.3044831880448319,0.0846824408468244,0.9754047322540472,0.8459058209225347,1.942044701488041,2.8861002011686945,1.498994156528403,0.4516396845163968,1.6427869174805008,0.8459058209225347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,23,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,1.6176878125188263,2.449276750646613,1.721237666443146,0.9680365296803652,1.7324506783771385,2.089975093399751,0.4975093399750934,0.349626400996264,0.1815068493150685,1.0286425902864258,1.0709425298071695,1.6176878125188263,2.449276750646613,1.721237666443146,0.9680365296803652,1.7324506783771385,1.0709425298071695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,23,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,2.204171794629051,3.4795524110592604,2.9368257313462798,2.294411828658404,2.919627836715075,2.8476842791911285,0.7067840834964123,0.596542726679713,0.4302022178734507,1.733529028049576,1.3245917781133894,2.204171794629051,3.4795524110592604,2.9368257313462798,2.294411828658404,2.919627836715075,1.3245917781133894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,23,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,3.2914891602764365,5.35822168698881,5.032264539113855,4.529680365296803,4.985065403234112,4.252446183953033,1.0883887801696022,1.0221787345075015,0.8493150684931506,2.959882583170254,1.514531921720028,3.2914891602764365,5.35822168698881,5.032264539113855,4.529680365296803,4.985065403234112,1.514531921720028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,23,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,3.1256271892454794,5.740378343118069,5.279542375432786,4.794085670797999,5.283894668177292,4.038160469667319,1.1660143509458578,1.072407045009785,0.8988910632746249,3.1373124592302672,1.690507008115966,3.1256271892454794,5.740378343118069,5.279542375432786,4.794085670797999,5.283894668177292,1.690507008115966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,23,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,2.486414844267727,4.362687540769732,4.134678107280847,3.945205479452055,4.152847873107426,3.212328767123288,0.8861709067188519,0.8398564905414221,0.7397260273972602,2.4657534246575343,1.6702152026969896,2.486414844267727,4.362687540769732,4.134678107280847,3.945205479452055,4.152847873107426,1.6702152026969896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,37,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,1.2750165672630882,1.0345818564996647,0.2283743653606667,0.008302200083022,0.4346857180310677,1.6472602739726028,0.2101494396014944,0.0463885429638854,0.0015566625155666,0.2580946450809464,0.3409255449630359,1.2750165672630882,1.0345818564996647,0.2283743653606667,0.008302200083022,0.4346857180310677,0.3409255449630359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,37,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,1.7025121995300925,1.6936488169364885,0.703515662419772,0.1859692818596928,0.8788097266828341,2.1995641344956414,0.3440224159402241,0.1429016189290161,0.0348692403486924,0.5217932752179327,0.5161840995473589,1.7025121995300925,1.6936488169364885,0.703515662419772,0.1859692818596928,0.8788097266828341,0.5161840995473589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,37,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,1.565969263782385,1.7646645591851071,1.1769782728686835,0.6453576864535768,1.2101486593195316,2.023157208088715,0.3584474885844749,0.2390737116764514,0.1210045662100456,0.718525766470972,0.7727793177731872,1.565969263782385,1.7646645591851071,1.1769782728686835,0.6453576864535768,1.2101486593195316,0.7727793177731872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,37,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,2.911799046987914,4.585879873551106,3.7637613528024487,3.054577081974342,3.821059498060219,3.761904761904762,0.9315068493150684,0.7645140247879973,0.5727332028701891,2.2687540769732557,1.3122675831674862,2.911799046987914,4.585879873551106,3.7637613528024487,3.054577081974342,3.821059498060219,1.3122675831674862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,37,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,5.378774969232226,9.56676200511817,8.755883386020372,7.958251793868232,8.78140556871631,6.949119373776908,1.943248532289628,1.778538812785388,1.4921722113502935,5.21395955642531,1.6326032635586871,5.378774969232226,9.56676200511817,8.755883386020372,7.958251793868232,8.78140556871631,1.6326032635586871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,37,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,2.9448704597809967,5.3148677806212055,5.149480656329971,4.891498151772124,5.124592302674494,3.804631441617743,1.0795825179386824,1.0459882583170257,0.9171559034572732,3.042726679712981,1.7401757981081445,2.9448704597809967,5.3148677806212055,5.149480656329971,4.891498151772124,5.124592302674494,1.7401757981081445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,a1,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.1166335321404904,0.3647858990324744,0.099626400996264,0.0066417600664176,0.1609752900308055,0.1506849315068493,0.0740971357409713,0.0202366127023661,0.0012453300124533,0.0955790784557907,1.3801801855482134,0.4867763118260136,0.6805249544975572,0.2789539227895392,0.1046077210460772,0.361276790981189,0.7421823581060342,-0.3701427796855232,-76.03960396039604,-0.31573905546508285,-46.3963963963964,-0.17932752179327516,-64.28571428571428,-0.0979659609796596,-93.65079365079364,-0.2003015009503835,-55.44267053701017,0.6379978274421793,85.96240808933777,-20.596933423385863,-29.64320756399964,-11.753889674681758,17.61118969039761
short_mid_long,timestep_ce,a1,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.3959274655099705,1.209311236708497,0.8721141871826803,0.3055209630552096,0.8085468965065216,0.5115193026151931,0.2456413449564134,0.1771481942714819,0.0572851805728518,0.4800747198007472,2.042159150199597,0.8846316043135128,1.3242647763195707,0.810805632723441,0.3453715234537152,0.8394835157632562,0.9489639660960426,-0.48870413880354235,-55.24380277853446,-0.11495353961107369,-8.680555555555545,0.06130855445923933,7.561436672967856,-0.0398505603985056,-11.538461538461537,-0.030936619256734632,-3.6851967520299835,1.0931951841035543,115.1988087177711,-51.55860602650448,-46.563247222978916,-62.80523945150232,-43.705341240072926
short_mid_long,timestep_ce,a1,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.4902647606424942,1.3327311957448944,1.034070951879171,0.6836268754076973,1.0255776427369794,0.6333985649054142,0.2707110241356816,0.2100456621004566,0.1281800391389432,0.6089367253750816,2.0918852935563943,1.525071791473382,2.411761754227508,1.7726930603642932,1.1132854968471406,1.783087856627871,1.169182897878675,-1.0348070308308879,-67.85300446945871,-1.0790305584826134,-44.74034620505992,-0.7386221084851221,-41.66666666666666,-0.42965862143944333,-38.59375,-0.7575102138908916,-42.483056069008015,0.9227023956777194,78.91856760407963,-25.369948400450696,-23.11265826439879,-26.186337802792053,-29.25925446945871
short_mid_long,timestep_ce,a1,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.1451292246520874,2.840483717196046,2.509709468613578,2.080452272233094,2.487314175850585,1.4794520547945205,0.5769732550554468,0.5097847358121331,0.3900848010437051,1.476842791911285,2.172081650091744,2.098141310864969,4.213357418836871,3.7252245471423553,3.1746031746031744,3.7183369382360008,1.7722051984683045,-0.9530120862128815,-45.421730237035256,-1.3728737016408252,-32.583841463414636,-1.2155150785287772,-32.62931034482759,-1.0941509023700804,-34.465753424657535,-1.231022762385416,-33.106810459447495,0.39987645162343943,22.56377827855645,-12.314919777587761,-12.83788877362062,-12.792419892207668,-10.95597681237772
short_mid_long,timestep_ce,a1,11,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.0716652466155447,2.631742686537207,2.450298559887601,2.245705588171341,2.4477632437257526,1.3845401174168297,0.5345727332028702,0.4977168949771689,0.4210697977821265,1.4533594259621656,2.284074482639145,2.4990375209063083,5.032264539113855,4.788198103266597,4.392259186779735,4.746661173481649,1.8993957208614505,-1.4273722742907635,-57.11688049297909,-2.4005218525766483,-47.702616464582015,-2.3378995433789957,-48.826291079812215,-2.146553598608394,-48.871287128712886,-2.2988979297558965,-48.43189445666011,0.38467876177769456,20.252691819439693,-8.684986036318982,-9.414264028397078,-8.290589413166877,-8.245593364266206
short_mid_long,timestep_ce,a1,11,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.2259143551390073,3.1279040594109087,2.972151136534698,2.823222439660796,2.9784049164005904,1.58382257012394,0.6353555120678408,0.6037181996086106,0.5293542074363993,1.768427919112851,2.429537515337168,1.972671905077472,4.054393095488986,4.025490491243916,4.002609262883236,4.028152573213856,2.0419779705108443,-0.7467575499384647,-37.85513181469159,-0.9264890360780771,-22.85148514851485,-1.0533393547092182,-26.166733147187887,-1.1793868232224396,-29.465449804432854,-1.049747656813266,-26.060275467066685,0.3875595448263236,18.979614394633618,-11.794856347624904,-15.003646666176738,-11.688398667503701,-8.389682010258735
short_mid_long,timestep_ce,a1,23,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.6038918007108862,0.8154037743078839,0.2084490851614139,0.008302200083022,0.3528871993183456,0.7801992528019925,0.1656288916562889,0.0423412204234122,0.0015566625155666,0.2095267745952677,0.5843550101242239,1.942044701488041,2.8861002011686945,1.498994156528403,0.4516396845163968,1.6427869174805008,0.8459058209225347,-1.3381529007771549,-68.90433056210446,-2.0706964268608106,-71.74721189591078,-1.2905450713669893,-86.09406952965236,-0.4433374844333748,-98.16176470588235,-1.2898997181621552,-78.51899138206194,-0.2615508107983109,-30.919613546702717,9.614660819957479,2.842881333806318,17.189738967547896,29.257434143777886
short_mid_long,timestep_ce,a1,23,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.9304174950298212,1.6231439793083628,0.7832167832167832,0.1427978414279784,0.86832273710428,1.202054794520548,0.3297011207970112,0.1590909090909091,0.0267745952677459,0.5155666251556662,0.9332614033407112,1.6176878125188263,2.449276750646613,1.721237666443146,0.9680365296803652,1.7324506783771385,1.0709425298071695,-0.6872703174890051,-42.48473111872485,-0.8261327713382502,-33.729662077596984,-0.9380208832263627,-54.49688334817453,-0.8252386882523868,-85.24871355060034,-0.8641279412728585,-49.87893462469734,-0.13768112646645836,-12.85607048318912,7.394203505972484,-8.755069041127868,12.012152229449676,42.76398243187549
short_mid_long,timestep_ce,a1,23,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,1.1418473287260564,2.596417281348788,1.8947262782879224,1.156773211567732,1.9017406530023688,1.4752120026092628,0.5273972602739726,0.3848662752772341,0.2168949771689497,1.1291585127201569,1.6654946814335636,2.204171794629051,3.4795524110592604,2.9368257313462798,2.294411828658404,2.919627836715075,1.3245917781133894,-1.0623244659029947,-48.196082922918336,-0.8831351297104724,-25.38071065989848,-1.0420994530583574,-35.483870967741936,-1.1376386170906718,-49.58301743745262,-1.0178871837127064,-34.863593603010344,0.34090290332017426,25.736450199450946,-13.332489319907992,-22.815372263019857,-12.7122119551764,1.386934514534282
short_mid_long,timestep_ce,a1,23,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.4049039098740888,3.195343469316072,2.883837623563651,2.4492280930637094,2.853160298005287,1.8150684931506849,0.6490541422048272,0.5857795172863666,0.4592302674494455,1.6940639269406392,2.0308579668348954,3.2914891602764365,5.35822168698881,5.032264539113855,4.529680365296803,4.985065403234112,1.514531921720028,-1.8865852504023477,-57.3170731707317,-2.162878217672738,-40.36559784237339,-2.1484269155502043,-42.693044033184435,-2.080452272233094,-45.92933947772658,-2.1319051052288254,-42.76584022038568,0.5163260451148675,34.09146005509642,-14.551232950346026,-16.951475328358313,-14.624029137547268,-11.387733693005124
short_mid_long,timestep_ce,a1,23,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.3498690397298747,3.484369511766772,3.3928445983240505,3.1728636660143508,3.354688090088234,1.743966079582518,0.7077625570776256,0.6891715590345727,0.5949119373776908,1.9918460534898887,2.4851952236489163,3.1256271892454794,5.740378343118069,5.279542375432786,4.794085670797999,5.283894668177292,1.690507008115966,-1.7757581495156047,-56.812858412083024,-2.2560088313512967,-39.30069930069929,-1.8866977771087359,-35.736009732360095,-1.6212220047836485,-33.817126269956454,-1.9292065780890582,-36.511071836989295,0.7946882155329502,47.008868447023666,-20.30178657509373,-17.51215911138373,-21.07684867972293,-22.99573214212657
short_mid_long,timestep_ce,a1,23,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.241566474170848,3.3494906919564453,3.259571478749561,3.127636442704936,3.2486696192536133,1.604044357469015,0.680365296803653,0.6621004566210046,0.5864318330071755,1.928897586431833,2.616589354527444,2.486414844267727,4.362687540769732,4.134678107280847,3.945205479452055,4.152847873107426,1.6702152026969896,-1.244848370096879,-50.06599654787288,-1.013196848813287,-23.224144276775853,-0.8751066285312863,-21.165048543689323,-0.8175690367471189,-20.72310405643739,-0.9041782538538126,-21.772486772486776,0.9463741518304545,56.66180922687636,-28.293509775386102,-26.841852271097025,-28.900948004183554,-29.34289249143549
short_mid_long,timestep_ce,a1,37,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.0159045725646123,0.0015327138614809,0.0,0.0,0.0005243494789277,0.0205479452054794,0.0003113325031133,0.0,0.0,0.0003113325031133,0.0329684734875794,1.2750165672630882,1.0345818564996647,0.2283743653606667,0.008302200083022,0.4346857180310677,0.3409255449630359,-1.259111994698476,-98.75259875259876,-1.0330491426381838,-99.85185185185185,-0.2283743653606667,-100.0,-0.008302200083022,-100.0,-0.43416136855214,-99.87937273823884,-0.3079570714754565,-90.32971451548052,1.1267739856400851,1.0992530992530902,1.2474012474012426,1.2474012474012426
short_mid_long,timestep_ce,a1,37,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.0532562202542321,0.0321869910911006,0.0015327138614809,0.0,0.0115356885364095,0.0688044831880448,0.0065379825653798,0.0003113325031133,0.0,0.0068493150684931,0.2166073461717891,1.7025121995300925,1.6936488169364885,0.703515662419772,0.1859692818596928,0.8788097266828341,0.5161840995473589,-1.6492559792758603,-96.87190375088466,-1.661461825845388,-98.09954751131222,-0.7019829485582911,-99.78213507625274,-0.1859692818596928,-100.0,-0.8672740381464246,-98.68735083532219,-0.29957675337556977,-58.03680385317336,1.8154470844375368,1.2276437604275685,2.9102313253680876,3.1280962491153446
short_mid_long,timestep_ce,a1,37,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.0870964688062103,0.0674394099051633,0.0224798033017211,0.0,0.030761836097092,0.1125244618395303,0.0136986301369863,0.0045662100456621,0.0,0.0182648401826484,0.3531926898843296,1.565969263782385,1.7646645591851071,1.1769782728686835,0.6453576864535768,1.2101486593195316,0.7727793177731872,-1.4788727949761746,-94.43817507657586,-1.6972251492799437,-96.17834394904459,-1.1544984695669624,-98.09004092769442,-0.6453576864535768,-99.99999999999999,-1.1793868232224396,-97.45801180208807,-0.4195866278888576,-54.295789009716664,3.0198367255122065,1.740168872468729,3.6518658511185578,5.561824923424126
short_mid_long,timestep_ce,a1,37,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,0.2877970273596516,0.484921471222841,0.2392493351397461,0.0991519895629484,0.2790537988807635,0.3718199608610567,0.0984996738421395,0.0485975212002609,0.0185909980430528,0.1656881930854533,0.9696201570978636,2.911799046987914,4.585879873551106,3.7637613528024487,3.054577081974342,3.821059498060219,1.3122675831674862,-2.624002019628262,-90.11617825559216,-4.100958402328265,-89.42577030812325,-3.5245120176627025,-93.6433447098976,-2.9554250924113936,-96.75398633257404,-3.5420056991794553,-92.69695227142036,-0.3426474260696225,-26.111094296984554,2.5807740158281973,-0.6904079474689127,3.527166454305444,6.637808076981884
short_mid_long,timestep_ce,a1,37,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,0.5740793335226735,1.1464699683877766,0.8943750313613328,0.6592737551641661,0.9063755278607476,0.7416829745596869,0.2328767123287671,0.1816699282452707,0.1236138290932811,0.538160469667319,1.5788332290226053,5.378774969232226,9.56676200511817,8.755883386020372,7.958251793868232,8.78140556871631,1.6326032635586871,-4.804695635709552,-89.32695015488595,-8.420292036730393,-88.01611278952669,-7.861508354659039,-89.78543920777554,-7.298978038704066,-91.71584699453553,-7.875030040855563,-89.67846866007757,-0.05377003453608187,-3.293515071069745,0.35151850519162053,-1.3108373653592622,0.45848905288958974,2.3888968396495756
short_mid_long,timestep_ce,a1,37,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,0.4612326043737574,1.1175673641427066,1.0131968488132872,0.9115025005435964,1.0167885467092388,0.5958904109589042,0.2270058708414872,0.2058056099151989,0.1709067188519243,0.6037181996086106,2.204502754287703,2.9448704597809967,5.3148677806212055,5.149480656329971,4.891498151772124,5.124592302674494,1.7401757981081445,-2.483637855407239,-84.33776253750536,-4.197300416478499,-78.97280966767373,-4.136283807516684,-80.32429061428127,-3.9799956512285277,-81.36557610241822,-4.107803755965255,-80.15864508521813,0.46432695617955866,26.68276140171343,-4.17911745228723,-5.364952869831626,-4.013471923224088,-2.9721864350871385
short_mid_long,timestep_ce,a1_p2,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.120730164467739,0.3923747485391321,0.1134208257495928,0.008302200083022,0.1756570754407812,0.1559775840597758,0.0797011207970112,0.023038605230386,0.0015566625155666,0.1042963885429638,1.4549559856494654,0.4867763118260136,0.6805249544975572,0.2789539227895392,0.1046077210460772,0.361276790981189,0.7421823581060342,-0.3660461473582746,-75.19801980198021,-0.2881502059584251,-42.34234234234234,-0.1655330970399464,-59.340659340659364,-0.0963055209630552,-92.06349206349206,-0.18561971554040776,-51.37880986937593,0.7127736275434312,96.03753306159813,-23.81920993260428,-32.85567745963787,-15.857360461320845,16.865472261511854
short_mid_long,timestep_ce,a1_p2,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.3971323573709259,1.190918670370725,0.8537216208449085,0.2889165628891656,0.7907190142229796,0.5130759651307597,0.2419053549190535,0.173412204234122,0.0541718555417185,0.4694894146948941,1.9910717410629917,0.8846316043135128,1.3242647763195707,0.810805632723441,0.3453715234537152,0.8394835157632562,0.9489639660960426,-0.48749924694258695,-55.107600108962146,-0.13334610594884566,-10.069444444444445,0.042915988121467574,5.293005671077505,-0.05645496056454957,-16.34615384615384,-0.04876450154027656,-5.808869456589628,1.042107774966949,109.81531567042447,-49.29873065237252,-45.0381556645177,-60.40060578003965,-38.761446262808306
short_mid_long,timestep_ce,a1_p2,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.4746126416106535,1.2845601886697775,0.9650258417381704,0.6679712981082844,0.9805335255948088,0.6131767775603392,0.2609262883235486,0.1960208741030658,0.1252446183953033,0.5821917808219178,2.065965883814754,1.525071791473382,2.411761754227508,1.7726930603642932,1.1132854968471406,1.783087856627871,1.169182897878675,-1.0504591498627285,-68.87932461512995,-1.1272015655577303,-46.73768308921439,-0.8076672186261228,-45.561594202898554,-0.44531419873885625,-40.0,-0.8025543310330622,-45.009242144177456,0.8967829859360792,76.70168521650217,-23.87008247095249,-22.141641525915553,-23.31773041223139,-28.879324615129946
short_mid_long,timestep_ce,a1_p2,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.1234182208337278,2.761804405640022,2.421395955642531,2.0178299630354424,2.410409585607855,1.451402478799739,0.5609915198956295,0.4918460534898891,0.3783431180691454,1.431180691454664,2.145603071863127,2.098141310864969,4.213357418836871,3.7252245471423553,3.1746031746031744,3.7183369382360008,1.7722051984683045,-0.9747230900312411,-46.45650342919023,-1.451553013196849,-34.451219512195124,-1.3038285914998244,-35.0,-1.156773211567732,-36.43835616438356,-1.3079273526281456,-35.17506278623135,0.37339787339482244,21.06967487272612,-11.281440642958877,-12.005283916995104,-11.456503429190228,-10.018147264806665
