architecture,objective,profile,valid_firing_rate_hz_mean,valid_firing_rate_hz_std,tail_stage1_firing_rate_hz_mean,tail_stage1_firing_rate_hz_std,tail_stage2_firing_rate_hz_mean,tail_stage2_firing_rate_hz_std,tail_stage3_firing_rate_hz_mean,tail_stage3_firing_rate_hz_std,tail_firing_rate_hz_mean,tail_firing_rate_hz_std,tail_to_valid_rate_ratio_mean,tail_to_valid_rate_ratio_std
mid_long,timestep_ce,a1,2.1711845330135593,2.527995855791811,4.236372455550538,4.753480854298453,3.929148477093683,4.473206147647641,3.5442487497282014,4.137395398458716,3.9127041347661393,4.462820007133473,1.5518284520316623,0.6372643616127125
mid_long,timestep_ce,a1_p2,2.2389683065627404,2.687684016339516,4.453677220800508,5.162650904947089,4.140833291518223,4.93805960070594,3.724867724867724,4.606913240673423,4.116501298909374,4.9101594883765465,1.6998584342401395,0.4091619770666707
mid_long,timestep_ce,a1_tail,2.714127930827732,2.3990201222817977,4.402027196547745,4.092378908561896,4.061886363256227,3.962434961956295,3.6709429586141913,3.7963785962139385,4.0547945205479445,3.9541711749922266,1.3863639967536259,0.22552913293046717
mid_long,timestep_ce,none,12.138933594201982,1.1934250485434648,21.866961045043237,1.2644046548901062,21.349390335691705,1.1839513393960532,20.370805247517577,1.1045158144457639,21.217427129467506,1.159141016773424,1.7493024023799082,0.16362731244013126
mid_long,timestep_ce,tail,3.9025950119389488,3.4433635969242045,5.868834361985045,5.598327525819132,5.399969893120577,5.3881951102899395,4.934985866492716,5.252533893166949,5.413533834586467,5.416752000121191,1.2920629387496578,0.16898369190422768
mid_long,whole_count_ce,a1,11.312526954674071,1.4900238252320173,21.17543947680934,0.6518541451315347,20.76330974961112,0.34974882489641806,19.8553308690295,0.5375928240038308,20.617571325574207,0.4554767198393199,1.8442514170284738,0.22479595965484905
mid_long,whole_count_ce,a1_p2,11.359357085003209,1.670080030712434,21.663572348503852,1.683772772204114,21.293726060849348,1.558122011113961,20.35688917880699,1.497487906151647,21.124409196507248,1.5797538990807025,1.8915432457741546,0.26443605460030667
mid_long,whole_count_ce,a1_tail,11.269820232046873,1.4421314995810148,20.153143659992974,1.0416957849667858,19.63048823322796,0.9150191664452371,18.744364716967457,1.0065211921639756,19.529462926723202,0.9798106180544846,1.7441605325502758,0.14037982194667173
mid_long,whole_count_ce,none,14.605572911735933,1.6116125028369028,24.8749728201783,1.231494706873112,24.605215180557646,1.397267699340982,23.793868232224398,1.43052769820052,24.441285863059477,1.3431485057076205,1.6873941736124973,0.14357203098122148
mid_long,whole_count_ce,tail,11.473339855049597,1.5205542244108774,19.17553983307408,1.1949973848720257,18.649137772425444,1.018962407307367,17.836051315503372,0.9648986091962386,18.572458543619323,1.0592490665012648,1.6340798393454694,0.18360589667460966
short_mid_long,timestep_ce,a1,0.9873878422586175,0.41337994710886544,2.4762573803669694,1.1947192975429297,2.330406275611755,1.2312041838096384,2.156700732043198,1.2268544354191566,2.325448324006363,1.2172548575443192,2.266455426577164,0.3387721771821916
short_mid_long,timestep_ce,a1_p2,0.6927745695141322,0.4425580514909526,1.7041831836352384,1.1966524323520185,1.5719805308846404,1.1884891055462343,1.4548090164528522,1.1401288989861105,1.580206223320859,1.1754137653931822,2.103786662086336,0.5726238386915262
short_mid_long,timestep_ce,a1_tail,0.6690860130223948,0.47874764602979347,1.6830414638633817,1.361829370206413,1.5960660344221989,1.3191912193324506,1.4922084511125606,1.2528647839197475,1.5930236550279808,1.3122954289256703,2.01081106993737,0.9820528531638516
short_mid_long,timestep_ce,none,3.0678994814183684,0.9893297900118314,5.678558884038336,1.5471675858072262,5.355545519929081,1.3912848960605628,4.99731825759223,1.2392952911581594,5.352925693228504,1.3955501223578621,1.7791458273086806,0.16590677131777926
short_mid_long,timestep_ce,tail,0.8956630586849275,0.25519301083965806,2.0197032799772527,0.7132456163862679,1.907304263468647,0.6930695579860257,1.7841559759367975,0.6499132875829493,1.9068676256852175,0.6858429217563589,2.0966049900226498,0.275029786733328
short_mid_long,whole_count_ce,a1,1.1998274900859396,0.13562808090429124,2.8953451419204845,0.35668809537758206,2.766086272935588,0.3241410618227588,2.609262883235486,0.29743053618948806,2.7607832366303886,0.32619996246836414,2.306044932676212,0.07841040010098961
short_mid_long,whole_count_ce,a1_p2,1.3184385748998075,0.22469062907867252,3.191329218726479,0.348069555298215,3.0604646495057453,0.313124926537654,2.8791766326012898,0.3334147623833911,3.0479852599535366,0.3297284401985131,2.3292176889174767,0.16793014800129863
short_mid_long,whole_count_ce,a1_tail,1.5492231794418672,0.9591800163312074,3.365012460902872,1.593209348455005,3.204174820613177,1.5037549878826781,3.0102196129593395,1.409067187009323,3.197949210926861,1.504356390041091,2.2548045621188995,0.4581914519708246
short_mid_long,whole_count_ce,none,6.58264171584251,0.5115031503248167,11.895294963788112,1.0473075418238662,11.432050445749077,0.991759529891714,10.866710154381387,0.9530030802241458,11.412000320435794,0.9977354577805331,1.7371056950094437,0.056750042018222015
short_mid_long,whole_count_ce,tail,2.0871595821894036,0.5345964647223369,3.990700319467443,1.2872149629065337,3.77045177045177,1.260132361994451,3.5230847285641804,1.189870392137391,3.7676840503084192,1.2471894113548945,1.782417094697717,0.13398492108177162
