architecture,objective,profile,shift,valid_firing_rate_hz_mean,valid_firing_rate_hz_std,tail_stage1_firing_rate_hz_mean,tail_stage1_firing_rate_hz_std,tail_stage2_firing_rate_hz_mean,tail_stage2_firing_rate_hz_std,tail_stage3_firing_rate_hz_mean,tail_stage3_firing_rate_hz_std,tail_firing_rate_hz_mean,tail_firing_rate_hz_std,tail_to_valid_rate_ratio_mean,tail_to_valid_rate_ratio_std
mid_long,timestep_ce,a1,2,0.19969074442235468,0.29857311078320814,0.15582590925056677,0.26724804890196113,0.0132835201328352,0.023007731773434646,0.0,0.0,0.057853225841690135,0.09929791104261336,0.11237269707385279,0.17800239747248428
mid_long,timestep_ce,a1,3,0.6275076811856135,0.9821195584418216,1.0258964779512723,1.6112711117774987,0.26822492575917234,0.4474343290138045,0.0127300401273004,0.02204907628287487,0.44674575604640493,0.7111601805224164,0.43990133339017445,0.3856911055408303
mid_long,timestep_ce,a1,4,1.8275111237337878,2.6278543787143134,3.495074180005687,4.699216735389488,1.868499841102581,2.7134349749006215,0.5914329202000435,0.9691873128293198,2.021675192547579,2.83901493583011,0.8338774285570799,0.6337649419563679
mid_long,timestep_ce,a1,5,1.4878769709783626,1.8155187749876731,2.9635874019435664,3.4381564259673882,2.1982036228611572,2.6395372569092728,1.3417409581793143,1.7110083898032464,2.189583547910873,2.617977118275418,1.0716342469020625,0.8316549569006402
mid_long,timestep_ce,a1,6,2.4466954884449916,3.187512298976377,4.667770585578805,6.0714335084243825,4.222456386839948,5.597298366002815,3.721968543886353,5.089208883866276,4.21675192547579,5.59865978394161,1.3139591828612154,0.8660378545768297
mid_long,timestep_ce,a1,7,1.8956735775821263,1.9023490688857136,3.8049743255222706,3.5521360474633643,3.6358405673474166,3.4568903799678066,3.366528955570051,3.2848450807615603,3.608656344056488,3.4347685585101084,1.7896977212021092,0.4325883214454505
mid_long,timestep_ce,a1_p2,2,0.32178645299917663,0.4873251428288898,0.20180732509499633,0.344244712610424,0.015327138614809834,0.026547382815501498,0.0,0.0,0.07428284284809157,0.12684959307586152,0.09207411514549219,0.13746421244950732
mid_long,timestep_ce,a1_p2,3,0.6217242002530273,0.9947087488283206,1.0611488967653353,1.728269509970561,0.2917265383018807,0.501303664608698,0.011069600110696,0.01917310981119554,0.4663214699263725,0.7687702517622907,0.5804542192685735,0.16159171628992386
mid_long,timestep_ce,a1_p2,4,1.689671494840481,2.5642834964288013,3.3104186528844064,4.8407780672727965,1.725057286701122,2.7125178885394496,0.5398274987316083,0.9214837756883337,1.8931346631418728,2.874342553770529,1.0202694490998865,0.30492680693134006
mid_long,timestep_ce,a1_p2,5,1.3666151240703925,1.5602156576041597,2.6601100573703316,2.9749705458636972,1.9445029855988762,2.315078420105651,1.1822860042038124,1.509059877470735,1.9486158318169853,2.285141352557188,1.235747082779772,0.5144535507638998
