architecture,objective,profile,seed,long_shifts,long_neuron_count,valid_firing_rate_hz,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz,tail_firing_rate_hz,tail_to_valid_rate_ratio,none_valid_firing_rate_hz,none_tail_stage1_firing_rate_hz,none_tail_stage2_firing_rate_hz,none_tail_stage3_firing_rate_hz,none_tail_firing_rate_hz,none_tail_to_valid_rate_ratio,delta_valid_firing_rate_hz_vs_none,pct_change_valid_firing_rate_hz_vs_none,delta_tail_stage1_firing_rate_hz_vs_none,pct_change_tail_stage1_firing_rate_hz_vs_none,delta_tail_stage2_firing_rate_hz_vs_none,pct_change_tail_stage2_firing_rate_hz_vs_none,delta_tail_stage3_firing_rate_hz_vs_none,pct_change_tail_stage3_firing_rate_hz_vs_none,delta_tail_firing_rate_hz_vs_none,pct_change_tail_firing_rate_hz_vs_none,delta_tail_to_valid_rate_ratio_vs_none,pct_change_tail_to_valid_rate_ratio_vs_none,tail_specific_suppression_pp
short_mid_long,whole_count_ce,tail,23,"6,7",42,1.9851683549496673,3.682673490892669,3.4498469566962715,3.2320069580343547,3.4607065609228544,1.735452990043435,6.011675975890688,10.687540769732548,10.294947062070351,9.777777777777777,10.26593881965187,1.7122952985189859,-4.02650762094102,-66.97812119430561,-7.004867278839879,-65.54236778846153,-6.84510010537408,-66.48990095921393,-6.545770819743423,-66.94538338373955,-6.805232258729015,-66.28942932819649,0.02315769152444913,1.3524356192812592,-0.6886918661091244
short_mid_long,whole_count_ce,tail,37,"6,7",42,2.6654043990028087,5.403984143710171,5.159917707862912,4.831485105457708,5.139698561472174,1.9335617442599324,6.999021742560509,12.44578252797431,11.882984595313363,11.273755164166124,11.883132488756136,1.6969856570480677,-4.3336173435577,-61.91747222622997,-7.04179838426414,-56.579796155334805,-6.723066887450451,-56.57725829335857,-6.442270058708416,-57.14395926554545,-6.743433927283962,-56.747948688316185,0.23657608721186474,13.940959738186146,-5.169523537913783
short_mid_long,whole_count_ce,a1_tail,11,"6,7",42,0.6231815456467544,1.8080184655527123,1.7213106528175022,1.6090454446618832,1.7155216809146152,2.759126878408794,6.737227429076336,12.552561593657483,12.118219679863515,11.54859752120026,12.086929652899373,1.802036129461278,-6.114045883429582,-90.75017798928317,-10.744543128104771,-85.59641829229294,-10.396909027046012,-85.79568040280907,-9.939552076538378,-86.06717879198675,-10.371407971984759,-85.80680346308543,0.957090748947516,53.11162930088644,-4.9433745261977435
short_mid_long,whole_count_ce,a1_tail,23,"6,7",42,1.486067720660166,3.29489688393798,3.1632294645993277,2.994564035659926,3.1550108147080027,2.1411484855707266,6.011675975890688,10.687540769732548,10.294947062070351,9.777777777777777,10.26593881965187,1.7122952985189859,-4.525608255230521,-75.28030907487506,-7.392643885794568,-69.17067307692307,-7.131717597471024,-69.27396085159481,-6.783213742117851,-69.37377690802347,-7.110928004943867,-69.26719640420579,0.4288531870517407,25.045515655078205,-6.013112670669273
short_mid_long,whole_count_ce,a1_tail,37,"6,7",42,2.5384202720186813,4.992122033217924,4.7279843444227,4.427049358556208,4.723315137157964,1.864138322377178,6.999021742560509,12.44578252797431,11.882984595313363,11.273755164166124,11.883132488756136,1.6969856570480677,-4.460601470541828,-63.731784735247444,-7.453660494756387,-59.88904657463554,-7.155000250890663,-60.21214782784947,-6.846705805609916,-60.731368615954324,-7.159817351598172,-60.25193574482838,0.16715266532911022,9.849975138851487,-3.4798489904190646
short_mid_long,timestep_ce,none,11,"6,7",42,2.23585471299189,4.54332881730142,4.406844297255257,4.197434224831485,4.387406873347753,1.9706868456861475,2.23585471299189,4.54332881730142,4.406844297255257,4.197434224831485,4.387406873347753,1.9706868456861475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,23,"6,7",42,2.8060210167566035,5.051532941943901,4.707110241356817,4.369645575125027,4.718371270642359,1.680361105406478,2.8060210167566035,5.051532941943901,4.707110241356817,4.369645575125027,4.718371270642359,1.680361105406478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,none,37,"6,7",42,4.161822714506611,7.440814892869688,6.952682021175171,6.424874972820178,6.952998935695402,1.6863895308334158,4.161822714506611,7.440814892869688,6.952682021175171,6.424874972820178,6.952998935695402,1.6863895308334158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,timestep_ce,a1,11,"6,7",42,1.148789800877276,2.879823372974058,2.7112248482111494,2.5344640139160686,2.7130840800631715,2.3568059989881567,2.23585471299189,4.54332881730142,4.406844297255257,4.197434224831485,4.387406873347753,1.9706868456861475,-1.0870649121146143,-48.619657878394406,-1.6635054443273622,-36.61424279908111,-1.6956194490441079,-38.47695390781565,-1.6629702109154167,-39.61873186904269,-1.6743227932845812,-38.162013271566295,0.3861191533020092,19.59312582550737,-10.457644606828111
short_mid_long,timestep_ce,a1,23,"6,7",42,1.2957177569503613,3.4169301018616087,3.326208038536806,3.1502500543596432,3.3016788546709237,2.55089228908818,2.8060210167566035,5.051532941943901,4.707110241356817,4.369645575125027,4.718371270642359,1.680361105406478,-1.5103032598062422,-53.82366171839856,-1.6346028400822918,-32.35855054036872,-1.3809022028200113,-29.33651714139519,-1.2193955207653837,-27.906050955414013,-1.416692415971435,-30.02503056056813,0.8705311836817022,51.80619694664507,-23.79863115783043
short_mid_long,timestep_ce,a1,37,"6,7",42,0.5176559689482154,1.1320186662652416,0.95378594008731,0.7853881278538812,0.9615820372849933,1.8916679916551544,4.161822714506611,7.440814892869688,6.952682021175171,6.424874972820178,6.952998935695402,1.6863895308334158,-3.6441667455583957,-87.5617967304601,-6.308796226604446,-84.7863616745792,-5.998896081087861,-86.28175519630484,-5.639486844966297,-87.77582239068633,-5.991416898410408,-86.1702547896504,0.20527846082173862,12.17265981960228,-1.3915419408097023
short_mid_long,timestep_ce,a1_p2,11,"6,7",42,1.141468648426899,2.8685834713231975,2.691956445381103,2.5057621222004784,2.6935832732516216,2.3531704512536322,2.23585471299189,4.54332881730142,4.406844297255257,4.197434224831485,4.387406873347753,1.9706868456861475,-1.0943860645649912,-48.94710099926608,-1.6747453459782227,-36.861636331507334,-1.7148878518741544,-38.91419202040446,-1.6916721026310069,-40.302527973477,-1.693823600096131,-38.606485539000886,0.38248360556748473,19.408644575100556,-10.340615460265191
short_mid_long,timestep_ce,a1_p2,23,"6,7",42,0.6802360440531414,1.7662702594209445,1.698830849515781,1.6160034790171776,1.6957462148521987,2.5094284878272024,2.8060210167566035,5.051532941943901,4.707110241356817,4.369645575125027,4.718371270642359,1.680361105406478,-2.125784972703462,-75.75798470535314,-3.285262682522956,-65.03496503496503,-3.0082793918410364,-63.909261470237084,-2.7536420961078494,-63.01751592356688,-3.0226250557901597,-64.06077187263519,0.8290673824207244,49.33864392321635,-11.697212832717952
short_mid_long,timestep_ce,a1_p2,37,"6,7",42,0.25661901606235604,0.4776958201615736,0.32515429775703747,0.24266144814090015,0.35128918185875646,1.4487610471781736,4.161822714506611,7.440814892869688,6.952682021175171,6.424874972820178,6.952998935695402,1.6863895308334158,-3.905203698444255,-93.83397531163749,-6.963119072708114,-93.58006042296071,-6.627527723418134,-95.32332563510393,-6.182213524679278,-96.22309462569378,-6.601709753836646,-94.94765949042072,-0.23762848365524225,-14.090960558667957,1.113684178783231
short_mid_long,timestep_ce,tail,11,"6,7",42,1.0913566221717315,2.7826785087059065,2.6301369863013697,2.4500978473581214,2.6254677790366325,2.3974130885333444,2.23585471299189,4.54332881730142,4.406844297255257,4.197434224831485,4.387406873347753,1.9706868456861475,-1.1444980908201587,-51.18839270592221,-1.7606503085955136,-38.75242975790775,-1.7767073109538876,-40.31699763162691,-1.747336377473364,-41.62867799419809,-1.7619390943111202,-40.15900838863153,0.42672624284719696,21.653680988499254,-11.029384317290685
short_mid_long,timestep_ce,tail,23,"6,7",42,0.9886080343336806,1.9067690300567013,1.843343870741131,1.7508153946510108,1.835822432794315,1.8580122255404374,2.8060210167566035,5.051532941943901,4.707110241356817,4.369645575125027,4.718371270642359,1.680361105406478,-1.817412982422923,-64.76833108412056,-3.1447639118871993,-62.25365543547361,-2.8637663706156866,-60.83916083916085,-2.618830180474016,-59.93232484076433,-2.8825488378480437,-61.09203096804236,0.17765112013395945,10.57219900903299,-3.6763001160782025
short_mid_long,timestep_ce,tail,37,"6,7",42,0.6070245195493704,1.3696623011691504,1.2484319333634404,1.151554685801261,1.2593126652247055,2.034389655994168,4.161822714506611,7.440814892869688,6.952682021175171,6.424874972820178,6.952998935695402,1.6863895308334158,-3.5547981949572405,-85.41445512723301,-6.071152591700537,-81.59257660768235,-5.704250087811731,-82.04387990762125,-5.273320287018917,-82.07662109110599,-5.693686270470696,-81.88820857199288,0.34800012516075207,20.635809153106518,-3.526246555240135
short_mid_long,timestep_ce,a1_tail,11,"6,7",42,1.1304869197513334,2.898288925686186,2.728887550805359,2.544031311154599,2.7284649981117175,2.4058604409739206,2.23585471299189,4.54332881730142,4.406844297255257,4.197434224831485,4.387406873347753,1.9706868456861475,-1.1053677932405568,-49.438265680573586,-1.6450398916152342,-36.207810567238035,-1.6779567464498983,-38.07615230460924,-1.6534029136768864,-39.39079983423125,-1.6589418752360352,-37.81144359584325,0.4351735952877731,22.08233115476324,-11.626822084730335
short_mid_long,timestep_ce,a1_tail,23,"6,7",42,0.7020732746378869,1.9396858848913643,1.911586130764213,1.82648401826484,1.8943248532289625,2.7338187316182467,2.8060210167566035,5.051532941943901,4.707110241356817,4.369645575125027,4.718371270642359,1.680361105406478,-2.1039477421187165,-74.97975708502025,-3.111847057052536,-61.602034329307045,-2.7955241105926043,-59.38939109670817,-2.543161556860187,-58.20063694267515,-2.8240464174133963,-59.85214506083008,1.0534576262117687,62.69233576177891,-15.12761202419017
short_mid_long,timestep_ce,a1_tail,37,"6,7",42,0.1746978446779639,0.21114958101259468,0.1477244216970244,0.10611002391824305,0.1562811137432622,0.8927540372199423,4.161822714506611,7.440814892869688,6.952682021175171,6.424874972820178,6.952998935695402,1.6863895308334158,-3.987124869828647,-95.80237178126231,-7.229665311857094,-97.1622788088045,-6.804957599478147,-97.87528868360278,-6.3187649489019355,-98.34844997969405,-6.79671782195214,-97.75232075844362,-0.7936354936134735,-47.06122038253273,1.9499489771813074
mid_long,whole_count_ce,none,11,"6,7",42,16.269115465934554,26.294947062070346,26.15364544131667,25.376821048053927,25.95667250317575,1.5950202115381835,16.269115465934554,26.294947062070346,26.15364544131667,25.376821048053927,25.95667250317575,1.5950202115381835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_long,whole_count_ce,none,23,"6,7",42,14.496134305279432,24.099151989562948,23.438406342515936,22.593607305936075,23.397672262848904,1.6143619597685754,14.496134305279432,24.099151989562948,23.438406342515936,22.593607305936075,23.397672262848904,1.6143619597685754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_long,whole_count_ce,none,37,"6,7",42,13.051468963993816,24.230819408901603,24.223593757840334,23.41117634268319,23.969512823153774,1.8528003495307335,13.051468963993816,24.230819408901603,24.223593757840334,23.41117634268319,23.969512823153774,1.8528003495307335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_long,whole_count_ce,a1,11,"6,7",42,12.005680204487362,21.83912890762206,20.961613728737014,19.84431398130028,20.908984790743983,1.7368657616870766,16.269115465934554,26.294947062070346,26.15364544131667,25.376821048053927,25.95667250317575,1.5950202115381835,-4.263435261447192,-26.205697970330842,-4.455818154448284,-16.945530043966755,-5.192031712579656,-19.852038310412567,-5.532507066753645,-21.801418925866276,-5.047687712431767,-19.44659012750649,0.1418455501488931,8.893025249636308,-6.759107842824353
mid_long,whole_count_ce,a1,23,"6,7",42,12.329704313799741,21.15108635656581,20.968839379798286,20.39834746684062,20.85103168881107,1.6932873018721122,14.496134305279432,24.099151989562948,23.438406342515936,22.593607305936075,23.397672262848904,1.6143619597685754,-2.1664299914796903,-14.944880792741314,-2.948065632997139,-12.233067928174032,-2.46956696271765,-10.536411591422903,-2.1952598390954563,-9.71628748508296,-2.546640574037834,-10.884162088557073,0.07892534210353674,4.88894957081688,-4.060718704184241
mid_long,whole_count_ce,a1,37,"6,7",42,9.602196345735113,20.536103166240153,20.35947614029806,19.3233311589476,20.092697497167578,2.1026011875262323,13.051468963993816,24.230819408901603,24.223593757840334,23.41117634268319,23.969512823153774,1.8528003495307335,-3.4492726182587035,-26.428232927454385,-3.6947162426614497,-15.248003710943978,-3.8641176175422736,-15.951875911441066,-4.087845183735592,-17.46108407326224,-3.876815325986197,-16.173942935716735,0.2498008379954988,13.482339749059683,-10.25428999173765
mid_long,whole_count_ce,a1_p2,11,"6,7",42,12.614976805831677,23.603793466807165,23.065883887801697,22.08306153511633,22.939540632402927,1.8182011421414364,16.269115465934554,26.294947062070346,26.15364544131667,25.376821048053927,25.95667250317575,1.5950202115381835,-3.654138660102877,-22.46058593507542,-2.691153595263181,-10.234489496824612,-3.087761553514973,-11.806237721021594,-3.293759512937598,-12.979401583439019,-3.017131870772822,-11.623723612507273,0.22318093060325284,13.992357525552901,-10.836862322568148
mid_long,whole_count_ce,a1_p2,23,"6,7",42,11.9991164126353,20.58507702343319,20.13869235787044,19.405957816916725,20.060013046314413,1.671519675814712,14.496134305279432,24.099151989562948,23.438406342515936,22.593607305936075,23.397672262848904,1.6143619597685754,-2.4970178926441324,-17.22540533950992,-3.5140749661297583,-14.581737015691099,-3.2997139846454964,-14.078235253819296,-3.18764948901935,-14.108634561342715,-3.3376592165344903,-14.264919941775851,0.05715771604613651,3.540576244396286,-2.960485397734068
mid_long,whole_count_ce,a1_p2,37,"6,7",42,9.463978036542647,20.80184655527121,20.676601936875905,19.581648184387912,20.373673910804406,2.184908919366316,13.051468963993816,24.230819408901603,24.223593757840334,23.41117634268319,23.969512823153774,1.8528003495307335,-3.587490927451169,-27.48725785080807,-3.428972853630391,-14.151287233690084,-3.546991820964429,-14.642715100092822,-3.829528158295279,-16.357692164802902,-3.595838912349368,-15.001718803712622,0.33210856983558257,17.924681950739977,-12.485539047095449
mid_long,whole_count_ce,tail,11,"6,7",42,12.653602196345734,20.552160168598522,19.819158010938832,18.950206566644923,19.795516187729596,1.5658064715023516,16.269115465934554,26.294947062070346,26.15364544131667,25.376821048053927,25.95667250317575,1.5950202115381835,-3.6155132695888206,-22.223170504624193,-5.742786893471823,-21.839887640449433,-6.334487430377838,-24.220284872298613,-6.426614481409004,-25.324742091373345,-6.161156315446153,-23.73631024813503,-0.02921374003583188,-1.831559238215492,1.5131397435108376
mid_long,whole_count_ce,tail,23,"6,7",42,12.008962100413394,18.569120377339555,17.95654573736766,17.27419004131333,17.950629999656677,1.4943913647708944,14.496134305279432,24.099151989562948,23.438406342515936,22.593607305936075,23.397672262848904,1.6143619597685754,-2.487172204866038,-17.157485937200654,-5.530031612223393,-22.94699670186894,-5.481860605148277,-23.38836747276838,-5.319417264622746,-23.543904222966482,-5.447042263192227,-23.28027421702587,-0.11997059499768103,-7.43145576936657,6.122788279825215
mid_long,whole_count_ce,tail,37,"6,7",42,9.757455268389663,18.405338953284154,18.171709568969845,17.28375733855186,17.971229443471696,1.8420416817631626,13.051468963993816,24.230819408901603,24.223593757840334,23.41117634268319,23.969512823153774,1.8528003495307335,-3.2940136956041535,-25.23864328752285,-5.825480455617448,-24.041615585964706,-6.051884188870488,-24.98342834416014,-6.12741900413133,-26.173050488538827,-5.9982833796820785,-25.024636186547482,-0.01075866776757084,-0.5806706464782205,-0.214007100975369
mid_long,whole_count_ce,a1_tail,11,"6,7",42,11.164378806525923,20.622810978975362,19.921922826032414,18.864970645792564,19.827925979331894,1.7700799014423543,16.269115465934554,26.294947062070346,26.15364544131667,25.376821048053927,25.95667250317575,1.5950202115381835,-5.104736659408632,-31.376854323133283,-5.672136083094983,-21.571201758671215,-6.231722615284255,-23.827357563850676,-6.511850402261363,-25.660623093532582,-6.128746523843855,-23.611449129675673,0.17505968990417076,10.975390069530787,-7.76540519345761
mid_long,whole_count_ce,a1_tail,23,"6,7",42,12.761778535138376,20.87731446635556,20.364293241005573,19.68514894542292,20.325333882651837,1.5926272786656293,14.496134305279432,24.099151989562948,23.438406342515936,22.593607305936075,23.397672262848904,1.6143619597685754,-1.7343557701410557,-11.964263945246497,-3.2218375232073875,-13.369090848519177,-3.0741131015103633,-13.11570870726862,-2.908458360513155,-12.872926049967276,-3.072338380197067,-13.130957411842038,-0.021734681102946185,-1.346332584921781,1.1666934665955413
mid_long,whole_count_ce,a1_tail,37,"6,7",42,9.883303354476316,18.959305534648003,18.605248632645893,17.682974559686887,18.435128918185878,1.869774417542844,13.051468963993816,24.230819408901603,24.223593757840334,23.41117634268319,23.969512823153774,1.8528003495307335,-3.1681656095174997,-24.274398676944216,-5.2715138742536,-21.755409032172555,-5.618345125194441,-23.19368951345619,-5.728201782996305,-24.4678084481926,-5.534383904967896,-23.089263206141847,0.016974068012110433,0.9161304409516938,-1.1851354708023685
mid_long,timestep_ce,none,11,"6,7",42,12.269620373000093,23.32279592553565,22.70540418485624,21.51598173515982,22.541010059395063,1.8156321432550138,12.269620373000093,23.32279592553565,22.70540418485624,21.51598173515982,22.541010059395063,1.8156321432550138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_long,timestep_ce,none,23,"6,7",42,13.261636530026191,21.043504440764714,20.821917808219176,20.28440965427267,20.727984344422698,1.5629247012689378,13.261636530026191,21.043504440764714,20.821917808219176,20.28440965427267,20.727984344422698,1.5629247012689378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_long,timestep_ce,none,37,"6,7",42,10.885543879579663,21.23458276882934,20.520849013999698,19.312024353120243,20.38328698458475,1.869350362615773,10.885543879579663,21.23458276882934,20.520849013999698,19.312024353120243,20.38328698458475,1.869350362615773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mid_long,timestep_ce,a1,11,"6,7",42,1.3202057496292088,3.0508304480907222,2.7738471574088015,2.3979125896934113,2.749888419679335,2.0511756811436386,12.269620373000093,23.32279592553565,22.70540418485624,21.51598173515982,22.541010059395063,1.8156321432550138,-10.949414623370885,-89.24004403156282,-20.27196547744493,-86.91910499139415,-19.931557027447436,-87.78331742159047,-19.118069145466407,-88.85520252243512,-19.791121639715726,-87.80050932751708,0.2355435378886248,12.973087018956882,-1.439534704045741
mid_long,timestep_ce,a1,23,"6,7",42,5.01486320174193,9.470419990967937,8.86667670229314,8.133942161339421,8.84183060390703,1.7702308197320822,13.261636530026191,21.043504440764714,20.821917808219176,20.28440965427267,20.727984344422698,1.5629247012689378,-8.246773328284261,-62.185185890236234,-11.573084449796777,-54.995994048300325,-11.955241105926037,-57.41661846925005,-12.15046749293325,-59.90052311122546,-11.886153740515669,-57.34350983198176,0.2073061184631444,13.263986313277451,-4.841676058254471
mid_long,timestep_ce,a1,37,"6,7",42,0.1784846476695383,0.18786692759295498,0.14692157157910576,0.10089149815177204,0.14639338071205404,0.8340788552192658,10.885543879579663,21.23458276882934,20.520849013999698,19.312024353120243,20.38328698458475,1.869350362615773,-10.707059231910124,-98.36035158514808,-21.046715841236384,-99.11527846043327,-20.37392744242059,-99.28403755868544,-19.211132854968472,-99.47757160871916,-20.236893603872694,-99.28179698974573,-1.0352715073965073,-55.38135215850371,0.9214454045976481
mid_long,timestep_ce,a1_p2,11,"6,7",42,1.063460506800467,2.5329921220332183,2.2536002809975413,1.9099804305283756,2.240670168572115,2.028341022551588,12.269620373000093,23.32279592553565,22.70540418485624,21.51598173515982,22.541010059395063,1.8156321432550138,-11.206159866199625,-91.33257203995761,-20.789803803502434,-89.1394148020654,-20.451803903858696,-90.07460839432835,-19.606001304631445,-91.12296871210285,-20.300339890822947,-90.05958400857814,0.21270887929657412,11.715417139246922,-1.2729880313794695
mid_long,timestep_ce,a1_p2,23,"6,7",42,5.314146864842691,10.301369863013699,9.74419188117818,8.962818003913894,9.688055755827927,1.8297054182582746,13.261636530026191,21.043504440764714,20.821917808219176,20.28440965427267,20.727984344422698,1.5629247012689378,-7.9474896651835,-59.92842321676723,-10.742134577751015,-51.04727023005608,-11.077725927040996,-53.20223636013111,-11.321591650358778,-55.81425263699512,-11.03992858859477,-53.26098478825462,0.2667807169893368,17.069326294013887,-6.667438428512611
mid_long,timestep_ce,a1_p2,37,"6,7",42,0.33929754804506296,0.5266696773546089,0.4247077123789452,0.30180474016090447,0.42077797232808045,1.2415288619105556,10.885543879579663,21.23458276882934,20.520849013999698,19.312024353120243,20.38328698458475,1.869350362615773,-10.546246331534599,-96.88304459750921,-20.707913091474733,-97.51975500018905,-20.09614130162075,-97.93035993740219,-19.01021961295934,-98.43721851918573,-19.962509012256668,-97.93567164782449,-0.6278215007052175,-33.58500970501377,1.0526270503152801
mid_long,timestep_ce,tail,11,"6,7",42,2.250875698191802,3.10381855587335,2.625319885593858,2.163078930202218,2.6430459710921137,1.1916879519653207,12.269620373000093,23.32279592553565,22.70540418485624,21.51598173515982,22.541010059395063,1.8156321432550138,-10.018744674808291,-81.65488719483966,-20.2189773696623,-86.69191049913942,-20.08008429926238,-88.4374668505357,-19.3529028049576,-89.94664079553722,-19.89796408830295,-88.2745007249997,-0.623944191289693,-34.36512145963133,6.619613530160038
mid_long,timestep_ce,tail,23,"6,7",42,7.860645649910064,12.311706558281898,11.610015555221034,10.992824527071102,11.655165310536617,1.4871612138339283,13.261636530026191,21.043504440764714,20.821917808219176,20.28440965427267,20.727984344422698,1.5629247012689378,-5.400990880116127,-40.72642820429841,-8.731797882482816,-41.49402922437146,-9.211902252998142,-44.24137266242529,-9.29158512720157,-45.80653460252124,-9.07281903388608,-43.770869772618845,-0.07576348743500949,-4.847545590232028,3.044441568320437
