architecture,objective,profile,seed,long_shifts,long_neuron_count,valid_firing_rate_hz,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz,tail_firing_rate_hz,tail_to_valid_rate_ratio,none_valid_firing_rate_hz,none_tail_stage1_firing_rate_hz,none_tail_stage2_firing_rate_hz,none_tail_stage3_firing_rate_hz,none_tail_firing_rate_hz,none_tail_to_valid_rate_ratio,delta_valid_firing_rate_hz_vs_none,pct_change_valid_firing_rate_hz_vs_none,delta_tail_stage1_firing_rate_hz_vs_none,pct_change_tail_stage1_firing_rate_hz_vs_none,delta_tail_stage2_firing_rate_hz_vs_none,pct_change_tail_stage2_firing_rate_hz_vs_none,delta_tail_stage3_firing_rate_hz_vs_none,pct_change_tail_stage3_firing_rate_hz_vs_none,delta_tail_firing_rate_hz_vs_none,pct_change_tail_firing_rate_hz_vs_none,delta_tail_to_valid_rate_ratio_vs_none,pct_change_tail_to_valid_rate_ratio_vs_none,tail_specific_suppression_pp
short_mid_long,whole_count_ce,none,11,"6,7",42,6.737227429076336,12.552561593657483,12.118219679863515,11.54859752120026,12.086929652899373,1.802036129461278,6.737227429076336,12.552561593657483,12.118219679863515,11.54859752120026,12.086929652899373,1.802036129461278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,whole_count_ce,none,23,"6,7",42,6.011675975890688,10.687540769732548,10.294947062070351,9.777777777777777,10.26593881965187,1.7122952985189859,6.011675975890688,10.687540769732548,10.294947062070351,9.777777777777777,10.26593881965187,1.7122952985189859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,whole_count_ce,none,37,"6,7",42,6.999021742560509,12.44578252797431,11.882984595313363,11.273755164166124,11.883132488756136,1.6969856570480677,6.999021742560509,12.44578252797431,11.882984595313363,11.273755164166124,11.883132488756136,1.6969856570480677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
short_mid_long,whole_count_ce,a1,11,"6,7",42,1.1881725519896496,3.0106879421947914,2.8758091223844646,2.661448140900196,2.8542589350087546,2.3965786384341055,6.737227429076336,12.552561593657483,12.118219679863515,11.54859752120026,12.086929652899373,1.802036129461278,-5.549054877086687,-82.36407239479897,-9.54187365146269,-76.01535017588742,-9.242410557479051,-76.26871604611104,-8.887149380300064,-76.95436059647537,-9.232670717890619,-76.38557502215558,0.5945425089728276,32.99281847087978,-5.978497372643389
short_mid_long,whole_count_ce,a1,23,"6,7",42,1.0704029789516867,2.4952581664910434,2.4013247026945654,2.289193302891933,2.3980499193188454,2.2617408545915945,6.011675975890688,10.687540769732548,10.294947062070351,9.777777777777777,10.26593881965187,1.7122952985189859,-4.941272996939001,-82.1945995884601,-8.192282603241505,-76.65264423076923,-7.893622359375786,-76.67472510332996,-7.488584474885844,-76.58779576587796,-7.867888900333025,-76.64071487813361,0.5494455560726086,32.08824766077674,-5.553884710326486
short_mid_long,whole_count_ce,a1,37,"6,7",42,1.340906939316482,3.180089317075618,3.0211249937277334,2.877147205914329,3.0300408555635663,2.259815305002935,6.999021742560509,12.44578252797431,11.882984595313363,11.273755164166124,11.883132488756136,1.6969856570480677,-5.658114803244027,-80.84150916173712,-9.265693210898693,-74.44845826344988,-8.86185960158563,-74.57604215931356,-8.396607958251796,-74.47924702977936,-8.85309163319257,-74.5013290188374,0.5628296479548673,33.166435179771526,-6.340180142899726
short_mid_long,whole_count_ce,a1_p2,11,"6,7",42,1.1282148379563885,2.8461036680214757,2.7224647498620103,2.510980647966949,2.6979778212654923,2.38431915129665,6.737227429076336,12.552561593657483,12.118219679863515,11.54859752120026,12.086929652899373,1.802036129461278,-5.6090125911199475,-83.25401881065687,-9.706457925636007,-77.32651103293892,-9.395754930001505,-77.53411951768916,-9.037616873233311,-78.25726766079228,-9.38895183163388,-77.67855113959143,0.5822830218353721,32.31250541072374,-5.575467671065439
short_mid_long,whole_count_ce,a1_p2,23,"6,7",42,1.2607529426614914,3.1857092679010486,3.118269857995885,2.9658621439443356,3.0932124832629517,2.4626744303510435,6.011675975890688,10.687540769732548,10.294947062070351,9.777777777777777,10.26593881965187,1.7122952985189859,-4.7509230332291965,-79.02826187376643,-7.5018315018315,-70.1923076923077,-7.1766772040744655,-69.710676128831,-6.811915633833442,-69.66731898238747,-7.172726336388918,-69.86917088048801,0.7503791318320576,43.822997848623565,-9.159090993278411
short_mid_long,whole_count_ce,a1_p2,37,"6,7",42,1.5663479440815427,3.542174720256912,3.340659340659341,3.160687105892585,3.3527654753321663,2.1406594851047367,6.999021742560509,12.44578252797431,11.882984595313363,11.273755164166124,11.883132488756136,1.6969856570480677,-5.432673798478966,-77.62047323618523,-8.9036078077174,-71.5391562379048,-8.542325254654022,-71.88703465982027,-8.113068058273539,-71.9642030550841,-8.53036701342397,-71.78550791632959,0.443673828056669,26.144818974395243,-5.834965319855641
short_mid_long,whole_count_ce,tail,11,"6,7",42,1.6109059926157339,2.8854433237994885,2.7015906467961264,2.505762122200478,2.7026470285302295,1.6782365497897838,6.737227429076336,12.552561593657483,12.118219679863515,11.54859752120026,12.086929652899373,1.802036129461278,-5.126321436460602,-76.08948177015026,-9.667118269857994,-77.01311160857051,-9.416629033067387,-77.70637339340134,-9.042835398999783,-78.30245518903449,-9.384282624369144,-77.63992092167156,-0.12379957967149413,-6.869983217734055,1.550439151521303
