decoder,seed,split,accuracy,balanced_accuracy,checkpoint_index,elapsed_ms,macro_f1,n_active
prefix250_weighted,11,val,0.5873015873015873,0.5789502164502165,15,4000.0,0.5826578577579722,0
prefix250_weighted,11,test,0.0547945205479452,0.05944055944055945,0,250.0,0.018137254901960786,146
prefix250_weighted,11,test,0.17123287671232876,0.17892454767454766,1,500.0,0.16425588028793306,146
prefix250_weighted,11,test,0.2945205479452055,0.292258436008436,2,750.0,0.2893093562211209,146
prefix250_weighted,11,test,0.5,0.48555957930957927,3,1000.0,0.47386938544547247,141
prefix250_weighted,11,test,0.541095890410959,0.5279456654456655,4,1250.0,0.5031200652557835,111
prefix250_weighted,11,test,0.589041095890411,0.5719932844932845,5,1500.0,0.5434860092118158,82
prefix250_weighted,11,test,0.5958904109589042,0.5795690420690421,6,1750.0,0.5527913237802883,36
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,7,2000.0,0.5596831973388284,15
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,8,2250.0,0.5596831973388284,1
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,9,2500.0,0.5596831973388284,0
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,10,2750.0,0.5596831973388284,0
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,11,3000.0,0.5596831973388284,0
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,12,3250.0,0.5596831973388284,0
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,13,3500.0,0.5596831973388284,0
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,14,3750.0,0.5596831973388284,0
prefix250_weighted,11,test,0.6027397260273972,0.5855214230214231,15,4000.0,0.5596831973388284,0
prefix250_weighted,23,val,0.10317460317460317,0.09027777777777779,0,250.0,0.03239289446185998,126
prefix250_weighted,23,val,0.15873015873015872,0.15747354497354496,1,500.0,0.1317870758098462,126
prefix250_weighted,23,val,0.25396825396825395,0.2383357383357383,2,750.0,0.22718292311034247,126
prefix250_weighted,23,val,0.38095238095238093,0.373418710918711,3,1000.0,0.38314655045153767,126
prefix250_weighted,23,val,0.48412698412698413,0.4805615680615681,4,1250.0,0.4828502531877818,111
prefix250_weighted,23,val,0.5317460317460317,0.5271885521885522,5,1500.0,0.5235368908995911,80
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,6,1750.0,0.5326110585321112,47
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,7,2000.0,0.532771392025778,20
prefix250_weighted,23,val,0.5555555555555556,0.5480218855218856,8,2250.0,0.5378032375748648,6
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,9,2500.0,0.5308813068023593,3
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,10,2750.0,0.5308813068023593,2
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,11,3000.0,0.5308813068023593,0
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,12,3250.0,0.5308813068023593,0
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,13,3500.0,0.5308813068023593,0
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,14,3750.0,0.5308813068023593,0
prefix250_weighted,23,val,0.5476190476190477,0.5410774410774412,15,4000.0,0.5308813068023593,0
prefix250_weighted,23,test,0.08904109589041095,0.09533799533799532,0,250.0,0.05359739224239013,146
prefix250_weighted,23,test,0.21232876712328766,0.21963522588522588,1,500.0,0.19168809829734665,146
prefix250_weighted,23,test,0.3561643835616438,0.345230463980464,2,750.0,0.31355369605720235,146
prefix250_weighted,23,test,0.4863013698630137,0.4736895049395049,3,1000.0,0.45050751678384254,141
prefix250_weighted,23,test,0.5547945205479452,0.5415084915084915,4,1250.0,0.5219420617860979,111
prefix250_weighted,23,test,0.6506849315068494,0.6288461538461537,5,1500.0,0.6145135626697097,82
prefix250_weighted,23,test,0.6575342465753424,0.6347985347985348,6,1750.0,0.6215673193732966,36
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,7,2000.0,0.6280720727898147,15
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,8,2250.0,0.6280720727898147,1
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,9,2500.0,0.6280720727898147,0
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,10,2750.0,0.6280720727898147,0
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,11,3000.0,0.6280720727898147,0
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,12,3250.0,0.6280720727898147,0
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,13,3500.0,0.6280720727898147,0
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,14,3750.0,0.6280720727898147,0
prefix250_weighted,23,test,0.6643835616438356,0.6407509157509158,15,4000.0,0.6280720727898147,0
prefix250_weighted,101,val,0.1111111111111111,0.09785353535353536,0,250.0,0.04098978288633461,126
prefix250_weighted,101,val,0.1746031746031746,0.17044252044252042,1,500.0,0.13508712601849857,126
prefix250_weighted,101,val,0.24603174603174602,0.24547859547859543,2,750.0,0.24247451268837059,126
prefix250_weighted,101,val,0.3888888888888889,0.39520803270803273,3,1000.0,0.3827626522663708,126
prefix250_weighted,101,val,0.48412698412698413,0.4882996632996634,4,1250.0,0.47655098458270634,111
prefix250_weighted,101,val,0.5079365079365079,0.5041726791726792,5,1500.0,0.5026992682880862,80
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,6,1750.0,0.5162923570682191,47
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,7,2000.0,0.5162923570682191,20
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,8,2250.0,0.5162923570682191,6
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,9,2500.0,0.5162923570682191,3
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,10,2750.0,0.5162923570682191,2
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,11,3000.0,0.5162923570682191,0
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,12,3250.0,0.5162923570682191,0
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,13,3500.0,0.5162923570682191,0
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,14,3750.0,0.5162923570682191,0
prefix250_weighted,101,val,0.5317460317460317,0.5250060125060125,15,4000.0,0.5162923570682191,0
prefix250_weighted,101,test,0.07534246575342465,0.07983682983682984,0,250.0,0.031019283746556475,146
prefix250_weighted,101,test,0.1780821917808219,0.18441697191697193,1,500.0,0.1637876546329022,146
prefix250_weighted,101,test,0.3424657534246575,0.3390005827505827,2,750.0,0.3107899783845162,146
prefix250_weighted,101,test,0.4863013698630137,0.48043276168276167,3,1000.0,0.4754248937014813,141
prefix250_weighted,101,test,0.5342465753424658,0.5278554778554778,4,1250.0,0.5171463550539638,111
prefix250_weighted,101,test,0.6232876712328768,0.6092407592407593,5,1500.0,0.6053868806715107,82
prefix250_weighted,101,test,0.6301369863013698,0.6168165168165167,6,1750.0,0.6112416994769936,36
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,7,2000.0,0.6176836961150686,15
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,8,2250.0,0.6176836961150686,1
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,9,2500.0,0.6176836961150686,0
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,10,2750.0,0.6176836961150686,0
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,11,3000.0,0.6176836961150686,0
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,12,3250.0,0.6176836961150686,0
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,13,3500.0,0.6176836961150686,0
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,14,3750.0,0.6176836961150686,0
prefix250_weighted,101,test,0.636986301369863,0.6227688977688978,15,4000.0,0.6176836961150686,0
native_timestep,11,val,0.09523809523809523,0.09583333333333334,0,250.0,0.05597527472527472,126
native_timestep,11,val,0.20634920634920634,0.198015873015873,1,500.0,0.16608883319409637,126
native_timestep,11,val,0.2619047619047619,0.2623075998075998,2,750.0,0.2505544152526911,126
native_timestep,11,val,0.36507936507936506,0.35877224627224624,3,1000.0,0.33774852674741823,126
native_timestep,11,val,0.4126984126984127,0.4018278018278017,4,1250.0,0.37030602203458235,111
native_timestep,11,val,0.47619047619047616,0.46155002405002404,5,1500.0,0.4242435920392222,80
native_timestep,11,val,0.49206349206349204,0.47543891293891294,6,1750.0,0.4387046345704401,47
native_timestep,11,val,0.48412698412698413,0.4684944684944685,7,2000.0,0.43416967789082395,20
native_timestep,11,val,0.49206349206349204,0.47543891293891294,8,2250.0,0.4387046345704401,6
native_timestep,11,val,0.49206349206349204,0.47543891293891294,9,2500.0,0.4387046345704401,3
native_timestep,11,val,0.49206349206349204,0.47543891293891294,10,2750.0,0.4387046345704401,2
native_timestep,11,val,0.49206349206349204,0.47543891293891294,11,3000.0,0.4387046345704401,0
native_timestep,11,val,0.49206349206349204,0.47543891293891294,12,3250.0,0.4387046345704401,0
native_timestep,11,val,0.49206349206349204,0.47543891293891294,13,3500.0,0.4387046345704401,0
native_timestep,11,val,0.49206349206349204,0.47543891293891294,14,3750.0,0.4387046345704401,0
native_timestep,11,val,0.49206349206349204,0.47543891293891294,15,4000.0,0.4387046345704401,0
native_timestep,11,test,0.07534246575342465,0.08174603174603173,0,250.0,0.0522739651416122,146
native_timestep,11,test,0.1780821917808219,0.1805874680874681,1,500.0,0.16387715638812128,146
native_timestep,11,test,0.2602739726027397,0.2528839216339216,2,750.0,0.2365578004310385,146
native_timestep,11,test,0.4041095890410959,0.3828040015540015,3,1000.0,0.35025965288258254,141
native_timestep,11,test,0.4315068493150685,0.40998654123654116,4,1250.0,0.3723008217509496,111
native_timestep,11,test,0.4726027397260274,0.4493083305583305,5,1500.0,0.4184237539681845,82
native_timestep,11,test,0.5,0.47474123099123094,6,1750.0,0.4397730462844942,36
native_timestep,11,test,0.5,0.47474123099123094,7,2000.0,0.4397730462844942,15
native_timestep,11,test,0.5,0.47474123099123094,8,2250.0,0.4397730462844942,1
native_timestep,11,test,0.5,0.47474123099123094,9,2500.0,0.4397730462844942,0
native_timestep,11,test,0.5,0.47474123099123094,10,2750.0,0.4397730462844942,0
native_timestep,11,test,0.5,0.47474123099123094,11,3000.0,0.4397730462844942,0
native_timestep,11,test,0.5,0.47474123099123094,12,3250.0,0.4397730462844942,0
native_timestep,11,test,0.5,0.47474123099123094,13,3500.0,0.4397730462844942,0
native_timestep,11,test,0.5,0.47474123099123094,14,3750.0,0.4397730462844942,0
native_timestep,11,test,0.5,0.47474123099123094,15,4000.0,0.4397730462844942,0
native_timestep,23,val,0.1111111111111111,0.1013888888888889,0,250.0,0.0645973489110744,126
native_timestep,23,val,0.16666666666666666,0.15555555555555556,1,500.0,0.11814103770625511,126
native_timestep,23,val,0.24603174603174602,0.2434223184223184,2,750.0,0.21143832111969366,126
native_timestep,23,val,0.35714285714285715,0.35830327080327073,3,1000.0,0.3048319764349759,126
native_timestep,23,val,0.3968253968253968,0.40450336700336703,4,1250.0,0.3641164517336725,111
native_timestep,23,val,0.4444444444444444,0.44848484848484843,5,1500.0,0.4119090193621598,80
native_timestep,23,val,0.47619047619047616,0.4776515151515151,6,1750.0,0.4380202470313665,47
native_timestep,23,val,0.47619047619047616,0.4776515151515151,7,2000.0,0.43927301558064674,20
native_timestep,23,val,0.47619047619047616,0.4776515151515151,8,2250.0,0.43927301558064674,6
native_timestep,23,val,0.47619047619047616,0.4776515151515151,9,2500.0,0.43927301558064674,3
native_timestep,23,val,0.47619047619047616,0.4776515151515151,10,2750.0,0.43927301558064674,2
native_timestep,23,val,0.47619047619047616,0.4776515151515151,11,3000.0,0.43927301558064674,0
native_timestep,23,val,0.47619047619047616,0.4776515151515151,12,3250.0,0.43927301558064674,0
native_timestep,23,val,0.47619047619047616,0.4776515151515151,13,3500.0,0.43927301558064674,0
native_timestep,23,val,0.47619047619047616,0.4776515151515151,14,3750.0,0.43927301558064674,0
native_timestep,23,val,0.47619047619047616,0.4776515151515151,15,4000.0,0.43927301558064674,0
native_timestep,23,test,0.11643835616438356,0.12119685869685869,0,250.0,0.08806699958385351,146
native_timestep,23,test,0.19863013698630136,0.1952297702297702,1,500.0,0.1691289807327543,146
native_timestep,23,test,0.2876712328767123,0.2745948495948496,2,750.0,0.2690035597930334,146
native_timestep,23,test,0.363013698630137,0.34679209679209677,3,1000.0,0.33052943512754723,141
native_timestep,23,test,0.4452054794520548,0.4281392218892219,4,1250.0,0.40467223395948665,111
native_timestep,23,test,0.4794520547945205,0.4635288322788322,5,1500.0,0.43616145111243143,82
native_timestep,23,test,0.5,0.4813859751359751,6,1750.0,0.4522187430503664,36
native_timestep,23,test,0.5068493150684932,0.487338356088356,7,2000.0,0.45859847443009777,15
native_timestep,23,test,0.5068493150684932,0.487338356088356,8,2250.0,0.45859847443009777,1
native_timestep,23,test,0.5068493150684932,0.487338356088356,9,2500.0,0.45859847443009777,0
native_timestep,23,test,0.5068493150684932,0.487338356088356,10,2750.0,0.45859847443009777,0
native_timestep,23,test,0.5068493150684932,0.487338356088356,11,3000.0,0.45859847443009777,0
native_timestep,23,test,0.5068493150684932,0.487338356088356,12,3250.0,0.45859847443009777,0
native_timestep,23,test,0.5068493150684932,0.487338356088356,13,3500.0,0.45859847443009777,0
native_timestep,23,test,0.5068493150684932,0.487338356088356,14,3750.0,0.45859847443009777,0
native_timestep,23,test,0.5068493150684932,0.487338356088356,15,4000.0,0.45859847443009777,0
native_timestep,101,val,0.1111111111111111,0.11607142857142856,0,250.0,0.08204191033138401,126
native_timestep,101,val,0.25396825396825395,0.2488095238095238,1,500.0,0.2179923810609515,126
native_timestep,101,val,0.3492063492063492,0.3484187109187109,2,750.0,0.3175123901439691,126
native_timestep,101,val,0.40476190476190477,0.39673520923520916,3,1000.0,0.3412829320917556,126
native_timestep,101,val,0.4523809523809524,0.4463083213083212,4,1250.0,0.4139607879852889,111
native_timestep,101,val,0.48412698412698413,0.475474987974988,5,1500.0,0.4443517137189071,80
native_timestep,101,val,0.49206349206349204,0.4810305435305435,6,1750.0,0.4519648508966561,47
native_timestep,101,val,0.49206349206349204,0.48103054353054353,7,2000.0,0.4506977943664418,20
native_timestep,101,val,0.49206349206349204,0.48103054353054353,8,2250.0,0.4506977943664418,6
native_timestep,101,val,0.5,0.487974987974988,9,2500.0,0.4580999333475282,3
native_timestep,101,val,0.5,0.487974987974988,10,2750.0,0.4580999333475282,2
native_timestep,101,val,0.5,0.487974987974988,11,3000.0,0.4580999333475282,0
native_timestep,101,val,0.5,0.487974987974988,12,3250.0,0.4580999333475282,0
native_timestep,101,val,0.5,0.487974987974988,13,3500.0,0.4580999333475282,0
native_timestep,101,val,0.5,0.487974987974988,14,3750.0,0.4580999333475282,0
native_timestep,101,val,0.5,0.487974987974988,15,4000.0,0.4580999333475282,0
native_timestep,101,test,0.11643835616438356,0.1253926628926629,0,250.0,0.08386962200891472,146
native_timestep,101,test,0.2191780821917808,0.22199050949050947,1,500.0,0.20051760570053254,146
native_timestep,101,test,0.3013698630136986,0.2992202242202242,2,750.0,0.27282487895188123,146
native_timestep,101,test,0.4246575342465753,0.408272977022977,3,1000.0,0.3793670128868469,141
native_timestep,101,test,0.4931506849315068,0.4741168553668553,4,1250.0,0.44854870593901236,111
native_timestep,101,test,0.5205479452054794,0.4979263791763791,5,1500.0,0.4791323778978361,82
native_timestep,101,test,0.541095890410959,0.515783522033522,6,1750.0,0.4957973257143738,36
native_timestep,101,test,0.541095890410959,0.515783522033522,7,2000.0,0.4957973257143738,15
native_timestep,101,test,0.541095890410959,0.515783522033522,8,2250.0,0.4957973257143738,1
native_timestep,101,test,0.541095890410959,0.515783522033522,9,2500.0,0.4957973257143738,0
native_timestep,101,test,0.541095890410959,0.515783522033522,10,2750.0,0.4957973257143738,0
native_timestep,101,test,0.541095890410959,0.515783522033522,11,3000.0,0.4957973257143738,0
native_timestep,101,test,0.541095890410959,0.515783522033522,12,3250.0,0.4957973257143738,0
native_timestep,101,test,0.541095890410959,0.515783522033522,13,3500.0,0.4957973257143738,0
native_timestep,101,test,0.541095890410959,0.515783522033522,14,3750.0,0.4957973257143738,0
native_timestep,101,test,0.541095890410959,0.515783522033522,15,4000.0,0.4957973257143738,0
