decoder,mean_val_early_recognition_auc,sd_val_early_recognition_auc,mean_test_early_recognition_auc,sd_test_early_recognition_auc,mean_test_final_ba,sd_test_final_ba,mean_t90_ms,mean_t95_ms
cumulative250,0.4214687800625301,0.01308602734885894,0.4650574107605358,0.023689119358757418,0.5411109723609723,0.025229724104822188,1416.6666666666667,1500.0
current250,0.36444892877184537,0.019466709374368552,0.3316574484543235,0.0015582495083590173,0.34260230510230505,0.008372094794138182,833.3333333333334,833.3333333333334
native_timestep,0.41468041025332686,0.013897889609348273,0.4247165883884634,0.02191009490070938,0.4926210363710363,0.02102492441667257,1416.6666666666667,1583.3333333333333
prefix250_uniform,0.44138658409491743,0.00021798649128293147,0.5063394938394938,0.007118587203350901,0.5903735153735153,0.014055326956689023,1416.6666666666667,1583.3333333333333
prefix250_weighted,0.4628561157206991,0.020716523955061586,0.5232022607022607,0.023457635995789653,0.6163470788470788,0.028169203671523025,1416.6666666666667,1500.0
