epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_ba,val_ba,learning_rate,best_so_far,patience_counter
1,2.4827541410410054,2.485875129699707,0.12048192771084337,0.06349206349206349,0.12252826605027863,0.06917989417989417,0.001,True,0
2,2.3022993390613498,2.401549816131592,0.16695352839931152,0.11904761904761904,0.1623361935350929,0.11547619047619047,0.001,True,0
3,2.192279019167009,2.428272247314453,0.24096385542168675,0.1111111111111111,0.23411290069702018,0.10992063492063492,0.001,False,1
4,2.11781165439783,2.3991825580596924,0.270223752151463,0.12698412698412698,0.2655826779994372,0.13234126984126984,0.001,True,0
5,2.073276623185859,2.3585567474365234,0.29948364888123924,0.14285714285714285,0.29346478482808486,0.1390873015873016,0.001,True,0
6,2.012033278683582,2.3878188133239746,0.3304647160068847,0.1111111111111111,0.3271253457594575,0.11984126984126985,0.001,False,1
7,1.956102295914944,2.3554975986480713,0.37005163511187605,0.12698412698412698,0.3689886278739465,0.13108465608465608,0.001,False,2
8,1.8969396205038704,2.3498382568359375,0.41824440619621345,0.16666666666666666,0.4170095894209931,0.17060485810485812,0.001,True,0
9,1.8708564917109713,2.34188175201416,0.3889845094664372,0.15873015873015872,0.3863222977016045,0.16134559884559888,0.001,False,1
10,1.8213027514607074,2.2720367908477783,0.4457831325301205,0.19047619047619047,0.4444610171108134,0.18912337662337664,0.001,True,0
11,1.783396622194891,2.279304027557373,0.46987951807228917,0.19047619047619047,0.4660779270178175,0.19190115440115443,0.001,True,0
12,1.7467161281588977,2.304628849029541,0.47160068846815834,0.15079365079365079,0.47150875573753975,0.15301226551226552,0.001,False,1
13,1.6948077963879924,2.24592924118042,0.4974182444061962,0.1984126984126984,0.49661820664309686,0.20039682539682538,0.001,True,0
14,1.6480931622231068,2.2618298530578613,0.5197934595524957,0.18253968253968253,0.5194001215576929,0.1865079365079365,0.001,False,1
15,1.6295023914458624,2.2909746170043945,0.5438898450946644,0.16666666666666666,0.5428134941211287,0.16765873015873015,0.001,False,2
16,1.5965797035296074,2.243879795074463,0.5611015490533563,0.18253968253968253,0.5598347480256172,0.18373015873015874,0.001,False,3
17,1.5664390200386769,2.2478244304656982,0.5524956970740104,0.19047619047619047,0.5543112675949547,0.18849206349206352,0.001,False,4
18,1.5355934253452976,2.2346837520599365,0.5851979345955249,0.19047619047619047,0.5843657409447436,0.19067460317460316,0.001,False,5
19,1.493573468851756,2.2244229316711426,0.6024096385542169,0.18253968253968253,0.6026136616321804,0.17876984126984127,0.001,False,6
20,1.4624569442719477,2.2350800037384033,0.6265060240963856,0.19047619047619047,0.6299296511425881,0.18634559884559884,0.001,False,7
21,1.4434061434100705,2.2278897762298584,0.6299483648881239,0.1984126984126984,0.6336761933142597,0.19467893217893217,0.001,False,8
22,1.4025262750159442,2.2424991130828857,0.6385542168674698,0.20634920634920634,0.6406675572414356,0.20225468975468974,0.001,True,0
23,1.3898004467844347,2.240513324737549,0.6471600688468159,0.21428571428571427,0.6493343941315431,0.20995670995670998,0.001,True,0
24,1.348127080117979,2.2346043586730957,0.6678141135972461,0.1984126984126984,0.6691137116511476,0.19253246753246755,0.001,False,1
25,1.3296228856515147,2.1804616451263428,0.6712564543889845,0.2222222222222222,0.6763925379487091,0.22417628667628672,0.001,True,0
26,1.3083956034376372,2.194255828857422,0.6781411359724613,0.2222222222222222,0.6801994203817894,0.2211038961038961,0.001,False,1
27,1.2830062837896166,2.1797287464141846,0.7005163511187608,0.23809523809523808,0.7017914193428706,0.23562409812409812,0.001,True,0
28,1.2668977323374526,2.1825432777404785,0.7108433734939759,0.24603174603174602,0.7125261403823009,0.24425204425204425,0.001,True,0
29,1.2455758728381894,2.1983423233032227,0.7160068846815835,0.23809523809523808,0.716391962766712,0.23667628667628662,0.001,False,1
30,1.225385344787637,2.1832175254821777,0.729776247848537,0.24603174603174602,0.7325446779580926,0.24395743145743146,0.001,False,2
31,1.200998610350433,2.1930346488952637,0.729776247848537,0.2222222222222222,0.7304835592682729,0.22202982202982205,0.001,False,3
32,1.1824844899152929,2.1742353439331055,0.7401032702237521,0.25396825396825395,0.7408603525432348,0.2511964886964887,0.001,True,0
33,1.160304348973522,2.1801257133483887,0.7521514629948365,0.23809523809523808,0.7534481823475385,0.23730759980759983,0.001,False,1
34,1.153286367398326,2.1773488521575928,0.7418244406196214,0.21428571428571427,0.7401896477279192,0.21571669071669072,0.001,False,2
35,1.1548960518713867,2.1177680492401123,0.7452667814113597,0.2698412698412698,0.7449459094531997,0.26445406445406444,0.001,True,0
