epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_ba,val_ba,learning_rate,best_so_far,patience_counter
1,2.466386172939701,2.486400604248047,0.10843373493975904,0.05555555555555555,0.1106358181476106,0.06984126984126983,0.001,True,0
2,2.4440470053694128,2.4852054119110107,0.1153184165232358,0.07142857142857142,0.11577816749986562,0.09503968253968254,0.001,True,0
3,2.3721357179796017,2.3956947326660156,0.1514629948364888,0.15873015873015872,0.14728932609435755,0.16289682539682537,0.001,True,0
4,2.308014095752867,2.347792863845825,0.17555938037865748,0.15079365079365079,0.16848010625526352,0.1496031746031746,0.001,False,1
5,2.2579642565032905,2.3777482509613037,0.20309810671256454,0.0873015873015873,0.1963099029726388,0.09126984126984126,0.001,False,2
6,2.1992458455944224,2.3488099575042725,0.24784853700516352,0.12698412698412698,0.24222394685444995,0.13234126984126984,0.001,False,3
7,2.1593594444393087,2.3184924125671387,0.2633390705679862,0.14285714285714285,0.25276289442563027,0.1412698412698413,0.001,False,4
8,2.097276348255177,2.324234962463379,0.31497418244406195,0.15079365079365079,0.3072917898546829,0.1496031746031746,0.001,False,5
9,2.04935378420989,2.3057873249053955,0.3304647160068847,0.1746031746031746,0.3248615926642657,0.17632275132275133,0.001,True,0
10,2.0015066035232936,2.250338315963745,0.36660929432013767,0.2222222222222222,0.3566494763389418,0.21488095238095237,0.001,True,0
11,1.9440443404980658,2.266479730606079,0.3889845094664372,0.18253968253968253,0.38208084585766794,0.18373015873015874,0.001,False,1
12,1.8922315573322999,2.2582640647888184,0.41480206540447506,0.1746031746031746,0.4081040764824986,0.16547619047619047,0.001,False,2
13,1.8503351180770926,2.248683452606201,0.4354561101549053,0.20634920634920634,0.42540837156773154,0.2019179894179894,0.001,False,3
14,1.8083602809659791,2.228898286819458,0.4578313253012048,0.23809523809523808,0.448831684194938,0.23171596921596924,0.001,True,0
15,1.7677225844995494,2.221290111541748,0.48709122203098104,0.1984126984126984,0.4764041299474151,0.19404761904761902,0.001,False,1
16,1.7354964893984508,2.210556745529175,0.5008605851979346,0.21428571428571427,0.49048581664563917,0.20932539682539683,0.001,False,2
17,1.6986762892563865,2.175659656524658,0.5163511187607573,0.21428571428571427,0.5051516510356225,0.21227152477152478,0.001,False,3
18,1.676764039082289,2.190950393676758,0.5301204819277109,0.21428571428571427,0.5177971709970878,0.21138167388167386,0.001,False,4
19,1.6475251036954213,2.188257932662964,0.5507745266781411,0.2222222222222222,0.5380070794242549,0.2162758537758538,0.001,False,5
20,1.606413514396615,2.1874356269836426,0.5628227194492255,0.2222222222222222,0.54968386595352,0.21475468975468973,0.001,False,6
21,1.5807153796985514,2.173785448074341,0.5645438898450946,0.24603174603174602,0.55124956060745,0.2399230399230399,0.001,True,0
22,1.5403932236558189,2.172187566757202,0.5903614457831325,0.23015873015873015,0.5753261741991857,0.22031024531024535,0.001,False,1
23,1.5111899741135038,2.186619758605957,0.6144578313253012,0.21428571428571427,0.5992354088735424,0.2078102453102453,0.001,False,2
24,1.477784201733627,2.166445732116699,0.6316695352839932,0.20634920634920634,0.6143992574990541,0.20010822510822512,0.001,False,3
25,1.4465610878397799,2.151733875274658,0.6316695352839932,0.2222222222222222,0.6143506193129297,0.21055194805194807,0.001,False,4
26,1.411564977156726,2.141008138656616,0.6523235800344234,0.24603174603174602,0.6339774828116486,0.2299963924963925,0.001,False,5
27,1.391410241849246,2.1303396224975586,0.6626506024096386,0.2698412698412698,0.644128002098544,0.2556277056277056,0.001,True,0
28,1.366446864994791,2.1441476345062256,0.6781411359724613,0.2698412698412698,0.658633817890431,0.25487012987012986,0.001,False,1
29,1.3436013681753163,2.126235246658325,0.6815834767641996,0.24603174603174602,0.6613742361025472,0.23201659451659454,0.001,False,2
30,1.3228871803891022,2.132216453552246,0.6901893287435457,0.2698412698412698,0.6694262949629671,0.25562770562770565,0.001,False,3
31,1.307901166187096,2.153968334197998,0.7022375215146299,0.2619047619047619,0.6813150149459344,0.24960918710918711,0.001,False,4
32,1.2718228657766792,2.1379570960998535,0.7228915662650602,0.2619047619047619,0.7063892672293135,0.25007215007215006,0.001,False,5
33,1.2384735582822777,2.130063533782959,0.7383820998278829,0.2698412698412698,0.7270109565593451,0.25423881673881676,0.001,False,6
34,1.2174531587635178,2.0990662574768066,0.7452667814113597,0.2698412698412698,0.7337409912733329,0.25423881673881676,0.001,False,7
35,1.1971903254571348,2.095961093902588,0.7504302925989673,0.2698412698412698,0.7371161103770406,0.2565536315536316,0.001,True,0
36,1.167899463550154,2.12646222114563,0.7693631669535284,0.2619047619047619,0.756927174916834,0.2522546897546898,0.001,False,1
37,1.1479700778109276,2.076251745223999,0.7779690189328744,0.30158730158730157,0.7668793082230213,0.2877344877344877,0.001,True,0
38,1.1284746053707169,2.1080920696258545,0.7865748709122203,0.2698412698412698,0.7771797460931995,0.2613455988455988,0.001,False,1
39,1.1092630794044205,2.092334032058716,0.7848537005163512,0.2777777777777778,0.7746600728586247,0.27186147186147186,0.001,False,2
40,1.0887167413755867,2.093687057495117,0.7969018932874354,0.30952380952380953,0.786000269500614,0.2932900432900433,0.001,True,0
41,1.073769829872348,2.1018874645233154,0.802065404475043,0.2777777777777778,0.7905462432682858,0.2605519480519481,0.001,False,1
42,1.056993993957769,2.0866236686706543,0.8003442340791739,0.29365079365079366,0.7905705304540156,0.27570346320346323,0.001,False,2
43,1.0482028175959694,2.1042990684509277,0.7900172117039587,0.2619047619047619,0.7804489913126375,0.25162337662337664,0.001,False,3
44,1.0294102704258261,2.0946831703186035,0.810671256454389,0.2777777777777778,0.8022361827161378,0.26551226551226553,0.001,False,4
45,1.0193885536078948,2.134201765060425,0.8089500860585198,0.2698412698412698,0.8001361774562623,0.2573112073112073,0.001,False,5
46,1.0065984350473662,2.1082522869110107,0.8192771084337349,0.2619047619047619,0.8104389367522251,0.248977873977874,0.001,False,6
47,0.99657211523253,2.1162493228912354,0.8227194492254734,0.30158730158730157,0.8160948056460734,0.2976551226551226,0.001,True,0
48,0.9797495607664991,2.129140853881836,0.8347676419965576,0.30158730158730157,0.8284320907880676,0.29996993746993744,0.001,True,0
49,0.9651549973504269,2.0990748405456543,0.8244406196213425,0.29365079365079366,0.817899734062637,0.2923941798941799,0.001,False,1
50,0.9616812528103026,2.1076276302337646,0.8296041308089501,0.30158730158730157,0.8239806621759843,0.2993386243386243,0.001,False,2
51,0.9436649105635034,2.1096014976501465,0.8382099827882961,0.29365079365079366,0.8321857877460745,0.2913419913419913,0.001,False,3
52,0.9306778225554041,2.0904195308685303,0.8416523235800344,0.31746031746031744,0.8364462868331106,0.3115440115440115,0.001,True,0
53,0.9209799394139735,2.094851493835449,0.8313253012048193,0.31746031746031744,0.8266385971604561,0.3146164021164021,0.001,True,0
54,0.9064167061894363,2.095642566680908,0.8519793459552496,0.30952380952380953,0.8460628572154968,0.30830327080327075,0.001,False,1
55,0.8933098178722362,2.094712734222412,0.8554216867469879,0.30952380952380953,0.8494934293717904,0.3033429533429533,0.001,False,2
56,0.882811960275325,2.0793817043304443,0.8571428571428571,0.3253968253968254,0.8512219614554833,0.3155483405483405,0.001,True,0
57,0.878376829644694,2.102144479751587,0.8537005163511188,0.30158730158730157,0.8476956583765998,0.2947150072150072,0.001,False,1
58,0.8670838738883013,2.090826988220215,0.8623063683304647,0.29365079365079366,0.8570896359612004,0.2920995670995671,0.001,False,2
59,0.8572165581322373,2.0672175884246826,0.8640275387263339,0.30952380952380953,0.8578221513890066,0.3046055796055796,0.001,False,3
60,0.8419050789741148,2.0682213306427,0.8657487091222031,0.30158730158730157,0.8593944784330317,0.288997113997114,0.001,False,4
61,0.8327089310102742,2.0707600116729736,0.8743545611015491,0.31746031746031744,0.8687748032281286,0.3086038961038961,0.001,False,5
62,0.8193351216037179,2.0585427284240723,0.8743545611015491,0.3253968253968254,0.8696413604778265,0.3122715247715248,0.001,False,6
63,0.811274633555322,2.0603830814361572,0.8760757314974182,0.29365079365079366,0.8701921821455075,0.28743386243386243,0.001,False,7
64,0.8041808620582555,2.0687739849090576,0.8760757314974182,0.30952380952380953,0.8691368112635999,0.29963924963924965,0.001,False,8
65,0.7948876708592072,2.0482654571533203,0.8760757314974182,0.29365079365079366,0.8705333668374137,0.2880651755651756,0.001,False,9
66,0.7928074688591358,2.052152633666992,0.8743545611015491,0.2777777777777778,0.8683146531254966,0.26425565175565174,0.001,False,10
67,0.7824099054640213,2.0553581714630127,0.8795180722891566,0.30158730158730157,0.8750442735647944,0.29996993746993744,0.001,False,11
68,0.7765720510236572,2.0458085536956787,0.8864027538726333,0.31746031746031744,0.8838447965466929,0.3152477152477153,0.001,False,12
69,0.7662332793521389,2.056929588317871,0.8864027538726333,0.29365079365079366,0.881394055857973,0.28310485810485814,0.001,False,13
70,0.7602153009063406,2.0427160263061523,0.8950086058519794,0.29365079365079366,0.8904622472527012,0.284493746993747,0.001,False,14
71,0.7556775265634573,2.045365810394287,0.8932874354561101,0.2857142857142857,0.8891392079579638,0.2811207311207311,0.001,False,15
72,0.7502551956964647,2.0616936683654785,0.8950086058519794,0.31746031746031744,0.8909430164834703,0.3151214526214526,0.001,False,16
73,0.7373594584235226,2.0538010597229004,0.8932874354561101,0.3253968253968254,0.8893381467228477,0.3164742664742665,0.001,True,0
74,0.7302918076104838,2.059075117111206,0.891566265060241,0.2857142857142857,0.8880174130861688,0.27586580086580087,0.001,False,1
75,0.7220612902854683,2.052830934524536,0.8984509466437177,0.30158730158730157,0.8976844933177652,0.2883658008658008,0.001,False,2
76,0.7104565970048231,2.018218517303467,0.9018932874354562,0.30158730158730157,0.9007738807821526,0.29299543049543053,0.001,False,3
77,0.704045741057437,2.010638475418091,0.9018932874354562,0.3333333333333333,0.8999375605909936,0.32186748436748436,0.001,True,0
78,0.6972385939858251,2.0438196659088135,0.9036144578313253,0.3412698412698413,0.9022743207017103,0.3286796536796537,0.001,True,0
79,0.6932790969304496,2.034634828567505,0.9070567986230637,0.30158730158730157,0.9056670767720468,0.2916065416065416,0.001,False,1
80,0.6810430759714721,2.0408010482788086,0.9070567986230637,0.30952380952380953,0.9049957264149754,0.2982563732563732,0.001,False,2
81,0.6753583696130631,2.0408196449279785,0.9122203098106713,0.29365079365079366,0.9100818236394375,0.2814213564213564,0.001,False,3
82,0.6708573828773531,2.047567367553711,0.9087779690189329,0.30158730158730157,0.9066588305105618,0.28929172679172677,0.001,False,4
83,0.6646886466394809,2.075726270675659,0.9139414802065404,0.2698412698412698,0.9121953940313098,0.2641594516594517,0.001,False,5
84,0.6599294934646193,2.074124813079834,0.9208261617900172,0.2698412698412698,0.9186068362085676,0.2687890812890813,0.001,False,6
85,0.6514872941933892,2.071117877960205,0.9225473321858864,0.23809523809523808,0.9199185646036293,0.22288961038961042,0.001,False,7
86,0.6497851560940636,2.0641937255859375,0.919104991394148,0.2698412698412698,0.9164000460851108,0.26227152477152477,0.001,False,8
87,0.6435974617320371,2.089686632156372,0.9225473321858864,0.2777777777777778,0.921004172544076,0.270472582972583,0.001,False,9
88,0.6361883446805038,2.073624849319458,0.9242685025817556,0.2857142857142857,0.9223574488973524,0.2747715247715248,0.001,False,10
89,0.6250527480588313,2.0959510803222656,0.9259896729776248,0.2857142857142857,0.9242093007492044,0.27540283790283787,0.001,False,11
90,0.619816159524934,2.0665719509124756,0.9311531841652324,0.2857142857142857,0.9295291851132063,0.2721260221260221,0.001,False,12
91,0.6179633461156934,2.056325674057007,0.9311531841652324,0.29365079365079366,0.9289879417653591,0.28634559884559885,0.001,False,13
92,0.6094953361866602,2.0794942378997803,0.9294320137693631,0.2619047619047619,0.9275366288314343,0.23905723905723908,0.001,False,14
93,0.6062194071004805,2.084327459335327,0.9311531841652324,0.2777777777777778,0.9280661178919983,0.2579064454064454,0.001,False,15
94,0.5992544288274138,2.111539363861084,0.9294320137693631,0.2619047619047619,0.9273853776627949,0.24633237133237137,0.001,False,16
95,0.5928737444742206,2.1072499752044678,0.9328743545611016,0.2619047619047619,0.9307554757020108,0.24633237133237137,0.001,False,17
96,0.5845522049577224,2.1078641414642334,0.9328743545611016,0.2698412698412698,0.9306521657520027,0.26382876382876386,0.001,False,18
97,0.5791001678949379,2.10544490814209,0.9363166953528399,0.2857142857142857,0.9344716101964471,0.27011183261183264,0.001,False,19
98,0.5747218655226768,2.0776803493499756,0.9397590361445783,0.2777777777777778,0.9379937235652585,0.2661075036075036,0.001,False,20
99,0.5684392902608993,2.0635745525360107,0.9449225473321858,0.2857142857142857,0.9429663857070384,0.2784752284752285,0.001,False,21
100,0.5656638877937593,2.081360340118408,0.9432013769363167,0.30158730158730157,0.9408830523737052,0.2816859066859067,0.001,False,22
