epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_ba,val_ba,learning_rate,best_so_far,patience_counter
1,2.4648589172790056,2.4767062664031982,0.11187607573149742,0.06349206349206349,0.10642509496676161,0.07678571428571428,0.001,True,0
2,2.447693221540336,2.477332592010498,0.11703958691910499,0.06349206349206349,0.11028311965811965,0.06686507936507936,0.001,False,1
3,2.4158098644315684,2.473264694213867,0.14285714285714285,0.0873015873015873,0.13528905508072175,0.09186507936507937,0.001,True,0
4,2.3820300824465725,2.45266056060791,0.15834767641996558,0.10317460317460317,0.14848646723646722,0.10575396825396825,0.001,True,0
5,2.3359125711010984,2.396691083908081,0.18416523235800344,0.15079365079365079,0.17385208926875595,0.1488095238095238,0.001,True,0
6,2.28343322888504,2.389265298843384,0.2117039586919105,0.15873015873015872,0.2008239710440968,0.15714285714285717,0.001,True,0
7,2.244649400809546,2.363429307937622,0.23235800344234078,0.16666666666666666,0.21903557221953449,0.16547619047619047,0.001,True,0
8,2.189945325588811,2.37406849861145,0.26161790017211706,0.16666666666666666,0.24859496228206923,0.16547619047619047,0.001,False,1
9,2.146637009261192,2.353652000427246,0.29604130808950085,0.16666666666666666,0.2827714615922163,0.1718253968253968,0.001,True,0
10,2.1073131413550055,2.3223049640655518,0.31497418244406195,0.15873015873015872,0.3002425796018563,0.15714285714285714,0.001,False,1
11,2.065192237162959,2.3242485523223877,0.3442340791738382,0.15873015873015872,0.33138923605511655,0.1634920634920635,0.001,False,2
12,2.028426210564303,2.321166515350342,0.35111876075731496,0.16666666666666666,0.3384251532010966,0.17400793650793653,0.001,True,0
13,1.981925084340593,2.290249824523926,0.37005163511187605,0.1746031746031746,0.3548788389865434,0.1773809523809524,0.001,True,0
14,1.9475856315658753,2.277398109436035,0.3855421686746988,0.20634920634920634,0.3727093412352846,0.20654761904761906,0.001,True,0
15,1.913450968450195,2.2637643814086914,0.3993115318416523,0.19047619047619047,0.3841012986256697,0.19484126984126982,0.001,False,1
16,1.8756981193506368,2.22870135307312,0.4199655765920826,0.19047619047619047,0.40349347643696515,0.19126984126984128,0.001,False,2
17,1.850242275174021,2.2005221843719482,0.4388984509466437,0.23015873015873015,0.4230791477075699,0.23015873015873015,0.001,True,0
18,1.822107013654791,2.241257667541504,0.44922547332185886,0.18253968253968253,0.4339451568269086,0.18293650793650792,0.001,False,1
19,1.7943770425865448,2.2318198680877686,0.47160068846815834,0.1984126984126984,0.45326488888572675,0.1996031746031746,0.001,False,2
20,1.7443275386002717,2.215449810028076,0.4991394148020654,0.1984126984126984,0.4813116756943061,0.1982142857142857,0.001,False,3
21,1.7113268746771624,2.181788682937622,0.5111876075731497,0.2222222222222222,0.49371156995023996,0.21904761904761905,0.001,False,4
22,1.6700875578566796,2.2048580646514893,0.5370051635111877,0.1984126984126984,0.517938109286611,0.1982142857142857,0.001,False,5
23,1.6353710093719824,2.157538414001465,0.5524956970740104,0.23015873015873015,0.5330754230816662,0.22738095238095238,0.001,False,6
24,1.5958845824670054,2.168125629425049,0.5697074010327022,0.21428571428571427,0.5513750226613249,0.2130291005291005,0.001,False,7
25,1.5624270724347453,2.1593236923217773,0.5886402753872634,0.1746031746031746,0.5706602218912614,0.1718253968253968,0.001,False,8
26,1.5302419592714556,2.1377179622650146,0.6075731497418244,0.23015873015873015,0.5909747643749216,0.2255291005291005,0.001,False,9
27,1.4895705618669572,2.140695095062256,0.6299483648881239,0.2222222222222222,0.6121209603553296,0.21904761904761905,0.001,False,10
28,1.4521769326237925,2.1222052574157715,0.6506024096385542,0.23015873015873015,0.6431207284125039,0.22552910052910055,0.001,False,11
29,1.4264686811401184,2.1290476322174072,0.657487091222031,0.21428571428571427,0.654334006695988,0.21302910052910054,0.001,False,12
30,1.3965082363499626,2.1033005714416504,0.6695352839931153,0.2777777777777778,0.6639802145808167,0.2722883597883598,0.001,True,0
31,1.3705053274069308,2.095468759536743,0.685025817555938,0.25396825396825395,0.6788732709137083,0.24930856180856187,0.001,False,1
32,1.3337874701839716,2.13320255279541,0.685025817555938,0.2698412698412698,0.6795624934145305,0.2695466570466571,0.001,False,2
33,1.3134646348001213,2.118029832839966,0.6884681583476764,0.2777777777777778,0.6850860010668333,0.280026455026455,0.001,True,0
34,1.2889214011354824,2.109269618988037,0.7142857142857143,0.29365079365079366,0.7106481343779506,0.29176887926887923,0.001,True,0
35,1.2726508583136147,2.095717668533325,0.7039586919104991,0.2777777777777778,0.7039639270510362,0.2778799903799904,0.001,False,1
36,1.2511153617126807,2.096168279647827,0.7211703958691911,0.2777777777777778,0.7203230650458567,0.27649110149110145,0.001,False,2
37,1.2274786148752486,2.0756161212921143,0.7228915662650602,0.2777777777777778,0.7205990443678482,0.27355098605098604,0.001,False,3
38,1.2127717997038836,2.0863020420074463,0.7383820998278829,0.2777777777777778,0.7373982100417854,0.271530784030784,0.001,False,4
39,1.2001921862825469,2.0832173824310303,0.7314974182444062,0.2619047619047619,0.7318059089268721,0.25903078403078406,0.001,False,5
40,1.1777613746730062,2.077881097793579,0.7418244406196214,0.2857142857142857,0.7400620948990667,0.2840668590668591,0.001,False,6
41,1.162980056157826,2.074906587600708,0.7469879518072289,0.29365079365079366,0.7474991142873005,0.2854196729196729,0.001,False,7
42,1.1444133970495345,2.0746989250183105,0.7504302925989673,0.30158730158730157,0.7502870316479596,0.30258537758537757,0.001,True,0
43,1.1367262128913669,2.0771214962005615,0.7487091222030982,0.25396825396825395,0.7459693601036851,0.25427489177489176,0.001,False,1
44,1.117743146501597,2.0159919261932373,0.7676419965576592,0.31746031746031744,0.768042828641827,0.31617965367965367,0.001,True,0
45,1.1033604507191868,2.0376946926116943,0.7710843373493976,0.29365079365079366,0.7696485119278641,0.29534632034632036,0.001,False,1
46,1.089126793940178,2.0062737464904785,0.76592082616179,0.3253968253968254,0.7657138360062304,0.3195887445887446,0.001,True,0
47,1.07088137339807,2.04046893119812,0.7865748709122203,0.3253968253968254,0.7879829824075016,0.32375541125541124,0.001,True,0
48,1.053781130125108,2.023164987564087,0.7917383820998278,0.3492063492063492,0.7929503711799218,0.3425685425685426,0.001,True,0
49,1.0347602041165718,2.0095765590667725,0.8003442340791739,0.30158730158730157,0.7999957322588092,0.29223785473785474,0.001,False,1
50,1.0221308249204377,2.0395419597625732,0.8003442340791739,0.30952380952380953,0.8000070431584848,0.3114177489177489,0.001,False,2
51,1.0069412954292691,2.0194478034973145,0.8123924268502581,0.2777777777777778,0.8127801240239183,0.2678330928330928,0.001,False,3
52,0.9878469322921898,2.017244338989258,0.8141135972461274,0.2777777777777778,0.8143838080175394,0.27712241462241466,0.001,False,4
53,0.9800242931420134,2.005326747894287,0.8158347676419966,0.30952380952380953,0.815118629103404,0.2983886483886484,0.001,False,5
54,0.9664153284337147,2.018275260925293,0.8244406196213425,0.31746031746031744,0.8239267949273855,0.3118506493506494,0.001,False,6
55,0.9549699193844492,2.009601354598999,0.8244406196213425,0.30952380952380953,0.8246990125544421,0.30490620490620496,0.001,False,7
56,0.9454892594719918,2.0140669345855713,0.8278829604130808,0.3253968253968254,0.8273835165398601,0.31601731601731603,0.001,False,8
57,0.9362227393509804,2.0235841274261475,0.8313253012048193,0.30952380952380953,0.8321349099903395,0.3042748917748918,0.001,False,9
58,0.9269153875861439,1.9991977214813232,0.8347676419965576,0.29365079365079366,0.8336216456946559,0.28172198172198176,0.001,False,10
59,0.9113261984876019,2.015212297439575,0.8433734939759037,0.2857142857142857,0.8421455383727291,0.27940716690716694,0.001,False,11
60,0.9021127836429313,2.005589246749878,0.846815834767642,0.31746031746031744,0.8433693842202309,0.3135341510341511,0.001,False,12
61,0.8967013376510081,2.008268117904663,0.8399311531841652,0.3333333333333333,0.8367412628862273,0.32649711399711406,0.001,False,13
62,0.8876018979668412,2.0141751766204834,0.8605851979345955,0.31746031746031744,0.8593595011115269,0.3062590187590188,0.001,False,14
63,0.8756505437644131,2.0250463485717773,0.8640275387263339,0.30158730158730157,0.8625781944486519,0.2895923520923521,0.001,False,15
