epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_ba,val_ba,learning_rate,best_so_far,patience_counter
1,2.4441517335002065,2.476219654083252,0.11359724612736662,0.10317460317460317,0.11064429910171052,0.10575396825396825,0.001,True,0
2,2.4085665459066576,2.4230833053588867,0.13080895008605853,0.12698412698412698,0.128359124424376,0.13015873015873014,0.001,True,0
3,2.3509938889239206,2.3946359157562256,0.1549053356282272,0.14285714285714285,0.15144791702898436,0.1427910052910053,0.001,True,0
4,2.3082125958395086,2.374160051345825,0.1721170395869191,0.1746031746031746,0.16377232799263874,0.17195767195767195,0.001,True,0
5,2.2669292288269727,2.367882251739502,0.21686746987951808,0.19047619047619047,0.21056723338424224,0.19047619047619047,0.001,True,0
6,2.232345166181738,2.363546371459961,0.22203098106712565,0.16666666666666666,0.21719112877640437,0.16686507936507936,0.001,False,1
7,2.196518804448402,2.345083475112915,0.23924268502581755,0.2222222222222222,0.23098864443643394,0.22182539682539681,0.001,True,0
8,2.1667826791228197,2.3342461585998535,0.2667814113597246,0.23809523809523808,0.260188583066404,0.22843915343915344,0.001,True,0
9,2.12594386345343,2.345428705215454,0.28399311531841653,0.23015873015873015,0.2787373722401932,0.22473544973544976,0.001,False,1
10,2.081296248608325,2.320598840713501,0.2908777969018933,0.23015873015873015,0.28317075216099447,0.221494708994709,0.001,False,2
11,2.0409508036664348,2.2920212745666504,0.3080895008605852,0.21428571428571427,0.3023486849316946,0.2076058201058201,0.001,False,3
12,2.013263669153499,2.294001340866089,0.32358003442340794,0.2222222222222222,0.3187262253716194,0.21593915343915346,0.001,False,4
13,1.958928480821304,2.2932400703430176,0.38209982788296043,0.20634920634920634,0.37294837144124976,0.19695767195767197,0.001,False,5
14,1.9142354819122156,2.260524272918701,0.3993115318416523,0.2222222222222222,0.39015163786043355,0.21362433862433863,0.001,False,6
15,1.8803708621023445,2.2514002323150635,0.423407917383821,0.21428571428571427,0.41239399638262014,0.20667989417989416,0.001,False,7
16,1.8447162436125817,2.23061203956604,0.4509466437177281,0.24603174603174602,0.4391382280214134,0.23802910052910053,0.001,True,0
17,1.8222636288086436,2.22760272026062,0.43373493975903615,0.2222222222222222,0.4225484557097579,0.21904761904761905,0.001,False,1
18,1.7865507514464465,2.205933094024658,0.4784853700516351,0.23809523809523808,0.4651584909349431,0.22738095238095238,0.001,False,2
19,1.7329176054969302,2.170365571975708,0.5077452667814114,0.2619047619047619,0.4934999296444913,0.25965608465608464,0.001,True,0
20,1.6965029951627406,2.1697421073913574,0.5197934595524957,0.2619047619047619,0.5045946903461702,0.25515873015873014,0.001,False,1
21,1.6524535754051144,2.147958755493164,0.5456110154905336,0.25396825396825395,0.5297292511855035,0.24606782106782107,0.001,False,2
22,1.6085725025547966,2.1372249126434326,0.5679862306368331,0.2777777777777778,0.5509093475857257,0.2669011544011544,0.001,True,0
23,1.5739025170954903,2.130092144012451,0.5783132530120482,0.2698412698412698,0.5610173037661014,0.26491702741702744,0.001,False,1
24,1.5519637774272137,2.1083991527557373,0.5955249569707401,0.2698412698412698,0.5770977898093603,0.2621031746031746,0.001,False,2
25,1.5159225232014353,2.109067916870117,0.5955249569707401,0.2857142857142857,0.5777208708430961,0.2837662337662338,0.001,True,0
26,1.4823206995522504,2.098006010055542,0.621342512908778,0.2698412698412698,0.6015640879396429,0.2656806156806157,0.001,False,1
27,1.461238019437675,2.082580089569092,0.6161790017211703,0.2619047619047619,0.5969832322005831,0.25747354497354497,0.001,False,2
28,1.4301153803035849,2.0804154872894287,0.6282271944922547,0.2698412698412698,0.6083617541920816,0.2557539682539683,0.001,False,3
29,1.3879494792212719,2.0426762104034424,0.6592082616179001,0.30952380952380953,0.6393465581034501,0.3011604136604137,0.001,True,0
30,1.3551974500723427,2.0327510833740234,0.657487091222031,0.2857142857142857,0.6436319486286294,0.28730158730158734,0.001,False,1
31,1.3321583490568676,2.0153284072875977,0.6609294320137694,0.31746031746031744,0.6466685780253217,0.3150793650793651,0.001,True,0
32,1.3024086642388428,2.0147249698638916,0.6833046471600689,0.30952380952380953,0.6706974079269349,0.30410654160654166,0.001,False,1
33,1.2790993135069817,1.9780330657958984,0.6867469879518072,0.3253968253968254,0.6755605085765719,0.322955747955748,0.001,True,0
34,1.2558731516749435,2.0045619010925293,0.6970740103270223,0.30952380952380953,0.6895029949626917,0.3033429533429534,0.001,False,1
35,1.2293516280523882,2.01240873336792,0.7263339070567987,0.30158730158730157,0.7190909369771044,0.29669913419913424,0.001,False,2
36,1.2047181663948163,1.9941433668136597,0.7280550774526678,0.30158730158730157,0.7183033366157404,0.2906806156806157,0.001,False,3
37,1.1835534648517734,1.9867804050445557,0.7435456110154905,0.30952380952380953,0.7389337907401917,0.3019540644540645,0.001,False,4
38,1.1609833493905717,1.9859329462051392,0.7469879518072289,0.3253968253968254,0.7400305487155077,0.3187890812890813,0.001,False,5
39,1.147480926702437,1.9983830451965332,0.7521514629948365,0.30158730158730157,0.7466860126040488,0.29934463684463686,0.001,False,6
40,1.1287619361778956,2.016347885131836,0.7641996557659209,0.2857142857142857,0.7580391301537981,0.2840668590668591,0.001,False,7
41,1.1110320778598883,2.0058887004852295,0.774526678141136,0.31746031746031744,0.7673720367002622,0.31184463684463687,0.001,False,8
42,1.0953281432544097,2.0069377422332764,0.7779690189328744,0.30952380952380953,0.774083276476018,0.3056577681577682,0.001,False,9
43,1.0756108804947333,2.012050151824951,0.7934595524956971,0.30952380952380953,0.7902555066722047,0.30582611832611833,0.001,False,10
44,1.0605009419782643,1.9948712587356567,0.7900172117039587,0.30158730158730157,0.7851325893635662,0.2973244348244349,0.001,False,11
45,1.043175038597875,2.007486343383789,0.8037865748709122,0.29365079365079366,0.798920016122691,0.29130591630591635,0.001,False,12
46,1.0336192971457714,2.005277156829834,0.8003442340791739,0.31746031746031744,0.794878567726404,0.31277056277056275,0.001,False,13
47,1.0173230618494924,1.989912986755371,0.802065404475043,0.29365079365079366,0.799800801301389,0.286976911976912,0.001,False,14
48,1.0018548180642515,1.962064266204834,0.8055077452667814,0.3333333333333333,0.8023518617034932,0.3238455988455989,0.001,True,0
49,0.9972498231213187,1.9769090414047241,0.810671256454389,0.3412698412698413,0.8066663539896833,0.3294011544011544,0.001,True,0
50,0.9795124962695084,1.9698866605758667,0.8123924268502581,0.31746031746031744,0.8102532188431516,0.31058802308802314,0.001,False,1
51,0.9697449130363596,1.9718378782272339,0.8175559380378657,0.3412698412698413,0.8159381316971822,0.33142135642135645,0.001,True,0
52,0.9538687625563288,1.9860966205596924,0.8278829604130808,0.3412698412698413,0.8256792076147289,0.3306637806637807,0.001,False,1
53,0.9437580235853869,1.9887115955352783,0.8261617900172117,0.3412698412698413,0.8244329072077735,0.33142135642135645,0.001,False,2
54,0.9338117560913559,1.981645941734314,0.8382099827882961,0.373015873015873,0.8357753614608826,0.3605880230880231,0.001,True,0
55,0.9210320865020489,1.9737632274627686,0.8416523235800344,0.3253968253968254,0.839261200240839,0.31816378066378065,0.001,False,1
56,0.9095932299627084,1.999338984489441,0.8382099827882961,0.3492063492063492,0.8352216214463581,0.3419011544011544,0.001,False,2
57,0.8945887984384152,1.9785267114639282,0.8519793459552496,0.31746031746031744,0.8500927720939163,0.30856782106782105,0.001,False,3
58,0.8853537055588425,1.9602782726287842,0.8502581755593803,0.35714285714285715,0.8469262735001594,0.34501563251563255,0.001,False,4
59,0.8713745275791254,1.96005380153656,0.8554216867469879,0.35714285714285715,0.8522461578641614,0.35292207792207786,0.001,False,5
60,0.8590612286339528,1.968213677406311,0.8571428571428571,0.35714285714285715,0.8553545591449189,0.34935064935064936,0.001,False,6
61,0.8509453187300703,1.9883382320404053,0.8657487091222031,0.3412698412698413,0.8657285290618996,0.32881192881192883,0.001,False,7
62,0.842877787484975,1.9623630046844482,0.8623063683304647,0.373015873015873,0.8624884154601508,0.36399711399711393,0.001,True,0
63,0.8296905759074397,1.9633114337921143,0.8726333907056799,0.35714285714285715,0.8722634965402634,0.3457732082732083,0.001,False,1
64,0.8190395897719207,1.9852670431137085,0.8760757314974182,0.373015873015873,0.8754081506283137,0.36108706108706107,0.001,False,2
65,0.8145052054047379,2.001647710800171,0.8726333907056799,0.3333333333333333,0.8712384285928391,0.3249398749398749,0.001,False,3
66,0.8012940749243902,1.9703255891799927,0.8760757314974182,0.3492063492063492,0.875498927679875,0.3349987974987975,0.001,False,4
67,0.7946857060602323,1.9463058710098267,0.882960413080895,0.373015873015873,0.8817904756380898,0.3612193362193363,0.001,False,5
68,0.7846581124910594,1.9807207584381104,0.8846815834767642,0.3333333333333333,0.8831615582591722,0.31862674362674365,0.001,False,6
69,0.7768202417893992,1.9905976057052612,0.891566265060241,0.3333333333333333,0.8903018716494856,0.3177008177008177,0.001,False,7
70,0.7693131704030882,1.9787863492965698,0.8898450946643718,0.3253968253968254,0.8884500197976339,0.30983044733044734,0.001,False,8
71,0.7593366774039506,1.962470293045044,0.8967297762478486,0.36507936507936506,0.8953286146479268,0.3470358345358345,0.001,False,9
72,0.7508717083376985,1.982667088508606,0.9053356282271945,0.373015873015873,0.9035313686840142,0.35814694564694566,0.001,False,10
73,0.7454087202807507,1.9637501239776611,0.9070567986230637,0.38095238095238093,0.9053315823592278,0.3660173160173161,0.001,True,0
74,0.7341312065387141,1.9879150390625,0.9053356282271945,0.31746031746031744,0.9036951527511001,0.30688431938431937,0.001,False,1
75,0.7265809885708683,1.9870026111602783,0.9053356282271945,0.3333333333333333,0.9039444405003878,0.3214045214045214,0.001,False,2
76,0.7185405322483608,1.9938348531723022,0.9087779690189329,0.3253968253968254,0.9071507544725176,0.31382876382876385,0.001,False,3
77,0.7094131916402334,1.969956874847412,0.9036144578313253,0.3333333333333333,0.9015513453006888,0.32203583453583456,0.001,False,4
78,0.7035090779170727,1.9728533029556274,0.9070567986230637,0.3253968253968254,0.9051778885105654,0.31307118807118806,0.001,False,5
79,0.6962778496454998,2.0028076171875,0.9087779690189329,0.29365079365079366,0.9068445551772321,0.2837361712361713,0.001,False,6
80,0.6909786814153708,1.9687527418136597,0.9104991394148021,0.3333333333333333,0.9083135722712492,0.31972101972101974,0.001,False,7
81,0.6850340492035969,1.9865188598632812,0.9139414802065404,0.30952380952380953,0.9115780547023983,0.2982563732563733,0.001,False,8
82,0.6782190912048911,2.0008132457733154,0.9173838209982789,0.3333333333333333,0.9149731164307934,0.31938431938431944,0.001,False,9
83,0.6677794880177601,2.0047054290771484,0.9208261617900172,0.3253968253968254,0.9181794304029233,0.31677489177489176,0.001,False,10
84,0.6648755475699183,1.979250192642212,0.9156626506024096,0.3412698412698413,0.9131503817464236,0.3297378547378548,0.001,False,11
85,0.6510221206177532,2.005615234375,0.9156626506024096,0.35714285714285715,0.9130910275204026,0.34594155844155844,0.001,False,12
86,0.645421195614974,1.987774133682251,0.919104991394148,0.3333333333333333,0.9162961557255308,0.3207732082732083,0.001,False,13
87,0.6371192886476468,2.0110576152801514,0.9208261617900172,0.31746031746031744,0.9179301426536354,0.3025553150553151,0.001,False,14
