epoch,train_loss,val_balanced_accuracy,val_accuracy,view,group,sampling_rate_hz,variant,seed
1,2.5580923557281494,0.07936507936507936,0.08450704225352113,common_grid,sr_200,200.0,cnn_s,11
2,2.532928466796875,0.07936507936507936,0.08450704225352113,common_grid,sr_200,200.0,cnn_s,11
3,2.5100717544555664,0.07936507936507936,0.08450704225352113,common_grid,sr_200,200.0,cnn_s,11
4,2.489485025405884,0.06547619047619047,0.07042253521126761,common_grid,sr_200,200.0,cnn_s,11
5,2.4710445404052734,0.06547619047619047,0.07042253521126761,common_grid,sr_200,200.0,cnn_s,11
6,2.454535484313965,0.06349206349206349,0.07042253521126761,common_grid,sr_200,200.0,cnn_s,11
7,2.4396824836730957,0.06349206349206349,0.07042253521126761,common_grid,sr_200,200.0,cnn_s,11
8,2.4261934757232666,0.07539682539682539,0.08450704225352113,common_grid,sr_200,200.0,cnn_s,11
9,2.413801431655884,0.07539682539682539,0.08450704225352113,common_grid,sr_200,200.0,cnn_s,11
10,2.4022865295410156,0.07539682539682539,0.08450704225352113,common_grid,sr_200,200.0,cnn_s,11
11,2.3914778232574463,0.09920634920634919,0.11267605633802817,common_grid,sr_200,200.0,cnn_s,11
12,2.3812453746795654,0.08730158730158728,0.09859154929577464,common_grid,sr_200,200.0,cnn_s,11
13,2.371492385864258,0.10396825396825397,0.11267605633802817,common_grid,sr_200,200.0,cnn_s,11
14,2.3621463775634766,0.10396825396825397,0.11267605633802817,common_grid,sr_200,200.0,cnn_s,11
15,2.353152275085449,0.10396825396825397,0.11267605633802817,common_grid,sr_200,200.0,cnn_s,11
16,2.344468593597412,0.10396825396825397,0.11267605633802817,common_grid,sr_200,200.0,cnn_s,11
17,2.3360652923583984,0.11785714285714284,0.1267605633802817,common_grid,sr_200,200.0,cnn_s,11
18,2.3279192447662354,0.12261904761904763,0.1267605633802817,common_grid,sr_200,200.0,cnn_s,11
19,2.320014715194702,0.13452380952380952,0.14084507042253522,common_grid,sr_200,200.0,cnn_s,11
20,2.3123395442962646,0.13452380952380952,0.14084507042253522,common_grid,sr_200,200.0,cnn_s,11
21,2.304884910583496,0.13452380952380952,0.14084507042253522,common_grid,sr_200,200.0,cnn_s,11
22,2.2976434230804443,0.13452380952380952,0.14084507042253522,common_grid,sr_200,200.0,cnn_s,11
23,2.2906081676483154,0.14642857142857138,0.15492957746478872,common_grid,sr_200,200.0,cnn_s,11
24,2.2837729454040527,0.14642857142857138,0.15492957746478872,common_grid,sr_200,200.0,cnn_s,11
25,2.277132034301758,0.14642857142857138,0.15492957746478872,common_grid,sr_200,200.0,cnn_s,11
26,2.270679235458374,0.1583333333333333,0.16901408450704225,common_grid,sr_200,200.0,cnn_s,11
27,2.2644097805023193,0.1583333333333333,0.16901408450704225,common_grid,sr_200,200.0,cnn_s,11
28,2.258317708969116,0.1583333333333333,0.16901408450704225,common_grid,sr_200,200.0,cnn_s,11
29,2.2523980140686035,0.1583333333333333,0.16901408450704225,common_grid,sr_200,200.0,cnn_s,11
30,2.24664568901062,0.1583333333333333,0.16901408450704225,common_grid,sr_200,200.0,cnn_s,11
31,2.241055727005005,0.1583333333333333,0.16901408450704225,common_grid,sr_200,200.0,cnn_s,11
32,2.235623598098755,0.17023809523809522,0.18309859154929578,common_grid,sr_200,200.0,cnn_s,11
33,2.230344772338867,0.17023809523809522,0.18309859154929578,common_grid,sr_200,200.0,cnn_s,11
34,2.225215435028076,0.17023809523809522,0.18309859154929578,common_grid,sr_200,200.0,cnn_s,11
35,2.220231771469116,0.17023809523809522,0.18309859154929578,common_grid,sr_200,200.0,cnn_s,11
36,2.2153897285461426,0.17023809523809522,0.18309859154929578,common_grid,sr_200,200.0,cnn_s,11
37,2.2106847763061523,0.1841269841269841,0.19718309859154928,common_grid,sr_200,200.0,cnn_s,11
38,2.2061121463775635,0.17023809523809522,0.18309859154929578,common_grid,sr_200,200.0,cnn_s,11
39,2.2016663551330566,0.17023809523809522,0.18309859154929578,common_grid,sr_200,200.0,cnn_s,11
40,2.1973414421081543,0.17023809523809522,0.18309859154929578,common_grid,sr_200,200.0,cnn_s,11
41,2.193131446838379,0.18214285714285713,0.19718309859154928,common_grid,sr_200,200.0,cnn_s,11
42,2.189030885696411,0.196031746031746,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
43,2.1850335597991943,0.196031746031746,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
44,2.1811344623565674,0.1841269841269841,0.19718309859154928,common_grid,sr_200,200.0,cnn_s,11
45,2.177327871322632,0.1841269841269841,0.19718309859154928,common_grid,sr_200,200.0,cnn_s,11
46,2.173609972000122,0.1841269841269841,0.19718309859154928,common_grid,sr_200,200.0,cnn_s,11
47,2.1699769496917725,0.1841269841269841,0.19718309859154928,common_grid,sr_200,200.0,cnn_s,11
48,2.1664249897003174,0.19801587301587298,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
49,2.1629512310028076,0.19801587301587298,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
50,2.159552812576294,0.19801587301587298,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
51,2.1562271118164062,0.19801587301587298,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
52,2.1529722213745117,0.19801587301587298,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
53,2.1497855186462402,0.19801587301587298,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
54,2.146664619445801,0.19801587301587298,0.2112676056338028,common_grid,sr_200,200.0,cnn_s,11
55,2.1436073780059814,0.2119047619047619,0.22535211267605634,common_grid,sr_200,200.0,cnn_s,11
56,2.1406118869781494,0.2238095238095238,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
57,2.1376757621765137,0.2238095238095238,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
58,2.1347978115081787,0.2238095238095238,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
59,2.1319754123687744,0.2238095238095238,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
60,2.1292078495025635,0.2238095238095238,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
61,2.126492977142334,0.2238095238095238,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
62,2.1238293647766113,0.21190476190476185,0.22535211267605634,common_grid,sr_200,200.0,cnn_s,11
63,2.121215581893921,0.21190476190476185,0.22535211267605634,common_grid,sr_200,200.0,cnn_s,11
64,2.118650197982788,0.22579365079365074,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
65,2.116131544113159,0.22579365079365074,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
66,2.1136584281921387,0.20912698412698408,0.22535211267605634,common_grid,sr_200,200.0,cnn_s,11
67,2.1112289428710938,0.20912698412698408,0.22535211267605634,common_grid,sr_200,200.0,cnn_s,11
68,2.10884165763855,0.20912698412698408,0.22535211267605634,common_grid,sr_200,200.0,cnn_s,11
69,2.1064958572387695,0.20912698412698408,0.22535211267605634,common_grid,sr_200,200.0,cnn_s,11
70,2.10418963432312,0.20912698412698408,0.22535211267605634,common_grid,sr_200,200.0,cnn_s,11
71,2.101921558380127,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
72,2.099691390991211,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
73,2.0974974632263184,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
74,2.095339059829712,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
75,2.0932157039642334,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
76,2.0911264419555664,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
77,2.0890705585479736,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
78,2.0870471000671387,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
79,2.0850555896759033,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
80,2.083095073699951,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
81,2.081165075302124,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
82,2.0792646408081055,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
83,2.077392816543579,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
84,2.075549364089966,0.223015873015873,0.23943661971830985,common_grid,sr_200,200.0,cnn_s,11
