view,group,sampling_rate_hz,variant,seed,best_epoch,best_val_balanced_accuracy,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,cnn_accuracy,cnn_balanced_accuracy,cnn_macro_f1,linear_probe_accuracy,linear_probe_balanced_accuracy,linear_probe_macro_f1,linear_probe_best_epoch,linear_probe_best_val_balanced_accuracy,knn_accuracy,knn_balanced_accuracy,knn_macro_f1,knn_selected_k
common_grid,sr_64,64.0,cnn_s,53,7,0.13194444444444445,0.09210526315789473,0.12041910331384016,0.03630024515650465,0.11267605633802817,0.13194444444444445,0.03356264331874088,0.046153846153846156,0.1111111111111111,0.018484848484848486,0.15384615384615385,0.14722222222222223,0.14718614718614717,48,0.2563492063492063,0.1076923076923077,0.10357142857142858,0.09593855218855218,5
common_grid,sr_200,200.0,cnn_m,53,15,0.12777777777777777,0.18157894736842106,0.1684735559261176,0.0798985548985549,0.1267605633802817,0.12777777777777777,0.049970862470862465,0.16923076923076924,0.14166666666666666,0.0621253182228792,0.36923076923076925,0.4047619047619048,0.37696511578090525,78,0.3083333333333333,0.27692307692307694,0.24166666666666667,0.2174172043737261,5
common_grid,sr_64,64.0,cnn_m,53,15,0.12777777777777777,0.1868421052631579,0.17435942281767705,0.08766965406535536,0.1267605633802817,0.12777777777777777,0.048496732026143796,0.16923076923076924,0.14166666666666666,0.0621253182228792,0.27692307692307694,0.32063492063492066,0.3116626794258373,41,0.3063492063492063,0.24615384615384617,0.21984126984126984,0.20185798606851238,7
common_grid,sr_200,200.0,cnn_l,53,32,0.4611111111111111,0.85,0.8530889979883228,0.851170189244626,0.4647887323943662,0.4611111111111111,0.426355764978056,0.5538461538461539,0.5825396825396826,0.5066159330865213,0.5692307692307692,0.5853174603174603,0.5850288600288601,12,0.4755952380952381,0.5384615384615384,0.5603174603174602,0.5464655227813123,7
common_grid,sr_64,64.0,cnn_l,53,42,0.4944444444444445,0.9868421052631579,0.9875948463676659,0.987862002780461,0.5070422535211268,0.4944444444444445,0.4856125356125356,0.4461538461538462,0.41984126984126985,0.4039261392202569,0.46153846153846156,0.4845238095238096,0.46443266700619645,24,0.48055555555555557,0.4461538461538462,0.4734126984126985,0.47697059490790145,1
common_grid,sr_200,200.0,cnn_s,71,1,0.08333333333333333,0.05,0.08333333333333333,0.00797649034424853,0.056338028169014086,0.08333333333333333,0.008888888888888889,0.015384615384615385,0.08333333333333333,0.0025252525252525255,0.2153846153846154,0.20039682539682538,0.1722629521016618,64,0.1634920634920635,0.18461538461538463,0.16904761904761903,0.1525691900691901,7
common_grid,sr_64,64.0,cnn_s,71,1,0.08333333333333333,0.05,0.08333333333333333,0.00797649034424853,0.056338028169014086,0.08333333333333333,0.008888888888888889,0.015384615384615385,0.08333333333333333,0.0025252525252525255,0.13846153846153847,0.13214285714285715,0.12354964207905385,48,0.16825396825396824,0.2,0.18293650793650795,0.18977732793522264,5
common_grid,sr_200,200.0,cnn_m,71,12,0.1880952380952381,0.1368421052631579,0.1269179894179894,0.044600147794707896,0.19718309859154928,0.1880952380952381,0.07860269811489323,0.16923076923076924,0.15198412698412697,0.062144702842377254,0.23076923076923078,0.28214285714285714,0.25184147208141017,13,0.3257936507936508,0.24615384615384617,0.21785714285714286,0.2063228438228438,10
common_grid,sr_64,64.0,cnn_m,71,12,0.19285714285714287,0.1394736842105263,0.1293771043771044,0.048257242785790855,0.19718309859154928,0.19285714285714287,0.09121621621621623,0.15384615384615385,0.1353174603174603,0.060801985370950884,0.2,0.19047619047619047,0.16047422363211836,5,0.3327380952380952,0.2923076923076923,0.2567460317460318,0.2208880300985564,20
common_grid,sr_200,200.0,cnn_l,71,49,0.485515873015873,1.0,1.0,1.0,0.4788732394366197,0.485515873015873,0.45707348207348203,0.5692307692307692,0.5984126984126985,0.5716644466644466,0.5230769230769231,0.5464285714285715,0.512677368927369,2,0.49662698412698414,0.5538461538461539,0.5769841269841269,0.5756714962597315,10
common_grid,sr_64,64.0,cnn_l,71,28,0.44980158730158726,0.9105263157894737,0.9140979179899058,0.9125443461109294,0.4647887323943662,0.44980158730158726,0.4142653642653642,0.5384615384615384,0.5686507936507937,0.5292036180194074,0.38461538461538464,0.34920634920634924,0.33879823879823884,1,0.41805555555555557,0.49230769230769234,0.5214285714285715,0.517270461020461,15
