view,group,sampling_rate_hz,variant,seed,best_epoch,best_val_balanced_accuracy,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,cnn_accuracy,cnn_balanced_accuracy,cnn_macro_f1,linear_probe_accuracy,linear_probe_balanced_accuracy,linear_probe_macro_f1,linear_probe_best_epoch,linear_probe_best_val_balanced_accuracy,knn_accuracy,knn_balanced_accuracy,knn_macro_f1,knn_selected_k
common_grid,sr_200,200.0,cnn_s,11,1,0.08611111111111112,0.05263157894736842,0.04895771439889087,0.014310417843026538,0.08450704225352113,0.08611111111111112,0.025793650793650796,0.06153846153846154,0.06666666666666667,0.01092896174863388,0.2153846153846154,0.20833333333333334,0.20685726310726307,91,0.2349206349206349,0.3384615384615385,0.31349206349206343,0.3022209000150176,7
common_grid,sr_64,64.0,cnn_s,11,1,0.08611111111111112,0.05263157894736842,0.049093879976232914,0.012645030760972792,0.08450704225352113,0.08611111111111112,0.025793650793650796,0.046153846153846156,0.049999999999999996,0.008620689655172414,0.27692307692307694,0.2619047619047619,0.2429581992081992,66,0.26349206349206344,0.23076923076923078,0.21071428571428572,0.1989665427165427,7
common_grid,sr_200,200.0,cnn_m,11,9,0.16666666666666666,0.12368421052631579,0.11960736396220267,0.0533003441360135,0.16901408450704225,0.16666666666666666,0.07108036890645586,0.12307692307692308,0.10714285714285714,0.03837719298245614,0.35384615384615387,0.39960317460317457,0.36046589576001337,73,0.32718253968253963,0.26153846153846155,0.23174603174603178,0.20309829059829063,15
common_grid,sr_64,64.0,cnn_m,11,9,0.16666666666666666,0.13157894736842105,0.12776148582600197,0.06037450108130382,0.16901408450704225,0.16666666666666666,0.06874166190203927,0.12307692307692308,0.10714285714285714,0.03812636165577342,0.3076923076923077,0.3599206349206349,0.3631829499476558,44,0.2857142857142857,0.24615384615384617,0.22063492063492063,0.17413632119514474,20
common_grid,sr_200,200.0,cnn_l,11,37,0.4619047619047619,0.9315789473684211,0.93243055005142,0.9350042416669191,0.4647887323943662,0.4619047619047619,0.4184710635368531,0.5384615384615384,0.5753968253968255,0.48274576300892086,0.5846153846153846,0.6075396825396826,0.6033789739672093,3,0.4676587301587301,0.6153846153846154,0.6353174603174604,0.615301827801828,3
common_grid,sr_64,64.0,cnn_l,11,25,0.40416666666666673,0.9131578947368421,0.902518447999323,0.9069199182476022,0.4084507042253521,0.40416666666666673,0.363205916466786,0.49230769230769234,0.5130952380952382,0.5184034432486445,0.5384615384615384,0.5623015873015872,0.5589986402486402,21,0.42896825396825394,0.5230769230769231,0.5436507936507937,0.5592352092352093,5
common_grid,sr_200,200.0,cnn_s,23,4,0.12142857142857143,0.08947368421052632,0.08142701525054467,0.02555629914672913,0.1267605633802817,0.12142857142857143,0.03677462887989204,0.06153846153846154,0.05555555555555555,0.011494252873563218,0.13846153846153847,0.13134920634920633,0.10649425107629444,24,0.14186507936507933,0.15384615384615385,0.2138888888888889,0.16447996447996446,3
common_grid,sr_64,64.0,cnn_s,23,13,0.12142857142857143,0.09473684210526316,0.08619281045751635,0.02704897551224388,0.1267605633802817,0.12142857142857143,0.03603896103896104,0.06153846153846154,0.05555555555555555,0.012121212121212121,0.15384615384615385,0.14325396825396827,0.12097832722832724,20,0.2152777777777778,0.15384615384615385,0.14325396825396824,0.14270990447461032,7
common_grid,sr_200,200.0,cnn_m,23,4,0.13749999999999998,0.11052631578947368,0.1098775107395797,0.054488311678128974,0.11267605633802817,0.13749999999999998,0.04912008281573499,0.12307692307692308,0.1111111111111111,0.0475024975024975,0.4,0.43253968253968256,0.4188713111507229,34,0.31626984126984126,0.24615384615384617,0.23015873015873015,0.2239448051948052,20
common_grid,sr_64,64.0,cnn_m,23,39,0.20476190476190478,0.24736842105263157,0.23103227340952673,0.18189744054080656,0.2112676056338028,0.20476190476190478,0.11018518518518518,0.24615384615384617,0.21944444444444444,0.147979797979798,0.3230769230769231,0.2853174603174603,0.2691901909007172,31,0.24999999999999997,0.26153846153846155,0.23730158730158732,0.22317156527682847,15
common_grid,sr_200,200.0,cnn_l,23,22,0.4974206349206349,0.8552631578947368,0.8526802968273238,0.8549769786466711,0.5070422535211268,0.4974206349206349,0.45191932823511777,0.5692307692307692,0.5972222222222222,0.5632923041011276,0.4461538461538462,0.407936507936508,0.40066137566137566,2,0.4309523809523809,0.5538461538461539,0.5853174603174602,0.5767507776021709,20
common_grid,sr_64,64.0,cnn_l,23,22,0.47261904761904766,0.8315789473684211,0.824908982327345,0.8269612021485863,0.4647887323943662,0.47261904761904766,0.4301753801753802,0.4461538461538462,0.4797619047619048,0.444248730858638,0.4307692307692308,0.39206349206349206,0.36857752813635164,2,0.4001984126984128,0.4307692307692308,0.4678571428571428,0.4616893727187845,15
common_grid,sr_200,200.0,cnn_s,37,1,0.08333333333333333,0.08157894736842106,0.08448330388885254,0.03558232457131896,0.08450704225352113,0.08333333333333333,0.014285714285714285,0.09230769230769231,0.08333333333333333,0.01694915254237288,0.27692307692307694,0.3281746031746032,0.27729377104377106,85,0.22996031746031745,0.18461538461538463,0.15952380952380954,0.1468050468050468,15
common_grid,sr_64,64.0,cnn_s,37,1,0.08333333333333333,0.07894736842105263,0.08203232349669567,0.03221337238694461,0.08450704225352113,0.08333333333333333,0.014285714285714285,0.09230769230769231,0.08333333333333333,0.01694915254237288,0.23076923076923078,0.21904761904761905,0.18774457754720908,43,0.17857142857142858,0.18461538461538463,0.16706349206349205,0.15219298245614032,20
common_grid,sr_200,200.0,cnn_m,37,7,0.18373015873015874,0.15789473684210525,0.1442099567099567,0.07046582385339388,0.18309859154929578,0.18373015873015874,0.07915871332626369,0.1076923076923077,0.0988095238095238,0.04177884615384616,0.3384615384615385,0.3896825396825397,0.36806156806156803,32,0.31944444444444436,0.2,0.1753968253968254,0.16588678134730767,3
common_grid,sr_64,64.0,cnn_m,37,9,0.18571428571428572,0.1631578947368421,0.14919432419432418,0.06861142042235636,0.18309859154929578,0.18571428571428572,0.07316017316017316,0.13846153846153847,0.12261904761904763,0.05350742447516641,0.3384615384615385,0.3857142857142857,0.35092546342546344,77,0.2922619047619047,0.27692307692307694,0.24761904761904763,0.24146698817751447,1
common_grid,sr_200,200.0,cnn_l,37,43,0.48075396825396827,0.9921052631578947,0.992845117845118,0.9929123388027498,0.4788732394366197,0.48075396825396827,0.44096309463956523,0.5230769230769231,0.5519841269841269,0.5452621452621452,0.5230769230769231,0.5519841269841271,0.5345418470418472,4,0.44583333333333336,0.5230769230769231,0.5492063492063493,0.5467287342287342,10
common_grid,sr_64,64.0,cnn_l,37,26,0.4797619047619048,0.9026315789473685,0.9014907316067641,0.9035480773432191,0.4788732394366197,0.4797619047619048,0.46316245482912155,0.47692307692307695,0.5055555555555556,0.4756837333782414,0.46153846153846156,0.4928571428571429,0.4911789964421543,8,0.44087301587301586,0.49230769230769234,0.5261904761904762,0.5198529411764706,10
common_grid,sr_200,200.0,cnn_s,53,7,0.13194444444444445,0.0868421052631579,0.11532651072124755,0.03185543954343518,0.11267605633802817,0.13194444444444445,0.03327228327228327,0.046153846153846156,0.1111111111111111,0.018484848484848486,0.15384615384615385,0.15277777777777776,0.13846801346801346,40,0.22857142857142854,0.13846153846153847,0.12857142857142856,0.13190721315721318,7
