epoch,train_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,view,group,sampling_rate_hz,variant,seed
8,2.46426638803984,0.17857142857142858,0.19718309859154928,0.07098155467720685,native,sr_64,64.0,cnn_m,11
9,2.4615211286042866,0.17857142857142858,0.19718309859154928,0.09579504316346421,native,sr_64,64.0,cnn_m,11
10,2.458680373743961,0.11904761904761905,0.1267605633802817,0.05555555555555555,native,sr_64,64.0,cnn_m,11
11,2.4551554077549986,0.09523809523809523,0.09859154929577464,0.03185185185185185,native,sr_64,64.0,cnn_m,11
12,2.4522019185517965,0.08333333333333333,0.08450704225352113,0.012987012987012986,native,sr_64,64.0,cnn_m,11
13,2.449112962421618,0.08333333333333333,0.08450704225352113,0.012987012987012986,native,sr_64,64.0,cnn_m,11
14,2.4458062673869887,0.08333333333333333,0.08450704225352113,0.012987012987012986,native,sr_64,64.0,cnn_m,11
15,2.442612512488114,0.08333333333333333,0.08450704225352113,0.013333333333333334,native,sr_64,64.0,cnn_m,11
16,2.43913530550505,0.08333333333333333,0.08450704225352113,0.0136986301369863,native,sr_64,64.0,cnn_m,11
17,2.435833316100271,0.10912698412698413,0.11267605633802817,0.059135610766045545,native,sr_64,64.0,cnn_m,11
18,2.432279910539326,0.13769841269841268,0.14084507042253522,0.07777777777777779,native,sr_64,64.0,cnn_m,11
1,2.4863770660601165,0.08333333333333333,0.07042253521126761,0.010964912280701754,native,sr_200,200.0,cnn_l,11
2,2.2779039232354417,0.125,0.1267605633802817,0.03884372177055104,native,sr_200,200.0,cnn_l,11
3,2.1742816398018285,0.1111111111111111,0.11267605633802817,0.0339031339031339,native,sr_200,200.0,cnn_l,11
4,2.0890147058587325,0.1369047619047619,0.14084507042253522,0.08337775408670932,native,sr_200,200.0,cnn_l,11
5,2.013753168206466,0.21031746031746032,0.22535211267605634,0.15773809523809526,native,sr_200,200.0,cnn_l,11
6,1.9453313940449766,0.24404761904761899,0.2676056338028169,0.21558517019043336,native,sr_200,200.0,cnn_l,11
7,1.879296330401772,0.25595238095238093,0.28169014084507044,0.22608363858363859,native,sr_200,200.0,cnn_l,11
8,1.8056671468835128,0.22023809523809523,0.23943661971830985,0.19063837397170727,native,sr_200,200.0,cnn_l,11
9,1.748684633405585,0.23214285714285712,0.2535211267605634,0.19775471442138107,native,sr_200,200.0,cnn_l,11
10,1.680212190276698,0.28670634920634924,0.30985915492957744,0.27378986682392253,native,sr_200,200.0,cnn_l,11
11,1.621646577433536,0.32539682539682535,0.36619718309859156,0.28259587634587635,native,sr_200,200.0,cnn_l,11
12,1.573148506566098,0.28670634920634924,0.30985915492957744,0.28399470899470897,native,sr_200,200.0,cnn_l,11
13,1.4954779348875347,0.3521825396825397,0.38028169014084506,0.3251833814333815,native,sr_200,200.0,cnn_l,11
14,1.4406284620887355,0.27480158730158727,0.29577464788732394,0.2672866485366485,native,sr_200,200.0,cnn_l,11
15,1.3842722917857924,0.37857142857142856,0.39436619718309857,0.346785682111769,native,sr_200,200.0,cnn_l,11
16,1.326900022908261,0.3438492063492064,0.36619718309859156,0.3108585858585859,native,sr_200,200.0,cnn_l,11
17,1.267803054106863,0.3125,0.3380281690140845,0.2851416342515414,native,sr_200,200.0,cnn_l,11
18,1.22580709331914,0.3694444444444444,0.38028169014084506,0.3339331964331964,native,sr_200,200.0,cnn_l,11
19,1.173125844252737,0.3597222222222222,0.38028169014084506,0.32645687645687643,native,sr_200,200.0,cnn_l,11
20,1.1341249089491994,0.38829365079365075,0.4084507042253521,0.3548340548340548,native,sr_200,200.0,cnn_l,11
21,1.0846416987870868,0.32996031746031745,0.352112676056338,0.3344643586348391,native,sr_200,200.0,cnn_l,11
22,1.0408403572283293,0.35753968253968255,0.38028169014084506,0.3177555469222136,native,sr_200,200.0,cnn_l,11
23,0.9884619624991166,0.37261904761904757,0.36619718309859156,0.3422564764670028,native,sr_200,200.0,cnn_l,11
24,0.9467224290496424,0.3626984126984127,0.38028169014084506,0.3329268557529427,native,sr_200,200.0,cnn_l,11
25,0.9193193027847691,0.3666666666666667,0.39436619718309857,0.3113908451369752,native,sr_200,200.0,cnn_l,11
26,0.8724524002326163,0.3418650793650793,0.36619718309859156,0.30904452463376947,native,sr_200,200.0,cnn_l,11
27,0.8322454728578267,0.4785714285714286,0.4788732394366197,0.46472781031604554,native,sr_200,200.0,cnn_l,11
28,0.8053507767225566,0.28630952380952374,0.29577464788732394,0.28276179158532105,native,sr_200,200.0,cnn_l,11
29,0.7778356156851116,0.42916666666666664,0.4225352112676056,0.39489704195586545,native,sr_200,200.0,cnn_l,11
30,0.7368907884547585,0.32896825396825397,0.3380281690140845,0.27328996486605184,native,sr_200,200.0,cnn_l,11
31,0.7062448489038567,0.45575396825396824,0.4647887323943662,0.44263236763236763,native,sr_200,200.0,cnn_l,11
32,0.6674654044603047,0.425,0.43661971830985913,0.42515886890886884,native,sr_200,200.0,cnn_l,11
33,0.6297735960860001,0.3426587301587301,0.3380281690140845,0.2768814694336516,native,sr_200,200.0,cnn_l,11
34,0.6034367548791986,0.3438492063492063,0.36619718309859156,0.3336717741323005,native,sr_200,200.0,cnn_l,11
35,0.5858072506754022,0.42500000000000004,0.4225352112676056,0.4052775655716832,native,sr_200,200.0,cnn_l,11
36,0.5501247299344916,0.43194444444444446,0.4507042253521127,0.391039516039516,native,sr_200,200.0,cnn_l,11
37,0.5155303992723164,0.37341269841269836,0.38028169014084506,0.3458545596703491,native,sr_200,200.0,cnn_l,11
1,2.5107851229215923,0.08333333333333333,0.07042253521126761,0.010964912280701754,native,sr_64,64.0,cnn_l,11
2,2.25106988204153,0.12777777777777777,0.1267605633802817,0.0461965811965812,native,sr_64,64.0,cnn_l,11
3,2.0929318453136245,0.08333333333333333,0.08450704225352113,0.013888888888888888,native,sr_64,64.0,cnn_l,11
4,1.9397516878027665,0.10912698412698413,0.11267605633802817,0.053045546003292476,native,sr_64,64.0,cnn_l,11
5,1.7946602344512939,0.2738095238095238,0.28169014084507044,0.20250156989287424,native,sr_64,64.0,cnn_l,11
6,1.664882953543412,0.29563492063492064,0.323943661971831,0.27655597326649956,native,sr_64,64.0,cnn_l,11
7,1.545070817596034,0.33730158730158727,0.36619718309859156,0.3110867074102368,native,sr_64,64.0,cnn_l,11
8,1.4228474993454783,0.3541666666666667,0.38028169014084506,0.3264705425995748,native,sr_64,64.0,cnn_l,11
9,1.3144301615263287,0.49107142857142866,0.49295774647887325,0.453095433977787,native,sr_64,64.0,cnn_l,11
10,1.2050368296472649,0.3978174603174604,0.4084507042253521,0.3961669049904344,native,sr_64,64.0,cnn_l,11
11,1.107864068683825,0.4384920634920635,0.4647887323943662,0.4133455575212541,native,sr_64,64.0,cnn_l,11
12,1.022896583456742,0.4791666666666667,0.4788732394366197,0.4376669626669627,native,sr_64,64.0,cnn_l,11
13,0.9131210484002766,0.4900793650793651,0.5211267605633803,0.43947554638344116,native,sr_64,64.0,cnn_l,11
14,0.8240710195742156,0.48095238095238096,0.49295774647887325,0.45751993104934274,native,sr_64,64.0,cnn_l,11
15,0.7433354409117447,0.5216269841269842,0.5211267605633803,0.47785339660339665,native,sr_64,64.0,cnn_l,11
16,0.6667731523513794,0.5067460317460317,0.5211267605633803,0.4812622562622562,native,sr_64,64.0,cnn_l,11
17,0.5891611381580956,0.5065476190476191,0.5070422535211268,0.4756336256336256,native,sr_64,64.0,cnn_l,11
18,0.5350140377094871,0.5059523809523809,0.5211267605633803,0.46622160734002843,native,sr_64,64.0,cnn_l,11
19,0.4664242816598792,0.5045634920634922,0.5211267605633803,0.49373024850966024,native,sr_64,64.0,cnn_l,11
20,0.42784288494210493,0.5482142857142858,0.5492957746478874,0.5113186513921808,native,sr_64,64.0,cnn_l,11
21,0.3653601994639949,0.45376984126984127,0.4647887323943662,0.4488386613386614,native,sr_64,64.0,cnn_l,11
22,0.3207612803107814,0.520436507936508,0.5352112676056338,0.5029380341880342,native,sr_64,64.0,cnn_l,11
23,0.2763590687199643,0.4827380952380953,0.4788732394366197,0.4602157102157102,native,sr_64,64.0,cnn_l,11
24,0.24459538365665234,0.5371031746031746,0.5492957746478874,0.5261201274359169,native,sr_64,64.0,cnn_l,11
25,0.21294165551662445,0.520436507936508,0.5352112676056338,0.4904465904465905,native,sr_64,64.0,cnn_l,11
26,0.1849611570960597,0.5601190476190475,0.5633802816901409,0.528210324533854,native,sr_64,64.0,cnn_l,11
27,0.15649417403497193,0.5680555555555556,0.5915492957746479,0.5602233414733415,native,sr_64,64.0,cnn_l,11
28,0.13641905612067173,0.5718253968253969,0.5774647887323944,0.5512895601130895,native,sr_64,64.0,cnn_l,11
29,0.12239594663444318,0.567063492063492,0.5774647887323944,0.5478835978835978,native,sr_64,64.0,cnn_l,11
30,0.10728524813526555,0.5589285714285713,0.5774647887323944,0.5457010582010581,native,sr_64,64.0,cnn_l,11
31,0.09201301053950661,0.5093253968253969,0.5211267605633803,0.4906909839959375,native,sr_64,64.0,cnn_l,11
32,0.08229767633111854,0.5363095238095238,0.5352112676056338,0.5217342570283746,native,sr_64,64.0,cnn_l,11
33,0.07159905386598486,0.5351190476190476,0.5492957746478874,0.5283309283309283,native,sr_64,64.0,cnn_l,11
34,0.06342321014718005,0.48353174603174603,0.49295774647887325,0.4621151996151996,native,sr_64,64.0,cnn_l,11
35,0.05902070763864015,0.5371031746031746,0.5492957746478874,0.5286049598549599,native,sr_64,64.0,cnn_l,11
36,0.049989371433069835,0.5271825396825397,0.5352112676056338,0.5183043020504322,native,sr_64,64.0,cnn_l,11
37,0.04592953571363499,0.5390873015873016,0.5492957746478874,0.5270794020794021,native,sr_64,64.0,cnn_l,11
38,0.04183551908323639,0.5490079365079366,0.5633802816901409,0.544152715476245,native,sr_64,64.0,cnn_l,11
1,2.4959855631778116,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
2,2.494798429388749,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
3,2.4938683534923354,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
4,2.4928825127451044,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
5,2.4919752572712146,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
6,2.4911111681084885,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
7,2.490203583867926,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
8,2.4893769239124497,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
9,2.488609534815738,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
10,2.487825059890747,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
11,2.4870681762695312,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_s,23
1,2.4967387099015084,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
2,2.4956740228753342,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
3,2.4948419596019544,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
4,2.493937279048719,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
5,2.49307908509907,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
6,2.4922874475780286,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
7,2.4914363057989823,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
8,2.490656970676623,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
9,2.489929623352854,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
10,2.4891470733441805,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
11,2.4884091301968225,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_s,23
1,2.480753233558253,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_m,23
2,2.477301926361887,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_200,200.0,cnn_m,23
3,2.4748177678961505,0.09722222222222222,0.11267605633802817,0.03896103896103896,native,sr_200,200.0,cnn_m,23
4,2.4722296739879406,0.09722222222222222,0.11267605633802817,0.03407407407407407,native,sr_200,200.0,cnn_m,23
5,2.4697546607569643,0.125,0.14084507042253522,0.04545454545454545,native,sr_200,200.0,cnn_m,23
6,2.4675120504278887,0.14087301587301587,0.15492957746478872,0.04365079365079364,native,sr_200,200.0,cnn_m,23
7,2.4654932699705423,0.13095238095238096,0.14084507042253522,0.04643206256109481,native,sr_200,200.0,cnn_m,23
8,2.463213905535246,0.13095238095238096,0.14084507042253522,0.050472334682861,native,sr_200,200.0,cnn_m,23
9,2.46084381153709,0.09523809523809523,0.09859154929577464,0.026905019862766343,native,sr_200,200.0,cnn_m,23
10,2.4582160021129407,0.09523809523809523,0.09859154929577464,0.026905019862766343,native,sr_200,200.0,cnn_m,23
11,2.456199668583117,0.09523809523809523,0.09859154929577464,0.028850145288501453,native,sr_200,200.0,cnn_m,23
12,2.4533739416222824,0.09523809523809523,0.09859154929577464,0.027777777777777776,native,sr_200,200.0,cnn_m,23
13,2.4505769503744026,0.09523809523809523,0.09859154929577464,0.027106227106227107,native,sr_200,200.0,cnn_m,23
14,2.4476338788082725,0.09523809523809523,0.09859154929577464,0.027313266443701228,native,sr_200,200.0,cnn_m,23
15,2.4446188173796,0.09999999999999999,0.09859154929577464,0.027972027972027972,native,sr_200,200.0,cnn_m,23
16,2.4414680807214033,0.09999999999999999,0.09859154929577464,0.025932953826691963,native,sr_200,200.0,cnn_m,23
1,2.4808813446446467,0.08333333333333333,0.09859154929577464,0.014957264957264958,native,sr_64,64.0,cnn_m,23
2,2.4773442293468273,0.1111111111111111,0.1267605633802817,0.05701754385964913,native,sr_64,64.0,cnn_m,23
3,2.474799976850811,0.13888888888888887,0.15492957746478872,0.044642857142857144,native,sr_64,64.0,cnn_m,23
4,2.47197955031144,0.16666666666666666,0.18309859154929578,0.052083333333333336,native,sr_64,64.0,cnn_m,23
5,2.469391345977783,0.16666666666666666,0.18309859154929578,0.054961378490790254,native,sr_64,64.0,cnn_m,23
6,2.4670280230672734,0.14285714285714288,0.15492957746478872,0.052625326680921826,native,sr_64,64.0,cnn_m,23
7,2.4648164623662043,0.10714285714285714,0.11267605633802817,0.03809523809523809,native,sr_64,64.0,cnn_m,23
8,2.4623823467053865,0.10714285714285714,0.11267605633802817,0.041666666666666664,native,sr_64,64.0,cnn_m,23
9,2.4599048238051564,0.09523809523809523,0.09859154929577464,0.03185185185185185,native,sr_64,64.0,cnn_m,23
10,2.457190423262747,0.09523809523809523,0.09859154929577464,0.03018018018018018,native,sr_64,64.0,cnn_m,23
11,2.4550640407361484,0.08333333333333333,0.08450704225352113,0.013157894736842105,native,sr_64,64.0,cnn_m,23
12,2.452273426557842,0.09523809523809523,0.09859154929577464,0.03185185185185185,native,sr_64,64.0,cnn_m,23
13,2.449478026440269,0.09523809523809523,0.09859154929577464,0.03018018018018018,native,sr_64,64.0,cnn_m,23
14,2.4465189406746313,0.10714285714285714,0.11267605633802817,0.04206349206349206,native,sr_64,64.0,cnn_m,23
1,2.458060648566798,0.1994047619047619,0.19718309859154928,0.1119047619047619,native,sr_200,200.0,cnn_l,23
2,2.261735637564408,0.13293650793650794,0.15492957746478872,0.06754273504273504,native,sr_200,200.0,cnn_l,23
3,2.162466408077039,0.1011904761904762,0.11267605633802817,0.06311368607194379,native,sr_200,200.0,cnn_l,23
4,2.073419741580361,0.12698412698412698,0.14084507042253522,0.08873947689737162,native,sr_200,200.0,cnn_l,23
5,2.0094787447076095,0.11507936507936507,0.1267605633802817,0.08193938744913258,native,sr_200,200.0,cnn_l,23
6,1.9357513402637683,0.16468253968253968,0.18309859154929578,0.13322482038029873,native,sr_200,200.0,cnn_l,23
7,1.8708360496320222,0.16071428571428573,0.18309859154929578,0.13699836199836202,native,sr_200,200.0,cnn_l,23
8,1.8083471135089273,0.1884920634920635,0.2112676056338028,0.15166731416731416,native,sr_200,200.0,cnn_l,23
9,1.7513619924846449,0.22817460317460314,0.2535211267605634,0.20578703703703702,native,sr_200,200.0,cnn_l,23
10,1.6794330509085404,0.27579365079365076,0.30985915492957744,0.23754269080356036,native,sr_200,200.0,cnn_l,23
11,1.6257657678503739,0.29365079365079366,0.323943661971831,0.26390415140415135,native,sr_200,200.0,cnn_l,23
12,1.5603839623300653,0.251984126984127,0.28169014084507044,0.21586723390128962,native,sr_200,200.0,cnn_l,23
13,1.5095038213227925,0.3174603174603174,0.352112676056338,0.2790827228327228,native,sr_200,200.0,cnn_l,23
14,1.4529535017515485,0.34880952380952374,0.38028169014084506,0.2979786417286417,native,sr_200,200.0,cnn_l,23
15,1.3850027310220818,0.3011904761904762,0.323943661971831,0.2871661834897129,native,sr_200,200.0,cnn_l,23
16,1.3284345275477358,0.3125,0.3380281690140845,0.27467439967439966,native,sr_200,200.0,cnn_l,23
17,1.2847276436655144,0.3507936507936507,0.38028169014084506,0.3033213375318638,native,sr_200,200.0,cnn_l,23
18,1.2201349785453395,0.36448412698412697,0.38028169014084506,0.3513463145042092,native,sr_200,200.0,cnn_l,23
19,1.1782874634391383,0.3815476190476191,0.4084507042253521,0.3507248923915591,native,sr_200,200.0,cnn_l,23
20,1.1241775964435778,0.3456349206349206,0.352112676056338,0.2901848753241942,native,sr_200,200.0,cnn_l,23
21,1.0742836751435931,0.28531746031746025,0.30985915492957744,0.265096453254348,native,sr_200,200.0,cnn_l,23
22,1.0431117384057296,0.33769841269841266,0.352112676056338,0.2905832593332593,native,sr_200,200.0,cnn_l,23
23,0.9912182149134184,0.35753968253968255,0.36619718309859156,0.3263532763532764,native,sr_200,200.0,cnn_l,23
24,0.9448058498533148,0.39444444444444443,0.4225352112676056,0.3378779401999216,native,sr_200,200.0,cnn_l,23
25,0.9228446910255834,0.2890873015873016,0.29577464788732394,0.2492835624414572,native,sr_200,200.0,cnn_l,23
26,0.8661329426263508,0.3875,0.39436619718309857,0.3506921509862686,native,sr_200,200.0,cnn_l,23
27,0.8282384351680153,0.4071428571428571,0.43661971830985913,0.3451014263514263,native,sr_200,200.0,cnn_l,23
28,0.790255530256974,0.45694444444444454,0.4647887323943662,0.4186896981014628,native,sr_200,200.0,cnn_l,23
29,0.7543511867523194,0.3992063492063493,0.4084507042253521,0.36940441381230854,native,sr_200,200.0,cnn_l,23
30,0.7190047496243527,0.425,0.43661971830985913,0.3809223184223185,native,sr_200,200.0,cnn_l,23
31,0.691576499687998,0.4200396825396826,0.4225352112676056,0.3901362526362526,native,sr_200,200.0,cnn_l,23
32,0.6476219936421043,0.42996031746031743,0.4507042253521127,0.3688750862663906,native,sr_200,200.0,cnn_l,23
33,0.6175294261229666,0.4478174603174603,0.4507042253521127,0.41718050468050466,native,sr_200,200.0,cnn_l,23
34,0.5843076065966958,0.3734126984126985,0.36619718309859156,0.32374851455733805,native,sr_200,200.0,cnn_l,23
35,0.5534521190743698,0.44781746031746034,0.4647887323943662,0.4124857168974816,native,sr_200,200.0,cnn_l,23
36,0.5220004684046695,0.3972222222222222,0.4084507042253521,0.3771797025793189,native,sr_200,200.0,cnn_l,23
37,0.4887138586295278,0.4130952380952381,0.4084507042253521,0.3898284950916529,native,sr_200,200.0,cnn_l,23
38,0.4808180714908399,0.36408730158730157,0.38028169014084506,0.3141799742225439,native,sr_200,200.0,cnn_l,23
1,2.482513457850406,0.125,0.14084507042253522,0.07323232323232323,native,sr_64,64.0,cnn_l,23
2,2.236407561051218,0.13888888888888887,0.15492957746478872,0.07222222222222222,native,sr_64,64.0,cnn_l,23
3,2.062713090996993,0.11904761904761905,0.1267605633802817,0.04895833333333333,native,sr_64,64.0,cnn_l,23
4,1.90400173664093,0.22023809523809523,0.23943661971830985,0.16867114367114366,native,sr_64,64.0,cnn_l,23
5,1.776484741662678,0.23809523809523805,0.2676056338028169,0.1825793650793651,native,sr_64,64.0,cnn_l,23
6,1.6441848993301391,0.29365079365079366,0.323943661971831,0.25535061580458,native,sr_64,64.0,cnn_l,23
7,1.5195786902779027,0.3055555555555555,0.3380281690140845,0.2735042735042735,native,sr_64,64.0,cnn_l,23
8,1.4058651710811414,0.2638888888888889,0.29577464788732394,0.20799145299145302,native,sr_64,64.0,cnn_l,23
9,1.2979955359509117,0.29166666666666663,0.323943661971831,0.26380193880193875,native,sr_64,64.0,cnn_l,23
10,1.1867743617609927,0.36408730158730157,0.39436619718309857,0.33205386655043406,native,sr_64,64.0,cnn_l,23
11,1.088129979685733,0.30357142857142855,0.3380281690140845,0.24431353670484104,native,sr_64,64.0,cnn_l,23
12,0.9909091780060216,0.3628968253968254,0.39436619718309857,0.3289921431225779,native,sr_64,64.0,cnn_l,23
13,0.8984472180667676,0.46428571428571425,0.4788732394366197,0.43302808302808304,native,sr_64,64.0,cnn_l,23
14,0.8165698214581139,0.3436507936507937,0.36619718309859156,0.2861779560308972,native,sr_64,64.0,cnn_l,23
15,0.726043973470989,0.5392857142857143,0.5492957746478874,0.5259375972611267,native,sr_64,64.0,cnn_l,23
16,0.6489444858149478,0.5273809523809524,0.5352112676056338,0.4969067969067969,native,sr_64,64.0,cnn_l,23
17,0.5803526765421817,0.4696428571428571,0.4788732394366197,0.4697670521199933,native,sr_64,64.0,cnn_l,23
18,0.516449879345141,0.563888888888889,0.5633802816901409,0.5552339272927509,native,sr_64,64.0,cnn_l,23
19,0.4608955649953139,0.4924603174603175,0.49295774647887325,0.4872201872201872,native,sr_64,64.0,cnn_l,23
20,0.4028303409877576,0.5668650793650793,0.5633802816901409,0.538508495861437,native,sr_64,64.0,cnn_l,23
