epoch,train_loss,val_balanced_accuracy,val_accuracy,view,group,sampling_rate_hz,variant,seed
1,2.564849853515625,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
2,2.536780834197998,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
3,2.512847661972046,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
4,2.4933862686157227,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
5,2.4783594608306885,0.06944444444444443,0.07042253521126761,native,sr_200,200.0,cnn_s,11
6,2.4672091007232666,0.06944444444444443,0.07042253521126761,native,sr_200,200.0,cnn_s,11
7,2.458981513977051,0.06944444444444443,0.07042253521126761,native,sr_200,200.0,cnn_s,11
8,2.452676773071289,0.041666666666666664,0.04225352112676056,native,sr_200,200.0,cnn_s,11
9,2.447514533996582,0.041666666666666664,0.04225352112676056,native,sr_200,200.0,cnn_s,11
10,2.442976713180542,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
11,2.438753366470337,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
12,2.4346776008605957,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
13,2.430671215057373,0.041666666666666664,0.04225352112676056,native,sr_200,200.0,cnn_s,11
14,2.426704168319702,0.041666666666666664,0.04225352112676056,native,sr_200,200.0,cnn_s,11
15,2.422774076461792,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
16,2.418889045715332,0.05555555555555555,0.056338028169014086,native,sr_200,200.0,cnn_s,11
17,2.415062189102173,0.05833333333333333,0.056338028169014086,native,sr_200,200.0,cnn_s,11
18,2.4113047122955322,0.05833333333333333,0.056338028169014086,native,sr_200,200.0,cnn_s,11
19,2.4076247215270996,0.05833333333333333,0.056338028169014086,native,sr_200,200.0,cnn_s,11
20,2.4040260314941406,0.041666666666666664,0.04225352112676056,native,sr_200,200.0,cnn_s,11
21,2.400507688522339,0.041666666666666664,0.04225352112676056,native,sr_200,200.0,cnn_s,11
22,2.397064447402954,0.041666666666666664,0.04225352112676056,native,sr_200,200.0,cnn_s,11
23,2.3936872482299805,0.06746031746031746,0.07042253521126761,native,sr_200,200.0,cnn_s,11
24,2.390366315841675,0.06746031746031746,0.07042253521126761,native,sr_200,200.0,cnn_s,11
25,2.387092113494873,0.08134920634920634,0.08450704225352113,native,sr_200,200.0,cnn_s,11
26,2.3838586807250977,0.09325396825396824,0.09859154929577464,native,sr_200,200.0,cnn_s,11
27,2.3806662559509277,0.07936507936507935,0.08450704225352113,native,sr_200,200.0,cnn_s,11
28,2.3775217533111572,0.07936507936507935,0.08450704225352113,native,sr_200,200.0,cnn_s,11
29,2.374438524246216,0.07936507936507935,0.08450704225352113,native,sr_200,200.0,cnn_s,11
30,2.3714349269866943,0.07936507936507935,0.08450704225352113,native,sr_200,200.0,cnn_s,11
31,2.368530750274658,0.07936507936507935,0.08450704225352113,native,sr_200,200.0,cnn_s,11
32,2.365743637084961,0.09126984126984126,0.09859154929577464,native,sr_200,200.0,cnn_s,11
33,2.3630833625793457,0.09126984126984126,0.09859154929577464,native,sr_200,200.0,cnn_s,11
34,2.3605501651763916,0.10317460317460315,0.11267605633802817,native,sr_200,200.0,cnn_s,11
35,2.3581323623657227,0.10317460317460315,0.11267605633802817,native,sr_200,200.0,cnn_s,11
36,2.3558101654052734,0.11507936507936507,0.1267605633802817,native,sr_200,200.0,cnn_s,11
37,2.3535587787628174,0.11507936507936507,0.1267605633802817,native,sr_200,200.0,cnn_s,11
38,2.351353645324707,0.11507936507936507,0.1267605633802817,native,sr_200,200.0,cnn_s,11
39,2.349174976348877,0.12698412698412698,0.14084507042253522,native,sr_200,200.0,cnn_s,11
40,2.347010850906372,0.13888888888888887,0.15492957746478872,native,sr_200,200.0,cnn_s,11
41,2.3448569774627686,0.13888888888888887,0.15492957746478872,native,sr_200,200.0,cnn_s,11
42,2.3427162170410156,0.13888888888888887,0.15492957746478872,native,sr_200,200.0,cnn_s,11
43,2.3405957221984863,0.13888888888888887,0.15492957746478872,native,sr_200,200.0,cnn_s,11
44,2.338503122329712,0.12698412698412698,0.14084507042253522,native,sr_200,200.0,cnn_s,11
45,2.3364455699920654,0.12698412698412698,0.14084507042253522,native,sr_200,200.0,cnn_s,11
46,2.3344273567199707,0.12698412698412698,0.14084507042253522,native,sr_200,200.0,cnn_s,11
47,2.332449436187744,0.12698412698412698,0.14084507042253522,native,sr_200,200.0,cnn_s,11
48,2.330509662628174,0.12698412698412698,0.14084507042253522,native,sr_200,200.0,cnn_s,11
49,2.3286056518554688,0.1388888888888889,0.15492957746478872,native,sr_200,200.0,cnn_s,11
50,2.3267335891723633,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
51,2.324892044067383,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
52,2.3230810165405273,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
53,2.3213014602661133,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
54,2.3195548057556152,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
55,2.3178417682647705,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
56,2.316162109375,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
57,2.3145129680633545,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
58,2.3128912448883057,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
59,2.311293125152588,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
60,2.3097147941589355,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
61,2.308154344558716,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
62,2.306610345840454,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
63,2.3050832748413086,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
64,2.3035738468170166,0.15079365079365079,0.16901408450704225,native,sr_200,200.0,cnn_s,11
65,2.3020832538604736,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
66,2.300612449645996,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
67,2.299161911010742,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
68,2.297731637954712,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
69,2.296320915222168,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
70,2.294929027557373,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
71,2.29355525970459,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
72,2.292198657989502,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
73,2.2908594608306885,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
74,2.289537191390991,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
75,2.288231372833252,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
76,2.2869412899017334,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
77,2.2856667041778564,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
78,2.284406900405884,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
79,2.283160924911499,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
80,2.2819290161132812,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
81,2.280710220336914,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
82,2.2795040607452393,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
83,2.278311014175415,0.1626984126984127,0.18309859154929578,native,sr_200,200.0,cnn_s,11
1,2.5858383178710938,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
2,2.5579729080200195,0.041666666666666664,0.04225352112676056,native,sr_64,64.0,cnn_s,11
3,2.533996343612671,0.041666666666666664,0.04225352112676056,native,sr_64,64.0,cnn_s,11
4,2.5140175819396973,0.041666666666666664,0.04225352112676056,native,sr_64,64.0,cnn_s,11
5,2.4978880882263184,0.041666666666666664,0.04225352112676056,native,sr_64,64.0,cnn_s,11
6,2.485043525695801,0.041666666666666664,0.04225352112676056,native,sr_64,64.0,cnn_s,11
7,2.474691152572632,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
8,2.4660706520080566,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
9,2.4585986137390137,0.013888888888888888,0.014084507042253521,native,sr_64,64.0,cnn_s,11
10,2.4518868923187256,0.013888888888888888,0.014084507042253521,native,sr_64,64.0,cnn_s,11
11,2.4456982612609863,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
12,2.4398982524871826,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
13,2.43441104888916,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
14,2.429187297821045,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
15,2.4241843223571777,0.041666666666666664,0.04225352112676056,native,sr_64,64.0,cnn_s,11
16,2.4193575382232666,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
17,2.4146623611450195,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
18,2.410057783126831,0.027777777777777776,0.028169014084507043,native,sr_64,64.0,cnn_s,11
19,2.405512809753418,0.041666666666666664,0.04225352112676056,native,sr_64,64.0,cnn_s,11
