view,group,sampling_rate_hz,variant,seed,best_epoch,best_val_balanced_accuracy,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,cnn_accuracy,cnn_balanced_accuracy,cnn_macro_f1,linear_probe_accuracy,linear_probe_balanced_accuracy,linear_probe_macro_f1,linear_probe_best_epoch,linear_probe_best_val_balanced_accuracy,knn_accuracy,knn_balanced_accuracy,knn_macro_f1,knn_selected_k
native,sr_200,200.0,cnn_s,11,1,0.08333333333333333,0.0868421052631579,0.0872865275142315,0.023968678380443087,0.08450704225352113,0.08333333333333333,0.013513513513513514,0.046153846153846156,0.05000000000000001,0.013480392156862744,0.16923076923076924,0.16547619047619047,0.13505892255892255,53,0.1626984126984127,0.16923076923076924,0.2265873015873016,0.1769036519036519,5
native,sr_64,64.0,cnn_s,11,3,0.06944444444444443,0.06578947368421052,0.0629348513598988,0.017789977721841276,0.07042253521126761,0.06944444444444443,0.018504719324391457,0.03076923076923077,0.03333333333333333,0.006060606060606061,0.3076923076923077,0.276984126984127,0.23954378954378955,64,0.13888888888888887,0.16923076923076924,0.15515873015873016,0.137625313283208,15
native,sr_200,200.0,cnn_m,11,9,0.19047619047619047,0.16578947368421051,0.15584415584415587,0.07987874678368302,0.2112676056338028,0.19047619047619047,0.09018537768537767,0.13846153846153847,0.1130952380952381,0.04805491990846681,0.3230769230769231,0.3662698412698413,0.3206853059794236,19,0.3009920634920635,0.27692307692307694,0.2551587301587302,0.2619144744144744,1
native,sr_64,64.0,cnn_m,11,8,0.17857142857142858,0.18157894736842106,0.1710572107630931,0.07921976915446813,0.19718309859154928,0.17857142857142858,0.07098155467720685,0.18461538461538463,0.15476190476190477,0.08026960784313726,0.3230769230769231,0.3674603174603175,0.3440656565656566,27,0.29345238095238096,0.24615384615384617,0.22460317460317458,0.22125880941670417,3
native,sr_200,200.0,cnn_l,11,27,0.4785714285714286,0.9236842105263158,0.9204819449804363,0.9260850658912498,0.4788732394366197,0.4785714285714286,0.46472781031604554,0.5076923076923077,0.544047619047619,0.5350071225071225,0.49230769230769234,0.5178571428571429,0.5272692585192585,17,0.46468253968253975,0.5230769230769231,0.5654761904761905,0.525941650941651,15
native,sr_64,64.0,cnn_l,11,28,0.5718253968253969,1.0,1.0,1.0,0.5774647887323944,0.5718253968253969,0.5512895601130895,0.5384615384615384,0.567063492063492,0.5822233322233323,0.5538461538461539,0.5742063492063492,0.5636760899918795,2,0.5462301587301588,0.5538461538461539,0.5761904761904763,0.5894133644133643,10
native,sr_200,200.0,cnn_s,23,1,0.08333333333333333,0.08421052631578947,0.08333333333333333,0.012976480129764802,0.09859154929577464,0.08333333333333333,0.014957264957264958,0.09230769230769231,0.08333333333333333,0.014084507042253521,0.23076923076923078,0.2115079365079365,0.1744829244829245,18,0.20793650793650795,0.16923076923076924,0.15436507936507934,0.15702861952861952,7
native,sr_64,64.0,cnn_s,23,1,0.08333333333333333,0.08421052631578947,0.08333333333333333,0.012976480129764802,0.09859154929577464,0.08333333333333333,0.014957264957264958,0.09230769230769231,0.08333333333333333,0.014084507042253521,0.26153846153846155,0.25357142857142856,0.22984006734006734,26,0.1851190476190476,0.2,0.1773809523809524,0.19066786971198735,5
native,sr_200,200.0,cnn_m,23,6,0.14087301587301587,0.15263157894736842,0.14184704184704186,0.04604261796042617,0.15492957746478872,0.14087301587301587,0.04365079365079364,0.15384615384615385,0.13333333333333333,0.04206349206349206,0.4153846153846154,0.45714285714285724,0.45730588855588855,54,0.34682539682539676,0.2153846153846154,0.18928571428571428,0.1644544997486174,10
native,sr_64,64.0,cnn_m,23,4,0.16666666666666666,0.15526315789473685,0.14437229437229437,0.04848196195832955,0.18309859154929578,0.16666666666666666,0.052083333333333336,0.16923076923076924,0.15,0.050505050505050504,0.4,0.4507936507936508,0.4141053391053391,38,0.3547619047619048,0.27692307692307694,0.2464285714285714,0.2126765143069491,20
native,sr_200,200.0,cnn_l,23,28,0.45694444444444454,0.9210526315789473,0.9199126150144569,0.9217366830336465,0.4647887323943662,0.45694444444444454,0.4186896981014628,0.49230769230769234,0.4575396825396825,0.4468706674589027,0.5692307692307692,0.5908730158730159,0.5898763273763274,34,0.4438492063492064,0.5538461538461539,0.5825396825396826,0.583074333074333,5
native,sr_64,64.0,cnn_l,23,30,0.5946428571428571,1.0,1.0,1.0,0.5915492957746479,0.5946428571428571,0.560372307431131,0.5846153846153846,0.6055555555555555,0.6064183501683502,0.5846153846153846,0.6055555555555556,0.582040182040182,11,0.5757936507936509,0.6,0.6242063492063493,0.6102029914529915,5
native,sr_200,200.0,cnn_s,37,1,0.08333333333333333,0.0868421052631579,0.08333333333333333,0.013317191283292978,0.08450704225352113,0.08333333333333333,0.012987012987012986,0.09230769230769231,0.08333333333333333,0.014084507042253521,0.2153846153846154,0.21388888888888888,0.1878588731529908,37,0.18055555555555555,0.2923076923076923,0.2718253968253968,0.2616096866096866,20
native,sr_64,64.0,cnn_s,37,1,0.08333333333333333,0.0868421052631579,0.08333333333333333,0.013317191283292978,0.08450704225352113,0.08333333333333333,0.012987012987012986,0.09230769230769231,0.08333333333333333,0.014084507042253521,0.18461538461538463,0.18134920634920634,0.1565940051234169,41,0.2341269841269841,0.23076923076923078,0.27738095238095234,0.1962962962962963,15
native,sr_200,200.0,cnn_m,37,6,0.2549603174603175,0.13157894736842105,0.12772037694388097,0.06383857915430377,0.2676056338028169,0.2549603174603175,0.15694444444444444,0.13846153846153847,0.11507936507936507,0.054546533713200375,0.3384615384615385,0.38690476190476186,0.3715765715765716,87,0.35277777777777786,0.26153846153846155,0.24206349206349206,0.21545584045584043,20
native,sr_64,64.0,cnn_m,37,7,0.19642857142857142,0.12894736842105264,0.125,0.05286569162221023,0.2112676056338028,0.19642857142857142,0.09802287581699347,0.15384615384615385,0.126984126984127,0.057396306786992514,0.46153846153846156,0.49404761904761907,0.4751498501498501,111,0.38670634920634916,0.2923076923076923,0.2642857142857143,0.24830447330447328,7
native,sr_200,200.0,cnn_l,37,16,0.43234126984126986,0.6447368421052632,0.6343565450828487,0.6207172322957587,0.4647887323943662,0.43234126984126986,0.38662577239942975,0.4153846153846154,0.39325396825396836,0.33713889596242536,0.46153846153846156,0.49007936507936506,0.4928295016530311,10,0.3964285714285714,0.4153846153846154,0.4511904761904762,0.4233607036238614,1
native,sr_64,64.0,cnn_l,37,37,0.5996031746031746,1.0,1.0,1.0,0.5915492957746479,0.5996031746031746,0.5975663225663226,0.5846153846153846,0.6083333333333334,0.5859219647454942,0.5846153846153846,0.6047619047619047,0.5854525104525105,4,0.5599206349206349,0.5692307692307692,0.5908730158730159,0.5622187997187997,3
