view,group,sampling_rate_hz,variant,seed,best_epoch,best_val_balanced_accuracy,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,cnn_accuracy,cnn_balanced_accuracy,cnn_macro_f1,linear_probe_accuracy,linear_probe_balanced_accuracy,linear_probe_macro_f1,linear_probe_best_epoch,linear_probe_best_val_balanced_accuracy,knn_accuracy,knn_balanced_accuracy,knn_macro_f1,knn_selected_k
native,sr_200,200.0,cnn_s,53,18,0.125,0.060526315789473685,0.05715197956577267,0.01691518358185025,0.09859154929577464,0.125,0.028484848484848484,0.06153846153846154,0.05555555555555555,0.011695906432748537,0.2153846153846154,0.20039682539682538,0.15076707606119372,13,0.1773809523809524,0.18461538461538463,0.17301587301587304,0.16439524646046386,20
native,sr_64,64.0,cnn_s,53,1,0.08333333333333333,0.07105263157894737,0.07758620689655173,0.011749347258485641,0.056338028169014086,0.08333333333333333,0.009259259259259259,0.1076923076923077,0.09722222222222222,0.02724014336917563,0.18461538461538463,0.16626984126984126,0.14657954343309035,84,0.18432539682539684,0.2,0.18492063492063493,0.17809597809597807,5
native,sr_200,200.0,cnn_m,53,3,0.1369047619047619,0.10789473684210527,0.10639204545454545,0.058615484588361945,0.14084507042253522,0.1369047619047619,0.08563244384139906,0.1076923076923077,0.09325396825396826,0.051353383458646616,0.35384615384615387,0.3912698412698412,0.3761659636659636,73,0.30238095238095236,0.3230769230769231,0.2968253968253968,0.29812479187479185,5
native,sr_64,64.0,cnn_m,53,3,0.125,0.09473684210526316,0.09541245791245791,0.04461111263702727,0.1267605633802817,0.125,0.06408450704225352,0.13846153846153847,0.11904761904761903,0.06075456498388829,0.38461538461538464,0.41984126984126985,0.3623618340723604,34,0.2529761904761904,0.3230769230769231,0.2908730158730159,0.25762191240132415,20
native,sr_200,200.0,cnn_l,53,31,0.4678571428571429,0.9289473684210526,0.9316008958717403,0.9315382121510399,0.4647887323943662,0.4678571428571429,0.4448010121923165,0.5076923076923077,0.4678571428571429,0.44176729703045486,0.5230769230769231,0.5456349206349208,0.5492303992303992,31,0.41507936507936516,0.5384615384615384,0.4984126984126984,0.5037815126050419,20
native,sr_64,64.0,cnn_l,53,32,0.5807539682539683,1.0,1.0,1.0,0.5774647887323944,0.5807539682539683,0.5475013412513413,0.6153846153846154,0.6305555555555555,0.5811976035660246,0.5692307692307692,0.5861111111111111,0.5434982658666869,3,0.5698412698412698,0.5846153846153846,0.6095238095238095,0.5735339823575116,7
native,sr_200,200.0,cnn_s,71,2,0.027777777777777776,0.05789473684210526,0.05491386029811077,0.02345585036972597,0.028169014084507043,0.027777777777777776,0.0070921985815602835,0.06153846153846154,0.05555555555555555,0.01888276947285602,0.2153846153846154,0.20079365079365077,0.16655376500577737,99,0.20615079365079367,0.2,0.18214285714285713,0.17618215118215116,7
native,sr_64,64.0,cnn_s,71,15,0.04722222222222222,0.08947368421052632,0.08190139855225244,0.04013976382397435,0.04225352112676056,0.04722222222222222,0.015467171717171718,0.06153846153846154,0.05555555555555555,0.028381642512077292,0.23076923076923078,0.20793650793650795,0.19095441595441595,106,0.24583333333333335,0.23076923076923078,0.21547619047619052,0.23014971139971138,20
native,sr_200,200.0,cnn_m,71,14,0.16904761904761903,0.17894736842105263,0.1640031265031265,0.07225115053139601,0.16901408450704225,0.16904761904761903,0.06853801169590643,0.16923076923076924,0.14444444444444446,0.06123237970617975,0.35384615384615387,0.392063492063492,0.3624776095364331,29,0.2984126984126984,0.2923076923076923,0.2567460317460318,0.24384088134088133,10
native,sr_64,64.0,cnn_m,71,1,0.13888888888888887,0.08947368421052632,0.08585858585858586,0.020842755917382782,0.14084507042253522,0.13888888888888887,0.06964006259780907,0.1076923076923077,0.09325396825396826,0.036830357142857144,0.3076923076923077,0.2726190476190476,0.25753968253968257,35,0.285515873015873,0.2923076923076923,0.2650793650793651,0.2503257363551481,5
native,sr_200,200.0,cnn_l,71,46,0.5043650793650793,1.0,1.0,1.0,0.5070422535211268,0.5043650793650793,0.477440797506587,0.5384615384615384,0.5753968253968254,0.5490723328958623,0.46153846153846156,0.4908730158730159,0.49066627816627806,13,0.5023809523809523,0.5384615384615384,0.5658730158730159,0.5618284493284493,5
native,sr_64,64.0,cnn_l,71,22,0.5896825396825397,0.9973684210526316,0.9975490196078431,0.9975825099852847,0.6056338028169014,0.5896825396825397,0.5798637522321732,0.5846153846153846,0.6075396825396825,0.5999389499389499,0.5846153846153846,0.6075396825396825,0.6093253968253968,12,0.5519841269841269,0.5692307692307692,0.5984126984126984,0.601728132978133,5
