variant,stage,l1_mem_shift,l1_beta,l1_tau_mem_ms,coding,objective,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,3250977034,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.48520710059171596,0.4598096348096348,0.4492913742726336,0.41379310344827586,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.36400133682742375,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,2778668308,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5392964674214674,3817858282,"[{""C"": 0.001, ""val_ba"": 0.3448336385836386}, {""C"": 0.01, ""val_ba"": 0.43437673437673435}, {""C"": 0.1, ""val_ba"": 0.5038073038073038}, {""C"": 1.0, ""val_ba"": 0.5384417665667666}, {""C"": 10.0, ""val_ba"": 0.5392964674214674}]",0.8901960784313725,0.891706390569362,0.892384106496176,0.5502958579881657,0.5392964674214674,0.54332243568845,0.4942528735632184,0.48696152703505646,0.4826016633203956,0.49473684210526314,0.4905092592592592,0.48530782083413665,0.4936708860759494,0.48730158730158735,0.4746262509420403
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.6768002830502832,3219945234,"[{""C"": 0.001, ""val_ba"": 0.636077811077811}, {""C"": 0.01, ""val_ba"": 0.6768002830502832}, {""C"": 0.1, ""val_ba"": 0.6545780608280608}, {""C"": 1.0, ""val_ba"": 0.6425380175380175}, {""C"": 10.0, ""val_ba"": 0.6306828588078587}]",0.9705882352941176,0.9687484878210043,0.969739150265431,0.6863905325443787,0.6768002830502832,0.6766996496037326,0.6781609195402298,0.680190907948261,0.6717217172379665,0.6105263157894737,0.60625,0.5949817353842122,0.759493670886076,0.7705357142857142,0.7579439351498175
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,0.1,0.5822354728604728,1405384964,"[{""C"": 0.001, ""val_ba"": 0.3384844322344322}, {""C"": 0.01, ""val_ba"": 0.5043016011766012}, {""C"": 0.1, ""val_ba"": 0.5822354728604728}, {""C"": 1.0, ""val_ba"": 0.5751515845265845}, {""C"": 10.0, ""val_ba"": 0.5280060217560217}]",0.8411764705882353,0.8415165873645619,0.8415182418628953,0.591715976331361,0.5822354728604728,0.5803404709190114,0.46551724137931033,0.45297017116870064,0.445227650534556,0.4421052631578947,0.42685185185185187,0.42564720066655054,0.4936708860759494,0.48333333333333334,0.460451857510681
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.01,0.7212676212676213,3527665401,"[{""C"": 0.001, ""val_ba"": 0.6446591602841603}, {""C"": 0.01, ""val_ba"": 0.7212676212676213}, {""C"": 0.1, ""val_ba"": 0.6973228160728162}, {""C"": 1.0, ""val_ba"": 0.6889627733377733}, {""C"": 10.0, ""val_ba"": 0.6806065462315463}]",0.9921568627450981,0.9916258583811776,0.9921533663469148,0.7218934911242604,0.7212676212676213,0.7162462480237611,0.7528735632183908,0.7534223741944329,0.7407443653708566,0.6947368421052632,0.6868055555555556,0.6741959064327485,0.8227848101265823,0.8348214285714287,0.8148949090125561
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,l1__spike__whole_mean,l1,spike,whole_mean,128,1.0,0.45923486235986233,3127822513,"[{""C"": 0.001, ""val_ba"": 0.3608058608058608}, {""C"": 0.01, ""val_ba"": 0.45247981185481184}, {""C"": 0.1, ""val_ba"": 0.4496389027639027}, {""C"": 1.0, ""val_ba"": 0.45923486235986233}, {""C"": 10.0, ""val_ba"": 0.4359078421578421}]",0.9725490196078431,0.9738041883229895,0.974196053256322,0.46745562130177515,0.45923486235986233,0.44904684313564885,0.4827586206896552,0.4743408348187759,0.46631867327519494,0.4631578947368421,0.45462962962962966,0.4489503158233808,0.5063291139240507,0.5079365079365079,0.493125932709266
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.6703421578421578,1788346329,"[{""C"": 0.001, ""val_ba"": 0.5899354118104118}, {""C"": 0.01, ""val_ba"": 0.6669441669441669}, {""C"": 0.1, ""val_ba"": 0.6703421578421578}, {""C"": 1.0, ""val_ba"": 0.6536754911754912}, {""C"": 10.0, ""val_ba"": 0.6314400876900877}]",1.0,1.0,1.0,0.6804733727810651,0.6703421578421578,0.668018086160827,0.6551724137931034,0.6578728461081402,0.6435222779179592,0.6,0.5958333333333333,0.5786873612321183,0.7215189873417721,0.7315476190476189,0.7066378066378066
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.537842365967366,3231047109,"[{""C"": 0.001, ""val_ba"": 0.3692609473859474}, {""C"": 0.01, ""val_ba"": 0.5002951909201908}, {""C"": 0.1, ""val_ba"": 0.537842365967366}, {""C"": 1.0, ""val_ba"": 0.4604863886113886}, {""C"": 10.0, ""val_ba"": 0.47090305527805526}]",0.9117647058823529,0.9115557673378399,0.9126115349203849,0.5502958579881657,0.537842365967366,0.5374964537306753,0.5402298850574713,0.5323410862013803,0.5286253271808198,0.5157894736842106,0.5009259259259259,0.4981442577030813,0.569620253164557,0.5731150793650794,0.549424186208242
postencode_mask,frozen_replay,2,0.75,54.31342963722199,bb,l2_wcce,0,11,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.1,0.6916906010656011,1615841375,"[{""C"": 0.001, ""val_ba"": 0.5936310217560217}, {""C"": 0.01, ""val_ba"": 0.6789807414807415}, {""C"": 0.1, ""val_ba"": 0.6916906010656011}, {""C"": 1.0, ""val_ba"": 0.6912691475191476}, {""C"": 10.0, ""val_ba"": 0.6452034077034078}]",1.0,1.0,1.0,0.6982248520710059,0.6916906010656011,0.6935789125767756,0.7471264367816092,0.7470683932080991,0.7401263667850295,0.6842105263157895,0.6729166666666666,0.6649086501447182,0.8227848101265823,0.8348214285714285,0.8200702891879361
