variant,stage,l1_mem_shift,l1_beta,l1_tau_mem_ms,coding,objective,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,733928576,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.48520710059171596,0.4598096348096348,0.4492913742726336,0.41379310344827586,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.36400133682742375,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,2227490530,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5522810522810523,128395802,"[{""C"": 0.001, ""val_ba"": 0.30515109890109887}, {""C"": 0.01, ""val_ba"": 0.42089819902319897}, {""C"": 0.1, ""val_ba"": 0.46195609945609944}, {""C"": 1.0, ""val_ba"": 0.5002473221223221}, {""C"": 10.0, ""val_ba"": 0.5522810522810523}]",0.8901960784313725,0.8920694406075098,0.892868282921455,0.5621301775147929,0.5522810522810523,0.5604138120939196,0.4827586206896552,0.4770114893276658,0.47491395638254724,0.4631578947368421,0.46041666666666664,0.4596949891067537,0.5063291139240507,0.5019841269841271,0.4907322209953789
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,1.0,0.6993926212676213,3039617022,"[{""C"": 0.001, ""val_ba"": 0.6206533050283051}, {""C"": 0.01, ""val_ba"": 0.68439165001665}, {""C"": 0.1, ""val_ba"": 0.6980800449550449}, {""C"": 1.0, ""val_ba"": 0.6993926212676213}, {""C"": 10.0, ""val_ba"": 0.6366962898212899}]",1.0,1.0,1.0,0.7100591715976331,0.6993926212676213,0.6997358275869562,0.6839080459770115,0.6872503313679784,0.683558094204646,0.6526315789473685,0.6537037037037037,0.6508870214752568,0.7215189873417721,0.735813492063492,0.7337121212121213
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,10.0,0.49172320734820735,1512930536,"[{""C"": 0.001, ""val_ba"": 0.3521596459096459}, {""C"": 0.01, ""val_ba"": 0.45955988455988456}, {""C"": 0.1, ""val_ba"": 0.48558594183594184}, {""C"": 1.0, ""val_ba"": 0.4908685064935065}, {""C"": 10.0, ""val_ba"": 0.49172320734820735}]",1.0,1.0,1.0,0.4911242603550296,0.49172320734820735,0.4857168777692513,0.46551724137931033,0.46173242607066145,0.45876250333198315,0.4421052631578947,0.4270833333333333,0.43580719962298914,0.4936708860759494,0.5064484126984127,0.4868409368409368
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.1,0.6749403374403374,726057870,"[{""C"": 0.001, ""val_ba"": 0.57999222999223}, {""C"": 0.01, ""val_ba"": 0.6737384143634144}, {""C"": 0.1, ""val_ba"": 0.6749403374403374}, {""C"": 1.0, ""val_ba"": 0.669445831945832}, {""C"": 10.0, ""val_ba"": 0.658681943056943}]",1.0,1.0,1.0,0.6863905325443787,0.6749403374403374,0.6730965580965581,0.7471264367816092,0.7487413730060789,0.7444557965172155,0.7157894736842105,0.7092592592592591,0.7075740901398796,0.7848101265822784,0.8020833333333334,0.7927773615273616
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__spike__whole_mean,l1,spike,whole_mean,128,0.1,0.45610257797757797,132802751,"[{""C"": 0.001, ""val_ba"": 0.36978403540903537}, {""C"": 0.01, ""val_ba"": 0.4549370768120768}, {""C"": 0.1, ""val_ba"": 0.45610257797757797}, {""C"": 1.0, ""val_ba"": 0.45043636918636915}, {""C"": 10.0, ""val_ba"": 0.4516382922632922}]",0.8254901960784313,0.8258337498364838,0.8280612117733451,0.47337278106508873,0.45610257797757797,0.44215084062440474,0.5229885057471264,0.5085964280817222,0.507463630897358,0.5578947368421052,0.5379629629629629,0.5393089165686419,0.4810126582278481,0.4816468253968254,0.46739782548606074
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.01,0.7012161449661449,3695663858,"[{""C"": 0.001, ""val_ba"": 0.6158532439782439}, {""C"": 0.01, ""val_ba"": 0.7012161449661449}, {""C"": 0.1, ""val_ba"": 0.6795777139527139}, {""C"": 1.0, ""val_ba"": 0.6632086663336664}, {""C"": 10.0, ""val_ba"": 0.6945159007659006}]",0.9745098039215686,0.9727130471787381,0.9741998461799831,0.7100591715976331,0.7012161449661449,0.7025019114241321,0.6896551724137931,0.6862539421362951,0.6761923545011781,0.6210526315789474,0.6039351851851852,0.5886842528853566,0.7721518987341772,0.7891865079365079,0.7696942219001043
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.01,0.5183240370740371,812873048,"[{""C"": 0.001, ""val_ba"": 0.3640148046398046}, {""C"": 0.01, ""val_ba"": 0.5183240370740371}, {""C"": 0.1, ""val_ba"": 0.4660287629037629}, {""C"": 1.0, ""val_ba"": 0.48893190143190135}, {""C"": 10.0, ""val_ba"": 0.4774239649239649}]",0.7176470588235294,0.7039409156815113,0.7079173536532942,0.5266272189349113,0.5183240370740371,0.5090402312157287,0.46551724137931033,0.46166615247497605,0.4533605566704458,0.5157894736842106,0.5043981481481481,0.5071167422712045,0.4050632911392405,0.41220238095238093,0.3916047732224203
postencode_mask,frozen_replay,3,0.875,117.0136826471659,bb,l2_wcce,0,37,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,1.0,0.6785096847596849,3751458926,"[{""C"": 0.001, ""val_ba"": 0.5750548063048063}, {""C"": 0.01, ""val_ba"": 0.660877664002664}, {""C"": 0.1, ""val_ba"": 0.656981906981907}, {""C"": 1.0, ""val_ba"": 0.6785096847596849}, {""C"": 10.0, ""val_ba"": 0.6647085553335553}]",1.0,1.0,1.0,0.6804733727810651,0.6785096847596849,0.6733509620434908,0.7011494252873564,0.6963553807303807,0.6941760457541881,0.7052631578947368,0.6999999999999998,0.6933078674564742,0.6962025316455697,0.7053571428571428,0.7022533022533023
