representation_family,condition,requested_duration_ms,samples_per_bin,actual_duration_ms,n_bins,classifier,split_seed,delta_balanced_accuracy_combined60_minus_accel30,delta_balanced_accuracy_combined60_minus_angular30,delta_balanced_accuracy_angular30_minus_accel30,delta_accuracy_combined60_minus_accel30,delta_accuracy_combined60_minus_angular30,delta_accuracy_angular30_minus_accel30,delta_macro_f1_combined60_minus_accel30,delta_macro_f1_combined60_minus_angular30,delta_macro_f1_angular30_minus_accel30
fixed_duration,fixed_0150ms,150.0,10.0,156.25,26,linear,53,0.11706349206349209,0.06001984126984128,0.05704365079365081,0.10465116279069764,0.046511627906976716,0.05813953488372092,0.12232771964229772,0.04305601805601811,0.07927170158627961
fixed_duration,fixed_0150ms,150.0,10.0,156.25,26,5nn,71,-0.00810185185185186,-0.06861772486772486,0.060515873015872995,-0.010309278350515483,-0.061855670103092786,0.0515463917525773,-0.026879569896847366,-0.05944254751445585,0.032562977617608485
fixed_duration,fixed_0150ms,150.0,10.0,156.25,26,linear,71,0.11805555555555558,0.03554894179894197,0.08250661375661361,0.11340206185567003,0.030927835051546393,0.08247422680412364,0.09788375007897587,0.041952282190986234,0.05593146788798964
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,5nn,11,0.05439814814814803,0.019907407407407485,0.034490740740740544,0.05504587155963303,0.027522935779816515,0.027522935779816515,0.07657966920404013,0.0010659471056786995,0.07551372209836144
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,linear,11,0.03518518518518521,0.09976851851851853,-0.06458333333333333,0.03669724770642202,0.09174311926605505,-0.05504587155963303,0.040453071180625466,0.09259896647801003,-0.05214589529738456
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,5nn,23,0.04927248677248669,0.03769841269841262,0.01157407407407407,0.04255319148936171,0.04255319148936171,0.0,0.05957990459887991,0.04233780573913393,0.01724209885974598
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,linear,23,0.06051587301587308,0.054133597883597895,0.006382275132275184,0.05319148936170209,0.07446808510638292,-0.021276595744680826,0.06478770606625411,0.06147020069738468,0.0033175053688694334
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,5nn,37,0.03849206349206352,0.010912698412698374,0.027579365079365148,0.040000000000000036,0.0,0.040000000000000036,0.010887690049589338,-0.006286440168019103,0.01717413021760844
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,linear,37,0.08333333333333326,0.04365079365079361,0.03968253968253965,0.09333333333333338,0.040000000000000036,0.053333333333333344,0.08874252109546232,0.05247594968957203,0.03626657140589029
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,5nn,53,0.03968253968253965,0.023809523809523836,0.015873015873015817,0.04651162790697677,0.023255813953488358,0.023255813953488413,0.06191108626009595,0.04057238047741729,0.021338705782678657
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,linear,53,0.044642857142857095,-0.09871031746031739,0.14335317460317448,0.046511627906976716,-0.1046511627906977,0.1511627906976744,0.03860268969301145,-0.11692592538180768,0.15552861507481913
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,5nn,71,0.11342592592592593,0.056216931216931165,0.057208994708994765,0.10309278350515466,0.05154639175257736,0.0515463917525773,0.1280585527661527,0.0668066660832316,0.061251886682921086
fixed_duration,fixed_0250ms,250.0,16.0,250.0,16,linear,71,0.026620370370370405,-0.08482142857142849,0.1114417989417989,0.02061855670103091,-0.08247422680412375,0.10309278350515466,0.019108462636359957,-0.07149663940029405,0.090605102036654
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,5nn,11,0.05694444444444441,-0.042592592592592515,0.09953703703703692,0.04587155963302747,-0.03669724770642202,0.08256880733944949,0.061665219257805826,-0.02245114053584818,0.084116359793654
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,linear,11,0.12523148148148155,0.09675925925925932,0.028472222222222232,0.11926605504587162,0.0825688073394496,0.03669724770642202,0.1253230206201671,0.08921222191009515,0.036110798710071945
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,5nn,23,0.10677910052910056,0.020370370370370428,0.08640873015873013,0.09574468085106386,0.03191489361702127,0.06382978723404259,0.11640569880607826,0.027496019775431535,0.08890967903064673
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,linear,23,0.10714285714285704,0.037698412698412564,0.06944444444444448,0.10638297872340424,0.042553191489361764,0.06382978723404248,0.11172521731188217,0.049855485545349576,0.0618697317665326
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,5nn,37,-0.01051587301587309,0.00515873015873014,-0.01567460317460323,0.013333333333333364,0.013333333333333364,0.0,-0.022981811217105463,0.024850217864923696,-0.04783202908202916
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,linear,37,0.028968253968253976,0.12182539682539673,-0.09285714285714275,0.040000000000000036,0.12,-0.07999999999999996,0.028971491471491473,0.1261757986022693,-0.09720430713077782
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,5nn,53,-0.008432539682539708,-0.047619047619047616,0.03918650793650791,0.0,-0.04651162790697677,0.04651162790697677,-0.018471488372383466,-0.055621321110451455,0.03714983273806799
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,linear,53,0.18551587301587297,-0.045634920634920695,0.23115079365079366,0.17441860465116277,-0.04651162790697683,0.2209302325581396,0.20650876900876913,-0.041507867920406616,0.24801663692917575
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,5nn,71,0.15128968253968256,-0.03621031746031739,0.18749999999999994,0.13402061855670105,-0.030927835051546337,0.1649484536082474,0.1317127289921407,-0.05672308556596489,0.1884358145581056
fixed_duration,fixed_0350ms,350.0,22.0,343.75,12,linear,71,0.19097222222222238,-0.013558201058200936,0.2045304232804233,0.1855670103092783,-0.010309278350515538,0.19587628865979384,0.1798967957185192,-0.004834007008929553,0.18473080272744874
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,5nn,11,0.12662037037037044,0.024074074074074026,0.10254629629629641,0.12844036697247707,0.01834862385321101,0.11009174311926606,0.1364613132156991,0.03701259367903598,0.09944871953666312
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,linear,11,0.07407407407407407,0.08356481481481481,-0.009490740740740744,0.07339449541284404,0.0825688073394496,-0.00917431192660556,0.06224234213785296,0.07003770939529452,-0.0077953672574415656
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,5nn,23,0.06408730158730142,0.052910052910052796,0.011177248677248619,0.05319148936170215,0.06382978723404259,-0.010638297872340441,0.04568511672092235,0.053343784503204816,-0.007658667782282469
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,linear,23,0.13029100529100535,0.09718915343915357,0.03310185185185177,0.1382978723404255,0.0957446808510638,0.04255319148936171,0.1329081648444026,0.10157328391983117,0.03133488092457143
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,5nn,37,0.022420634920635008,-0.05456349206349198,0.07698412698412699,0.013333333333333308,-0.06666666666666665,0.07999999999999996,0.022845940609098447,-0.038351413235314324,0.06119735384441277
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,linear,37,0.036706349206349076,0.018650793650793585,0.01805555555555549,0.040000000000000036,0.013333333333333308,0.026666666666666727,0.0256753995918082,0.01878824148560998,0.006887158106198221
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,5nn,53,0.05704365079365087,-0.03968253968253965,0.09672619047619052,0.05813953488372092,-0.04651162790697677,0.1046511627906977,0.05872516572980971,-0.06843213751444999,0.1271573032442597
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,linear,53,0.05605158730158727,0.018849206349206393,0.037202380952380876,0.05813953488372092,0.023255813953488413,0.03488372093023251,0.053163870443282135,0.013031886843806295,0.04013198359947584
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,5nn,71,0.06167328042328046,-0.06448412698412698,0.12615740740740744,0.0515463917525773,-0.061855670103092786,0.11340206185567009,0.07214825178834472,-0.05123130101104928,0.123379552799394
fixed_duration,fixed_0450ms,450.0,29.0,453.125,9,linear,71,0.12070105820105831,-0.01620370370370383,0.13690476190476214,0.11340206185567014,-0.010309278350515427,0.12371134020618557,0.12455679735736513,-0.011895341438348472,0.1364521387957136
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,5nn,11,0.0983796296296297,0.03587962962962954,0.06250000000000017,0.091743119266055,0.02752293577981646,0.06422018348623854,0.11699677690614102,0.032564518847722046,0.08443225805841897
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,linear,11,0.04976851851851849,0.09560185185185177,-0.04583333333333328,0.05504587155963303,0.09174311926605505,-0.03669724770642202,0.04763776385293417,0.0843719697628369,-0.03673420590990273
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,5nn,23,0.07232142857142859,0.008432539682539708,0.06388888888888888,0.05319148936170215,0.010638297872340441,0.04255319148936171,0.04561312204618845,0.01584954529748589,0.029763576748702558
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,linear,23,0.06527777777777777,-0.03852513227513221,0.10380291005290998,0.05319148936170209,-0.04255319148936171,0.0957446808510638,0.06800919149766005,-0.041957576116502804,0.10996676761416285
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,5nn,37,0.0831349206349205,0.002579365079364959,0.08055555555555555,0.07999999999999996,-0.01333333333333342,0.09333333333333338,0.06725194030181231,0.0029021223874163837,0.06434981791439592
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,linear,37,0.1607142857142857,0.0801587301587301,0.0805555555555556,0.17333333333333334,0.07999999999999996,0.09333333333333338,0.1468661873553178,0.07461496836496839,0.07225121899034942
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,5nn,53,0.015376984126984072,-0.008928571428571397,0.02430555555555547,0.023255813953488358,0.0,0.023255813953488358,0.021099792743015267,-0.013347092071516686,0.03444688481453195
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,linear,53,0.0585317460317461,-0.011904761904761862,0.07043650793650796,0.05813953488372098,-0.011627906976744096,0.06976744186046507,0.06380297262650197,0.0037151616872979076,0.06008781093920407
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,5nn,71,0.17195767195767203,-0.003637566137566106,0.17559523809523814,0.15463917525773196,-0.010309278350515483,0.16494845360824745,0.19782943091766625,-0.002831484391081829,0.20066091530874808
fixed_duration,fixed_0550ms,550.0,35.0,546.875,8,linear,71,0.13310185185185192,-0.009920634920634885,0.1430224867724868,0.12371134020618557,-0.010309278350515427,0.134020618556701,0.1243794006741577,-0.01346898460069812,0.13784838527485582
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,5nn,11,0.11087962962962966,0.062268518518518556,0.048611111111111105,0.110091743119266,0.06422018348623848,0.045871559633027525,0.12732951960893135,0.05831800351924188,0.06901151608968947
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,linear,11,0.06851851851851853,0.032638888888888995,0.03587962962962954,0.06422018348623859,0.03669724770642202,0.02752293577981657,0.07712475694260146,0.026001556827150107,0.05112320011545135
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,5nn,23,0.12705026455026452,-0.0026455026455026176,0.12969576719576714,0.10638297872340424,0.0,0.10638297872340424,0.1136363228274993,0.007599345099345067,0.10603697772815424
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,linear,23,0.12463624338624346,0.04444444444444451,0.08019179894179895,0.11702127659574468,0.04255319148936165,0.07446808510638303,0.15237802120175686,0.06859928358784195,0.08377873761391491
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,5nn,37,0.10000000000000003,0.08392857142857146,0.01607142857142857,0.10666666666666669,0.09333333333333332,0.013333333333333364,0.10491831225190351,0.10249353974199171,0.002424772509911799
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,linear,37,0.08730158730158744,-0.009920634920634885,0.09722222222222232,0.09333333333333338,-0.013333333333333308,0.10666666666666669,0.10237447737447747,0.011629805379805291,0.09074467199467218
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,5nn,53,0.08382936507936509,-0.025793650793650813,0.1096230158730159,0.09302325581395349,-0.011627906976744207,0.1046511627906977,0.08868959199841558,-0.019543643105024155,0.10823323510343974
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,linear,53,0.21329365079365087,-0.027281746031745824,0.2405753968253967,0.2093023255813954,-0.011627906976744207,0.2209302325581396,0.21082509108824893,-0.022955601902970302,0.23378069299121923
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,5nn,71,0.1339285714285714,-0.01967592592592593,0.15360449735449733,0.134020618556701,-0.010309278350515483,0.14432989690721648,0.12169725645908513,-0.027721107395020428,0.14941836385410556
fixed_duration,fixed_0650ms,650.0,42.0,656.25,7,linear,71,0.16319444444444448,0.007440476190476164,0.1557539682539683,0.16494845360824745,0.020618556701030966,0.14432989690721648,0.14980389207584438,0.004003983370990949,0.14579990870485343
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,5nn,11,0.09189814814814817,0.025925925925925963,0.06597222222222221,0.08256880733944955,0.027522935779816515,0.05504587155963303,0.11683431755349127,0.02713729352210198,0.0896970240313893
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,linear,11,0.07523148148148162,0.06388888888888888,0.011342592592592737,0.0825688073394496,0.06422018348623859,0.01834862385321101,0.07681900479383319,0.06968076260124323,0.007138242192589961
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,5nn,23,0.061309523809523814,-0.022123015873015905,0.08343253968253972,0.05319148936170209,-0.010638297872340441,0.06382978723404253,0.07048468131959373,-0.02379177343480221,0.09427645475439594
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,linear,23,0.02774470899470899,0.03257275132275139,-0.004828042328042403,0.021276595744680826,0.03191489361702127,-0.010638297872340441,0.038191753217108215,0.02266181637345327,0.015529936843654946
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,5nn,37,-0.02162698412698405,-0.08234126984126983,0.060714285714285776,-0.026666666666666727,-0.08000000000000007,0.053333333333333344,-0.031414609355785716,-0.07364067033184674,0.04222606097606102
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,linear,37,0.0811507936507937,-0.0007936507936506798,0.08194444444444438,0.08000000000000007,0.0,0.08000000000000007,0.053647911542648585,0.02187268069621018,0.03177523084643841
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,5nn,53,0.05704365079365081,-0.07490079365079372,0.13194444444444453,0.05813953488372092,-0.06976744186046513,0.12790697674418605,0.03156755660908239,-0.09462947725565019,0.12619703386473258
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,linear,53,0.11607142857142855,0.0798611111111111,0.03621031746031744,0.10465116279069764,0.08139534883720928,0.023255813953488358,0.12599303359752273,0.10028983224315707,0.025703201354365657
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,5nn,71,0.0806878306878307,-0.02116402116402122,0.10185185185185192,0.07216494845360821,-0.020618556701030966,0.09278350515463918,0.08055973099325253,-0.026119507360280236,0.10667923835353277
fixed_duration,fixed_0750ms,750.0,48.0,750.0,6,linear,71,0.0355489417989418,-0.0219907407407407,0.0575396825396825,0.030927835051546393,-0.020618556701030855,0.05154639175257725,0.04044958667636683,-0.030612018743833347,0.07106160542020018
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,5nn,11,0.06550925925925927,0.06898148148148159,-0.003472222222222321,0.06422018348623848,0.06422018348623848,0.0,0.07703244658661501,0.07688782179965392,0.0001446247869610895
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,linear,11,0.0025462962962963243,0.06319444444444428,-0.06064814814814795,0.00917431192660556,0.06422018348623854,-0.055045871559632975,0.0016674785581585194,0.06260090213650565,-0.060933423578347135
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,5nn,23,0.03796296296296303,-0.0014880952380951773,0.03945105820105821,0.03191489361702127,0.0,0.03191489361702127,0.02885011230599477,0.005575382749295921,0.023274729556698848
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,linear,23,0.09173280423280422,-0.0017857142857143349,0.09351851851851856,0.08510638297872336,0.010638297872340385,0.07446808510638298,0.11263712872908277,0.001351518914061156,0.11128560981502161
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,5nn,37,0.1605158730158731,-0.049404761904761896,0.209920634920635,0.15999999999999998,-0.040000000000000036,0.2,0.16784546383331544,-0.04329288039326401,0.21113834422657946
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,linear,37,0.07757936507936503,0.009920634920634996,0.06765873015873003,0.08000000000000002,0.013333333333333308,0.06666666666666671,0.048808285940638796,0.021289027306829245,0.02751925863380955
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,5nn,53,0.0,-0.01438492063492064,0.01438492063492064,0.011627906976744151,-0.011627906976744207,0.023255813953488358,-0.005116282788917015,-0.010167508789799717,0.005051226000882703
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,linear,53,0.0902777777777779,-0.026289682539682446,0.11656746031746035,0.08139534883720928,-0.011627906976744207,0.09302325581395349,0.09398949433779163,-0.033933386874563376,0.127922881212355
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,5nn,71,0.05671296296296302,-0.06283068783068779,0.11954365079365081,0.05154639175257736,-0.061855670103092786,0.11340206185567014,0.06734466017074708,-0.07492948209565525,0.14227414226640234
fixed_duration,fixed_0850ms,850.0,54.0,843.75,5,linear,71,0.06134259259259256,0.02314814814814814,0.03819444444444442,0.061855670103092786,0.020618556701030966,0.04123711340206182,0.06859189791758924,0.028832804049522265,0.039759093868066975
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,5nn,11,0.11018518518518505,0.09027777777777762,0.01990740740740743,0.110091743119266,0.08256880733944949,0.027522935779816515,0.13760816020196204,0.11238140295558185,0.025226757246380183
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,linear,11,-0.031018518518518445,0.11041666666666677,-0.14143518518518522,-0.01834862385321101,0.110091743119266,-0.12844036697247702,-0.03627559078746989,0.10701892273856867,-0.14329451352603856
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,5nn,23,0.15836640211640207,0.05740740740740735,0.10095899470899472,0.15957446808510634,0.07446808510638298,0.08510638297872336,0.1886389512140792,0.06103177646874658,0.12760717474533262
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,linear,23,0.1468253968253968,0.07374338624338628,0.07308201058201053,0.1382978723404255,0.08510638297872342,0.05319148936170209,0.17190156334893186,0.09168396962514624,0.08021759372378562
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,5nn,37,0.07123015873015875,-0.002777777777777768,0.07400793650793652,0.06666666666666665,0.0,0.06666666666666665,0.04229810723618771,0.009013311922519085,0.033284795313668625
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,linear,37,0.146626984126984,0.12400793650793646,0.02261904761904754,0.14666666666666667,0.12,0.026666666666666672,0.11191979316979317,0.13008496133496134,-0.018165168165168166
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,5nn,53,0.10615079365079366,0.06795634920634924,0.03819444444444442,0.11627906976744184,0.08139534883720928,0.034883720930232565,0.060235832360108876,0.04705191441124945,0.013183917948859425
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,linear,53,0.009920634920635052,-0.042658730158730174,0.052579365079365226,0.011627906976744207,-0.034883720930232565,0.04651162790697677,-0.00520359270359283,-0.03078909108320882,0.02558549837961599
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,5nn,71,0.10267857142857129,0.038690476190476164,0.06398809523809512,0.09278350515463918,0.030927835051546393,0.061855670103092786,0.05786160462631046,0.013392594934177049,0.04446900969213341
fixed_duration,fixed_0950ms,950.0,61.0,953.125,5,linear,71,-0.0034722222222221544,0.03273809523809529,-0.03621031746031744,0.0,0.030927835051546393,-0.030927835051546393,-0.01232900139549764,0.03039050178470004,-0.04271950318019768
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,5nn,11,0.12893518518518515,0.10509259259259257,0.023842592592592582,0.12844036697247707,0.11926605504587157,0.009174311926605505,0.13968862015974676,0.12300130893296185,0.016687311226784907
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,linear,11,0.06851851851851842,0.05254629629629615,0.015972222222222276,0.07339449541284404,0.05504587155963303,0.01834862385321101,0.06663951709886562,0.03726188808972486,0.02937762900914076
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,5nn,23,0.07668650793650794,0.05208333333333337,0.02460317460317457,0.07446808510638298,0.06382978723404253,0.010638297872340441,0.05312832231661124,0.03921797584047526,0.013910346476135982
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,linear,23,0.1212301587301588,0.10598544973544982,0.015244708994708978,0.11702127659574468,0.10638297872340424,0.010638297872340441,0.14407800634514084,0.10830213747094114,0.0357758688741997
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,5nn,37,0.04365079365079361,0.014087301587301648,0.02956349206349196,0.0533333333333334,0.013333333333333364,0.040000000000000036,0.029577992097341965,0.021795082998643356,0.007782909098698609
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,linear,37,0.18829365079365074,0.14107142857142851,0.04722222222222222,0.18666666666666665,0.1466666666666666,0.040000000000000036,0.1847592222592223,0.1606334705599412,0.024125751699281106
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,5nn,53,0.044146825396825407,0.0669642857142857,-0.022817460317460292,0.034883720930232565,0.05813953488372092,-0.023255813953488358,0.036932085229298806,0.08571393203746142,-0.04878184680816261
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,linear,53,-0.045634920634920584,-0.009920634920634885,-0.0357142857142857,-0.034883720930232565,-0.023255813953488413,-0.011627906976744151,-0.0645966670927971,-0.026342795572335265,-0.038253871520461835
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,5nn,71,0.09193121693121692,0.0625,0.02943121693121692,0.09278350515463918,0.07216494845360827,0.02061855670103091,0.0828940104459659,0.05438874401980692,0.02850526642615897
fixed_duration,fixed_1050ms,1050.0,67.0,1046.875,4,linear,71,-0.01504629629629628,0.012235449735449766,-0.027281746031746046,-0.010309278350515427,0.010309278350515483,-0.02061855670103091,-0.026155225611747324,0.0045684683792101,-0.030723693990957424
relative_progress,relative_01bin,,,,1,5nn,11,0.20069444444444434,0.11203703703703699,0.08865740740740735,0.1926605504587156,0.10091743119266056,0.09174311926605505,0.19124934469243937,0.09865961657499328,0.09258972811744609
relative_progress,relative_01bin,,,,1,linear,11,0.013425925925925897,0.031481481481481555,-0.018055555555555658,0.009174311926605505,0.027522935779816515,-0.01834862385321101,0.027092603575811336,0.024574831959742527,0.002517771616068809
relative_progress,relative_01bin,,,,1,5nn,23,0.06858465608465614,0.03455687830687837,0.03402777777777777,0.06382978723404253,0.03191489361702127,0.03191489361702127,0.0787105535789746,0.0202682832905956,0.058442270288379006
relative_progress,relative_01bin,,,,1,linear,23,0.011904761904761862,-0.007275132275132323,0.019179894179894186,0.010638297872340385,0.0,0.010638297872340385,-0.010147882352830595,-0.04804100774595599,0.03789312539312539
relative_progress,relative_01bin,,,,1,5nn,37,0.09702380952380957,0.07738095238095244,0.01964285714285713,0.09333333333333332,0.08000000000000002,0.013333333333333308,0.08482730075222333,0.056857207120365016,0.027970093631858317
