accuracy,actual_duration_ms,balanced_accuracy,channel_count,channel_set,channel_start,channel_stop,classifier,condition,eval_split,experiment,feature_dim,macro_f1,n_bins,protocol_version,representation_family,requested_duration_ms,samples_per_bin,split_seed
0.09574468085106383,46.875,0.08713624338624339,30,angular30,30,60,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.05215915393467708,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,23
0.10344827586206896,46.875,0.09523809523809523,30,angular30,30,60,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.025676937441643326,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,23
0.23404255319148937,46.875,0.24298941798941798,30,angular30,30,60,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.22839438752217656,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,23
0.3448275862068966,46.875,0.34970238095238093,30,angular30,30,60,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.32720385307846606,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,23
0.10638297872340426,46.875,0.0925925925925926,60,combined60,0,60,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,5160,0.03068783068783069,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,23
0.09195402298850575,46.875,0.08482142857142856,60,combined60,0,60,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,5160,0.023412698412698413,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,23
0.26595744680851063,46.875,0.2765542328042328,60,combined60,0,60,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,5160,0.26775308025308026,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,23
0.3333333333333333,46.875,0.3363095238095238,60,combined60,0,60,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,5160,0.32391648312700944,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,23
0.16,46.875,0.1716269841269841,30,accel30,0,30,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.0938425609478241,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.19791666666666666,46.875,0.20069444444444443,30,accel30,0,30,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.1590074785895219,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.37333333333333335,46.875,0.37599206349206343,30,accel30,0,30,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.3548186698921993,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.3541666666666667,46.875,0.3488425925925926,30,accel30,0,30,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.3488817611958344,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.14666666666666667,46.875,0.13095238095238096,30,angular30,30,60,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.06433541158398844,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.15625,46.875,0.1527777777777778,30,angular30,30,60,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.11911156674164514,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.38666666666666666,46.875,0.38869047619047614,30,angular30,30,60,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.3845065631249842,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.3645833333333333,46.875,0.3534722222222222,30,angular30,30,60,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.35605765450579696,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.13333333333333333,46.875,0.11904761904761905,60,combined60,0,60,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,5160,0.0493730407523511,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.1875,46.875,0.18449074074074076,60,combined60,0,60,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,5160,0.1356939356939357,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.4666666666666667,46.875,0.47222222222222227,60,combined60,0,60,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,5160,0.4412821111350524,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.4583333333333333,46.875,0.4398148148148148,60,combined60,0,60,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,5160,0.44431364316274796,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,37
0.10465116279069768,46.875,0.11259920634920635,30,accel30,0,30,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.07486658587404856,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.102803738317757,46.875,0.0925925925925926,30,accel30,0,30,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.04267791032496915,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.37209302325581395,46.875,0.35813492063492064,30,accel30,0,30,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.34262970145323085,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.37383177570093457,46.875,0.37387566137566136,30,accel30,0,30,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.381458443517267,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.06976744186046512,46.875,0.08333333333333333,30,angular30,30,60,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.010869565217391304,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.09345794392523364,46.875,0.08333333333333333,30,angular30,30,60,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.014492753623188406,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.26744186046511625,46.875,0.2614087301587301,30,angular30,30,60,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.25467631497043264,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.48598130841121495,46.875,0.4799933862433863,30,angular30,30,60,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.48136058987452185,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.09302325581395349,46.875,0.10416666666666667,60,combined60,0,60,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,5160,0.048400673400673395,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.09345794392523364,46.875,0.08333333333333333,60,combined60,0,60,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,5160,0.014492753623188406,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.38372093023255816,46.875,0.37202380952380953,60,combined60,0,60,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,5160,0.3537849541526012,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.48598130841121495,46.875,0.47906746031746034,60,combined60,0,60,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,5160,0.48662979196361883,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,53
0.1134020618556701,46.875,0.11111111111111112,30,accel30,0,30,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.05732804232804232,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.08080808080808081,46.875,0.07407407407407407,30,accel30,0,30,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.013333333333333334,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.35051546391752575,46.875,0.3525132275132275,30,accel30,0,30,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.3602404267845445,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.3838383838383838,46.875,0.3773148148148148,30,accel30,0,30,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.36180774317215963,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.10309278350515463,46.875,0.0925925925925926,30,angular30,30,60,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.029040404040404044,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.09090909090909091,46.875,0.08449074074074074,30,angular30,30,60,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.045878136200716846,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.422680412371134,46.875,0.41997354497354494,30,angular30,30,60,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,2580,0.42946187799128976,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.43434343434343436,46.875,0.4351851851851851,30,angular30,30,60,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,2580,0.41505760035171796,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.09278350515463918,46.875,0.08333333333333333,60,combined60,0,60,5nn,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,5160,0.014285714285714285,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.09090909090909091,46.875,0.08333333333333333,60,combined60,0,60,5nn,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,5160,0.014150943396226414,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.4329896907216495,46.875,0.43039021164021163,60,combined60,0,60,linear,fixed_0050ms,test,withGyro_experiment_0_1_temporal_representation_probe,5160,0.43425716440422324,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.48484848484848486,46.875,0.47800925925925924,60,combined60,0,60,linear,fixed_0050ms,val,withGyro_experiment_0_1_temporal_representation_probe,5160,0.4599493385871094,86,linear_angular_accel_channel_ablation_v3,fixed_duration,50.0,3.0,71
0.3669724770642202,156.25,0.3685185185185185,30,accel30,0,30,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.3653656108916856,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.21686746987951808,156.25,0.19692460317460317,30,accel30,0,30,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.13131516495487086,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.5963302752293578,156.25,0.5995370370370371,30,accel30,0,30,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.5839846914924315,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.2891566265060241,156.25,0.2881944444444444,30,accel30,0,30,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.28189988116458703,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.42201834862385323,156.25,0.40509259259259256,30,angular30,30,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.42724074668185913,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.1686746987951807,156.25,0.16319444444444445,30,angular30,30,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.11048280423280422,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.6330275229357798,156.25,0.6317129629629629,30,angular30,30,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.6173296504836753,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.3493975903614458,156.25,0.33482142857142855,30,angular30,30,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.3306299383885591,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.3577981651376147,156.25,0.34699074074074066,60,combined60,0,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.3538680220745438,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.1566265060240964,156.25,0.14037698412698413,60,combined60,0,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.08034722222222222,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.6697247706422018,156.25,0.672685185185185,60,combined60,0,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.6666910187572457,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.3253012048192771,156.25,0.3333333333333333,60,combined60,0,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.3067506726989485,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,11
0.2765957446808511,156.25,0.2533068783068783,30,accel30,0,30,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.2586809183791942,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.2413793103448276,156.25,0.24702380952380953,30,accel30,0,30,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.25332574402341845,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.3829787234042553,156.25,0.3666997354497355,30,accel30,0,30,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.3967231617487372,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.47126436781609193,156.25,0.4761904761904762,30,accel30,0,30,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.46729901362254306,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.24468085106382978,156.25,0.23330026455026454,30,angular30,30,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.25189879564879564,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.2988505747126437,156.25,0.28422619047619047,30,angular30,30,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.2663359788359788,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.5106382978723404,156.25,0.5024140211640212,30,angular30,30,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.5038256043158005,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.5402298850574713,156.25,0.5327380952380952,30,angular30,30,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.5177819321201674,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.22340425531914893,156.25,0.20965608465608468,60,combined60,0,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.22376954768259114,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.1839080459770115,156.25,0.1755952380952381,60,combined60,0,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.1716025503259546,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.5106382978723404,156.25,0.5071759259259259,60,combined60,0,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.521991652138711,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.5287356321839081,156.25,0.53125,60,combined60,0,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.5233126544078558,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,23
0.28,156.25,0.2805555555555555,30,accel30,0,30,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.23957336523125997,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.46875,156.25,0.4576388888888889,30,accel30,0,30,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.42363792525557237,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.4266666666666667,156.25,0.4390873015873016,30,accel30,0,30,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.4384057971014493,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.5104166666666666,156.25,0.5055555555555556,30,accel30,0,30,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.49206888020321854,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.29333333333333333,156.25,0.283531746031746,30,angular30,30,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.2383406038978794,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.4166666666666667,156.25,0.3946759259259259,30,angular30,30,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.38521051881559126,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.48,156.25,0.49087301587301585,30,angular30,30,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.46933685867509406,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.4166666666666667,156.25,0.41875,30,angular30,30,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.41136528876466955,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.3333333333333333,156.25,0.3283730158730158,60,combined60,0,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.25224458204334366,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.4270833333333333,156.25,0.4108796296296296,60,combined60,0,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.4012028430506691,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.4666666666666667,156.25,0.4865079365079365,60,combined60,0,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.4651826115061409,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.6041666666666666,156.25,0.6078703703703704,60,combined60,0,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.5914599833717481,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,37
0.26744186046511625,156.25,0.2673611111111111,30,accel30,0,30,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.2573367604617605,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.2523364485981308,156.25,0.25261243386243387,30,accel30,0,30,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.2528971327358424,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.38372093023255816,156.25,0.3725198412698412,30,accel30,0,30,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.3455981045335265,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.5233644859813084,156.25,0.5227843915343916,30,accel30,0,30,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.5322233200522674,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.23255813953488372,156.25,0.24007936507936503,30,angular30,30,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.2412409781655306,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.3177570093457944,156.25,0.316005291005291,30,angular30,30,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.3020555016878546,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.4418604651162791,156.25,0.42956349206349204,30,angular30,30,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.4248698061198061,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.5514018691588785,156.25,0.554133597883598,30,angular30,30,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.5427405205857891,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.2441860465116279,156.25,0.24900793650793648,60,combined60,0,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.25520953683997166,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.205607476635514,156.25,0.19894179894179895,60,combined60,0,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.20580496395713788,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.4883720930232558,156.25,0.4895833333333333,60,combined60,0,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,1560,0.46792582417582423,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.5887850467289719,156.25,0.5938161375661376,60,combined60,0,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,1560,0.585048480930834,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,53
0.24742268041237114,156.25,0.24189814814814817,30,accel30,0,30,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.23916298552711893,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,71
0.31313131313131315,156.25,0.29745370370370366,30,accel30,0,30,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.28547959469012096,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,71
0.4948453608247423,156.25,0.49404761904761907,30,accel30,0,30,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.5110750360750361,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,71
0.5454545454545454,156.25,0.5300925925925926,30,accel30,0,30,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.5152585145619202,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,71
0.29896907216494845,156.25,0.30241402116402116,30,angular30,30,60,5nn,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.2717259631447274,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,71
0.3434343434343434,156.25,0.33449074074074076,30,angular30,30,60,5nn,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.31621537503890446,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,71
0.5773195876288659,156.25,0.5765542328042327,30,angular30,30,60,linear,fixed_0150ms,test,withGyro_experiment_0_1_temporal_representation_probe,780,0.5670065039630258,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,71
0.5050505050505051,156.25,0.4953703703703703,30,angular30,30,60,linear,fixed_0150ms,val,withGyro_experiment_0_1_temporal_representation_probe,780,0.4899999739396024,26,linear_angular_accel_channel_ablation_v3,fixed_duration,150.0,10.0,71
