seed,model_kind,history_ms,history_steps,split,anchor_type,anchor_value,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
37,a2,1000,64,train,phase,0.25,L1,spike50,1.0,1.367617764726315e-16,1.0,1.5016183190112278e-16,0.0,0.0,545
37,a2,1000,64,train,phase,0.25,L1,syn_current,1.0,1.3092658615089542e-16,1.0,1.279766724469055e-16,0.0,0.0,581
37,a2,1000,64,train,phase,0.25,L1,pre_reset,1.0,1.3341453412698191e-16,1.0,1.3624676211515974e-16,0.0,0.0,581
37,a2,1000,64,train,phase,0.25,L2,spike50,1.0,1.4250244967423136e-16,1.0,1.276015189028522e-16,0.0,0.0,539
37,a2,1000,64,train,phase,0.25,L2,syn_current,1.0,1.3415541647715095e-16,1.0,1.4293916407833233e-16,0.0,0.0,552
37,a2,1000,64,train,phase,0.25,L2,pre_reset,1.0,1.4097291961161162e-16,1.0,1.3298519110993952e-16,0.0,0.0,552
37,a2,1000,64,train,phase,0.5,L1,spike50,0.997789811879169,0.00837335087162894,0.9979125455399103,0.00798955330251351,1721170395.8884428,41451272216.15167,566
37,a2,1000,64,train,phase,0.5,L1,syn_current,0.9999929912153512,2.4467749592717383e-05,0.999993778223986,2.187437273134692e-05,0.0015031647911805527,0.0038911400436898026,581
37,a2,1000,64,train,phase,0.5,L1,pre_reset,0.9995374933814725,0.0015334743911860596,0.999591756798215,0.0013468576171425282,0.010033181021750095,0.027325013577456394,581
37,a2,1000,64,train,phase,0.5,L2,spike50,0.9937884193287698,0.017423801851186912,0.9966165699653784,0.011474498513348383,0.0310577622958083,0.07571053470912414,568
37,a2,1000,64,train,phase,0.5,L2,syn_current,0.9980498479184313,0.007139991670727222,0.998688302306487,0.004514728416006908,0.023106915988444433,0.07552599659437909,575
37,a2,1000,64,train,phase,0.5,L2,pre_reset,0.99740590721766,0.008485668276183465,0.9981717516407845,0.00587527286948884,0.026928825424730313,0.08082273301776764,575
37,a2,1000,64,train,phase,0.75,L1,spike50,0.9881411808338088,0.028296362939656483,0.9888198503923459,0.027671647233977623,1721170395.955293,41451272216.1489,556
37,a2,1000,64,train,phase,0.75,L1,syn_current,0.9999618479631133,6.625545594043858e-05,0.9999659559343553,5.887262279628763e-05,0.00762417637458174,0.007962241482688436,581
37,a2,1000,64,train,phase,0.75,L1,pre_reset,0.9981621550920581,0.002716776427847407,0.9983611265210569,0.0024155428554913376,0.04030955823376328,0.04191879301020712,581
