seed,model_kind,history_ms,history_steps,split,anchor_type,anchor_value,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
23,a2,50,3,train,phase,0.25,L1,spike50,0.34078646866818824,0.1986456728905049,0.3727515251412858,0.19690474036616487,0.9253775238094202,0.24786889256390132,69
23,a2,50,3,train,phase,0.25,L1,syn_current,0.667326183286488,0.1640867229545422,0.6852723657791244,0.15604295617176062,0.75300523655314,0.1528340694948139,555
23,a2,50,3,train,phase,0.25,L1,pre_reset,0.5939256473573254,0.1585712674579476,0.6146152291176794,0.1522233531024538,0.815326286947943,0.12488938391987595,555
23,a2,50,3,train,phase,0.25,L2,spike50,0.21631191197688748,0.17941073569072422,0.3398910189464876,0.18242347830654873,0.9174067511606988,0.26993556593416934,33
23,a2,50,3,train,phase,0.25,L2,syn_current,0.3585261179962952,0.2970102263071921,0.3817808843939658,0.2745812861951295,0.9500454944448067,0.20087373415254442,69
23,a2,50,3,train,phase,0.25,L2,pre_reset,0.33235903014297435,0.29405954319190775,0.35321803100308413,0.27632702004413506,0.9519386211465175,0.20032960981806378,69
23,a2,50,3,train,phase,0.5,L1,spike50,0.28241174647492384,0.15740442171975244,0.32223798078561466,0.15877322643182545,0.9689619036215646,0.15424094465024552,82
23,a2,50,3,train,phase,0.5,L1,syn_current,0.643401426436797,0.1620672040314998,0.6633547022144365,0.15505088582336155,0.7860338004845094,0.13147112213048634,555
23,a2,50,3,train,phase,0.5,L1,pre_reset,0.5767495377223422,0.15344734975945223,0.5986252475591132,0.1484076056718,0.838197314336908,0.10780423420331212,555
23,a2,50,3,train,phase,0.5,L2,spike50,0.15446827938160154,0.12994674006034435,0.30879249757238936,0.1491003087062927,0.976669157801638,0.1425178141924984,40
23,a2,50,3,train,phase,0.5,L2,syn_current,0.3076987688177387,0.29047179285807384,0.31784184297662926,0.256711218123819,0.9870113528189554,0.0781475194826309,82
23,a2,50,3,train,phase,0.5,L2,pre_reset,0.26809295765554053,0.28498175107040896,0.28108132947207853,0.257646917044525,0.9895410887558088,0.07489130387053504,82
23,a2,50,3,train,phase,0.75,L1,spike50,0.35652068770947115,0.13829664467264557,0.38881110519495643,0.13327753753904048,0.9623535134011922,0.1737534184615504,64
23,a2,50,3,train,phase,0.75,L1,syn_current,0.6470616657349452,0.16101929515057453,0.665736977094416,0.15483234963036802,0.7847698331917552,0.13648425397418984,555
23,a2,50,3,train,phase,0.75,L1,pre_reset,0.5858141822844315,0.1523739378877943,0.6054301009327883,0.14828493051795436,0.8334668462986656,0.11111314062601596,555
23,a2,50,3,train,phase,0.75,L2,spike50,0.13984680390061413,0.13881200285135828,0.28261863476746846,0.1748514617030504,0.977427735866296,0.1425119914475193,30
23,a2,50,3,train,phase,0.75,L2,syn_current,0.2607299109462412,0.3099593263992165,0.2667608596324593,0.26722707210949836,0.991675434607891,0.0636242431057425,64
23,a2,50,3,train,phase,0.75,L2,pre_reset,0.21445917327565453,0.29982098549115793,0.21842663332833906,0.26470032109284647,0.9932732529487158,0.06136782743453654,64
23,a2,50,3,train,phase,1.0,L1,spike50,0.3162206542058229,0.15388733153297673,0.36932187991572885,0.1666349681842047,0.982575957092546,0.11166263328855093,49
23,a2,50,3,train,phase,1.0,L1,syn_current,0.5888057456737317,0.16726081660398132,0.6131752230493476,0.16053788047218753,0.8310681216984566,0.1237920838569269,544
23,a2,50,3,train,phase,1.0,L1,pre_reset,0.529914274057289,0.15399127624586367,0.5529863562235112,0.15017742043148036,0.8696106372477138,0.09894365569031252,544
23,a2,50,3,train,phase,1.0,L2,spike50,0.16788930298217344,0.1675726295877296,0.3315110414921178,0.17852915456985824,0.9872298799271524,0.10214002928975197,27
23,a2,50,3,train,phase,1.0,L2,syn_current,0.28993300969867825,0.3005479595944597,0.2820654645712206,0.2800411392616571,0.9935102534979677,0.04981107576312628,49
23,a2,50,3,train,phase,1.0,L2,pre_reset,0.24495223732535037,0.2883047708587091,0.2408121442477767,0.2696260212736483,0.994964544165175,0.04588805348708939,49
