seed,model_kind,history_ms,history_steps,split,anchor_type,anchor_value,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
37,c2,1000,64,train,phase,0.25,L1,spike50,1.0,1.3338536830909322e-16,1.0,1.4914822745112616e-16,0.0,0.0,548
37,c2,1000,64,train,phase,0.25,L1,syn_current,1.0,1.9273706295572875e-16,1.0,1.7874530758729966e-16,4.776517096780039e-09,7.994921448200408e-09,581
37,c2,1000,64,train,phase,0.25,L1,pre_reset,1.0,2.4541712258464194e-16,1.0,2.2835635534792414e-16,5.5946317412164055e-09,9.733576466716028e-09,581
37,c2,1000,64,train,phase,0.25,L2,spike50,1.0,1.3948918364868866e-16,1.0,1.2501831901135377e-16,0.0,0.0,541
37,c2,1000,64,train,phase,0.25,L2,syn_current,0.9999999999999998,3.387301957883738e-16,1.0,3.655510295271087e-16,1.5955756387434312e-08,1.2615175143946923e-08,554
37,c2,1000,64,train,phase,0.25,L2,pre_reset,0.9999999999999996,4.671860335487087e-16,0.9999999999999996,4.518865073270536e-16,1.8278189027922243e-08,1.4552032710214568e-08,554
37,c2,1000,64,train,phase,0.25,L3,spike50,1.0,1.411818011847745e-16,1.0,1.2389577405273863e-16,0.0,0.0,538
37,c2,1000,64,train,phase,0.25,L3,syn_current,0.9999999999999996,7.067829693110627e-16,0.9999999999999996,6.74176372675087e-16,2.724673522530357e-08,1.6664563302129532e-08,542
37,c2,1000,64,train,phase,0.25,L3,pre_reset,0.9999999999999996,7.936748739347617e-16,0.9999999999999996,7.78486426924698e-16,2.914794982557502e-08,1.8081054762787873e-08,542
37,c2,1000,64,train,phase,0.5,L1,spike50,0.9981350221386007,0.006921442067060629,0.9982435783158528,0.006613003000698907,0.022310916284288933,0.08638139046029038,566
37,c2,1000,64,train,phase,0.5,L1,syn_current,0.999992932938588,2.46904550779738e-05,0.9999936443082443,2.233763101496523e-05,0.0015119144297848074,0.003912711431307928,581
37,c2,1000,64,train,phase,0.5,L1,pre_reset,0.9995749100436453,0.0014707057849518005,0.9996204895432764,0.0013065615352349156,0.009511805753943437,0.02638476677356117,581
37,c2,1000,64,train,phase,0.5,L2,spike50,0.9938916008423275,0.01645175201187905,0.9966193868256891,0.010331724429943415,0.0323887075698639,0.07663747437112298,572
37,c2,1000,64,train,phase,0.5,L2,syn_current,0.9979101367655604,0.010606225952314809,0.9985306676583652,0.007310569675337378,0.023549932984496674,0.07850127415243213,576
37,c2,1000,64,train,phase,0.5,L2,pre_reset,0.9975578526799702,0.00858183767147695,0.9981636693285935,0.006160856344201601,0.0271396359524219,0.0814276921085779,576
37,c2,1000,64,train,phase,0.5,L3,spike50,0.9876861250735497,0.03604947049196458,0.9940779524638517,0.018001350718802486,0.041961544787135534,0.09932973482564686,572
37,c2,1000,64,train,phase,0.5,L3,syn_current,0.9963626852704924,0.013396073021082557,0.9965099219257982,0.012944413107230046,0.035154837062629556,0.09818803028276346,572
37,c2,1000,64,train,phase,0.5,L3,pre_reset,0.9961889409113709,0.015178526255453148,0.9962714702824047,0.014969430846933628,0.03586437262338011,0.10098427205279036,572
37,c2,1000,64,train,phase,0.75,L1,spike50,0.9872447835817971,0.04908566769690614,0.9879105362601095,0.04845520540423655,4155272912.9534807,71737332642.26129,560
37,c2,1000,64,train,phase,0.75,L1,syn_current,0.9999614787743762,6.649274245410994e-05,0.9999652097806413,5.974424403712117e-05,0.007663182753335125,0.00798798238456846,581
37,c2,1000,64,train,phase,0.75,L1,pre_reset,0.9980052173863891,0.0027102370814740305,0.9981960094131634,0.0024477202039122643,0.043476438589835284,0.042767253607255716,581
37,c2,1000,64,train,phase,0.75,L2,spike50,0.9747909530431078,0.053912275626496656,0.9847296193246291,0.04958607879570202,0.12247025461879395,0.1454410909715609,566
37,c2,1000,64,train,phase,0.75,L2,syn_current,0.9902982626875849,0.021542210797492124,0.9926092952438756,0.016870657494483694,0.09071321518003679,0.10771070427701927,578
37,c2,1000,64,train,phase,0.75,L2,pre_reset,0.9893192837722384,0.02293933999377015,0.9916541469670366,0.017932334146506586,0.0960726428781032,0.11208395172656276,578
37,c2,1000,64,train,phase,0.75,L3,spike50,0.9453222887117976,0.08000574735408057,0.9728945898552203,0.0500483055064918,0.17469085964396144,0.18035647540477714,569
37,c2,1000,64,train,phase,0.75,L3,syn_current,0.975122576903251,0.07904374081688138,0.9758620279964545,0.07804128422642273,0.14082043298859281,0.1733052268558411,578
37,c2,1000,64,train,phase,0.75,L3,pre_reset,0.9739331529043185,0.08129021253228284,0.9743288037015811,0.08095789195556086,0.1456499617846738,0.17757259809746972,578
37,c2,1000,64,train,phase,1.0,L1,spike50,0.9844430618970649,0.025786602059709715,0.9854098566390586,0.02519458772871734,0.13245118071527476,0.12167729219550566,575
37,c2,1000,64,train,phase,1.0,L1,syn_current,0.9999499035604893,5.1398933455123613e-05,0.9999542436463863,4.703699946241428e-05,0.011699040469769117,0.006888650524051465,581
37,c2,1000,64,train,phase,1.0,L1,pre_reset,0.9974466199591008,0.002607701661531043,0.997658667210513,0.0023767477684922883,0.05850804182054163,0.03754088204182559,581
37,c2,1000,64,train,phase,1.0,L2,spike50,0.9623898652475,0.04366343354688771,0.9789845357406826,0.03811075256426797,0.1729336939436619,0.10743415058525116,576
37,c2,1000,64,train,phase,1.0,L2,syn_current,0.9852889949915871,0.029853662866397113,0.9892891506973224,0.020676143671528906,0.1319876739413548,0.09475063323022039,579
37,c2,1000,64,train,phase,1.0,L2,pre_reset,0.984015979864684,0.027934325483235708,0.9881587042727284,0.019203789446961002,0.1397944079966385,0.0962437634887834,579
37,c2,1000,64,train,phase,1.0,L3,spike50,0.89709306848385,0.11764502688410584,0.9503058513267989,0.06751544893188083,0.26812457474870066,0.16197342801851128,575
37,c2,1000,64,train,phase,1.0,L3,syn_current,0.9550744480941813,0.09970242947767799,0.9573794357280022,0.09414464174386952,0.23087721058296018,0.1795871371000144,577
37,c2,1000,64,train,phase,1.0,L3,pre_reset,0.9525712003129935,0.10371220906494727,0.9540185926103308,0.1005190056785672,0.23905028612798693,0.18602318494705739,577
37,c2,1000,64,val,phase,0.25,L1,spike50,1.0,1.272183572430326e-16,1.0,1.552932463023094e-16,0.0,0.0,115
37,c2,1000,64,val,phase,0.25,L1,syn_current,1.0,1.7188122044181745e-16,1.0,1.637194355451359e-16,4.059276468914445e-09,7.261886520297978e-09,126
37,c2,1000,64,val,phase,0.25,L1,pre_reset,1.0,2.1190016750616884e-16,1.0,1.666802438974107e-16,4.659343975814716e-09,8.546310618123986e-09,126
