seed,model_kind,history_ms,history_steps,split,anchor_type,anchor_value,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
23,c2,100,6,train,phase,0.25,L1,spike50,0.5403725582813237,0.2028678112091126,0.565760471972622,0.19850486943226314,0.8528908102845223,0.2584145979324241,267
23,c2,100,6,train,phase,0.25,L1,syn_current,0.8324002145426395,0.11667425729969622,0.8409664242460534,0.11224671191409506,0.5571479874591834,0.16899290730370425,581
23,c2,100,6,train,phase,0.25,L1,pre_reset,0.7938463968970155,0.12224989555484626,0.8034709838355524,0.11841090442166913,0.6057928798190976,0.16031031074641758,581
23,c2,100,6,train,phase,0.25,L2,spike50,0.31543699104879397,0.2325522908994925,0.45025689576878014,0.22238098705902884,0.8858665630667809,0.26437660582891054,198
23,c2,100,6,train,phase,0.25,L2,syn_current,0.47720672116995955,0.28566093735412,0.49287885801878206,0.2645297577458929,0.8942500670980004,0.22353190631111688,268
23,c2,100,6,train,phase,0.25,L2,pre_reset,0.44487852329874467,0.28691927568225195,0.45449785831927886,0.27166932879312494,0.903966030041479,0.2207646870878647,268
23,c2,100,6,train,phase,0.25,L3,spike50,0.24524333461960612,0.22127368923843457,0.4437438422290382,0.19950401772506524,0.8860274704907377,0.2811279794300417,146
23,c2,100,6,train,phase,0.25,L3,syn_current,0.3558768171792766,0.24747294488100074,0.3664403706116523,0.24296686734276474,0.9032703080483948,0.2578601330988999,198
23,c2,100,6,train,phase,0.25,L3,pre_reset,0.33687516768501974,0.24811250133887075,0.34189405719828914,0.2448938337578015,0.9079029384963345,0.2571980435600098,198
23,c2,100,6,train,phase,0.5,L1,spike50,0.4796919036308812,0.1759857912964273,0.5108495510276927,0.17699969397014353,0.9200297018213579,0.17261547573008423,252
23,c2,100,6,train,phase,0.5,L1,syn_current,0.8068739952235611,0.10548685118781201,0.8177173324053666,0.10085369080761775,0.6267703612297328,0.13534972540177784,580
23,c2,100,6,train,phase,0.5,L1,pre_reset,0.7674126749129986,0.11080359609328944,0.778687792061227,0.10665691674714778,0.6673032352383391,0.12866771714340808,580
23,c2,100,6,train,phase,0.5,L2,spike50,0.2288668655411086,0.2075244863997679,0.4152209185755947,0.19103395412438895,0.9546301245626337,0.1476488300226474,166
23,c2,100,6,train,phase,0.5,L2,syn_current,0.3897863707872645,0.2901663456229767,0.4105350889502087,0.24999038912857444,0.9568332853042301,0.10905063139814504,252
23,c2,100,6,train,phase,0.5,L2,pre_reset,0.34812970488329315,0.2819179463736411,0.36394891442330235,0.25081991895836514,0.9664667443770717,0.0982828513170124,252
23,c2,100,6,train,phase,0.5,L3,spike50,0.15037490547292653,0.1898356218492491,0.394560094844459,0.17417404193542874,0.9635371771758466,0.14280060241856457,128
23,c2,100,6,train,phase,0.5,L3,syn_current,0.29199794496706494,0.22977545662843002,0.30045351588621766,0.22552858815418772,0.9760694694299191,0.11454052014133212,166
23,c2,100,6,train,phase,0.5,L3,pre_reset,0.2741179350187726,0.2226782064853745,0.2787173647298717,0.21947023937448282,0.9798352878595695,0.11174833864874541,166
23,c2,100,6,train,phase,0.75,L1,spike50,0.47733658591025224,0.17008466788107487,0.5063634269616405,0.17086719875714546,0.9223984463390068,0.1754505587524918,238
23,c2,100,6,train,phase,0.75,L1,syn_current,0.7939305674198116,0.12586899482078,0.8046445167575836,0.121099432954072,0.643100948868686,0.14512709456047573,579
23,c2,100,6,train,phase,0.75,L1,pre_reset,0.7564256396258318,0.12874936788237867,0.7667144396615088,0.12491079164379927,0.6811559533941335,0.13413209402132087,579
23,c2,100,6,train,phase,0.75,L2,spike50,0.18220250328994061,0.1913089943567755,0.36223837051904745,0.1991248224171401,0.9620120810816152,0.1327248638462702,173
23,c2,100,6,train,phase,0.75,L2,syn_current,0.3500567825102567,0.2925283198818791,0.36298891962467256,0.26103279541186253,0.9678865937257304,0.08700540882134251,239
23,c2,100,6,train,phase,0.75,L2,pre_reset,0.30962380209100165,0.2923879453844973,0.31751779697854554,0.2657939636324372,0.9749453372154187,0.07910554543157414,239
23,c2,100,6,train,phase,0.75,L3,spike50,0.13225419784134526,0.19215779860858612,0.3836777022982603,0.18974876752378955,0.9736574003245922,0.10957060059746675,116
23,c2,100,6,train,phase,0.75,L3,syn_current,0.2510545152857941,0.20792014467191844,0.2597864378856747,0.20583055541102396,0.9841922432530165,0.08599580849464776,173
23,c2,100,6,train,phase,0.75,L3,pre_reset,0.23830803491316613,0.20106022128874126,0.24355935897839048,0.19895156941092765,0.9871479616947618,0.08415680827685293,173
23,c2,100,6,train,phase,1.0,L1,spike50,0.4449424633698745,0.1596890561688276,0.4816194739832596,0.1684452301800143,0.9545760683093639,0.12259064874686071,186
23,c2,100,6,train,phase,1.0,L1,syn_current,0.7595382561731846,0.09885561864141129,0.7738308518950613,0.0947682129763881,0.6974630676624952,0.11852996873949892,578
23,c2,100,6,train,phase,1.0,L1,pre_reset,0.7201508990361121,0.09850926839959809,0.7320895191897925,0.09615965500866648,0.7287427051423203,0.10646699183177177,578
23,c2,100,6,train,phase,1.0,L2,spike50,0.13830154070767767,0.20146240604482438,0.3398882185859204,0.20031634847581467,0.975153614858163,0.11087506885681536,120
23,c2,100,6,train,phase,1.0,L2,syn_current,0.2452306945479288,0.29409206387600106,0.26479927847016677,0.2648794454206347,0.9836765709495807,0.07188682950762336,186
23,c2,100,6,train,phase,1.0,L2,pre_reset,0.21247139550150648,0.2890325503712061,0.22325901902776957,0.2654688443981607,0.9874342822883078,0.06535646145538071,186
23,c2,100,6,train,phase,1.0,L3,spike50,0.0879103478267903,0.19418503543805374,0.3738756030981962,0.16795766219349118,0.9838686703355484,0.08111948164879375,84
23,c2,100,6,train,phase,1.0,L3,syn_current,0.18134070229863067,0.2085500093224928,0.19094169413455878,0.20545634633120294,0.9920670231956052,0.06293367447554371,120
23,c2,100,6,train,phase,1.0,L3,pre_reset,0.17192120806142358,0.20496480633703318,0.1772385886264028,0.2018209916770501,0.9932351591964603,0.060970829578849056,120
23,c2,100,6,val,phase,0.25,L1,spike50,0.5350886634148372,0.21000777665290654,0.5502202094466376,0.20335731472478896,0.8106573629680995,0.3172009827605103,56
23,c2,100,6,val,phase,0.25,L1,syn_current,0.8573717061637436,0.10305108384433316,0.8664505136368652,0.09807868443780822,0.5119254314029789,0.17881116209295345,126
