seed,model_kind,history_ms,history_steps,split,anchor_type,anchor_value,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
37,a2,500,32,train,phase,0.25,L1,spike50,0.9906498186036468,0.035731113800940704,0.990997958002507,0.03498784174612769,0.050827228953580036,0.14556072787817537,542
37,a2,500,32,train,phase,0.25,L1,syn_current,0.9996614128375746,0.0015052084017670266,0.9996988409523125,0.00133103061404879,0.008896222083561223,0.02511497364868882,581
37,a2,500,32,train,phase,0.25,L1,pre_reset,0.9988117991907218,0.003447222933042925,0.9989363858514583,0.003087017473199363,0.01819337483563503,0.04340547036802121,581
37,a2,500,32,train,phase,0.25,L2,spike50,0.9809216839423651,0.06040198374252466,0.9870941559716823,0.04666092926648836,0.06019304498899169,0.15607323980120477,536
37,a2,500,32,train,phase,0.25,L2,syn_current,0.988054368512628,0.07181681820689317,0.990424760190809,0.05710729272348492,0.049864755514669436,0.13726058793768425,550
37,a2,500,32,train,phase,0.25,L2,pre_reset,0.9870253845020951,0.07295571638969935,0.9893713565344435,0.05836847776093905,0.05282330241991214,0.14348457513034882,550
37,a2,500,32,train,phase,0.5,L1,spike50,0.9530432199734253,0.051203704985343816,0.9560269064796476,0.05024101698838729,0.2746756902872899,0.1926648036679121,556
37,a2,500,32,train,phase,0.5,L1,syn_current,0.996834822813813,0.0054030259619019414,0.9972076468192663,0.0047129930800385526,0.07867070208767526,0.05227193109685571,581
37,a2,500,32,train,phase,0.5,L1,pre_reset,0.9905071768018958,0.007446406226584451,0.9915672834465192,0.006527494548793809,0.12428440906700086,0.05803911274405208,581
37,a2,500,32,train,phase,0.5,L2,spike50,0.8417749984849474,0.14372223970704318,0.9096743016292842,0.1031925006742352,0.3700117496103132,0.22929905259896333,552
37,a2,500,32,train,phase,0.5,L2,syn_current,0.9052268679531267,0.12425458749860366,0.9285672797395145,0.09350930376652102,0.35140166371925924,0.2173919723224096,567
37,a2,500,32,train,phase,0.5,L2,pre_reset,0.8934981838422489,0.13519312618845122,0.9153611941689115,0.10391052154617632,0.37490533098769435,0.2285040591101157,567
37,a2,500,32,train,phase,0.75,L1,spike50,0.9282368920019838,0.07593779383680742,0.9324486802022213,0.07539020463153252,0.3503129490618312,0.19133383059286654,542
37,a2,500,32,train,phase,0.75,L1,syn_current,0.9956725822602394,0.003925081194097491,0.9961401147690282,0.0035172940046914974,0.11109490788757918,0.04597691355870679,581
37,a2,500,32,train,phase,0.75,L1,pre_reset,0.9878584374576731,0.005756178899101387,0.9891131866413098,0.005150523146239622,0.15607008952341697,0.03899271512735116,581
37,a2,500,32,train,phase,0.75,L2,spike50,0.766516427305924,0.17223613122000667,0.8624421489616465,0.1382643744785854,0.47410378813366566,0.22392965497292014,537
37,a2,500,32,train,phase,0.75,L2,syn_current,0.8590351596165302,0.14553922368590713,0.8934224245254844,0.09690255652181382,0.4741756300636227,0.1976995011114964,560
37,a2,500,32,train,phase,0.75,L2,pre_reset,0.8461392756367169,0.1506376189404544,0.8767444819071215,0.10558305875442918,0.5032095381940244,0.1983098805902095,560
37,a2,500,32,train,phase,1.0,L1,spike50,0.9440038389955222,0.04849639108987026,0.9474157336951238,0.0481041131717867,0.3262978888390028,0.14526007010668604,570
37,a2,500,32,train,phase,1.0,L1,syn_current,0.9962441309621068,0.0031305570699716916,0.9966141461421176,0.0028307920233480322,0.10721446300867198,0.04062109929062694,581
37,a2,500,32,train,phase,1.0,L1,pre_reset,0.9892089109139208,0.005410648435773451,0.9902116328876798,0.004841303216524692,0.14849962553988685,0.038097723187830224,581
