seed,reset_case,phase,delay_steps,delay_ms,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
37,reset_l1,0.25,0,0.0,L1,spike50,0.9264632394068952,0.08782890934489106,0.9310666433898415,0.08577329948569128,0.3536571822430671,0.2166600681213963,110
37,reset_l1,0.25,0,0.0,L1,syn_current,0.5315473183945775,0.20445286128124887,0.5619002328968143,0.189408011243037,0.8712926506446687,0.15263840906371168,90
37,reset_l1,0.25,0,0.0,L1,pre_reset,0.41112674856484843,0.1732475558020388,0.44951205548176826,0.1636279633276513,0.9324113832222174,0.08857710766518498,90
37,reset_l1,0.25,0,0.0,L2,spike50,0.9515917618447958,0.08945382580353944,0.9610995233915464,0.08281731999853327,0.1961018023519306,0.21081906726390084,105
37,reset_l1,0.25,0,0.0,L2,syn_current,0.9099474723192078,0.13439246024801482,0.916669449010723,0.12163867441049565,0.32759936192893635,0.24380543013164846,111
37,reset_l1,0.25,0,0.0,L2,pre_reset,0.952755454405158,0.092879936633236,0.9553956615616587,0.08255710251282042,0.23494186898163327,0.21602937400748826,111
37,reset_l1,0.25,1,15.625,L1,spike50,0.8838114477851977,0.0861566782486141,0.891312460957329,0.08512211434483732,0.5418036922013513,0.21492715377967195,111
37,reset_l1,0.25,1,15.625,L1,syn_current,0.6201458454344485,0.2020828916534481,0.6431982483430284,0.18720708625566868,0.7655300712768821,0.16864908385342947,120
37,reset_l1,0.25,1,15.625,L1,pre_reset,0.5163824963213272,0.18854462870897426,0.5470106374373884,0.17808047333457364,0.8443044399321551,0.12696598183834462,120
37,reset_l1,0.25,1,15.625,L2,spike50,0.9115814275540949,0.12474097924518952,0.9306486114635016,0.11940802746347179,0.2951489174172912,0.24068043611583825,107
37,reset_l1,0.25,1,15.625,L2,syn_current,0.8812899502122451,0.14016614675272945,0.8912635936566153,0.121800491625329,0.43778396313710455,0.24137027250053109,113
37,reset_l1,0.25,1,15.625,L2,pre_reset,0.9140492252659808,0.12248760584017508,0.9194824608813883,0.10774197679648263,0.3614834929339921,0.23413839204474263,113
37,reset_l1,0.25,2,31.25,L1,spike50,0.709113307946321,0.1449416254001192,0.7259661987062721,0.14388572994610901,0.774127364308654,0.19688088209592594,106
37,reset_l1,0.25,2,31.25,L1,syn_current,0.7113517784145007,0.1674963393247197,0.7281962616186286,0.15765476330663677,0.6849228523603845,0.17451955302543518,124
37,reset_l1,0.25,2,31.25,L1,pre_reset,0.6354154909744213,0.16600552351928702,0.6589249830713335,0.15795049273583384,0.7544164506825874,0.14483259462724105,124
37,reset_l1,0.25,2,31.25,L2,spike50,0.844212319768123,0.13553545220381624,0.8833571833331135,0.12760887437859353,0.4211860273678145,0.2553454956029996,107
37,reset_l1,0.25,2,31.25,L2,syn_current,0.8284519723794795,0.1981684803485877,0.8401093814286753,0.17888210085998685,0.5574497385366453,0.2370271779104111,114
37,reset_l1,0.25,2,31.25,L2,pre_reset,0.8658298992225276,0.176812854990682,0.8729433038041051,0.1568190381782834,0.4932261632995112,0.24366020359958745,114
37,reset_l1,0.25,4,62.5,L1,spike50,0.4520576497830745,0.22198207842870438,0.4791602819014084,0.21677706142428707,0.9188972589194471,0.1572572345841982,66
37,reset_l1,0.25,4,62.5,L1,syn_current,0.8076898715528136,0.131828999507181,0.819850952540857,0.12382593667582972,0.5675963139235696,0.16565185371123833,128
37,reset_l1,0.25,4,62.5,L1,pre_reset,0.7604657768853695,0.13780561161933794,0.7769242307945301,0.12975141685457778,0.6183458300538893,0.15201002184697815,128
37,reset_l1,0.25,4,62.5,L2,spike50,0.667394247201719,0.15584273815850222,0.7517975525058133,0.155733857495327,0.6244695311156296,0.2258309965998205,113
37,reset_l1,0.25,4,62.5,L2,syn_current,0.8000666643767299,0.16720169308671312,0.8108795840666022,0.15221002680663778,0.6417380343427626,0.18164274373070902,118
37,reset_l1,0.25,4,62.5,L2,pre_reset,0.8268249836945035,0.1539665188250316,0.8322586926793966,0.14203175098278467,0.6074285290216835,0.19250660191131738,118
37,reset_l1,0.25,8,125.0,L1,spike50,0.6547901684075368,0.19327385023705318,0.6743872316390116,0.19064481447713041,0.7603967150522086,0.21103823987430662,106
37,reset_l1,0.25,8,125.0,L1,syn_current,0.9023815834550815,0.06810630559430578,0.9110075406703027,0.0629490731268248,0.4240379572021662,0.14278245933425743,128
37,reset_l1,0.25,8,125.0,L1,pre_reset,0.8805174963172147,0.07195836188669992,0.8910698457381312,0.066370978047116,0.4503434842974676,0.12994421028328337,128
37,reset_l1,0.25,8,125.0,L2,spike50,0.5815079042365369,0.1546807867264941,0.693427216450625,0.15015697376803475,0.6935930561283483,0.17736293346281679,122
37,reset_l1,0.25,8,125.0,L2,syn_current,0.789662790481649,0.14111282571082176,0.8002552518850521,0.12252881654425855,0.6429055675684346,0.1527909819688264,126
37,reset_l1,0.25,8,125.0,L2,pre_reset,0.7989237405336914,0.1355992958483352,0.8030892690308846,0.11990405730597871,0.6410169342100871,0.1508882668375733,126
37,reset_l1,0.25,16,250.0,L1,spike50,0.8594642296881216,0.10935200749134379,0.8702456540105141,0.10693404962215432,0.5095929363762335,0.1817704742618695,124
37,reset_l1,0.25,16,250.0,L1,syn_current,0.9794648076903094,0.014417038946379683,0.9820004841191055,0.012660500137581278,0.2159013257087531,0.07540148791790591,128
37,reset_l1,0.25,16,250.0,L1,pre_reset,0.967256679130978,0.017589059100481762,0.9710025158475812,0.015423563038483815,0.2491312582218274,0.06484296419620413,128
37,reset_l1,0.25,16,250.0,L2,spike50,0.6439177458800617,0.19391586218378098,0.7665854837891765,0.17346898052419246,0.6058440183942498,0.20134460874203136,126
37,reset_l1,0.25,16,250.0,L2,syn_current,0.8232413508909846,0.1251640836621277,0.8488853016588241,0.10470025855633353,0.5528691111718101,0.15700096427696897,128
37,reset_l1,0.25,16,250.0,L2,pre_reset,0.8163781116917661,0.11951256684058223,0.8346287522491742,0.1069169486353778,0.5757196122062486,0.15647268847236137,128
37,reset_l1,0.25,32,500.0,L1,spike50,0.9585576352193956,0.031214373434142722,0.9620484204614532,0.030227888444737085,0.26955814796120126,0.11193191258841878,128
37,reset_l1,0.25,32,500.0,L1,syn_current,0.9979187230536335,0.001626237386760812,0.9981710129855881,0.0014154418062633078,0.07683047630355688,0.033142714836615364,128
37,reset_l1,0.25,32,500.0,L1,pre_reset,0.9909183534748998,0.004677510426821913,0.9918794968210797,0.004145861328790056,0.13045458393242004,0.035087716688670015,128
37,reset_l1,0.25,32,500.0,L2,spike50,0.8534255399280252,0.0897624273261007,0.9255707340259883,0.05385055661531759,0.36251791295438857,0.116240848796569,128
37,reset_l1,0.25,32,500.0,L2,syn_current,0.930445564050594,0.04887543811002029,0.9459845464963261,0.032220738319436094,0.3306631454821033,0.10441384380489159,128
37,reset_l1,0.25,32,500.0,L2,pre_reset,0.9276296328541727,0.05569707764499044,0.9398763114314559,0.037571689991498444,0.34969707320022436,0.11251880060212192,128
37,reset_l1,0.5,0,0.0,L1,spike50,0.9615253539124486,0.03358974647685475,0.9652131672924524,0.03296780067137304,0.3206370216329351,0.08228398929344262,128
37,reset_l1,0.5,0,0.0,L1,syn_current,0.48392286488661496,0.18042708412201072,0.5098188356873374,0.16400716773920923,0.913694548368148,0.10354168784773732,83
37,reset_l1,0.5,0,0.0,L1,pre_reset,0.38479021679608777,0.13969916655718878,0.41583010554068994,0.1303527256276534,0.9544225190179794,0.055318447412284776,83
37,reset_l1,0.5,0,0.0,L2,spike50,0.9807166231326275,0.0490554752009283,0.9877417660833625,0.04853440544059663,0.12489590842018271,0.08055173281303303,127
37,reset_l1,0.5,0,0.0,L2,syn_current,0.9656376935118212,0.043572757545391895,0.9714301363840376,0.03301527052962377,0.2379671457870327,0.09528034076188853,128
37,reset_l1,0.5,0,0.0,L2,pre_reset,0.9873878607313611,0.017451384978560237,0.9889767617776859,0.013461357234043807,0.14642928476618675,0.06639831506448994,128
37,reset_l1,0.5,1,15.625,L1,spike50,0.9256365153854664,0.05426590065630929,0.9319101672218549,0.053984519251122805,0.5380900395254171,0.0739883039178756,128
37,reset_l1,0.5,1,15.625,L1,syn_current,0.5561960688526115,0.17915379684861346,0.5814441040962355,0.16627283110853688,0.8408124364876413,0.12729256881271533,114
37,reset_l1,0.5,1,15.625,L1,pre_reset,0.4758754294563846,0.16257034261092182,0.5052859273154156,0.15307511205539914,0.8898793677311924,0.0935174203295046,114
37,reset_l1,0.5,1,15.625,L2,spike50,0.9570836755743841,0.045461207320458545,0.9743647461346625,0.04406279570105928,0.20677053769167697,0.08771499718720221,127
37,reset_l1,0.5,1,15.625,L2,syn_current,0.9442373174998719,0.05620397293562572,0.9529643059160189,0.04518049014399483,0.33644068529342996,0.10402396119274779,128
37,reset_l1,0.5,1,15.625,L2,pre_reset,0.9680357946026477,0.03902231871773782,0.9720241239218619,0.030873744957781335,0.2525677906990574,0.09306094012734212,128
37,reset_l1,0.5,2,31.25,L1,spike50,0.795153518660131,0.08823484661384984,0.8112235887579724,0.08642538135335427,0.7617327896386648,0.06353725347506418,125
37,reset_l1,0.5,2,31.25,L1,syn_current,0.6236522456757967,0.1600628485277526,0.6484885366061091,0.14906778797431525,0.7841318807232995,0.12317015453023189,124
37,reset_l1,0.5,2,31.25,L1,pre_reset,0.5584750129856565,0.15768384558250997,0.5875837417780192,0.14726171809467714,0.8272244774844681,0.10897146965173268,124
37,reset_l1,0.5,2,31.25,L2,spike50,0.9059127032172416,0.062456618655329664,0.9441390046372753,0.05694601975652979,0.32385009669980075,0.11264354629368697,127
