seed,reset_case,phase,delay_steps,delay_ms,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
37,intact,0.25,0,0.0,L1,spike50,1.0,1.2215109018058463e-16,1.0,1.402792703053027e-16,0.0,0.0,114
37,intact,0.25,0,0.0,L1,syn_current,1.0,1.3947004136484323e-16,1.0,1.3981483803777926e-16,0.0,0.0,128
37,intact,0.25,0,0.0,L1,pre_reset,1.0,1.3311106448512297e-16,1.0,1.4084416362486778e-16,0.0,0.0,128
37,intact,0.25,0,0.0,L2,spike50,1.0,1.3171042345699647e-16,1.0,1.1702778228589004e-16,0.0,0.0,108
37,intact,0.25,0,0.0,L2,syn_current,1.0,1.402792703053027e-16,1.0,1.3397132361779332e-16,0.0,0.0,114
37,intact,0.25,0,0.0,L2,pre_reset,1.0,1.3872917554003198e-16,1.0,1.5104245356795934e-16,0.0,0.0,114
37,intact,0.25,1,15.625,L1,spike50,1.0,1.3732316816655263e-16,1.0,1.4587906922685713e-16,0.0,0.0,117
37,intact,0.25,1,15.625,L1,syn_current,1.0,1.4050189297646195e-16,1.0,1.2757001226805672e-16,0.0,0.0,128
37,intact,0.25,1,15.625,L1,pre_reset,1.0,1.3526394372366472e-16,1.0,1.2794688166302258e-16,0.0,0.0,128
37,intact,0.25,1,15.625,L2,spike50,1.0,1.4307300227626571e-16,1.0,1.363780796381762e-16,0.0,0.0,112
37,intact,0.25,1,15.625,L2,syn_current,1.0,1.4979837446736744e-16,1.0,1.290166741944944e-16,0.0,0.0,117
37,intact,0.25,1,15.625,L2,pre_reset,1.0,1.3264031192166232e-16,1.0,1.3808820566363803e-16,0.0,0.0,117
37,intact,0.25,2,31.25,L1,spike50,1.0,1.1977729106380286e-16,1.0,1.425044227228462e-16,0.0,0.0,122
37,intact,0.25,2,31.25,L1,syn_current,1.0,1.442222014787673e-16,1.0,1.4522029090674701e-16,0.0,0.0,128
37,intact,0.25,2,31.25,L1,pre_reset,1.0,1.35619434333351e-16,1.0,1.545365047825326e-16,0.0,0.0,128
37,intact,0.25,2,31.25,L2,spike50,1.0,1.400512065007507e-16,1.0,1.3458748012866816e-16,0.0,0.0,115
