seed,reset_case,phase,delay_steps,delay_ms,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
23,intact,0.25,0,0.0,L1,spike50,1.0,1.2748648357880571e-16,1.0,1.3973253034982497e-16,0.0,0.0,113
23,intact,0.25,0,0.0,L1,syn_current,1.0,1.2681291352079812e-16,1.0,1.2944338730181992e-16,0.0,0.0,128
23,intact,0.25,0,0.0,L1,pre_reset,1.0,1.391243901732968e-16,1.0,1.4488835837920476e-16,0.0,0.0,128
23,intact,0.25,0,0.0,L2,spike50,1.0,1.2086577382315719e-16,1.0,1.3300384653418925e-16,0.0,0.0,108
23,intact,0.25,0,0.0,L2,syn_current,1.0,1.3298519110993952e-16,1.0,1.309547636151517e-16,0.0,0.0,115
23,intact,0.25,0,0.0,L2,pre_reset,1.0,1.2763891494299552e-16,1.0,1.3966802874712073e-16,0.0,0.0,115
23,intact,0.25,1,15.625,L1,spike50,1.0,1.2819751242557092e-16,1.0,1.5767879792876567e-16,0.0,0.0,117
23,intact,0.25,1,15.625,L1,syn_current,1.0,1.3668035872266426e-16,1.0,1.3311106448512297e-16,0.0,0.0,128
23,intact,0.25,1,15.625,L1,pre_reset,1.0,1.316562550716263e-16,1.0,1.3311106448512297e-16,0.0,0.0,128
23,intact,0.25,1,15.625,L2,spike50,1.0,1.4909974585898082e-16,1.0,1.3838080179054134e-16,0.0,0.0,112
23,intact,0.25,1,15.625,L2,syn_current,1.0,1.3597399555105182e-16,1.0,1.336494824613297e-16,0.0,0.0,118
23,intact,0.25,1,15.625,L2,pre_reset,1.0,1.3325812149681e-16,1.0,1.4272055695633346e-16,0.0,0.0,118
23,intact,0.25,2,31.25,L1,spike50,1.0,1.2899625854847775e-16,1.0,1.4651859647647594e-16,0.0,0.0,120
23,intact,0.25,2,31.25,L1,syn_current,1.0,1.4288057044435644e-16,1.0,1.2869730969111293e-16,0.0,0.0,128
23,intact,0.25,2,31.25,L1,pre_reset,1.0,1.2944338730181992e-16,1.0,1.41866021015769e-16,0.0,0.0,128
