seed,reset_case,phase,delay_steps,delay_ms,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
23,reset_l2,0.25,0,0.0,L1,spike50,1.0,1.2748648357880571e-16,1.0,1.3973253034982497e-16,0.0,0.0,113
23,reset_l2,0.25,0,0.0,L1,syn_current,1.0,1.2681291352079812e-16,1.0,1.2944338730181992e-16,0.0,0.0,128
23,reset_l2,0.25,0,0.0,L1,pre_reset,1.0,1.391243901732968e-16,1.0,1.4488835837920476e-16,0.0,0.0,128
23,reset_l2,0.25,0,0.0,L2,spike50,0.9552335842876435,0.07075896643845336,0.9642633336838954,0.06956554680220178,0.28344674007492726,0.19410187516562238,105
23,reset_l2,0.25,0,0.0,L2,syn_current,0.6177933452195422,0.21810560707586601,0.6560923692476107,0.1804327270261573,0.714982449144951,0.2943959262540265,109
23,reset_l2,0.25,0,0.0,L2,pre_reset,0.536680566209178,0.22320649471283288,0.5682780081604389,0.19704472351469068,0.7812670634854761,0.30002616804043614,109
23,reset_l2,0.25,1,15.625,L1,spike50,1.0,1.2819751242557092e-16,1.0,1.5767879792876567e-16,0.0,0.0,117
23,reset_l2,0.25,1,15.625,L1,syn_current,1.0,1.3668035872266426e-16,1.0,1.3311106448512297e-16,0.0,0.0,128
23,reset_l2,0.25,1,15.625,L1,pre_reset,1.0,1.316562550716263e-16,1.0,1.3311106448512297e-16,0.0,0.0,128
23,reset_l2,0.25,1,15.625,L2,spike50,0.9078341001693183,0.085079440926572,0.9332185639395764,0.08352320615210848,0.424422639852206,0.20497953394091287,110
23,reset_l2,0.25,1,15.625,L2,syn_current,0.7582717069175179,0.18335502232083017,0.7897241836529222,0.14485560429929037,0.6057055953769996,0.2832932481402263,116
23,reset_l2,0.25,1,15.625,L2,pre_reset,0.6867381849350069,0.21545488400080484,0.712665258879646,0.1869329505189914,0.6791244128101439,0.2931916439542961,116
23,reset_l2,0.25,2,31.25,L1,spike50,1.0,1.2899625854847775e-16,1.0,1.4651859647647594e-16,0.0,0.0,120
23,reset_l2,0.25,2,31.25,L1,syn_current,1.0,1.4288057044435644e-16,1.0,1.2869730969111293e-16,0.0,0.0,128
23,reset_l2,0.25,2,31.25,L1,pre_reset,1.0,1.2944338730181992e-16,1.0,1.41866021015769e-16,0.0,0.0,128
23,reset_l2,0.25,2,31.25,L2,spike50,0.8215867699809055,0.07500550225664697,0.8810858533605292,0.058528136278582894,0.5215095588517302,0.23036197570470418,112
23,reset_l2,0.25,2,31.25,L2,syn_current,0.8251509253418612,0.1355694174857751,0.8453810654268411,0.11536269407912267,0.5340953861489544,0.2628079858633159,120
23,reset_l2,0.25,2,31.25,L2,pre_reset,0.769461415008998,0.16608795902091933,0.7869924214937462,0.1477873627575377,0.60705437407141,0.2793355113582446,120
23,reset_l2,0.25,4,62.5,L1,spike50,1.0,1.4286978659812464e-16,1.0,1.40783984329461e-16,0.0,0.0,125
23,reset_l2,0.25,4,62.5,L1,syn_current,1.0,1.38430498614478e-16,1.0,1.2944338730181992e-16,0.0,0.0,128
23,reset_l2,0.25,4,62.5,L1,pre_reset,1.0,1.4084416362486778e-16,1.0,1.4288057044435644e-16,0.0,0.0,128
23,reset_l2,0.25,4,62.5,L2,spike50,0.7372290144160347,0.15528514957988143,0.8177432714631622,0.11511871823656557,0.5210592782593746,0.24914836326818576,121
23,reset_l2,0.25,4,62.5,L2,syn_current,0.8943258609823542,0.08940673889273246,0.9086801618267306,0.07533704575816709,0.42222056824676235,0.2296716024604679,125
23,reset_l2,0.25,4,62.5,L2,pre_reset,0.8576552774442128,0.11334488295061607,0.8683286351641503,0.10257988540428672,0.49763115109681355,0.252804284655421,125
23,reset_l2,0.25,8,125.0,L1,spike50,1.0,1.3009122667322963e-16,1.0,1.3597399555105182e-16,0.0,0.0,126
23,reset_l2,0.25,8,125.0,L1,syn_current,1.0,1.4084416362486778e-16,1.0,1.3526394372366472e-16,0.0,0.0,128
23,reset_l2,0.25,8,125.0,L1,pre_reset,1.0,1.316562550716263e-16,1.0,1.3092278833360675e-16,0.0,0.0,128
23,reset_l2,0.25,8,125.0,L2,spike50,0.872388892382403,0.09391449241648135,0.9240611201589399,0.057039027467754695,0.3365259262362858,0.175715678456973,125
23,reset_l2,0.25,8,125.0,L2,syn_current,0.9344371386003654,0.07036472536373875,0.947662305934553,0.05299650526421981,0.3058538118065339,0.19469044202712762,126
23,reset_l2,0.25,8,125.0,L2,pre_reset,0.9164662117060923,0.08141158392371906,0.9263046548235931,0.07003540583108883,0.3646337000875817,0.21916525062445616,126
23,reset_l2,0.25,16,250.0,L1,spike50,1.0,1.3932317635981985e-16,1.0,1.3827430440586067e-16,0.0,0.0,127
23,reset_l2,0.25,16,250.0,L1,syn_current,1.0,1.3947004136484323e-16,1.0,1.3092278833360675e-16,0.0,0.0,128
23,reset_l2,0.25,16,250.0,L1,pre_reset,1.0,1.2832264423908535e-16,1.0,1.341918215839574e-16,0.0,0.0,128
23,reset_l2,0.25,16,250.0,L2,spike50,0.9489583564602577,0.047873387654944845,0.9749823898984195,0.022709069631067898,0.19355698130602073,0.10988466234076648,127
