seed,reset_case,phase,delay_steps,delay_ms,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
37,reset_l2,0.25,0,0.0,L1,spike50,1.0,1.2215109018058463e-16,1.0,1.402792703053027e-16,0.0,0.0,114
37,reset_l2,0.25,0,0.0,L1,syn_current,1.0,1.3947004136484323e-16,1.0,1.3981483803777926e-16,0.0,0.0,128
37,reset_l2,0.25,0,0.0,L1,pre_reset,1.0,1.3311106448512297e-16,1.0,1.4084416362486778e-16,0.0,0.0,128
37,reset_l2,0.25,0,0.0,L2,spike50,0.946990710821619,0.08903418173372865,0.9575995299444098,0.0845949049739296,0.278025742039946,0.18240290614858112,107
37,reset_l2,0.25,0,0.0,L2,syn_current,0.6024970565596215,0.25312135922883033,0.6432945453032682,0.21493263880146923,0.7058786256757489,0.3123983942224556,110
37,reset_l2,0.25,0,0.0,L2,pre_reset,0.5157405986255025,0.27039956234082246,0.5509820045977476,0.2407185085897253,0.7693161844722893,0.3198393754674365,110
37,reset_l2,0.25,1,15.625,L1,spike50,1.0,1.3732316816655263e-16,1.0,1.4587906922685713e-16,0.0,0.0,117
37,reset_l2,0.25,1,15.625,L1,syn_current,1.0,1.4050189297646195e-16,1.0,1.2757001226805672e-16,0.0,0.0,128
37,reset_l2,0.25,1,15.625,L1,pre_reset,1.0,1.3526394372366472e-16,1.0,1.2794688166302258e-16,0.0,0.0,128
37,reset_l2,0.25,1,15.625,L2,spike50,0.920159365263711,0.04706048077011348,0.9476539442276165,0.040303321932588496,0.3918015791171864,0.18963845331860846,111
37,reset_l2,0.25,1,15.625,L2,syn_current,0.760096596366666,0.19252297205291458,0.7874767748085962,0.16540820392954445,0.597810921601623,0.28678063120547226,116
37,reset_l2,0.25,1,15.625,L2,pre_reset,0.6869868667276581,0.22036756936483204,0.7099908597279275,0.20048921198957975,0.6706987088839098,0.30000915573637904,116
37,reset_l2,0.25,2,31.25,L1,spike50,1.0,1.1977729106380286e-16,1.0,1.425044227228462e-16,0.0,0.0,122
37,reset_l2,0.25,2,31.25,L1,syn_current,1.0,1.442222014787673e-16,1.0,1.4522029090674701e-16,0.0,0.0,128
37,reset_l2,0.25,2,31.25,L1,pre_reset,1.0,1.35619434333351e-16,1.0,1.545365047825326e-16,0.0,0.0,128
37,reset_l2,0.25,2,31.25,L2,spike50,0.8193946018019311,0.07818118781986817,0.884498284941062,0.05224995382120318,0.5015237604190198,0.2241799439669867,114
37,reset_l2,0.25,2,31.25,L2,syn_current,0.8372098372113407,0.15305174943660507,0.8583882796401494,0.13067935410257692,0.5090626433489599,0.2650887085865472,122
37,reset_l2,0.25,2,31.25,L2,pre_reset,0.7828396029015894,0.17770747409770687,0.798879593948034,0.1619380668164102,0.5884964868398428,0.2849401051522968,122
37,reset_l2,0.25,4,62.5,L1,spike50,1.0,1.3704890552376617e-16,1.0,1.3987495347505253e-16,0.0,0.0,126
37,reset_l2,0.25,4,62.5,L1,syn_current,1.0,1.2981481815797577e-16,1.0,1.4488835837920476e-16,0.0,0.0,128
37,reset_l2,0.25,4,62.5,L1,pre_reset,1.0,1.3668035872266426e-16,1.0,1.2098374922832816e-16,0.0,0.0,128
37,reset_l2,0.25,4,62.5,L2,spike50,0.7593895245633355,0.15368080066248743,0.8416875600916379,0.10697452010533849,0.48000676215071014,0.23758409015804702,121
37,reset_l2,0.25,4,62.5,L2,syn_current,0.9031787095181601,0.09035235266520504,0.9182360734223315,0.07192940095841151,0.39969606470880714,0.2236628747632542,126
37,reset_l2,0.25,4,62.5,L2,pre_reset,0.8668703528809903,0.11804650394295835,0.8792666091302259,0.10271398895488586,0.47744805776146526,0.2549093659603945,126
37,reset_l2,0.25,8,125.0,L1,spike50,1.0,1.3506446028928518e-16,1.0,1.290917759688582e-16,0.0,0.0,125
37,reset_l2,0.25,8,125.0,L1,syn_current,1.0,1.4621156719869436e-16,1.0,1.237382037120247e-16,0.0,0.0,128
37,reset_l2,0.25,8,125.0,L1,pre_reset,1.0,1.377331113139258e-16,1.0,1.4522029090674701e-16,0.0,0.0,128
37,reset_l2,0.25,8,125.0,L2,spike50,0.8855048371238682,0.08652369150378873,0.9355552203803044,0.04970461786488009,0.30784924222950816,0.16562804987581342,125
37,reset_l2,0.25,8,125.0,L2,syn_current,0.9476679928734355,0.05007404514409914,0.9569748778890845,0.04048286095701627,0.28405493819530897,0.17250833254251316,126
37,reset_l2,0.25,8,125.0,L2,pre_reset,0.9317296365128032,0.06357227013568181,0.9392049128972723,0.05615733422640108,0.3417498847328766,0.20098359054227033,126
37,reset_l2,0.25,16,250.0,L1,spike50,1.0,1.3721741524624262e-16,1.0,1.3106749601570053e-16,0.0,0.0,127
