seed,reset_case,phase,delay_steps,delay_ms,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
11,reset_l2,0.25,0,0.0,L1,spike50,1.0,1.365441196261787e-16,1.0,1.3805294023239838e-16,0.0,0.0,119
11,reset_l2,0.25,0,0.0,L1,syn_current,1.0,1.3597399555105182e-16,1.0,1.3455014484288012e-16,0.0,0.0,128
11,reset_l2,0.25,0,0.0,L1,pre_reset,1.0,1.2832264423908535e-16,1.0,1.2295751324518482e-16,0.0,0.0,128
11,reset_l2,0.25,0,0.0,L2,spike50,0.9614107861556322,0.053549457214324345,0.9717378189420417,0.04839531319108363,0.29029353849854966,0.19874772321311285,105
11,reset_l2,0.25,0,0.0,L2,syn_current,0.6100018886945482,0.2726351163972871,0.6459622241633576,0.22612234869857975,0.7286102398590171,0.30000015000892283,113
11,reset_l2,0.25,0,0.0,L2,pre_reset,0.5313163768193856,0.287235131014941,0.5602440726149707,0.25384845347431806,0.7901741000440777,0.3053626942933885,113
11,reset_l2,0.25,1,15.625,L1,spike50,1.0,1.1551893928560613e-16,1.0,1.4415596854692585e-16,0.0,0.0,121
11,reset_l2,0.25,1,15.625,L1,syn_current,1.0,1.3238565818820347e-16,1.0,1.4654050252376534e-16,0.0,0.0,128
11,reset_l2,0.25,1,15.625,L1,pre_reset,1.0,1.1978388074229732e-16,1.0,1.4522029090674701e-16,0.0,0.0,128
11,reset_l2,0.25,1,15.625,L2,spike50,0.9083410566882884,0.07829305058482035,0.9373714143027115,0.07233267462359018,0.4205102570465885,0.19788716187973304,111
11,reset_l2,0.25,1,15.625,L2,syn_current,0.771163399179604,0.19375709227022667,0.8023984740987624,0.15258938536222727,0.6030234031136307,0.2786626281285389,120
11,reset_l2,0.25,1,15.625,L2,pre_reset,0.7092990097261035,0.21585175519916444,0.7346150968149442,0.18211624554418135,0.6770108250564212,0.2891367385329138,120
11,reset_l2,0.25,2,31.25,L1,spike50,1.0,1.3075659740283351e-16,1.0,1.4205201749847224e-16,0.0,0.0,124
11,reset_l2,0.25,2,31.25,L1,syn_current,1.0,1.4555146645863653e-16,1.0,1.4621156719869436e-16,0.0,0.0,128
11,reset_l2,0.25,2,31.25,L1,pre_reset,1.0,1.2907088757326182e-16,1.0,1.377331113139258e-16,0.0,0.0,128
11,reset_l2,0.25,2,31.25,L2,spike50,0.8245355961364972,0.08103972502487729,0.8900345681962055,0.054464375341120995,0.5073670640461685,0.22325036416154662,115
11,reset_l2,0.25,2,31.25,L2,syn_current,0.838846055409252,0.14346081427238258,0.8621878037714685,0.11269140462594036,0.5220918357277233,0.2544144977602755,124
11,reset_l2,0.25,2,31.25,L2,pre_reset,0.7896811484562364,0.171108732921629,0.8089064511564412,0.14113284008703136,0.5983470266851183,0.2719061230198938,124
11,reset_l2,0.25,4,62.5,L1,spike50,1.0,1.2985338597471815e-16,1.0,1.5447667261737484e-16,0.0,0.0,125
11,reset_l2,0.25,4,62.5,L1,syn_current,1.0,1.3526394372366472e-16,1.0,1.391243901732968e-16,0.0,0.0,128
11,reset_l2,0.25,4,62.5,L1,pre_reset,1.0,1.3632763462826172e-16,1.0,1.3311106448512297e-16,0.0,0.0,128
11,reset_l2,0.25,4,62.5,L2,spike50,0.7431136078733394,0.16510984474255544,0.8295462403542906,0.12128596298315218,0.5038612442160967,0.23848680251340207,123
11,reset_l2,0.25,4,62.5,L2,syn_current,0.8928978471025166,0.11391225969754518,0.9113591727936785,0.08349297641212021,0.41360429842868807,0.2250974384132036,125
11,reset_l2,0.25,4,62.5,L2,pre_reset,0.85980541584045,0.13405439058917357,0.8750624728946775,0.10591348263926606,0.48837433577431677,0.24984818126006106,125
11,reset_l2,0.25,8,125.0,L1,spike50,1.0,1.289583352025021e-16,1.0,1.3084103822364793e-16,0.0,0.0,126
11,reset_l2,0.25,8,125.0,L1,syn_current,1.0,1.2719202621569003e-16,1.0,1.4321715647129733e-16,0.0,0.0,128
11,reset_l2,0.25,8,125.0,L1,pre_reset,1.0,1.4588189019024588e-16,1.0,1.237382037120247e-16,0.0,0.0,128
11,reset_l2,0.25,8,125.0,L2,spike50,0.8824074419233172,0.09791431966536783,0.9343880756890784,0.0563024144877075,0.3108241182090645,0.16785242111599982,126
11,reset_l2,0.25,8,125.0,L2,syn_current,0.9408062086690745,0.06961336516612054,0.9527912732450196,0.051937124096216675,0.2897465277556074,0.1816606754692647,127
11,reset_l2,0.25,8,125.0,L2,pre_reset,0.9266093430448431,0.07794627427734568,0.9353646971262277,0.06640062992381117,0.346544780174708,0.20566411212023544,127
11,reset_l2,0.25,16,250.0,L1,spike50,1.0,1.3897443194211846e-16,1.0,1.2957804429148437e-16,0.0,0.0,127
11,reset_l2,0.25,16,250.0,L1,syn_current,1.0,1.3877787807814457e-16,1.0,1.1978388074229732e-16,0.0,0.0,128
11,reset_l2,0.25,16,250.0,L1,pre_reset,1.0,1.2412670766236366e-16,1.0,1.4555146645863653e-16,0.0,0.0,128
11,reset_l2,0.25,16,250.0,L2,spike50,0.9546864368371917,0.044096566181057416,0.9786107284305828,0.02055636818834908,0.17751286826075813,0.10248989878556632,127
11,reset_l2,0.25,16,250.0,L2,syn_current,0.9829286101505339,0.022686332355562194,0.9873607593549341,0.014343982565592708,0.1464044206605643,0.09870714383824931,128
11,reset_l2,0.25,16,250.0,L2,pre_reset,0.9764863298087245,0.030676524323054653,0.9813900538227964,0.020572427427372284,0.18116501040792443,0.11844611528490971,128
11,reset_l2,0.25,32,500.0,L1,spike50,1.0,1.2566871346510768e-16,1.0,1.3455014484288012e-16,0.0,0.0,128
11,reset_l2,0.25,32,500.0,L1,syn_current,1.0,1.2566871346510768e-16,1.0,1.2794688166302258e-16,0.0,0.0,128
11,reset_l2,0.25,32,500.0,L1,pre_reset,1.0,1.3490751637495733e-16,1.0,1.3018518929051675e-16,0.0,0.0,128
11,reset_l2,0.25,32,500.0,L2,spike50,0.9917577007874882,0.01049152392761216,0.9963582467578842,0.0050442126612650195,0.07039966848474083,0.04826309568366974,128
11,reset_l2,0.25,32,500.0,L2,syn_current,0.9972034874260347,0.004623664531954295,0.9980870242932529,0.0027346292443722786,0.05181475031116219,0.0406159750704583,128
11,reset_l2,0.25,32,500.0,L2,pre_reset,0.9957565135782777,0.007516267744488076,0.9969822947321669,0.004269331314666245,0.06614914350321542,0.050270992100274636,128
11,reset_l2,0.5,0,0.0,L1,spike50,1.0,1.3507883114215232e-16,1.0,1.3435840557263324e-16,0.0,0.0,127
11,reset_l2,0.5,0,0.0,L1,syn_current,1.0,1.2643266404855218e-16,1.0,1.41866021015769e-16,0.0,0.0,128
11,reset_l2,0.5,0,0.0,L1,pre_reset,1.0,1.3383253895372864e-16,1.0,1.2757001226805672e-16,0.0,0.0,128
11,reset_l2,0.5,0,0.0,L2,spike50,0.9803714615583309,0.01203843169470817,0.989816683320737,0.009999134401106174,0.25823001362058184,0.04079887745125667,127
11,reset_l2,0.5,0,0.0,L2,syn_current,0.543567932317842,0.20774039267274252,0.5980915047384984,0.18933664161074223,0.8757530466122275,0.07413713503256296,125
11,reset_l2,0.5,0,0.0,L2,pre_reset,0.4664866319507951,0.2193513811195274,0.5232061429040502,0.20627319689829018,0.9292996314713393,0.04892734021282529,125
11,reset_l2,0.5,1,15.625,L1,spike50,1.0,1.2981481815797577e-16,1.0,1.4288057044435644e-16,0.0,0.0,128
11,reset_l2,0.5,1,15.625,L1,syn_current,1.0,1.2944338730181992e-16,1.0,1.3347228920484555e-16,0.0,0.0,128
11,reset_l2,0.5,1,15.625,L1,pre_reset,1.0,1.3668035872266426e-16,1.0,1.370321748998225e-16,0.0,0.0,128
11,reset_l2,0.5,1,15.625,L2,spike50,0.92994397372076,0.03111481064005366,0.9646703312048434,0.02098455429313091,0.44882526250896393,0.06493865958266476,127
11,reset_l2,0.5,1,15.625,L2,syn_current,0.668638565192721,0.1868248100957118,0.7270513836449951,0.15383926750399624,0.7814840112359769,0.1089446595896129,127
