seed,reset_case,phase,delay_steps,delay_ms,layer,state,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
37,reset_both,0.25,0,0.0,L1,spike50,0.9264632394068952,0.08782890934489106,0.9310666433898415,0.08577329948569128,0.3536571822430671,0.2166600681213963,110
37,reset_both,0.25,0,0.0,L1,syn_current,0.5315473183945775,0.20445286128124887,0.5619002328968143,0.189408011243037,0.8712926506446687,0.15263840906371168,90
37,reset_both,0.25,0,0.0,L1,pre_reset,0.41112674856484843,0.1732475558020388,0.44951205548176826,0.1636279633276513,0.9324113832222174,0.08857710766518498,90
37,reset_both,0.25,0,0.0,L2,spike50,0.9553679321015119,0.0827896696972778,0.9632936170434664,0.08009415573620106,0.2945772669355645,0.2003187406528235,105
37,reset_both,0.25,0,0.0,L2,syn_current,0.4551383261963764,0.14542692662372192,0.4441625118402952,0.13378790851485542,0.8896847172448188,0.3118723595852131,2
37,reset_both,0.25,0,0.0,L2,pre_reset,0.3831841252398865,0.16992868145770473,0.3786882111699621,0.15850271330002588,0.8900667652601308,0.31194893029744825,2
37,reset_both,0.25,1,15.625,L1,spike50,0.8838114477851977,0.0861566782486141,0.891312460957329,0.08512211434483732,0.5418036922013513,0.21492715377967195,111
37,reset_both,0.25,1,15.625,L1,syn_current,0.6201458454344485,0.2020828916534481,0.6431982483430284,0.18720708625566868,0.7655300712768821,0.16864908385342947,120
37,reset_both,0.25,1,15.625,L1,pre_reset,0.5163824963213272,0.18854462870897426,0.5470106374373884,0.17808047333457364,0.8443044399321551,0.12696598183834462,120
37,reset_both,0.25,1,15.625,L2,spike50,0.9073879923892516,0.1338451618103518,0.9270060221699988,0.12932795257845128,0.5058416043902969,0.23429756657077,107
37,reset_both,0.25,1,15.625,L2,syn_current,0.4569525802505959,0.23368228946243214,0.47183231762541333,0.22030228251314468,0.9046628346689889,0.28214551278267247,11
37,reset_both,0.25,1,15.625,L2,pre_reset,0.4179684327821892,0.2419197785738838,0.43522070165248844,0.22726390939974092,0.9056411999450603,0.2819756696514245,11
37,reset_both,0.25,2,31.25,L1,spike50,0.709113307946321,0.1449416254001192,0.7259661987062721,0.14388572994610901,0.774127364308654,0.19688088209592594,106
37,reset_both,0.25,2,31.25,L1,syn_current,0.7113517784145007,0.1674963393247197,0.7281962616186286,0.15765476330663677,0.6849228523603845,0.17451955302543518,124
37,reset_both,0.25,2,31.25,L1,pre_reset,0.6354154909744213,0.16600552351928702,0.6589249830713335,0.15795049273583384,0.7544164506825874,0.14483259462724105,124
37,reset_both,0.25,2,31.25,L2,spike50,0.8189556404118175,0.13507163009269502,0.8700311454585687,0.11979571453454343,0.7148601518537865,0.25091047591022975,105
37,reset_both,0.25,2,31.25,L2,syn_current,0.2984493269920733,0.34678228407417044,0.31182166639036485,0.3402595592635343,0.9412025963494881,0.2154153191476871,23
37,reset_both,0.25,2,31.25,L2,pre_reset,0.28243333691384825,0.34784469778375354,0.29244242321468317,0.3459917160152797,0.9414077675408801,0.2139470703264545,23
37,reset_both,0.25,4,62.5,L1,spike50,0.4520576497830745,0.22198207842870438,0.4791602819014084,0.21677706142428707,0.9188972589194471,0.1572572345841982,66
37,reset_both,0.25,4,62.5,L1,syn_current,0.8076898715528136,0.131828999507181,0.819850952540857,0.12382593667582972,0.5675963139235696,0.16565185371123833,128
37,reset_both,0.25,4,62.5,L1,pre_reset,0.7604657768853695,0.13780561161933794,0.7769242307945301,0.12975141685457778,0.6183458300538893,0.15201002184697815,128
37,reset_both,0.25,4,62.5,L2,spike50,0.20566124986746798,0.2485052221077412,0.33858813788683034,0.24145225227957504,0.9157123347566367,0.233350744964009,45
37,reset_both,0.25,4,62.5,L2,syn_current,0.40153889050507596,0.31469864336249886,0.41475655923228694,0.30330203102893555,0.9258734922378242,0.16311622448058505,66
37,reset_both,0.25,4,62.5,L2,pre_reset,0.36452993356342284,0.3176603115793939,0.3749281508172444,0.3105436894623361,0.9345740653137486,0.15934099842901933,66
37,reset_both,0.25,8,125.0,L1,spike50,0.6547901684075368,0.19327385023705318,0.6743872316390116,0.19064481447713041,0.7603967150522086,0.21103823987430662,106
37,reset_both,0.25,8,125.0,L1,syn_current,0.9023815834550815,0.06810630559430578,0.9110075406703027,0.0629490731268248,0.4240379572021662,0.14278245933425743,128
37,reset_both,0.25,8,125.0,L1,pre_reset,0.8805174963172147,0.07195836188669992,0.8910698457381312,0.066370978047116,0.4503434842974676,0.12994421028328337,128
37,reset_both,0.25,8,125.0,L2,spike50,0.4298052605750746,0.23938085134623638,0.5759396014879656,0.20798306173104927,0.8364389756346416,0.20424431087201458,88
37,reset_both,0.25,8,125.0,L2,syn_current,0.5601707638675701,0.28122033891310627,0.5791025889912019,0.26676425755121724,0.8198811443247948,0.19800562507150796,107
37,reset_both,0.25,8,125.0,L2,pre_reset,0.527059197361765,0.2883257523536376,0.5357774604821939,0.2807411543362657,0.8412152026626458,0.19619010851430357,107
37,reset_both,0.25,16,250.0,L1,spike50,0.8594642296881216,0.10935200749134379,0.8702456540105141,0.10693404962215432,0.5095929363762335,0.1817704742618695,124
37,reset_both,0.25,16,250.0,L1,syn_current,0.9794648076903094,0.014417038946379683,0.9820004841191055,0.012660500137581278,0.2159013257087531,0.07540148791790591,128
37,reset_both,0.25,16,250.0,L1,pre_reset,0.967256679130978,0.017589059100481762,0.9710025158475812,0.015423563038483815,0.2491312582218274,0.06484296419620413,128
