hidden_width,tau_mem_ms,position_encoding,valid_count_balanced_accuracy_mean,valid_count_balanced_accuracy_std,valid_count_macro_f1_mean,valid_count_macro_f1_std,full_count_balanced_accuracy_mean,full_count_balanced_accuracy_std,tail_spike_fraction_mean,tail_spike_fraction_std
64,1000.0,none,0.34051129426129423,0.030960196426413143,0.3394721818372797,0.04142934684671647,0.1913073038073038,0.04603906799468224,0.5496109694182126,0.09605060525622208
64,1000.0,onehot,0.36623085248085246,0.05653763029470505,0.3531876142307361,0.05444478943722183,0.24033563658563656,0.0931202813957149,0.5656711335319102,0.08169036318541341
64,1000.0,scalar,0.31586274836274836,0.050879876210909086,0.2967380101228175,0.055112599113545276,0.16911310911310912,0.037913795824656,0.5930196891830363,0.07471759737542219
128,250.0,none,0.34928848928848927,0.045758655097327426,0.3417186621097052,0.05380933161331849,0.2672169497169497,0.03593762468411682,0.6344985254669814,0.0767570104390471
128,250.0,onehot,0.3763011988011988,0.047790063107153634,0.3619436399861477,0.04072017399183495,0.32580155955155954,0.031656716203506505,0.4554655016836239,0.13999643120083194
128,250.0,scalar,0.32593684093684094,0.028314786885705455,0.3082670200505943,0.02677898747970018,0.2629080641580641,0.049557310209049805,0.46327631517240875,0.18319908054411896
