hidden_width,tau_mem_ms,position_encoding,seed,split,source_experiment,best_epoch,tail_spike_fraction,valid_count_accuracy,valid_count_balanced_accuracy,valid_count_macro_f1,full_count_accuracy,full_count_balanced_accuracy,full_count_macro_f1,valid_membrane_accuracy,valid_membrane_balanced_accuracy,valid_membrane_macro_f1,full_membrane_accuracy,full_membrane_balanced_accuracy,full_membrane_macro_f1
64,1000.0,none,11,train,experiment_4_0_fixed250_temporal_snn,87,0.34131817566653133,0.6592082616179001,0.6450904119075759,0.645448026620111,0.3493975903614458,0.3416556042468037,0.3082900431433628,0.26161790017211706,0.24908264585197623,0.2141593679812969,0.08950086058519793,0.08786734934205487,0.05581772105495789
64,1000.0,none,11,val,experiment_4_0_fixed250_temporal_snn,87,0.3342786246012052,0.3968253968253968,0.3891955266955267,0.3599947274947275,0.23809523809523808,0.21746031746031746,0.18878263949257865,0.2222222222222222,0.20900072150072155,0.1837614455261514,0.09523809523809523,0.09305555555555554,0.03660415398660986
64,1000.0,none,11,test,experiment_4_0_fixed250_temporal_snn,87,0.38080398878155186,0.3424657534246575,0.34509726384726386,0.3439155273689673,0.273972602739726,0.26095571095571096,0.20274982442612063,0.2534246575342466,0.24978146853146854,0.21874729872918275,0.08904109589041095,0.09212454212454212,0.05191701680672269
64,1000.0,none,23,train,experiment_4_0_fixed250_temporal_snn,137,0.5534106128481042,0.7573149741824441,0.7434649494116946,0.745805268449733,0.27710843373493976,0.27039029059723657,0.2099858158559734,0.3098106712564544,0.2981066957950543,0.2844121244712296,0.12564543889845095,0.12556980056980058,0.05888091417476623
64,1000.0,none,23,val,experiment_4_0_fixed250_temporal_snn,137,0.5863805561637837,0.3888888888888889,0.38178210678210683,0.3522760864866128,0.19047619047619047,0.17440476190476192,0.11631876791451257,0.23015873015873015,0.22477152477152476,0.21410865630259224,0.09523809523809523,0.08472222222222221,0.03277625152625153
64,1000.0,none,23,test,experiment_4_0_fixed250_temporal_snn,137,0.6098039215686275,0.3082191780821918,0.2969461094461095,0.27605698002311246,0.17123287671232876,0.16158008658008657,0.11003616361271619,0.2191780821917808,0.20583583083583082,0.17889915477634774,0.1232876712328767,0.10952380952380952,0.04695694220466406
64,1000.0,none,37,train,experiment_4_0_fixed250_temporal_snn,146,0.47950288608787844,0.7504302925989673,0.7397819393609466,0.7418291481692666,0.29604130808950085,0.2824915323060902,0.2429184441861818,0.37521514629948366,0.3591029033636785,0.34550352339010176,0.08089500860585198,0.07744842769930634,0.040069548398219114
64,1000.0,none,37,val,experiment_4_0_fixed250_temporal_snn,146,0.5211347517730497,0.373015873015873,0.3621452621452621,0.3409332791791393,0.15873015873015872,0.14305555555555555,0.08989103044992018,0.23015873015873015,0.2123737373737374,0.18787119953358764,0.05555555555555555,0.05000000000000001,0.03203874142249492
64,1000.0,none,37,test,experiment_4_0_fixed250_temporal_snn,146,0.5650076180802438,0.3356164383561644,0.3306131368631368,0.33845065295378257,0.1643835616438356,0.15099206349206348,0.10973409306742639,0.273972602739726,0.2632062382062382,0.2544356444083658,0.04794520547945205,0.04404761904761905,0.018813646904617867
64,1000.0,none,53,train,experiment_4_0_fixed250_temporal_snn,135,0.5110990502035279,0.7710843373493976,0.7576714361530515,0.7589314629884026,0.38209982788296043,0.3680775535522128,0.31202675997027524,0.35800344234079173,0.34651435971913963,0.3132442452838775,0.12908777969018934,0.12552105632340557,0.09385714149349085
64,1000.0,none,53,val,experiment_4_0_fixed250_temporal_snn,135,0.549207217058502,0.3492063492063492,0.3468975468975468,0.2810217039502302,0.24603174603174602,0.2236111111111111,0.15168176568815644,0.24603174603174602,0.2302910052910053,0.19695969727703475,0.14285714285714285,0.14325998075998075,0.11779484368998437
64,1000.0,none,53,test,experiment_4_0_fixed250_temporal_snn,135,0.5861675416571559,0.3835616438356164,0.38259518259518255,0.3920928144710216,0.2328767123287671,0.21515151515151512,0.14291187739463604,0.3082191780821918,0.29412462537462536,0.25307303999447345,0.1643835616438356,0.16125541125541126,0.11793487541117485
64,1000.0,none,71,train,experiment_4_0_fixed250_temporal_snn,150,0.5335255948089401,0.7349397590361446,0.728218325281848,0.7311792103709474,0.3287435456110155,0.31716161701201473,0.27568891015066127,0.342512908777969,0.3315080032217502,0.3268272525131955,0.08950086058519793,0.08666115021507177,0.04680717790598632
64,1000.0,none,71,val,experiment_4_0_fixed250_temporal_snn,150,0.5732870771899393,0.3888888888888889,0.38039923039923046,0.3662385181993026,0.18253968253968253,0.16783910533910532,0.13011849261849262,0.29365079365079366,0.2803330928330928,0.2676800507203321,0.11904761904761904,0.10934343434343435,0.0703962703962704
64,1000.0,none,71,test,experiment_4_0_fixed250_temporal_snn,150,0.6062717770034843,0.3561643835616438,0.34730477855477854,0.3468449343695144,0.18493150684931506,0.16785714285714284,0.11985380116959066,0.2328767123287671,0.22663031413031418,0.21089922524880453,0.0821917808219178,0.07142857142857142,0.04422514619883041
128,250.0,none,11,train,experiment_4_0_fixed250_temporal_snn,140,0.5961484633040363,0.9621342512908778,0.9586963715410753,0.9611898960658561,0.6592082616179001,0.6349600510634622,0.6215053814974946,0.6196213425129088,0.605698929002494,0.6018893911386495,0.18932874354561102,0.1789630731500428,0.1434120026541854
128,250.0,none,11,val,experiment_4_0_fixed250_temporal_snn,140,0.6203832268814218,0.42063492063492064,0.42091750841750847,0.4025664903084745,0.3333333333333333,0.3145923520923521,0.27089577824449357,0.2857142857142857,0.2782166907166907,0.2598961189266694,0.15079365079365079,0.14078282828282826,0.12925436632333184
128,250.0,none,11,test,experiment_4_0_fixed250_temporal_snn,140,0.6672976810222433,0.3356164383561644,0.3327228327228327,0.33514364059906193,0.2465753424657534,0.23582251082251082,0.18952593119514785,0.2945205479452055,0.29538725163725166,0.2778679944501446,0.1506849315068493,0.14656177156177155,0.12312151785835997
128,250.0,none,23,train,experiment_4_0_fixed250_temporal_snn,99,0.4610001457938475,0.9001721170395869,0.893484464926508,0.8962876749189402,0.6368330464716007,0.61705279815427,0.6058695498919152,0.4750430292598967,0.45616987982748697,0.44256290428545225,0.12564543889845095,0.12054566691752228,0.10316247286981399
128,250.0,none,23,val,experiment_4_0_fixed250_temporal_snn,99,0.5029048656499637,0.46825396825396826,0.4490500240500241,0.43230344379467184,0.3492063492063492,0.3244047619047619,0.26549075273188544,0.31746031746031744,0.28985088985088986,0.2916319508848902,0.16666666666666666,0.16130952380952382,0.15340695665239276
128,250.0,none,23,test,experiment_4_0_fixed250_temporal_snn,99,0.5113941018766756,0.3835616438356164,0.3756528194028194,0.38337755067973545,0.3013698630136986,0.289985014985015,0.26890794347471353,0.2328767123287671,0.22404262404262407,0.20961951720170172,0.136986301369863,0.13588564213564214,0.1165862402704508
128,250.0,none,37,train,experiment_4_0_fixed250_temporal_snn,99,0.5349246378511524,0.9087779690189329,0.8958913675966785,0.9004208523161399,0.5628227194492255,0.5385187919886895,0.5567355117104335,0.48709122203098104,0.4805302511389908,0.47727747234582313,0.12220309810671257,0.11501367848112205,0.09038839125080546
128,250.0,none,37,val,experiment_4_0_fixed250_temporal_snn,99,0.6016771488469602,0.42063492063492064,0.41898148148148145,0.3597000660158555,0.3253968253968254,0.29507575757575755,0.25484492359492356,0.31746031746031744,0.30536916786916785,0.2968415571356748,0.15079365079365079,0.14309163059163058,0.1376545213444744
128,250.0,none,37,test,experiment_4_0_fixed250_temporal_snn,99,0.6134938550288438,0.2945205479452055,0.2772352647352648,0.2552318972313713,0.2465753424657534,0.22257881007881009,0.1752254345314491,0.3287671232876712,0.30966394716394713,0.28569237188090857,0.07534246575342465,0.07007575757575758,0.05407362538201144
128,250.0,none,53,train,experiment_4_0_fixed250_temporal_snn,139,0.6105608626853426,0.963855421686747,0.9615521280344116,0.9633822546303245,0.6746987951807228,0.666413892039884,0.6520346375200411,0.6884681583476764,0.6788328876846936,0.676726403620615,0.22547332185886404,0.2187161339206782,0.19543845728374232
128,250.0,none,53,val,experiment_4_0_fixed250_temporal_snn,139,0.6407469342251951,0.373015873015873,0.3590668590668591,0.3342748084897041,0.30952380952380953,0.299013949013949,0.26359721437066536,0.2857142857142857,0.2707431457431458,0.25425303705607244,0.12698412698412698,0.12444083694083695,0.09337611562843762
128,250.0,none,53,test,experiment_4_0_fixed250_temporal_snn,139,0.6714462299134735,0.3904109589041096,0.3686591186591186,0.34503715635809873,0.3150684931506849,0.305050505050505,0.2713240033953107,0.3698630136986301,0.3595966533466533,0.35329383250356816,0.1095890410958904,0.11185064935064933,0.09331261291438904
