method,fixed250_fusion_gain_over_best_single_mean,fixed250_fusion_gain_over_best_single_std,l1whole_l2fixed250_gain_over_l2fixed250_mean,l1whole_l2fixed250_gain_over_l2fixed250_std,reverse_mixed_gain_over_best_component_mean,reverse_mixed_gain_over_best_component_std,whole_fusion_gain_over_best_single_mean,whole_fusion_gain_over_best_single_std
l2_only_count,-0.0042328042328042175,0.016338010027026596,0.0,0.005952380952380931,0.021061577311577356,0.014847405973673513,0.004677267177267168,0.01643564515264195
l1_l2_timeshared_count,0.015617484367484299,0.016522443021389447,-0.003930097680097703,0.03252292578913562,0.04272694897694903,0.01913445418404451,-0.016559135309135293,0.06788007118816447
l1_fixed250_l2_whole_count,0.010312141562141552,0.01973280681069951,0.0050722425722425175,0.028640124815529064,0.041656260406260394,0.0010936644688055671,0.010839160839160885,0.04538297365983239
l1_capacity_no_phase_l2_whole_count,0.024828874828874747,0.024734069636974478,0.005592324342324336,0.020342742453932163,0.04321881821881831,0.05254130312479127,-0.005363617863617868,0.04500836645090464
